50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.060962,,,,,,,,,,,,,,6de59b01-eecf-4177-bdf1-5a3230d969c6,38,,,"[49.0, 56.9]",3754281,0,,,,,1.1374999,,Right Foot,,,,"[58.9, 78.3]",,Ground Pass,,23.579016,,,,,Branislav Ivanović,5594.0,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Right Wing,4,Chelsea,33,['a1d703ef-f692-4e40-9271-bca7ceda521f'],32,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:32.430,Pass,
,,,,,,,,,,,,,,,,,,1.421136,,,,,,,,,,,,,,fe878d07-1733-4216-b724-e3d483051fee,41,,,"[60.7, 74.9]",3754281,0,,,,,-1.1855099,,Left Foot,,,,"[68.0, 56.9]",,Ground Pass,,19.423954,,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,1,Regular Play,Branislav Ivanović,5594.0,Right Back,4,Chelsea,33,"['558ec2ca-0d6a-4721-a01a-a1b23d69e53b', 'df2a7a33-486a-4741-aa39-1d2cdaf228b7']",37,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:37.060,Pass,
,,,,,,,,,,,,True,,,,,,0.907297,,,,,,,,,,,,,,df2a7a33-486a-4741-aa39-1d2cdaf228b7,44,,,"[52.1, 23.2]",3754281,0,,,,,-1.5197458,,Right Foot,,,,"[52.8, 9.5]",,Ground Pass,,13.717872,,,,,Daley Blind,3311.0,,,,,Interception,1,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Right Center Midfield,5,Manchester United,39,"['05ae55e0-95fa-4aee-836b-2f895afec5fb', '6b9710ac-6a3f-43c6-b4c5-d29235602feb', 'fe878d07-1733-4216-b724-e3d483051fee']",38,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:38.481,Pass,True
,,,,,,,,,,,,,,,,,,1.031129,,,,,,,,,,,,,,ad4a9741-d624-41ba-a8ec-b359a0a61bb5,47,,,"[55.3, 10.4]",3754281,0,,,,,2.3646688,,Right Foot,,,,"[43.4, 22.1]",,Ground Pass,,16.68832,,,,,Michael Carrick,4751.0,,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,5,Manchester United,39,['0af41979-e85e-4ad3-addc-36fc5d7633a4'],42,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:42.259,Pass,
,,,,,,,,,,,,,,,,,,1.242673,,,,,,,,,,,,,,2d03b988-62d2-429c-be24-d3478850f984,50,,,"[41.3, 24.1]",3754281,0,,,,,-0.35752946,,Right Foot,,,,"[67.8, 14.2]",,Ground Pass,,28.288868,,,,,Juan Manuel Mata García,3294.0,,,,,,1,Regular Play,Michael Carrick,4751.0,Left Center Midfield,5,Manchester United,39,['f71971a5-04c5-41f0-b8db-9b8f2ce04c75'],46,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:46.986,Pass,
,,,,,,,,,,,,,,,,,,0.940031,,,,,,,,,,,,,,d60d39f7-bca4-49ad-951d-6e74c1fab1e9,53,,,"[69.3, 11.5]",3754281,0,,,,,-0.89883316,,Left Foot,,,,"[76.3, 2.7]",,Ground Pass,,11.2445545,,,,,Anthony Martial,20039.0,,,,,,1,Regular Play,Juan Manuel Mata García,3294.0,Center Attacking Midfield,5,Manchester United,39,['ca77df52-c4fa-4853-8a9a-0aa6848966de'],49,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:49.787,Pass,
,,,,,,,,,,,,,,,,,,1.535608,,,,,,,,,,,,,,2b8ece21-c0bc-4177-80f5-40800e293453,56,,,"[76.3, 13.5]",3754281,0,,,,,2.3680515,,Right Foot,,,,"[63.5, 26.0]",,Ground Pass,,17.89106,,,,,Michael Carrick,4751.0,,,,,,1,Regular Play,Anthony Martial,20039.0,Left Wing,5,Manchester United,39,['fe9238b2-2cfe-4f51-9813-6bdc72835b64'],54,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:54.065,Pass,
,,,,,,,,,,,,,,,,,,1.398605,,,,,,,,,,,,,,64570fea-e626-4fc5-a2c9-af43aec45d43,59,,,"[58.3, 25.0]",3754281,0,,,,,2.0690212,,Right Foot,,,,"[51.5, 37.5]",,Ground Pass,,14.229898,,,,,Chris Smalling,10958.0,,,,,,1,Regular Play,Michael Carrick,4751.0,Left Center Midfield,5,Manchester United,39,['27fa261c-9a56-4f9b-841f-8f45f5fd501b'],56,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:56.929,Pass,
,,,,,,,,,,,,,,,,,,1.153836,,,,,,,,,,,,,,fd77b0b1-bb7c-4303-a1bc-449aad0c5c56,62,,,"[54.0, 50.3]",3754281,0,,,,,1.4801364,,Right Foot,,,,"[56.0, 72.3]",,Ground Pass,,22.090721,,,,,Matteo Darmian,4587.0,,,,,,1,Regular Play,Chris Smalling,10958.0,Right Center Back,5,Manchester United,39,['c52f6eb6-eb69-4530-8c7a-d77f76a79786'],59,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:59.998,Pass,
,,,,,,,,,,,,,,,,,,0.988665,,,,,,,,,,,,,,27d47ec6-218a-4fe0-9beb-84d7c1fde7a9,65,,,"[56.0, 72.3]",3754281,1,,,,,-0.663203,,Right Foot,,,,"[75.2, 57.3]",,Ground Pass,,24.364729,,,,,Jesse Lingard,3293.0,,,,,,1,Regular Play,Matteo Darmian,4587.0,Right Back,5,Manchester United,39,['54e0e4ac-4240-4248-969f-7ab6c12f0448'],2,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:02.553,Pass,
,,,,,,,,,,,,,,,,,,1.108184,,,,,,,,,,,,,,5a116b19-9e95-4c00-9e7c-23576f52f38b,69,,,"[79.5, 54.2]",3754281,1,,,,,-2.0859742,,Right Foot,,,,"[71.8, 40.6]",,Ground Pass,,15.6285,,,,,Michael Carrick,4751.0,,,,,,1,Regular Play,Jesse Lingard,3293.0,Right Wing,5,Manchester United,39,['c0f0e661-68c0-41ce-84e4-d60c9c667a65'],5,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:05.824,Pass,
,,,,,,,,,,,,,,,,,,2.365122,,,,,,,,,,,,,,c4413023-73cc-433c-8dbe-1a73150bc486,73,,,"[70.9, 40.6]",3754281,1,,,,,0.8960554,,Left Foot,,,,"[93.3, 68.6]",,High Pass,,35.857494,,,,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,Regular Play,Michael Carrick,4751.0,Left Center Midfield,5,Manchester United,39,"['2b4ccccf-e401-4895-ab5f-ad0af2ce79b3', '2b7a15c9-e836-4066-9f1d-aa219566e71d']",6,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:06.972,Pass,True
,,,,,,,,,,,,,,,,,,1.621376,,,,,,,,,,,,,,d22e6842-7d76-467c-8db8-e17f32501829,75,,,"[93.3, 69.1]",3754281,1,,,,,0.051805455,,Head,,,,"[106.8, 69.8]",,Low Pass,,13.518136,,,,,Matteo Darmian,4587.0,,,,,,1,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Right Center Midfield,5,Manchester United,39,['4d1751a8-80ae-496b-adcd-893e06669eff'],9,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:09.425,Pass,
,,,,,,,,,,,,,,,,,,0.264501,,,,,,,,,,,,,,023d02ab-e347-45b8-8cc4-e5fd901bf634,78,,,"[107.0, 68.0]",3754281,1,,,,,-1.6902252,,Right Foot,,,,"[106.4, 63.0]",,Low Pass,,5.0358715,,,Incomplete,,,,,,,,,1,Regular Play,Matteo Darmian,4587.0,Right Back,5,Manchester United,39,['4796e613-57a4-4e31-bf41-d04d853a7269'],11,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:11.162,Pass,
,,,,,,,,,,,,,,,,,,1.000703,,,,,,,,,,,,,,eaa45f76-129c-4b11-ace2-be01ac0beb08,80,,,"[110.7, 80.0]",3754281,1,,,,,-2.1735399,,,,,,"[104.3, 70.7]",,Low Pass,,11.289375,,,,,Jesse Lingard,3293.0,,,,,Throw-in,1,From Throw In,Matteo Darmian,4587.0,Right Back,6,Manchester United,39,['7ce78596-614d-4f8f-a802-7daf5ecd7868'],17,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:17.810,Pass,
,,,,,,,,,,,,,,,,,,1.024681,,,,,,,,,,,,,,110f9944-4eab-454b-a6a4-a7ce1fe3207b,84,,,"[104.8, 70.9]",3754281,1,,,,,0.4636476,,Right Foot,,,,"[110.2, 73.6]",,Low Pass,,6.0373836,,,,,Matteo Darmian,4587.0,,,,,,1,From Throw In,Jesse Lingard,3293.0,Right Wing,6,Manchester United,39,"['83e68525-cef9-4c3a-b2cb-4355f4d94099', 'ef3d62f5-6e4a-4c31-9a02-2fbede3786c0']",18,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:18.850,Pass,True
,,,,,,,,,,,,,,,,,,0.959389,,,,,,,,,,,,,,5fcdc36f-736c-4724-80b3-a851b75199cf,87,,,"[110.2, 74.0]",3754281,1,,,,,-1.3567356,,Right Foot,,,,"[112.2, 64.8]",,Low Pass,,9.414882,,,,,Jesse Lingard,3293.0,,,,,,1,From Throw In,Matteo Darmian,4587.0,Right Back,6,Manchester United,39,['952e8897-d63f-4deb-9a34-32e5c0f02e4a'],19,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:19.915,Pass,
,,,,,,,,,,,,,,,,,,1.837442,,,,,,,,,,,,,,646f4fca-8c6f-4283-a34f-72a659e0a9e2,92,,,"[9.0, 20.3]",3754281,1,,,,True,2.0971887,,,,,,"[4.7, 27.7]",,High Pass,,8.558621,,,,,Thibaut Courtois,3509.0,,,,,Recovery,1,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,7,Chelsea,33,"['7dd5137a-23d1-4e95-851e-8619851bb958', 'cd053ff8-5244-493e-aa01-7e4b41ce54b3']",22,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:22.326,Pass,True
,,,,,,,,,,,,,,,,,,2.073894,,,,,,,,,,,,,,a0fc3821-9954-4fcd-9d97-e4278a5f9633,94,,,"[6.7, 37.2]",3754281,1,,True,,,0.8582104,,Keeper Arm,,,,"[26.4, 60.0]",,Ground Pass,,30.131876,,,,,Kurt Happy Zouma,3456.0,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,7,Chelsea,33,['38fc5884-1ebb-44f6-9b32-f8c7ee824b06'],30,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:30.528,Pass,
,,,,,,,,,,,,,,,,,,1.285513,,,,,,,,,,,,,,ffd014dc-d976-4737-9648-222d3b5dc767,96,,,"[28.6, 62.5]",3754281,1,,,,,0.2547583,,Right Foot,,,,"[47.8, 67.5]",,Ground Pass,,19.840363,,,,,Willian Borges da Silva,3472.0,,,,,,1,Regular Play,Kurt Happy Zouma,3456.0,Right Center Back,7,Chelsea,33,['673ec2d7-6da3-491a-86fa-bf93423ee622'],35,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:35.757,Pass,
,,,,,,,,,,,,,,,,,,1.640671,,,,,,,,,,,,,,8156962e-012b-4d26-8ee1-dbfa1872907e,100,,,"[46.5, 65.4]",3754281,1,,,,,-0.8333613,,Right Foot,,,,"[58.4, 52.3]",,Ground Pass,,17.698023,,,,,Diego da Silva Costa,5198.0,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Right Wing,7,Chelsea,33,"['47be4edb-bd10-493b-9ac6-c9cc3388ee51', 'e3dc8a44-869c-4b11-9c5c-f56e190bf174']",37,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:37.123,Pass,True
,,,,,,,,,,,,,,,,,,0.605851,,,,,,,,,,,,,,25f188b9-d1da-4326-9d07-f737bc910b75,103,,,"[56.7, 49.6]",3754281,1,,,,,-1.2658039,,Right Foot,,,,"[58.4, 44.2]",,Ground Pass,,5.661272,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,Regular Play,Diego da Silva Costa,5198.0,Center Forward,7,Chelsea,33,['1bcb8291-4dbe-4ed0-9597-b1a3f10bcf33'],39,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:39.342,Pass,
,,,,,,,,,,,,,,,,,,3.421375,,,,,,,,,,,,,,db14da55-f746-44f1-a713-ebb151e41941,105,,,"[56.7, 43.8]",3754281,1,,,,,0.54266167,,Right Foot,,,,"[96.0, 67.5]",,Ground Pass,,45.893135,,,Incomplete,,Willian Borges da Silva,3472.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,7,Chelsea,33,"['2eeab942-cf71-46e2-83be-b765bb46f654', 'e983414d-9a25-49b8-9db7-60733d4eb001']",39,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:39.947,Pass,
,,,,,,,,,,,,True,,,,,,2.912106,,,,,,,,,,,,,,2eeab942-cf71-46e2-83be-b765bb46f654,108,,,"[24.1, 12.6]",3754281,1,,,,,2.3014941,,Right Foot,,,,"[7.7, 30.9]",,Ground Pass,,24.57336,,,,,David de Gea Quintana,3333.0,,,,,Interception,1,Regular Play,Cameron Borthwick-Jackson,10779.0,Left Back,8,Manchester United,39,"['d76763a3-423e-4c79-a208-877beedf9cf1', 'db14da55-f746-44f1-a713-ebb151e41941']",43,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:43.369,Pass,
,,,,,,,,,,,,,,,,,,8.423563,,,,,,,,,,,,,,2f3446d6-edb9-4e31-8f97-1ce831fb5670,112,,,"[8.8, 33.2]",3754281,1,,,,,-0.34978697,,Right Foot,,,,"[95.7, 1.5]",,High Pass,,92.50135,,,Incomplete,,,,,,,,,1,Regular Play,David de Gea Quintana,3333.0,Goalkeeper,8,Manchester United,39,['5f7c06b3-2b82-4d18-a3da-ca971b9fbc1b'],46,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:46.564,Pass,
,,,,,,,,,,,,,,,,,,1.742688,,,,,,,,,,,,,,cd13dbb9-b798-4e49-bdae-b0646ce831a9,114,,,"[33.2, 21.7]",3754281,2,,,,,-1.1457561,,Head,,,,"[41.8, 2.7]",,High Pass,,20.855694,,,,,Cameron Borthwick-Jackson,10779.0,,,,,Recovery,1,Regular Play,Chris Smalling,10958.0,Right Center Back,8,Manchester United,39,['4334789b-7cb6-4a6f-9e69-489a201135f4'],0,,,,,,,,,,,,,,,,,,Manchester United,39,00:02:00.489,Pass,
