50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d68461a5-5ec4-40ee-a3bd-8e58a7e383de,1,,,,3754281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3456, 'name': 'Kurt Happy Zouma'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20287, 'name': 'John Terry'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Chelsea,33,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fd1aa90d-6705-4e96-aa23-7ab5ebf29081,2,,,,3754281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 36}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 43}, {'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 35}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bc645ba4-c728-433b-ad4a-e5392b9dfe0a,3,,,,3754281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,['47b08c0c-7851-4b27-8e37-0a7254281d6f'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,47b08c0c-7851-4b27-8e37-0a7254281d6f,4,,,,3754281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,['bc645ba4-c728-433b-ad4a-e5392b9dfe0a'],0,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d44d4c27-4d2c-4e53-b114-1da51458ce52,1758,,,,3754281,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,111,Manchester United,39,['57b8e06e-29a4-425b-9099-4ccba5c05f3d'],0,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,57b8e06e-29a4-425b-9099-4ccba5c05f3d,1759,,,,3754281,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,111,Manchester United,39,['d44d4c27-4d2c-4e53-b114-1da51458ce52'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.439435,,,,,,,,,,,,,,b8616d00-8206-4dfb-8fb6-db9bb09109b0,5,,,"[61.0, 40.1]",3754281,0,,,,,-2.0576956,,Right Foot,,,,"[60.1, 38.4]",,Ground Pass,,1.9235384,,,,,Francesc Fàbregas i Soler,3478.0,,,,,Kick Off,1,From Kick Off,Diego da Silva Costa,5198.0,Center Forward,2,Chelsea,33,['dd000970-01d3-43dc-930f-7d1904a22253'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.889,Pass,
,,,,,,,,,,,,,,,,,,2.596649,,,,,,,,,,,,,,fc9f9b19-bd4e-41d3-b066-3b8ac8be4cbe,8,,,"[64.3, 39.7]",3754281,0,,,,,-0.6564874,,Right Foot,,,,"[100.9, 11.5]",,High Pass,,46.203896,,,Incomplete,,César Azpilicueta Tanco,3957.0,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,2,Chelsea,33,"['b26a3936-7ab3-4645-adb0-f6699d866754', 'd0fa2b0e-a3e7-4bd7-be6e-8d63afabfc09']",3,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:03.103,Pass,
,,,,,,,,,,,,,,,,,,1.718234,,,,,,,,,,,,,,b26a3936-7ab3-4645-adb0-f6699d866754,10,,,"[19.2, 68.6]",3754281,0,,,,,-0.48689923,,Head,,,,"[27.7, 64.1]",,High Pass,,9.617692,,,,,Jesse Lingard,3293.0,,,,,Recovery,1,Regular Play,Matteo Darmian,4587.0,Right Back,3,Manchester United,39,"['c8894d29-60cb-4631-9cde-982f27a442d9', 'fc9f9b19-bd4e-41d3-b066-3b8ac8be4cbe']",5,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:05.699,Pass,
,,,,,,,,,,,,,,,,,,0.911089,,,,,,,,,,,,,,bc91aee9-fabe-4c64-960f-f8fb44162b67,14,,,"[29.5, 56.9]",3754281,0,,,,,-0.9801759,,Right Foot,,,,"[35.4, 48.1]",,Low Pass,,10.5948105,,,,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,Regular Play,Jesse Lingard,3293.0,Right Wing,3,Manchester United,39,['d0b0a3fa-790c-4889-8747-1a2ecd6e79f3'],9,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:09.268,Pass,
,,,,,,,,,,,,,,,,,,2.459422,,,,,,,,,,,,,,c71423bd-f9bb-463f-9675-106e5ac707ca,18,,,"[34.5, 47.8]",3754281,0,,,,,0.7853982,,Right Foot,,,,"[51.5, 64.8]",,High Pass,,24.04163,,,Incomplete,,Jesse Lingard,3293.0,,,,,,1,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Right Center Midfield,3,Manchester United,39,"['a5d80feb-465b-4705-bbcf-fc46b8b91f91', 'da235960-45e1-457b-98e2-b3fed2452fab']",10,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:10.220,Pass,
,,,,,,,,,,,,,,,,,,1.154638,,,,,,,,,,,,,,8c37398e-d47b-46f7-b3dd-07ba62ef9492,22,,,"[69.1, 7.0]",3754281,0,,,,,0.43554255,,Left Foot,,,,"[79.2, 11.7]",,High Pass,,11.1400175,,,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,4,Chelsea,33,['c2fe6479-c86b-4771-a436-ee840ed22d03'],13,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:13.236,Pass,
,,,,,,,,,,,,,,,,,,3.052843,,,,,,,,,,,,,,6bdb5b7a-4a06-4112-95cd-1a72ce83fea2,28,,,"[27.7, 60.7]",3754281,0,,,,,0.0,,Right Foot,,,,"[75.0, 60.7]",,High Pass,,47.3,,,Incomplete,,Wayne Mark Rooney,3538.0,,,,,Recovery,1,Regular Play,Chris Smalling,10958.0,Right Center Back,4,Chelsea,33,"['0a8a2b00-b781-49fc-8ee9-d6bdfd657b13', '60415e9a-48cc-4568-b568-435f92264cab']",16,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:16.790,Pass,
,,,,,,,,,,,,,,,,,,1.464701,,,,,,,,,,,,,,76c14120-a2e3-46dc-86cc-9b17d7186f11,33,,,"[12.6, 30.7]",3754281,0,,,,,1.2042996,,Keeper Arm,,,,"[16.4, 40.6]",,Ground Pass,,10.604244,,,,,Kurt Happy Zouma,3456.0,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,4,Chelsea,33,['74b3e458-4cdc-4ecb-a8df-7178289fc474'],24,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:24.824,Pass,
,,,,,,,,,,,,,,,,,,1.456495,,,,,,,,,,,,,,afeba56a-1067-4c27-8ec6-8ad03b233385,36,,,"[29.5, 50.1]",3754281,0,,,,,0.2413555,,Right Foot,,,,"[49.0, 54.9]",,Ground Pass,,20.08208,,,,,Willian Borges da Silva,3472.0,,,,,,1,Regular Play,Kurt Happy Zouma,3456.0,Right Center Back,4,Chelsea,33,['99ce83e1-f82c-4d84-b5ef-0639bf1dea35'],30,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:30.973,Pass,
