ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.131149,,,,,,,,,,,,8266eee8-a53e-47b0-ba69-e24e229d4fa4,15,,"[7.7, 43.8]",3754203,0,,,,,-1.0375813,,Right Foot,,,,"[19.8, 23.3]",,Ground Pass,,23.80462,,,Angelo Obinze Ogbonna,3843.0,,,,,,,1,From Kick Off,Adrián San Miguel del Castillo,3623.0,Goalkeeper,2,West Ham United,40,['0883e5e6-e696-45bd-b300-056039f795ae'],7,,,,,,,,,,,,,,,,West Ham United,40,00:00:07.919,Pass,
,,,,,,,,,,,,,,,1.462473,,,,,,,,,,,,9bbcd447-7336-494e-9ae6-86667d09ce16,18,,"[20.7, 23.3]",3754203,0,,,,,2.4990737,,Left Foot,,,,"[4.4, 35.5]",,Ground Pass,,20.36001,,,Adrián San Miguel del Castillo,3623.0,,,,,,,1,From Kick Off,Angelo Obinze Ogbonna,3843.0,Left Center Back,2,West Ham United,40,['67c84eed-f1cb-4399-a632-eb12630c7812'],11,,,,,,,,,,,,,,,,West Ham United,40,00:00:11.829,Pass,
,,,,,,,,,,,,,,,4.039836,,,,,,,,,,,,fcae8c1c-1f57-4a9e-b729-e6f9573870ed,22,,"[6.0, 39.9]",3754203,0,,,,,0.45753148,,Right Foot,,,,"[71.6, 72.2]",,High Pass,,73.12079,Incomplete,,Mauro Matías Zárate,27853.0,,,,,,,1,From Kick Off,Adrián San Miguel del Castillo,3623.0,Goalkeeper,2,West Ham United,40,"['2c004083-1ef9-4bae-9491-3e1adbc9f01f', 'b9a40dec-f8a7-409a-b368-37700855fde4', 'c03c05b8-dbd7-448c-a54f-9766a9b2b673']",15,,,,,,,,,,,,,,,,West Ham United,40,00:00:15.020,Pass,True
,,,,,,,,,,,,,,,1.119143,,,,,,,,,,,,c03c05b8-dbd7-448c-a54f-9766a9b2b673,25,,"[48.5, 7.9]",3754203,0,,,,True,0.29592603,,,,,,"[56.7, 10.4]",,High Pass,,8.572631,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Jeffrey Schlupp,3520.0,Left Back,2,West Ham United,40,"['5a0a69a7-ca95-4112-84a0-e7c63d7c5b0e', 'd3cbc1d4-123f-4a0f-b2c3-2d19a1d36c1c', 'fcae8c1c-1f57-4a9e-b729-e6f9573870ed']",19,,,,,,,,,,,,,,,,Leicester City,22,00:00:19.060,Pass,True
,,,,,,,,,,,,,,,2.871293,,,,,,,,,,,,d3cbc1d4-123f-4a0f-b2c3-2d19a1d36c1c,26,,"[63.4, 69.7]",3754203,0,,,,,0.26625204,,Head,,,,"[78.8, 73.9]",,High Pass,,15.962456,,,Mauro Matías Zárate,27853.0,,,,,,Recovery,1,From Kick Off,Mark Noble,3874.0,Right Center Midfield,2,West Ham United,40,"['5806bc5c-94d4-4e0a-99b0-8d19d9e50ea1', 'c03c05b8-dbd7-448c-a54f-9766a9b2b673']",20,,,,,,,,,,,,,,,,West Ham United,40,00:00:20.179,Pass,
,,,,,,,,,,,,,,,1.040448,,,,,,,,,,,,5fb015cf-8bee-4e8d-8faf-898039217859,31,,"[92.3, 80.0]",3754203,0,,True,,,-2.2952943,,,,,,"[84.6, 71.3]",,Low Pass,,11.61809,,,Dimitri Payet,3491.0,,,,,,Throw-in,1,From Throw In,Carl Jenkinson,21254.0,Right Back,3,West Ham United,40,['691c8f81-98bc-4a34-bb55-7587ab41c407'],34,,,,,,,,,,,,,,,,West Ham United,40,00:00:34.332,Pass,
,,,,,,,,,,,,,,,0.65189,,,,,,,,,,,,9adc5547-2587-4c43-952b-92f6631ef691,33,,"[84.6, 71.3]",3754203,0,,True,,,1.7492068,,Left Foot,,,,"[83.5, 77.4]",,Ground Pass,,6.1983867,,,Carl Jenkinson,21254.0,,,,,,,1,From Throw In,Dimitri Payet,3491.0,Left Wing,3,West Ham United,40,['4ed4171b-ed0b-40d8-994f-75e3d4752f8f'],35,,,,,,,,,,,,,,,,West Ham United,40,00:00:35.378,Pass,
,,,,,,,,,,,,,,,1.766027,,,,,,,,,,,,e19fbf3f-0ff0-40d9-be39-de2b77c2ca93,35,,"[74.9, 76.6]",3754203,0,,,,,-3.106723,,Right Foot,,,,"[49.1, 75.7]",,Ground Pass,,25.815693,,,Winston Reid,4280.0,,,,,,,1,From Throw In,Carl Jenkinson,21254.0,Right Back,3,West Ham United,40,['73f5ae5a-55bd-41d7-a9fa-6d315b9e1546'],37,,,,,,,,,,,,,,,,West Ham United,40,00:00:37.541,Pass,
,,,,,,,,,,,,,,,2.209965,,,,,,,,,,,,b0c9118b-396a-4bc0-8f6c-e907514e57b1,37,,"[49.1, 75.7]",3754203,0,,,,,-1.8216002,,Right Foot,,,,"[42.9, 51.5]",,Ground Pass,,24.981594,,,Angelo Obinze Ogbonna,3843.0,,,,,,,1,From Throw In,Winston Reid,4280.0,Right Center Back,3,West Ham United,40,['8f949f97-78ec-4e4d-97ad-b96427822488'],39,,,,,,,,,,,,,,,,West Ham United,40,00:00:39.307,Pass,
,,,,,,,,,,,,,,,1.476368,,,,,,,,,,,,0be4a5ab-7b02-4def-b056-53d7edc3fe04,40,,"[36.7, 44.3]",3754203,0,,,,,-1.1981189,,Left Foot,,,,"[46.2, 20.0]",,Ground Pass,,26.090994,,,Aaron Cresswell,3062.0,,,,,,,1,From Throw In,Angelo Obinze Ogbonna,3843.0,Left Center Back,3,West Ham United,40,['27dbb54a-a218-4011-bac0-928f5a94c417'],43,,,,,,,,,,,,,,,,West Ham United,40,00:00:43.338,Pass,
,,,,,,,,,,,,,,,3.455982,,,,,,,,,,,,f2bc9f28-e6b9-49d6-945a-e06d1b9b7e50,43,,"[50.7, 14.8]",3754203,0,,,,,-0.121352,,Left Foot,,,,"[112.2, 7.3]",,Low Pass,,61.955627,,,Diafra Sakho,3962.0,,,,,,,1,From Throw In,Aaron Cresswell,3062.0,Left Back,3,West Ham United,40,['89d42ba8-323a-405a-b978-286c03f510b6'],46,,,,,,,,,,,,,,,,West Ham United,40,00:00:46.727,Pass,
,,,,,,,,,,,,,,,0.743863,,,,,,,,,,,,0d1fd22a-ca56-40c3-8354-59c99c0aead4,47,,"[104.5, 8.2]",3754203,0,,,,,2.5652175,,Right Foot,,,,"[88.5, 18.6]",,Ground Pass,,19.082977,,,Mark Noble,3874.0,,,,,,,1,From Throw In,Diafra Sakho,3962.0,Center Forward,3,West Ham United,40,['99944c6e-abab-4b9d-952f-374962e6bb5b'],53,,,,,,,,,,,,,,,,West Ham United,40,00:00:53.435,Pass,
,,,,,,,,,,,,,,,1.387097,,,,,,,,,,,,41443413-3cf4-43cc-8056-f8da970abf20,50,,"[88.5, 18.6]",3754203,0,,,,,-1.3306253,,Right Foot,,,,"[90.9, 8.8]",,Ground Pass,,10.089599,,,Aaron Cresswell,3062.0,,,,,,,1,From Throw In,Mark Noble,3874.0,Right Center Midfield,3,West Ham United,40,['bc43ef72-c1b6-4860-8615-d5475227e3e6'],54,,,,,,,,,,,,,,,,West Ham United,40,00:00:54.202,Pass,
,,,,,,,,,,,,,,,2.101393,,,,,,,,,,,,cbbbd849-2ff6-4a61-b8d3-c054e0a25717,53,,"[90.9, 8.8]",3754203,0,,,,,-0.2939799,,Left Foot,,,,"[101.8, 5.5]",,Ground Pass,,11.388591,,,Mark Noble,3874.0,,,,,,,1,From Throw In,Aaron Cresswell,3062.0,Left Back,3,West Ham United,40,['692c9bf5-bd66-43b4-af30-7a71e0cef495'],56,,,,,,,,,,,,,,,,West Ham United,40,00:00:56.080,Pass,
,,,,,,,,,,,,,,,1.353944,,,,,,,,,,,,4be7bcdc-1228-427b-a5ce-841d24d7cb00,59,,"[112.5, 11.8]",3754203,1,,,,,1.4731847,,Right Foot,True,,,"[115.8, 45.5]",,High Pass,,33.861187,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Dimitri Payet,3491.0,Left Wing,4,West Ham United,40,['fe1008c6-f1e6-422d-ae18-73eff5b90c20'],53,,,,,,,,,,,,,,,,West Ham United,40,00:01:53.877,Pass,
,,,,,,,,,,,,,,,3.481054,,,,,,,,,,,,7ffa34ba-033d-4978-925f-e9e38b4d2132,63,,"[6.0, 36.0]",3754203,2,,True,,,-0.47550723,,Right Foot,,,,"[69.7, 3.2]",,High Pass,,71.64866,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Kasper Schmeichel,3815.0,Goalkeeper,5,Leicester City,22,['e1b9ff86-fa4b-44d6-8a24-17b73ad88094'],19,,,,,,,,,,,,,,,,Leicester City,22,00:02:19.580,Pass,
,,,,,,,,,,,,,,,1.32676,,,,,,,,,,,,7d6ecc91-b2bc-469f-ad7e-04000e6d9024,65,,"[68.6, 0.1]",3754203,2,,,,,0.1856815,,,,,,"[86.7, 3.5]",,High Pass,,18.416569,,,Jamie Vardy,10960.0,,,,,,Throw-in,1,From Throw In,Robert Huth,40123.0,Right Center Back,6,Leicester City,22,['1388625a-bf85-4d03-9abe-8dd6b35e271c'],43,,,,,,,,,,,,,,,,Leicester City,22,00:02:43.559,Pass,
,,,,,,,,,,,,,,,2.366051,,,,,,,,,,,,6e609db0-8c66-4b5a-a8b9-d18cc839ffdd,67,,"[86.7, 3.5]",3754203,2,,,,,0.70743155,,Head,,,,"[107.4, 21.2]",,High Pass,,27.235638,Incomplete,,Shinji Okazaki,3810.0,,,,,,,1,From Throw In,Jamie Vardy,10960.0,Right Center Forward,6,Leicester City,22,"['23606214-916b-449c-99b3-9b17d1007dbe', '39aa797c-8ee3-40e4-a88f-e9512c380182']",44,,,,,,,,,,,,,,,,Leicester City,22,00:02:44.886,Pass,
,,,,,,,,,,,,,,,1.899379,,,,,,,,,,,,9476d661-ca8f-451c-8ced-deabcb89069f,72,,"[82.9, 33.4]",3754203,2,,,,True,-0.38260722,,,,,,"[91.1, 30.1]",,High Pass,,8.839118,Incomplete,,,,,,,,,Recovery,1,From Throw In,Danny Drinkwater,3662.0,Left Defensive Midfield,6,Leicester City,22,"['0507eddd-1ef3-44c4-8e41-add8ef287f53', 'b5550542-eeed-4fef-8b43-7c890af00944']",51,,,,,,,,,,,,,,,,Leicester City,22,00:02:51.124,Pass,True
,,,,,,,,,,,,,,,2.351469,,,,,,,,,,,,0507eddd-1ef3-44c4-8e41-add8ef287f53,73,,"[29.0, 50.0]",3754203,2,,,,,0.6202495,,Head,,,,"[40.2, 58.0]",,High Pass,,13.7637205,,,Mark Noble,3874.0,,,,,,Recovery,1,From Counter,Reece Oxford,4273.0,Center Defensive Midfield,7,West Ham United,40,"['9476d661-ca8f-451c-8ced-deabcb89069f', 'e99cfc19-d47d-48ae-85ef-91288f923c28']",53,,,,,,,,,,,,,,,,West Ham United,40,00:02:53.023,Pass,
,,,,,,,,,,,,,,,3.089887,,,,,,,,,,,,aa1b7df5-4786-4b02-aaa1-71755d37e063,76,,"[56.8, 64.2]",3754203,2,,,,,-1.3258177,,Right Foot,,,,"[72.8, 0.2]",,High Pass,,65.96969,Out,,Dimitri Payet,3491.0,,,True,,,,1,From Counter,Mark Noble,3874.0,Right Center Midfield,7,West Ham United,40,['506ac0b0-01ad-4d3b-b9d0-42d76183128d'],59,,,,,,,,,,,,,,,,West Ham United,40,00:02:59.268,Pass,
,,,,,,,,,,,,,,,3.126195,,,,,,,,,,,,8fe16e00-b21b-4a56-bda9-12a4826063d3,78,,"[51.7, 80.0]",3754203,3,,,,,-0.30756712,,,,,,"[85.7, 69.2]",,High Pass,,35.67408,Incomplete,,Shinji Okazaki,3810.0,,,,,,Throw-in,1,From Throw In,Ritchie De Laet,28782.0,Right Back,8,Leicester City,22,"['640867a8-2888-4078-ba69-6605be8b1ca1', 'c64d3227-5e56-4021-aaa4-3c9d523176a1']",19,,,,,,,,,,,,,,,,Leicester City,22,00:03:19.789,Pass,
,,,,,,,,,,,,,,,1.952793,,,,,,,,,,,,c64d3227-5e56-4021-aaa4-3c9d523176a1,81,,"[34.4, 10.9]",3754203,3,,,,True,0.22606839,,,,,,"[44.4, 13.2]",,High Pass,,10.261091,,,Cheikhou Kouyaté,3684.0,,,,,,Recovery,1,Regular Play,Angelo Obinze Ogbonna,3843.0,Left Center Back,9,West Ham United,40,"['45b3fc71-394d-4c82-a07c-11be6e60813b', '8fe16e00-b21b-4a56-bda9-12a4826063d3', 'a38973e3-39bf-4957-afb7-8c3b885abac6']",22,,,,,,,,,,,,,,,,West Ham United,40,00:03:22.916,Pass,True
,,,,,,,,,,,,,,,0.898625,,,,,,,,,,,,e25526e6-7133-4c42-b293-48661af54afc,88,,"[49.4, 10.1]",3754203,3,,,,,-1.9247937,,Right Foot,,,,"[47.7, 5.5]",,Ground Pass,,4.90408,,,Aaron Cresswell,3062.0,,,,,,,1,Regular Play,Cheikhou Kouyaté,3684.0,Left Center Midfield,9,West Ham United,40,['434178e0-d23b-4f61-8c1f-bba27f9c0fe0'],27,,,,,,,,,,,,,,,,West Ham United,40,00:03:27.354,Pass,
,,,,,,,,,,,,,,,3.898317,,,,,,,,,,,,56f23328-865a-4230-a64e-88eebc87feac,91,,"[47.9, 4.9]",3754203,3,,,,,0.025842387,,Left Foot,,,,"[109.8, 6.5]",,High Pass,,61.920673,Incomplete,,Diafra Sakho,3962.0,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,9,West Ham United,40,"['8300f068-b3f9-4bb1-b7d9-ab0607dc95e5', 'd7889e72-51d1-44f6-bb77-beca4c8a2a5b']",29,,,,,,,,,,,,,,,,West Ham United,40,00:03:29.192,Pass,
,,,,,,,,,,,,,,,0.973366,,,,,,,,,,,,d96262e1-e3bf-4611-b3d9-0ed373eeb00a,95,,"[107.5, 0.1]",3754203,3,,,,,1.6814536,,,,,,"[106.3, 10.9]",,Low Pass,,10.866462,,,Mauro Matías Zárate,27853.0,,,,,,Throw-in,1,From Throw In,Aaron Cresswell,3062.0,Left Back,10,West Ham United,40,['bbd8043e-de7a-4d41-912c-4997d2ba2db1'],48,,,,,,,,,,,,,,,,West Ham United,40,00:03:48.847,Pass,
,,,,,,,,,,,,,,,0.791852,,,,,,,,,,,,ab7a7256-1856-4b7c-8d4e-f60cb57ccfa5,97,,"[106.3, 10.9]",3754203,3,,,,,-1.4544412,,Right Foot,,,,"[107.2, 3.2]",,Low Pass,,7.752419,,,Aaron Cresswell,3062.0,,,,,,,1,From Throw In,Mauro Matías Zárate,27853.0,Right Wing,10,West Ham United,40,['d31ef7b3-abdd-420e-b692-3871b8e763f5'],49,,,,,,,,,,,,,,,,West Ham United,40,00:03:49.820,Pass,
,,,,,,,,,,,,,,,0.376251,,,,,,,,,,,,81ebefb2-0607-448a-b762-2694126a1f9d,101,,"[106.6, 4.1]",3754203,3,,,,,0.0,,Left Foot,,,,"[108.6, 4.1]",,Ground Pass,,2.0,Incomplete,,Mauro Matías Zárate,27853.0,,,,,,,1,From Throw In,Aaron Cresswell,3062.0,Left Back,10,West Ham United,40,"['40375c9b-d63c-458c-b926-2c5a7f9d8744', '87073002-f4e8-46c2-bf98-eed883ffa244', 'd095ae70-e309-4422-957c-6ce4cf5fdae3']",51,,,,,,,,,,,,,,,,West Ham United,40,00:03:51.408,Pass,True
,,,,,,,,,,,,,,,1.850686,,,,,,,,,,,,c0ab223b-173d-46a6-b355-5e534a2bf9d9,104,,"[95.1, 0.1]",3754203,4,,True,,,2.818109,,,,,,"[77.8, 5.9]",,Low Pass,,18.24637,,,Cheikhou Kouyaté,3684.0,,,,,,Throw-in,1,From Throw In,Aaron Cresswell,3062.0,Left Back,11,West Ham United,40,['0d55736d-b82f-4008-aabc-0912d9c44bfb'],2,,,,,,,,,,,,,,,,West Ham United,40,00:04:02.584,Pass,
,,,,,,,,,,,,,,,1.183795,,,,,,,,,,,,0beefe6d-371c-48b6-b0a3-55d90ebe615a,106,,"[73.4, 10.1]",3754203,4,,True,,,2.5239758,,Right Foot,,,,"[48.2, 28.0]",,Ground Pass,,30.910355,,,Winston Reid,4280.0,,,,,,,1,From Throw In,Cheikhou Kouyaté,3684.0,Left Center Midfield,11,West Ham United,40,['6ebda9fc-3149-4cad-a365-b77f74320353'],6,,,,,,,,,,,,,,,,West Ham United,40,00:04:06.358,Pass,
,,,,,,,,,,,,,,,1.64892,,,,,,,,,,,,0755558e-8b7e-45a5-8f36-55b2e846cacb,108,,"[48.2, 28.0]",3754203,4,,,,,-1.2490457,,Right Foot,,,,"[51.5, 18.1]",,Ground Pass,,10.435516,,,Angelo Obinze Ogbonna,3843.0,,,,,,,1,From Throw In,Winston Reid,4280.0,Right Center Back,11,West Ham United,40,['aa139a55-c62b-4a90-88c4-2533e7852850'],7,,,,,,,,,,,,,,,,West Ham United,40,00:04:07.803,Pass,
,,,,,,,,,,,,,,,0.970982,,,,,,,,,,,,deac417f-3e9b-4f6c-9932-575f785f4985,111,,"[52.9, 16.2]",3754203,4,,,,,-0.61072594,,Right Foot,,,,"[60.9, 10.6]",,Ground Pass,,9.7652445,,,Cheikhou Kouyaté,3684.0,,,,,,,1,From Throw In,Angelo Obinze Ogbonna,3843.0,Left Center Back,11,West Ham United,40,['5b1552a8-f30d-4229-871c-9bfa3723aa8e'],9,,,,,,,,,,,,,,,,West Ham United,40,00:04:09.896,Pass,
,,,,,,,,,,,,,,,1.391453,,,,,,,,,,,,cf6787c9-2953-4cbc-8fdd-0d1f9f05303e,115,,"[61.5, 9.1]",3754203,4,,,,,1.4536875,,Right Foot,,,,"[63.9, 29.5]",,Ground Pass,,20.540691,,,Reece Oxford,4273.0,,,,,,,1,From Throw In,Cheikhou Kouyaté,3684.0,Left Center Midfield,11,West Ham United,40,"['81ddfd6e-8349-4846-ac88-5111be61781c', '9cf8ef28-91a0-4820-8778-a8760914a242']",11,,,,,,,,,,,,,,,,West Ham United,40,00:04:11.900,Pass,True
,,,,,,,,,,,,,,,1.411284,,,,,,,,,,,,dd0cdd6d-e3d5-47b8-80b4-e06098360154,117,,"[63.9, 29.5]",3754203,4,,,,,-2.6827183,,Right Foot,,,,"[47.1, 21.2]",,Ground Pass,,18.738462,,,Angelo Obinze Ogbonna,3843.0,,,,,,,1,From Throw In,Reece Oxford,4273.0,Center Defensive Midfield,11,West Ham United,40,['49288354-5a59-43e9-9499-2ed9aa055d1e'],13,,,,,,,,,,,,,,,,West Ham United,40,00:04:13.292,Pass,
