bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,19608cad-7b89-4c53-ad20-616f13016462,1,,,3754350,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9fc5bfc4-bbb7-4642-99c8-06b16f3fa924,2,,,3754350,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 9628, 'name': 'James Grant Chester'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 33}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,eb672483-fd67-4714-846c-05448f8db380,3,,,3754350,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,['59ee89e8-f319-4dc5-ae8e-cb172548daa0'],0,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,59ee89e8-f319-4dc5-ae8e-cb172548daa0,4,,,3754350,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,['eb672483-fd67-4714-846c-05448f8db380'],0,,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3dff23f2-e207-48f5-b31e-21b555f8a171,1691,,,3754350,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,86,Everton,29,['ea39b3cc-9d20-45cb-9ab6-985b73f48c30'],0,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ea39b3cc-9d20-45cb-9ab6-985b73f48c30,1692,,,3754350,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,86,Everton,29,['3dff23f2-e207-48f5-b31e-21b555f8a171'],0,,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.98127,,,,,,,,,,,,,5566343f-814d-4a8a-93d5-b57758706eed,5,,"[60.0, 40.0]",3754350,0,,,,,-1.6839473,,Left Foot,,,,"[59.5, 35.6]",,Ground Pass,,4.428318,,,Ross Barkley,4275.0,,,,,Kick Off,1,From Kick Off,Romelu Lukaku Menama,3289.0,Center Forward,2,Everton,29,['9bb6bfdf-c92c-435a-8d09-43650e72b93b'],0,,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.731,Pass,
,,,,,,,,,,,,,,,,,,1.428646,,,,,,,,,,,,,bd4f3311-e585-4b81-a008-dd384ed7231d,8,,"[61.3, 38.6]",3754350,0,,,,,2.8437102,,Right Foot,,,,"[38.5, 45.6]",,Ground Pass,,23.850367,,,Phil Jagielka,20046.0,,,,,,1,From Kick Off,Ross Barkley,4275.0,Center Attacking Midfield,2,Everton,29,['34cc20d8-7581-455a-b709-22900f510f2a'],4,,,,,,,,,,,,,,,,,,,Everton,29,00:00:04.191,Pass,
,,,,,,,,,,,,,,,,,,1.787872,,,,,,,,,,,,,4112ff92-a717-4cb6-afa2-cdf3c61a35ad,10,,"[39.2, 46.0]",3754350,0,,,,,1.6896367,,Right Foot,,,,"[37.6, 59.4]",,Ground Pass,,13.495184,,,Séamus Coleman,4589.0,,,,,,1,From Kick Off,Phil Jagielka,20046.0,Right Center Back,2,Everton,29,['2fc1fd6f-71d3-4c5f-bc09-9985a7adb7d3'],5,,,,,,,,,,,,,,,,,,,Everton,29,00:00:05.619,Pass,
,,,,,,,,,,,,,,,,,,0.910867,,,,,,,,,,,,,b4ca8caf-afef-4998-b732-f375f21e8e4e,13,,"[37.6, 59.4]",3754350,0,,,,,-0.34464732,,Right Foot,,,,"[45.4, 56.6]",,Ground Pass,,8.28734,,,James McCarthy,3607.0,,,,,,1,From Kick Off,Séamus Coleman,4589.0,Right Back,2,Everton,29,['b2a9603e-f669-4189-8cb9-a1fb094f70b9'],8,,,,,,,,,,,,,,,,,,,Everton,29,00:00:08.553,Pass,
