bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4bc7d0e4-83e5-4be9-a65d-a2c407e30025,1,,,3754028,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3659, 'name': 'Wilfredo Daniel Caballero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 4597, 'name': 'Fabian Delph'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 42}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dd7dc3f4-3a17-43f6-82f9-c810091a0574,2,,,3754028,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e4e8e949-b744-4469-a4d3-53cf39b78652,3,,,3754028,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['b3e3bca9-8328-401d-88cf-5616f8b07fc8'],0,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b3e3bca9-8328-401d-88cf-5616f8b07fc8,4,,,3754028,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['e4e8e949-b744-4469-a4d3-53cf39b78652'],0,,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b33e1db8-4d4d-4552-be28-0010569b2c9d,1620,,,3754028,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,82,Southampton,25,['32d624ac-b797-498e-8751-268f50aa4706'],0,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,32d624ac-b797-498e-8751-268f50aa4706,1621,,,3754028,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,82,Southampton,25,['b33e1db8-4d4d-4552-be28-0010569b2c9d'],0,,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.212163,,,,,,,,,,,,fdc56b5f-6b7c-4f5c-b939-8f169fdd10ba,5,,"[61.0, 40.1]",3754028,0,,,,,1.9809237,,Right Foot,,,"[60.0, 42.4]",,Ground Pass,,2.5079873,,,,,Steven Davis,3828.0,,,,,Kick Off,1,From Kick Off,Shane Long,3842.0,Center Forward,2,Southampton,25,['afd1baba-312c-4605-a5bd-2b2ad3d1ac75'],1,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:01.213,Pass,
,,,,,,,,,,,,,,,,,,0.777564,,,,,,,,,,,,251d1aa1-fd21-4ce7-a0a6-71f576f7dfea,7,,"[59.4, 43.2]",3754028,0,,,,,-2.9147937,,Right Foot,,,"[47.7, 40.5]",,Ground Pass,,12.007498,,,,,Victor Wanyama,3098.0,,,,,,1,From Kick Off,Steven Davis,3828.0,Left Midfield,2,Southampton,25,['da4421e3-468e-48ce-9b91-4488ae6df6f3'],1,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:01.425,Pass,
,,,,,,,,,,,,,,,,,,1.043169,,,,,,,,,,,,5b91b6bb-e60d-40c4-9107-7318b3859bd1,10,,"[47.5, 40.9]",3754028,0,,,,,-2.430438,,Right Foot,,,"[34.5, 29.7]",,Ground Pass,,17.159254,,,,,Virgil van Dijk,3669.0,,,,,,1,From Kick Off,Victor Wanyama,3098.0,Center Defensive Midfield,2,Southampton,25,['89da9277-d4aa-495b-94e9-de3941cbb8ce'],3,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:03.258,Pass,
,,,,,,,,,,,,,,,,,,1.295393,,,,,,,,,,,,43d6aafc-ead3-444f-976c-f092dff432f7,13,,"[34.7, 30.5]",3754028,0,,,,,1.9273286,,Right Foot,,,"[27.4, 50.1]",,Ground Pass,,20.915306,,,,,José Miguel da Rocha Fonte,3960.0,,,,,,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,['20842dfa-0c62-43e3-9d45-e1e5cf634783'],5,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:05.533,Pass,
