bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d672f332-659e-4340-9990-d913cc7317ba,1,,,3754199,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20446, 'name': 'Shay Given'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4346, 'name': 'Gilbert Gianelli Imbula Wanga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3265, 'name': 'José Luis Sanmartín Mato'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cb0416a0-b251-4f4e-b0c1-36d97a8210e5,2,,,3754199,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 20066, 'name': 'Darren Randolph'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United,40,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,82e71970-8ed1-4f16-bbcb-be25c600aab5,3,,,3754199,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['bd4a7274-19b0-40a5-82b4-a3a1080b7a8d'],0,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bd4a7274-19b0-40a5-82b4-a3a1080b7a8d,4,,,3754199,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['82e71970-8ed1-4f16-bbcb-be25c600aab5'],0,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ff005ce0-990b-4dc2-b254-123bfd53bd24,1611,,,3754199,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,92,Stoke City,30,['b02e9288-dad1-4435-a92a-9e8146088023'],0,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b02e9288-dad1-4435-a92a-9e8146088023,1612,,,3754199,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,92,Stoke City,30,['ff005ce0-990b-4dc2-b254-123bfd53bd24'],0,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.475239,,,,,,,,,,,,f57e66e5-27c8-4e10-ba40-7e84733756cd,5,,"[61.0, 40.1]",3754199,0,,,,,2.1045046,,Right Foot,,"[59.7, 42.3]",,Ground Pass,,2.5553865,,,,Andy Carroll,4271.0,,,,,,Kick Off,1,From Kick Off,Mark Noble,3874.0,Left Center Midfield,2,West Ham United,40,['6d291e08-a82c-4f9b-8d71-0ba7929e9d10'],0,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.485,Pass,
,,,,,,,,,,,,,,,,0.884823,,,,,,,,,,,,43a0652e-73d3-4a5a-acbd-dc549e78a8ce,8,,"[59.3, 43.2]",3754199,0,,,,,-2.7038014,,Right Foot,,"[54.6, 41.0]",,Ground Pass,,5.189412,,,,Manuel Lanzini,3595.0,,,,,,,1,From Kick Off,Andy Carroll,4271.0,Center Forward,2,West Ham United,40,['16e02b6a-1e2f-45fd-80d7-8c302b082eea'],1,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:01.000,Pass,
,,,,,,,,,,,,,,,,1.538549,,,,,,,,,,,,2261bfd1-403a-4e87-8dd8-530fe0e085a4,12,,"[54.4, 41.7]",3754199,0,,,,,1.940545,,Right Foot,,"[41.3, 75.5]",,Ground Pass,,36.24983,,,,James Tomkins,3316.0,,,,,,,1,From Kick Off,Manuel Lanzini,3595.0,Right Center Midfield,2,West Ham United,40,"['114ccf70-71e1-40af-af53-25b19c702bad', 'f45532e0-7cb1-491f-bcf0-7c0a7f4137b8']",2,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:02.925,Pass,True
,,,,,,,,,,,,,,,,2.640478,,,,,,,,,,,,9633ab29-e052-4aa6-bf27-7729bd900f5f,15,,"[41.5, 75.2]",3754199,0,,,,,-0.2455929,,Right Foot,,"[79.8, 65.6]",,High Pass,,39.484806,,,,Andy Carroll,4271.0,,,,,,,1,From Kick Off,James Tomkins,3316.0,Right Back,2,West Ham United,40,['fd3b60af-4324-45bb-a78b-fc3be6518535'],5,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:05.897,Pass,
