50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.789594,,,,,,,,,,,,,8808be74-4c51-4a0f-839e-b14a697373fc,20,,"[72.6, 68.3]",3753997,0,,,,,-2.5605104,,Left Foot,,,,"[65.9, 63.9]",,Ground Pass,,8.01561,,,,,Leandro Bacuna,9533.0,,,,,,,1,From Kick Off,Carles Gil de Pareja Vicent,6800.0,Center Attacking Midfield,2,Aston Villa,59,['8e588a85-ee95-466a-9eb8-604a21f9a6ec'],13,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:13.570,Pass,
,,,,,,,,,,,,,,,,,1.206156,,,,,,,,,,,,,a5cb6e28-f36f-46c0-ad3b-714c9c032a0f,23,,"[64.2, 64.2]",3753997,0,,,,,-2.9752064,,Left Foot,,,,"[51.1, 62.0]",,Ground Pass,,13.283448,,,,,Micah Richards,42700.0,,,,,,,1,From Kick Off,Leandro Bacuna,9533.0,Right Center Midfield,2,Aston Villa,59,['d2f7e0a2-e8c6-48d9-bbe9-07a3e6a1d8a5'],14,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:14.942,Pass,
,,,,,,,,,,,,,,,,,0.679045,,,,,,,,,,,,,2c4cde31-2caf-46d9-87d1-b5eef720cb43,35,,"[68.3, 20.7]",3753997,0,,,,,0.56931317,,Right Foot,,,,"[70.8, 22.3]",,Ground Pass,,2.9681644,,,,,Mark Noble,3874.0,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,3,West Ham United,40,['e16dee4c-a8a5-4e7a-81d3-e5ecdef4a225'],19,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:19.824,Pass,
,,,,,,,,,,,,,,,,,1.083461,,,,,,,,,,,,,a9d1f160-c8b4-400c-9b01-14ab8ed63eb7,41,,"[91.1, 7.9]",3753997,0,,,,,1.0303768,,Right Foot,True,,,"[105.8, 32.4]",,High Pass,,28.571665,,,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Dimitri Payet,3491.0,Left Wing,4,West Ham United,40,['4ee5f9cc-290b-4f87-9c2e-2c15fa8e4311'],59,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:59.262,Pass,
,,,,,,,,,,,,,,,,,1.681029,,,,,,,,,,,,,e9d6dfa1-b53f-45ac-8aa1-c282b7b53a2b,43,,"[75.4, 33.2]",3753997,1,,,,,-0.69652396,,Left Foot,,,,"[102.9, 10.2]",,Low Pass,,35.850384,,,,,Dimitri Payet,3491.0,,,,,,Recovery,1,From Free Kick,Winston Reid,4280.0,Left Center Back,4,West Ham United,40,['74b5cd3f-3f03-4f05-a946-ffaa201f4595'],2,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:02.961,Pass,
,,,,,,,,,,,,,,,,,3.385774,,,,,,,,,,,,,027128d3-e4ca-45cf-8e99-e4cc3a07f3f9,48,,"[6.0, 44.0]",3753997,1,,,,,0.262039,,Right Foot,,,,"[62.3, 59.1]",,High Pass,,58.289795,,,Incomplete,,Leandro Bacuna,9533.0,,,,,,Goal Kick,1,From Goal Kick,Mark Bunn,18672.0,Goalkeeper,5,Aston Villa,59,"['92d382ec-6856-4f12-a250-15ad7015ea7d', 'fe933b18-e36e-4558-902c-6b4e2d9633f8']",34,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:34.415,Pass,
,,,,,,,,,,,,,,,,,1.275401,,,,,,,,,,,,,fe933b18-e36e-4558-902c-6b4e2d9633f8,51,,"[57.8, 21.0]",3753997,1,,,,True,-0.21057196,,,,,,"[70.9, 18.2]",,High Pass,,13.395895,,,Incomplete,,Enner Remberto Valencia Lastra,28559.0,,,,,,Recovery,1,From Goal Kick,Mark Noble,3874.0,Left Center Midfield,5,Aston Villa,59,"['0053b09b-f7a9-42ce-8067-d7074c9a06ab', '027128d3-e4ca-45cf-8e99-e4cc3a07f3f9', 'ca8c3d14-38f2-49bd-9cc4-a0cfd031f6d5', 'f7e26074-aa68-4000-bf78-715169bf590d']",37,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:37.801,Pass,True
,,,,,,,,,,,,,,,,,2.762419,,,,,,,,,,,,,787f61ef-34f2-4e30-9002-73f3ed0e2af0,55,,"[50.0, 60.6]",3753997,1,,,,,-0.18930675,,Left Foot,,,,"[88.1, 53.3]",,High Pass,,38.79304,,,Incomplete,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,,,1,From Goal Kick,Micah Richards,42700.0,Right Back,5,Aston Villa,59,"['707a7561-c2d3-4403-acb3-eec88df41966', '7c1b3d8f-3f5d-4969-afa2-690f14d0debd']",39,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:39.710,Pass,
,,,,,,,,,,,,,,,,,1.269452,,,,,,,,,,,,,8adeb21a-6dbe-446c-9e0d-8895897a7144,59,,"[50.6, 33.1]",3753997,1,,,,,0.18234882,,Head,,,,"[64.7, 35.7]",,High Pass,,14.337712,,,,,Michail Antonio,3349.0,,,,,,Recovery,1,From Counter,Cheikhou Kouyaté,3684.0,Right Center Midfield,6,West Ham United,40,['f8490a69-9622-43b9-9253-09faa5d16a10'],43,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:43.880,Pass,
,,,,,,,,,,,,,,,,,1.094002,,,,,,,,,,,,,7bfb0f7c-379a-4a3e-8685-9e2c87f881b4,62,,"[64.9, 29.0]",3753997,1,,,,,0.3239877,,Left Foot,,,,"[78.3, 33.5]",,Ground Pass,,14.135417,,,,,Enner Remberto Valencia Lastra,28559.0,,,,,,,1,From Counter,Michail Antonio,3349.0,Right Wing,6,West Ham United,40,['e589d5f5-4815-41be-b213-02c426a466c2'],46,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:46.184,Pass,
,,,,,,,,,,,,,,,,,1.677755,,,,,,,,,,,,,73c48888-c3a7-45f3-81ea-40f0872e1c98,66,,"[26.8, 80.0]",3753997,2,,,,,-0.28222314,,,,,,"[53.7, 72.2]",,High Pass,,28.008034,,,Incomplete,,Jordan Ayew,3450.0,,,,,,Throw-in,1,From Throw In,Micah Richards,42700.0,Right Back,7,Aston Villa,59,"['bf0fd032-3307-4382-afe1-376fb984f245', 'f092a2a4-20c7-46b5-9ec9-11e55d8b6dba']",5,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:05.680,Pass,
,,,,,,,,,,,,,,,,,1.914487,,,,,,,,,,,,,054c025b-b123-44c5-9507-a2998a2788d2,69,,"[63.6, 80.0]",3753997,2,,,,,-0.3326197,,,,,,"[85.6, 72.4]",,High Pass,,23.275738,,,Incomplete,,Jordan Ayew,3450.0,,,,,,Throw-in,1,From Throw In,Micah Richards,42700.0,Right Back,8,Aston Villa,59,"['419e80e8-0b83-498e-a230-e83441aa0ccd', 'ef601240-1e27-4ef2-830c-e9663260c9a4']",26,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:26.362,Pass,
,,,,,,,,,,,,,,,,,1.47268,,,,,,,,,,,,,419e80e8-0b83-498e-a230-e83441aa0ccd,71,,"[34.5, 7.7]",3753997,2,,,,,0.47995052,,Head,,,,"[56.4, 19.1]",,High Pass,,24.689472,,,,,Michail Antonio,3349.0,,,,,,Recovery,1,Regular Play,Aaron Cresswell,3062.0,Left Back,9,West Ham United,40,"['054c025b-b123-44c5-9507-a2998a2788d2', 'ca51acde-2ca2-4cc0-94f7-48c143ac1041']",28,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:28.276,Pass,
,,,,,,,,,,,,,,,,,1.739913,,,,,,,,,,,,,113d064f-c801-4bdb-a923-bbcd5f746e23,76,,"[55.6, 60.5]",3753997,2,,,,,-0.5305579,,Right Foot,,,,"[63.1, 56.1]",,High Pass,,8.695401,,,Unknown,,Idrissa Gana Gueye,3436.0,,,,,,Recovery,1,Regular Play,Tetchi Jores Charlemagne Ulrich Okore,24380.0,Right Center Back,9,West Ham United,40,['50ebcb66-f099-4921-a9b2-2721933867cd'],30,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:30.766,Pass,
,,,,,,,,,,,,,,,,,1.187809,,,,,,,,,,,,,cdee5484-58b7-473f-afd7-1e4644d64563,80,,"[52.6, 29.5]",3753997,2,,,,,-1.3755747,,Right Foot,,,,"[56.1, 11.8]",,Ground Pass,,18.042727,,,,,Mark Noble,3874.0,,,,,,Free Kick,1,From Free Kick,James Collins,3482.0,Right Center Back,10,West Ham United,40,['2240da92-8832-4619-80f2-7efbe7363ff9'],49,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:49.887,Pass,
,,,,,,,,,,,,,,,,,1.501391,,,,,,,,,,,,,01a642e7-9ba8-4bd3-a17d-954976ab2db9,82,,"[56.1, 11.8]",3753997,2,,,,,2.5547624,,Right Foot,,,,"[36.4, 24.9]",,Ground Pass,,23.65798,,,,,Winston Reid,4280.0,,,,,,,1,From Free Kick,Mark Noble,3874.0,Left Center Midfield,10,West Ham United,40,['1e7ec38c-97da-4b4a-96b9-c5f6614b5086'],51,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:51.075,Pass,
,,,,,,,,,,,,,,,,,3.018105,,,,,,,,,,,,,0847740e-b928-4aaf-80d4-1d91a2331afb,86,,"[33.6, 29.1]",3753997,2,,,,,2.4329665,,Right Foot,,,,"[12.6, 47.1]",,Ground Pass,,27.658634,,,,,Adrián San Miguel del Castillo,3623.0,,,,,,,1,From Free Kick,Winston Reid,4280.0,Left Center Back,10,West Ham United,40,"['0f0b20a2-2339-4a28-9296-125cd6dbc42b', '19b835d9-2cd3-46ef-a1c0-b3445d7d7aa7']",53,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:53.883,Pass,True
,,,,,,,,,,,,,,,,,3.345241,,,,,,,,,,,,,d6dfff90-2147-424c-9dcd-eb07de8424ee,90,,"[13.4, 52.3]",3753997,2,,,,,0.28731912,,Right Foot,,,,"[68.9, 68.7]",,High Pass,,57.87236,,,Incomplete,,Enner Remberto Valencia Lastra,28559.0,,,,,,,1,From Free Kick,Adrián San Miguel del Castillo,3623.0,Goalkeeper,10,West Ham United,40,"['d5c509b7-8026-468d-bb82-ec08650c4d2e', 'ee52e43f-7a87-4aed-b787-9ba3ec592bf4']",58,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:58.719,Pass,
,,,,,,,,,,,,,,,,,2.105315,,,,,,,,,,,,,ee52e43f-7a87-4aed-b787-9ba3ec592bf4,92,,"[51.2, 11.4]",3753997,3,,,,,1.4188241,,Head,,,,"[52.9, 22.5]",,Low Pass,,11.229425,,,,,Idrissa Gana Gueye,3436.0,,,,,,Recovery,1,Regular Play,Jordan Veretout,7153.0,Left Center Midfield,11,Aston Villa,59,"['640697d0-75e7-461b-85b5-99dd1b922a2f', 'd6dfff90-2147-424c-9dcd-eb07de8424ee']",2,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:03:02.064,Pass,
,,,,,,,,,,,,,,,,,1.386047,,,,,,,,,,,,,dab2bbe5-82e7-46db-9220-b60011e0ef8b,96,,"[53.2, 20.6]",3753997,3,,,,,-1.2323409,,Right Foot,,,,"[57.6, 8.1]",,Ground Pass,,13.251792,,,,,Jordan Veretout,7153.0,,,,,,,1,Regular Play,Idrissa Gana Gueye,3436.0,Center Defensive Midfield,11,Aston Villa,59,"['2a642dac-4288-497d-aaab-6f823bd118c6', 'adb149fa-57e8-442f-9eb9-2d154c20e0f6']",4,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:03:04.637,Pass,True
,,,,,,,,,,,,,,,,,3.71139,,,,,,,,,,,,,e856af51-e277-409c-b4b4-eaacf7f94ec7,99,,"[75.3, 15.5]",3753997,3,,,,,0.018821307,,Right Foot,,,,"[117.8, 16.3]",,Ground Pass,,42.50753,,,,,Jordan Ayew,3450.0,,,,,,,1,Regular Play,Jordan Veretout,7153.0,Left Center Midfield,11,Aston Villa,59,['2930a761-bfa9-4ea0-a477-3b19b62d5f3a'],8,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:03:08.964,Pass,
,,,,,,,,,,,,,,,,,0.768914,,,,,,,,,,,,,14391efe-d492-4056-9d9f-346c8cb5a9bb,102,,"[117.8, 16.3]",3753997,3,,,,,1.7053496,,Left Foot,True,,,"[114.7, 39.2]",,Low Pass,,23.108873,,,Incomplete,,,,,,,,,,1,Regular Play,Jordan Ayew,3450.0,Right Center Forward,11,Aston Villa,59,['f2acc7e1-8b19-4d96-9904-074316645dde'],12,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:03:12.785,Pass,
,,,,,,,,,,,,,,,,,1.985318,,,,,,,,,,,,,a7d11b25-7ae4-454a-859e-7b3cb7dabb89,104,,"[120.0, 0.1]",3753997,3,,,,,1.6277418,,Right Foot,,,,"[117.6, 42.2]",,High Pass,True,42.168354,,,Incomplete,,Micah Richards,42700.0,,,True,Inswinging,,Corner,1,From Corner,Leandro Bacuna,9533.0,Right Center Midfield,12,Aston Villa,59,"['44475429-922a-4641-97db-01401c90b545', 'b8f863c8-0eed-4c4e-806a-c5a1ff5b874a']",43,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:03:43.217,Pass,
,,,,,,,,,,,,,,,,,2.167322,,,,,,,,,,,,,f82c4ec7-cf37-4aab-b96c-6a6e7bf6a793,107,,"[120.0, 80.0]",3753997,4,,,,,-1.7443869,,Left Foot,,,,"[112.6, 37.8]",,High Pass,True,42.843903,,,Incomplete,,Tetchi Jores Charlemagne Ulrich Okore,24380.0,,,True,Inswinging,,Corner,1,From Corner,Carles Gil de Pareja Vicent,6800.0,Center Attacking Midfield,13,Aston Villa,59,"['26fab70e-04f1-441d-8675-8bcc37222274', '29d6bf4a-f4ec-42b4-9549-398c31e9c91d']",12,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:04:12.353,Pass,
,,,,,,,,,,,,,,,,,1.285429,,,,,,,,,,,,,92e8e35e-f087-4137-ace8-11cc8d58e94c,111,,"[92.3, 23.9]",3753997,4,,,,,1.0909089,,Right Foot,,,,"[101.2, 41.0]",,High Pass,,19.277449,,,Incomplete,,Tetchi Jores Charlemagne Ulrich Okore,24380.0,,,,,,Recovery,1,From Corner,Jordan Veretout,7153.0,Left Center Midfield,13,Aston Villa,59,"['03aaa35d-5770-4780-89ff-69d26b7c2e4d', '11fcc000-e92f-4c6a-9522-d37c30eb0df3', '24098c6d-b65d-4787-8dcf-0889f41456bd']",16,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:04:16.683,Pass,True
,,,,,,,,,,,,,,,,,1.318125,,,,,,,,,,,,,03aaa35d-5770-4780-89ff-69d26b7c2e4d,113,,"[18.9, 39.1]",3753997,4,,,,,0.07433089,,Other,,,,"[28.3, 39.8]",,Low Pass,,9.426028,,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,Recovery,1,Regular Play,Michail Antonio,3349.0,Right Wing,14,West Ham United,40,"['92e8e35e-f087-4137-ace8-11cc8d58e94c', 'c4f61348-653b-4639-af7f-8d88d82a48f1']",17,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:04:17.969,Pass,
,,,,,,,,,,,,,,,,,4.721913,,,,,,,,,,,,,bfd40e47-1244-417f-868d-d9cb7c47e528,116,,"[27.9, 45.1]",3753997,4,,,,,0.5346577,,Right Foot,,,,"[74.0, 72.4]",,High Pass,,53.577045,,,,,Dimitri Payet,3491.0,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,14,West Ham United,40,['5033cd0d-72b1-4377-b69e-b0de551dad52'],20,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:04:20.781,Pass,
,,,,,,,,,,,,,,,,,2.414698,,,,,,,,,,,,,71667fd7-a473-4330-893d-8e187979ec58,120,,"[79.5, 75.1]",3753997,4,,,,,-1.4544017,,Right Foot,,,,"[83.3, 42.6]",,Ground Pass,,32.7214,,,,,Enner Remberto Valencia Lastra,28559.0,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Wing,14,West Ham United,40,['11f6d6c5-54ef-4a69-a4bd-e5625ab0f291'],25,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:04:25.573,Pass,
,,,,,,,,,,,,,,,,,1.460019,,,,,,,,,,,,,f7824f4b-9330-4286-80e7-4be1a7d44561,132,,"[37.6, 13.0]",3753997,4,,,,,-2.5407374,,Left Foot,,,,"[28.7, 6.9]",,Ground Pass,,10.78981,,,,,Aly Cissokho,27146.0,,,,,,,1,Regular Play,Jordan Veretout,7153.0,Left Center Midfield,14,West Ham United,40,['a1bb73ef-8c36-44d8-9db2-90ac651b6b24'],32,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:04:32.534,Pass,
,,,,,,,,,,,,,,,,,3.42765,,,,,,,,,,,,,ac4d5255-88b1-4fdb-8bf1-c1ffe1672fb4,135,,"[28.7, 6.9]",3753997,4,,,,,-0.13255154,,Left Foot,,,,"[79.7, 0.1]",,High Pass,,51.451336,,,Out,,,,,,,,,,1,Regular Play,Aly Cissokho,27146.0,Left Back,14,West Ham United,40,,34,,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:04:34.002,Pass,
