bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,92bc4400-2aac-458a-838f-cab12a662b82,1,,,3754023,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 13248, 'name': ""Eunan O''Kane""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 4738, 'name': 'Lee Tomlin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,097c497b-b679-472a-8c3d-67111543c71b,2,,,3754023,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 28782, 'name': 'Ritchie De Laet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,15625b8c-b36f-4d32-96a6-b51b64dd60c8,3,,,3754023,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['6793e70a-f58e-4dfc-8030-3d3c22ca729d'],0,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6793e70a-f58e-4dfc-8030-3d3c22ca729d,4,,,3754023,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['15625b8c-b36f-4d32-96a6-b51b64dd60c8'],0,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9d9d2e6c-40a4-4669-901c-42e00523c340,1564,,,3754023,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Leicester City,22,['20df297d-0014-4c24-a1eb-56b930651bdc'],0,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,20df297d-0014-4c24-a1eb-56b930651bdc,1565,,,3754023,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Leicester City,22,['9d9d2e6c-40a4-4669-901c-42e00523c340'],0,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.129416,,,,,,,,,,,,,,,81a70e94-1b2c-47b4-a483-3006b1a4a23b,5,,"[60.0, 40.0]",3754023,0,,,,,1.4659194,,Right Foot,,,"[60.4, 43.8]",Ground Pass,,3.8209946,,,Danny Drinkwater,3662.0,,,,,,Kick Off,1,From Kick Off,N''Golo Kanté,3961.0,Left Center Midfield,2,Leicester City,22,['bbae9b25-c292-453f-940d-a873d91e3375'],2,,,,,,,,,,,,,,,Leicester City,22,00:00:02.373,Pass,
,,,,,,,,,,,,,,,,0.687785,,,,,,,,,,,,,,,fe022627-dbce-4fca-8214-d036b53ec3b2,7,,"[60.4, 44.0]",3754023,0,,,,,-2.2724216,,Right Foot,,,"[54.4, 36.9]",Ground Pass,,9.295698,,,Andrew Philip King,3665.0,,,,,,,1,From Kick Off,Danny Drinkwater,3662.0,Right Center Midfield,2,Leicester City,22,['8e5fee57-b860-4369-b167-1d9332ec4828'],2,,,,,,,,,,,,,,,Leicester City,22,00:00:02.502,Pass,
,,,,,,,,,,,,,,,,3.047777,,,,,,,,,,,,,,,acfdb787-359b-4ab4-9a0c-092a67c78284,9,,"[55.0, 37.2]",3754023,0,,,,,0.8415521,,Right Foot,,,"[86.9, 72.9]",High Pass,,47.87588,,,Jamie Vardy,10960.0,,,,,,,1,From Kick Off,Andrew Philip King,3665.0,Center Defensive Midfield,2,Leicester City,22,['a1d87e4a-fb89-47da-bddc-2112556f8fd9'],3,,,,,,,,,,,,,,,Leicester City,22,00:00:03.190,Pass,
,,,,,,,,,,,,,,,,1.57182,,,,,,,,,,,,,,,962f736a-4d8a-4c0c-85f7-9c9dda7e37bd,12,,"[87.1, 72.9]",3754023,0,,,,True,-2.7610862,,,,,"[78.6, 69.5]",High Pass,,9.15478,Incomplete,,Riyad Mahrez,3814.0,,,,,,,1,From Kick Off,Jamie Vardy,10960.0,Center Forward,2,Leicester City,22,"['5e8718de-5371-435f-b3ab-377b17c6815d', 'd2ceefb8-3af5-4534-94c8-2f494bc53a24', 'd78842ac-a6f1-4cd4-b184-6645a9be1b03']",6,,,,,,,,,,,,,,,Leicester City,22,00:00:06.238,Pass,True
