50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f736be0f-693b-43bc-9fa6-e154e88b5392,1,,,,3754005,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3643, 'name': 'Phil Bardsley'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4346, 'name': 'Gilbert Gianelli Imbula Wanga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f2d7509c-d3b7-4f6d-a2f4-b95ea3ed1bab,2,,,,3754005,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 21}, {'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3722, 'name': 'Steven Taylor'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 3081, 'name': 'Jamaal Lascelles'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 43757, 'name': 'Yoan Gouffran'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 45}]}",Newcastle United,37,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,27682cff-869a-4637-b8c9-8b1ec47d4770,3,,,,3754005,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['9b9602b7-54f1-487a-be79-f9fe6727a8d8'],0,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9b9602b7-54f1-487a-be79-f9fe6727a8d8,4,,,,3754005,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['27682cff-869a-4637-b8c9-8b1ec47d4770'],0,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,caa9e327-5483-4ce1-914c-fff5ea6db1af,1710,,,,3754005,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Newcastle United,37,['a3bb3aa4-0169-41a0-907c-e1e21d170ba7'],0,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a3bb3aa4-0169-41a0-907c-e1e21d170ba7,1711,,,,3754005,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Newcastle United,37,['caa9e327-5483-4ce1-914c-fff5ea6db1af'],0,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.393471,,,,,,,,,,,,,2c889e7f-f4bd-4150-89ae-cd8c80ffcdf9,5,,,"[61.0, 40.1]",3754005,0,,,,-2.3145518,,Right Foot,,,"[58.7, 37.6]",,Ground Pass,,3.3970575,,,Gilbert Gianelli Imbula Wanga,4346.0,,,,,,Kick Off,1,From Kick Off,Ibrahim Afellay,4891.0,Center Attacking Midfield,2,Stoke City,30,['206bfe7a-0428-41f7-b290-1cb24d24ab31'],0,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.648,Pass,
,,,,,,,,,,,,,,,,1.042025,,,,,,,,,,,,,f9c2890c-0a95-444e-8063-b26b6c1c7ffe,17,,,"[83.0, 43.4]",3754005,0,,,,-0.7121959,,Left Foot,,,"[99.1, 29.5]",,Ground Pass,,21.270166,,,Jonathan Walters,3670.0,,,,,,,1,From Kick Off,Gilbert Gianelli Imbula Wanga,4346.0,Right Defensive Midfield,2,Stoke City,30,"['d3c0b3c8-7e9b-4a6b-adc4-42f144e0e607', 'e0b3a3c9-ef13-4102-885f-b0f1fc436d88']",6,,,,,,,,,,,,,,,,Stoke City,30,00:00:06.012,Pass,True
,,,,,,,,,,,,,,,,1.708775,,,,,,,,,,,,,171a2e69-9e7e-4bcc-96e8-d32094969bbb,21,,,"[104.4, 31.2]",3754005,0,,,,-2.3665035,,Left Foot,,,"[94.6, 21.6]",,Low Pass,,13.7186,Incomplete,,Marko Arnautović,3325.0,,,,,,,1,From Kick Off,Jonathan Walters,3670.0,Center Forward,2,Stoke City,30,"['1cd012bb-879a-4937-bd9d-9ecf2828a73d', 'ba3cae63-bbb3-4e7d-be74-a74d61c2acc8']",8,,,,,,,,,,,,,,,,Stoke City,30,00:00:08.456,Pass,
,,,,,,,,,,,,,,,,4.232277,,,,,,,,,,,,,77504b44-050b-4acb-94c4-508127749c51,29,,,"[76.4, 10.0]",3754005,0,True,,,0.12619154,,Left Foot,,,"[116.6, 15.1]",,Ground Pass,,40.522217,Pass Offside,,Jonathan Walters,3670.0,,,,,,Recovery,1,From Kick Off,Erik Pieters,3467.0,Left Back,2,Stoke City,30,['6b835ffe-537a-4581-82ba-715248e0fb22'],13,,,,,,,,,,,,,,,,Stoke City,30,00:00:13.341,Pass,
,,,,,,,,,,,,,,,,2.698555,,,,,,,,,,,,,0ff10c0f-4350-4575-9ef9-3c383736bbf5,31,,,"[4.3, 65.0]",3754005,0,,,,0.04887409,,Left Foot,,,"[77.9, 68.6]",,High Pass,,73.68799,Incomplete,,Moussa Sissoko,3091.0,,,,,,Free Kick,1,From Free Kick,Rob Elliot,3096.0,Goalkeeper,3,Newcastle United,37,"['57af2d2d-620c-467c-98e7-55c6c0207808', 'e5e49f9a-c24f-4e73-9c1f-bc630d4ba69d']",46,,,,,,,,,,,,,,,,Newcastle United,37,00:00:46.045,Pass,
,,,,,,,,,,,,,,,,1.373706,,,,,,,,,,,,,80e73905-2494-4f1e-ad0b-085793963f06,34,,,"[63.4, 43.8]",3754005,0,,,,0.29008693,,Head,,,"[83.5, 49.8]",,High Pass,,20.976416,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,Recovery,1,From Free Kick,Paul Dummett,3065.0,Left Back,3,Newcastle United,37,"['88119fe8-7bd0-4694-b217-bcddf7f7c94f', 'cf9ba70a-5df8-4f0e-ae27-c064bf682b46']",51,,,,,,,,,,,,,,,,Newcastle United,37,00:00:51.000,Pass,
,,,,,,,,,,,,,,,,3.618804,,,,,,,,,,,,,52b13fd1-df41-4673-97d9-302aae081514,39,,,"[39.3, 39.2]",3754005,0,,,,0.5596414,,Right Foot,,,"[82.4, 66.2]",,High Pass,,50.858727,,,Xherdan Shaqiri,3533.0,,,,,,,1,From Free Kick,Glenn Whelan,9625.0,Left Defensive Midfield,3,Newcastle United,37,"['069e96a6-160f-4d4f-bb89-592eba4158ec', 'a73ec03b-c62b-4dc7-a002-de99a9325530']",53,,,,,,,,,,,,,,,,Stoke City,30,00:00:53.238,Pass,True
,,,,,,,,,,,,,,,,1.312419,,,,,,,,,,,,,232eab80-4485-4859-8d51-51c19b9fc48a,42,,,"[95.0, 60.6]",3754005,0,,,,-0.87350863,,Left Foot,,,"[107.9, 45.2]",,High Pass,,20.089052,Incomplete,,Jonathan Walters,3670.0,,,,,,,1,From Free Kick,Xherdan Shaqiri,3533.0,Right Wing,3,Newcastle United,37,"['9bcdb968-7e0a-40f7-8f4f-9f20b542e6b3', 'ef405da5-ab45-40f0-836e-e8e0afe90fbc']",59,,,,,,,,,,,,,,,,Stoke City,30,00:00:59.698,Pass,
,,,,,,,,,,,,,,,,1.162685,,,,,,,,,,,,,60c76943-059c-40c2-816a-51fa91661d82,46,,,"[95.6, 49.6]",3754005,1,,,True,-0.8040295,,,,,"[103.5, 41.4]",,High Pass,,11.386395,Incomplete,,Jonathan Walters,3670.0,,,,,,Recovery,1,From Free Kick,Gilbert Gianelli Imbula Wanga,4346.0,Right Defensive Midfield,3,Newcastle United,37,"['02f4e392-d7ce-4dba-b5d8-4932cf711031', '299b162b-0c78-48f5-b9c0-15fe87fc0aea', 'ce231ebe-890b-4b51-a87a-c76ca658edb9']",3,,,,,,,,,,,,,,,,Stoke City,30,00:01:03.230,Pass,True
,,,,,,,,,,,,,,,,1.560951,,,,,,,,,,,,,b528a388-8be4-4dcf-8a3e-64c276a572a7,50,,,"[18.3, 37.8]",3754005,1,,,,-0.16272737,,Left Foot,,,"[45.1, 33.4]",,High Pass,,27.158792,,,Aleksandar Mitrović,4269.0,,,,,,,1,From Free Kick,Jonjo Shelvey,3057.0,Right Center Midfield,3,Newcastle United,37,['f3e14089-cfda-44c8-b3b3-d1f36932c701'],5,,,,,,,,,,,,,,,,Newcastle United,37,00:01:05.007,Pass,
,,,,,,,,,,,,,,,,1.161258,,,,,,,,,,,,,131eb803-d5fe-4728-af8d-5a3349c25115,54,,,"[47.2, 36.2]",3754005,1,,,,1.9968894,,Right Foot,,,"[40.8, 50.3]",,Ground Pass,,15.4845085,,,Moussa Sissoko,3091.0,,,,,,,1,From Free Kick,Aleksandar Mitrović,4269.0,Center Forward,3,Newcastle United,37,"['bf0f038e-b8d1-44ce-ab18-e4fd5cfb8abc', 'f59ba15d-3999-4cac-9c55-749e7d6c1a90']",7,,,,,,,,,,,,,,,,Newcastle United,37,00:01:07.629,Pass,True
,,,,,,,,,,,,,,,,2.52911,,,,,,,,,,,,,7fa601c7-66ef-4359-8781-98f5c3c93541,57,,,"[64.3, 58.6]",3754005,1,,,,-1.2934449,,Right Foot,,,"[76.2, 16.8]",,High Pass,,43.460903,,,Yoan Gouffran,43757.0,,,True,,,,1,From Free Kick,Moussa Sissoko,3091.0,Right Wing,3,Newcastle United,37,['fb273ad6-5a61-44d1-af20-2fb63b69fa9a'],13,,,,,,,,,,,,,,,,Newcastle United,37,00:01:13.846,Pass,
,,,,,,,,,,,,,,,,3.676084,,,,,,,,,,,,,30fec76f-a4a9-46e4-adab-b3ea0d59b522,60,,,"[93.0, 16.8]",3754005,1,,,,0.9967906,,Right Foot,True,,"[119.9, 58.4]",,High Pass,,49.53958,Out,,Aleksandar Mitrović,4269.0,,,True,,,,1,From Free Kick,Yoan Gouffran,43757.0,Left Wing,3,Newcastle United,37,['3c7cebb4-5783-493c-ba91-73143d68b0d9'],21,,,,,,,,,,,,,,,,Newcastle United,37,00:01:21.428,Pass,
,,,,,,,,,,,,,,,,4.038258,,,,,,,,,,,,,e0b2ce0c-78c6-4d51-949c-bcc494550e9b,62,,,"[7.0, 36.1]",3754005,1,,,,0.07506196,,Right Foot,,,"[56.2, 39.8]",,High Pass,,49.33893,Incomplete,,Gilbert Gianelli Imbula Wanga,4346.0,,,,,,Goal Kick,1,From Goal Kick,Jack Butland,3537.0,Goalkeeper,4,Stoke City,30,"['28e5c112-6e69-483c-94e1-61347269f543', '9e67a8ae-a23f-4a85-baa0-87019027ea6e']",54,,,,,,,,,,,,,,,,Stoke City,30,00:01:54.362,Pass,
,,,,,,,,,,,,,,,,3.66995,,,,,,,,,,,,,28e5c112-6e69-483c-94e1-61347269f543,64,,,"[63.9, 40.3]",3754005,1,,,,-0.6151862,,Head,,,"[93.9, 19.1]",,High Pass,,36.734726,Incomplete,,Yoan Gouffran,43757.0,,,,,,Recovery,1,From Goal Kick,Jack Colback,9649.0,Left Center Midfield,4,Stoke City,30,"['0c4cca98-c152-4090-b347-5c9034919e0d', '4f574541-d85f-4f8b-8531-9899abfe262a', 'e0b2ce0c-78c6-4d51-949c-bcc494550e9b']",58,,,,,,,,,,,,,,,,Newcastle United,37,00:01:58.400,Pass,
,,,,,,,,,,,,,,,,1.452434,,,,,,,,,,,,,cc8511a1-edf2-43ed-b2f1-d0db6fca286b,68,,,"[22.7, 70.4]",3754005,2,,,,0.07638172,,Right Foot,,,"[42.3, 71.9]",,Low Pass,,19.657314,Incomplete,,,,,,,,,,1,From Goal Kick,Phil Bardsley,3643.0,Right Back,4,Stoke City,30,['e0767763-df3a-4680-a673-9d40b2ffd52b'],3,,,,,,,,,,,,,,,,Stoke City,30,00:02:03.505,Pass,
,,,,,,,,,,,,,,,,1.230331,,,,,,,,,,,,,64f5cd65-2b67-4aad-b612-c8e3d3d7746c,73,,,"[68.3, 10.1]",3754005,2,,,,1.915015,,Left Foot,,,"[64.5, 20.7]",,Ground Pass,,11.2605505,,,Jonjo Shelvey,3057.0,,,,,,,1,Regular Play,Paul Dummett,3065.0,Left Back,5,Newcastle United,37,['4c762858-8abf-4cbb-a4b9-1cc451c75095'],6,,,,,,,,,,,,,,,,Newcastle United,37,00:02:06.691,Pass,
,,,,,,,,,,,,,,,,0.781056,,,,,,,,,,,,,c38e18bc-e699-4f62-ae74-913c9ec1d99d,77,,,"[67.0, 18.4]",3754005,2,,,,-0.58235294,,Right Foot,,,"[79.3, 10.3]",,Ground Pass,,14.727526,,,Yoan Gouffran,43757.0,,,,,,,1,Regular Play,Jonjo Shelvey,3057.0,Right Center Midfield,5,Newcastle United,37,['e937fa40-283c-49d9-8a25-427eb84fc0e6'],9,,,,,,,,,,,,,,,,Newcastle United,37,00:02:09.525,Pass,
,,,,,,,,,,,,,,,,0.889477,,,,,,,,,,,,,71e06165-01c8-4f4d-9d7a-5010e85e2dc0,79,,,"[79.1, 10.1]",3754005,2,,,,-2.4607837,,Right Foot,,,"[69.1, 2.0]",,Ground Pass,,12.868955,,,Jack Colback,9649.0,,,,,,,1,Regular Play,Yoan Gouffran,43757.0,Left Wing,5,Newcastle United,37,['bd375d98-1505-42b6-89a3-68ab550193c9'],10,,,,,,,,,,,,,,,,Newcastle United,37,00:02:10.306,Pass,
,,,,,,,,,,,,,,,,1.285824,,,,,,,,,,,,,c25e5d6d-7571-41ef-9f28-0418c8c92603,81,,,"[69.7, 2.0]",3754005,2,,,,3.0736346,,Left Foot,,,"[50.6, 3.3]",,Ground Pass,,19.14419,,,Paul Dummett,3065.0,,,,,,,1,Regular Play,Jack Colback,9649.0,Left Center Midfield,5,Newcastle United,37,['1d90749a-c514-41f3-a74e-4c827acb4d80'],11,,,,,,,,,,,,,,,,Newcastle United,37,00:02:11.195,Pass,
,,,,,,,,,,,,,,,,1.461966,,,,,,,,,,,,,c992f319-8f16-4ec4-8f89-3bec317da605,84,,,"[49.1, 5.3]",3754005,2,,,,2.304338,,Left Foot,,,"[35.4, 20.5]",,Ground Pass,,20.462893,,,Jamaal Lascelles,3081.0,,,,,,,1,Regular Play,Paul Dummett,3065.0,Left Back,5,Newcastle United,37,['caa7a699-a9de-4072-893a-330423531980'],13,,,,,,,,,,,,,,,,Newcastle United,37,00:02:13.573,Pass,
