50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.514378,,,,,,,,,,,,,b0d2bdc2-747c-4600-8bb4-c5dd76cbdcad,87,,,"[37.0, 23.4]",3754005,2,,,,1.6418229,,Right Foot,,,"[35.2, 48.7]",,Ground Pass,,25.36395,,,Steven Taylor,3722.0,,,,,,,1,Regular Play,Jamaal Lascelles,3081.0,Left Center Back,5,Newcastle United,37,['67e330dd-a264-467c-b9af-a93e169254df'],16,,,,,,,,,,,,,,,,Newcastle United,37,00:02:16.322,Pass,
,,,,,,,,,,,,,,,,1.648607,,,,,,,,,,,,,867192cd-63bb-450d-bb35-3c7380fe57f6,90,,,"[36.0, 49.5]",3754005,2,,,,-1.7876699,,Right Foot,,,"[30.8, 25.9]",,Ground Pass,,24.166092,,,Jamaal Lascelles,3081.0,,,,,,,1,Regular Play,Steven Taylor,3722.0,Right Center Back,5,Newcastle United,37,['618fb474-0189-4654-86c1-5cf91de68ab4'],18,,,,,,,,,,,,,,,,Newcastle United,37,00:02:18.145,Pass,
,,,,,,,,,,,,,,,,1.075369,,,,,,,,,,,,,3240e0f6-a2f1-4f8a-8c06-1ebb9d314152,93,,,"[33.3, 25.9]",3754005,2,,,,-0.5150728,,Right Foot,,,"[43.9, 19.9]",,Ground Pass,,12.180312,,,Jack Colback,9649.0,,,,,,,1,Regular Play,Jamaal Lascelles,3081.0,Left Center Back,5,Newcastle United,37,['aa333f78-307b-4c52-9bf7-ac05525de02f'],21,,,,,,,,,,,,,,,,Newcastle United,37,00:02:21.147,Pass,
,,,,,,,,,,,,,,,,1.481996,,,,,,,,,,,,,3b2a303b-b40b-4527-8dac-13421b28a73f,96,,,"[44.9, 21.2]",3754005,2,,,,2.9728425,,Left Foot,,,"[31.4, 23.5]",,Ground Pass,,13.694525,,,Jamaal Lascelles,3081.0,,,,,,,1,Regular Play,Jack Colback,9649.0,Left Center Midfield,5,Newcastle United,37,['ac28efbc-d743-4237-a663-deed3995e811'],24,,,,,,,,,,,,,,,,Newcastle United,37,00:02:24.608,Pass,
,,,,,,,,,,,,,,,,3.682286,,,,,,,,,,,,,2ab05e2f-cbc5-4134-9a98-0c76746da1cd,99,,,"[40.6, 33.0]",3754005,2,,,,0.13274166,,Right Foot,,,"[109.5, 42.2]",,High Pass,,69.51151,Incomplete,,Moussa Sissoko,3091.0,,,,,,,1,Regular Play,Jamaal Lascelles,3081.0,Left Center Back,5,Newcastle United,37,"['723b588f-845e-471e-8502-e7d2c8675854', 'd39c2831-f5ef-44e0-890c-ea69504ff802']",29,,,,,,,,,,,,,,,,Newcastle United,37,00:02:29.365,Pass,
,,,,,,,,,,,,,,,,1.942015,,,,,,,,,,,,,30973f20-ce84-49a3-9818-0f667a2f38ab,103,,,"[9.8, 41.7]",3754005,2,,,,0.8374837,,Keeper Arm,,,"[29.8, 63.9]",,Ground Pass,,29.880428,,,Geoff Cameron,3480.0,,,,,,,1,Regular Play,Jack Butland,3537.0,Goalkeeper,6,Stoke City,30,['978b330b-d79c-4495-883c-3d4187c1006c'],34,,,,,,,,,,,,,,,,Stoke City,30,00:02:34.150,Pass,
,,,,,,,,,,,,,,,,0.84177,,,,,,,,,,,,,b6a58f24-fc2f-41d6-a0c4-31f393f5b191,106,,,"[47.5, 67.1]",3754005,2,,,,1.1737169,,Left Foot,,,"[51.4, 76.4]",,Ground Pass,,10.084641,,,Phil Bardsley,3643.0,,,,,,,1,Regular Play,Geoff Cameron,3480.0,Right Center Back,6,Stoke City,30,['e8c532d0-20b7-4f19-8118-74937810a97d'],40,,,,,,,,,,,,,,,,Stoke City,30,00:02:40.473,Pass,
,,,,,,,,,,,,,,,,2.704292,,,,,,,,,,,,,1ac5fe07-0136-4e1c-b083-1c6708e502c6,109,,,"[52.2, 78.1]",3754005,2,,,,-0.052804988,,Right Foot,,,"[99.5, 75.6]",,High Pass,,47.36602,Incomplete,,Xherdan Shaqiri,3533.0,,,,,,,1,Regular Play,Phil Bardsley,3643.0,Right Back,6,Stoke City,30,"['4f7bc068-3a3c-497b-8215-0a9491e3f743', 'e9971c07-7b3d-4485-865e-dfc1b914a1ae']",42,,,,,,,,,,,,,,,,Stoke City,30,00:02:42.640,Pass,
,,,,,,,,,,,,,,,,1.475315,,,,,,,,,,,,,174d67db-4274-48cb-89f7-65b1314d72c6,115,,,"[42.7, 8.3]",3754005,2,,,,2.3759289,,Left Foot,,,"[27.2, 23.2]",,Ground Pass,,21.500233,,,Jamaal Lascelles,3081.0,,,,,,,1,Regular Play,Yoan Gouffran,43757.0,Left Wing,7,Newcastle United,37,['8b54740d-624d-4407-adac-01c1d7268dc7'],50,,,,,,,,,,,,,,,,Newcastle United,37,00:02:50.421,Pass,
,,,,,,,,,,,,,,,,1.472947,,,,,,,,,,,,,2c68aeac-522f-40b2-b3f1-e15712726b70,117,,,"[27.2, 23.2]",3754005,2,,,,-1.7603533,,Right Foot,,,"[23.9, 6.0]",,Ground Pass,,17.513708,,,Paul Dummett,3065.0,,,,,,,1,Regular Play,Jamaal Lascelles,3081.0,Left Center Back,7,Newcastle United,37,['7dfc9799-2920-46b9-83d0-1e2bedf4752c'],51,,,,,,,,,,,,,,,,Newcastle United,37,00:02:51.896,Pass,
,,,,,,,,,,,,,,,,3.069631,,,,,,,,,,,,,24e4b7db-39e6-47fa-a8f5-8f9970eec174,120,,,"[17.7, 12.6]",3754005,2,,,,0.43473774,,Right Foot,,,"[61.2, 32.8]",,High Pass,,47.961338,,,Aleksandar Mitrović,4269.0,,,,,,,1,Regular Play,Paul Dummett,3065.0,Left Back,7,Newcastle United,37,['92d1571e-eb43-4db7-899a-d0f8383c0b7b'],56,,,,,,,,,,,,,,,,Newcastle United,37,00:02:56.610,Pass,
,,,,,,,,,,,,,,,,1.650278,,,,,,,,,,,,,56118ff9-3607-4197-bb38-f8aa346e1eaa,122,,,"[61.6, 33.0]",3754005,2,,,,1.0303768,,Head,,,"[67.0, 42.0]",,High Pass,,10.495713,Incomplete,,Moussa Sissoko,3091.0,,,,,,,1,Regular Play,Aleksandar Mitrović,4269.0,Center Forward,7,Newcastle United,37,"['5c0209a0-5bc2-4394-a53e-8f1cdf624e47', '79ea9f14-f1f5-4565-a9f8-335c44d5835b']",59,,,,,,,,,,,,,,,,Newcastle United,37,00:02:59.680,Pass,
,,,,,,,,,,,,,,,,1.043073,,,,,,,,,,,,,5c0209a0-5bc2-4394-a53e-8f1cdf624e47,124,,,"[53.1, 38.1]",3754005,3,,,,0.26371184,,Head,,,"[63.1, 40.8]",,High Pass,,10.3580885,,,Glenn Whelan,9625.0,,,,,,Recovery,1,Regular Play,Philipp Wollscheid,40121.0,Left Center Back,8,Stoke City,30,"['56118ff9-3607-4197-bb38-f8aa346e1eaa', '8f060a0d-6a7c-499a-b750-1ab448547a23']",1,,,,,,,,,,,,,,,,Stoke City,30,00:03:01.330,Pass,
,,,,,,,,,,,,,,,,0.782386,,,,,,,,,,,,,387606aa-e89e-4ba1-97a4-d749af4cc584,126,,,"[62.9, 40.8]",3754005,3,,,,-0.9048271,,Head,,,"[67.3, 35.2]",,Low Pass,,7.1217976,,,Marko Arnautović,3325.0,,,,,,,1,Regular Play,Glenn Whelan,9625.0,Left Defensive Midfield,8,Stoke City,30,['63b8d061-f0e1-4fea-8a8c-8431e7a04305'],2,,,,,,,,,,,,,,,,Stoke City,30,00:03:02.453,Pass,
,,,,,,,,,,,,,,,,1.058431,,,,,,,,,,,,,cedc261f-1b67-45fd-980f-8efae91bf274,129,,,"[67.3, 35.2]",3754005,3,,,,0.9129077,,Right Foot,,,"[75.8, 46.2]",,Ground Pass,,13.901439,,,Gilbert Gianelli Imbula Wanga,4346.0,,,,,,,1,Regular Play,Marko Arnautović,3325.0,Left Wing,8,Stoke City,30,['e04dc56c-07c2-4572-adb1-51bfd9c45231'],3,,,,,,,,,,,,,,,,Stoke City,30,00:03:03.316,Pass,
,,,,,,,,,,,,,,,,0.669639,,,,,,,,,,,,,643dcbe5-7f12-4afa-9b45-1fa013706022,132,,,"[74.9, 46.0]",3754005,3,,,,2.4932606,,Left Foot,,,"[71.6, 48.5]",,Ground Pass,,4.1400485,,,Ibrahim Afellay,4891.0,,,,,,,1,Regular Play,Gilbert Gianelli Imbula Wanga,4346.0,Right Defensive Midfield,8,Stoke City,30,['e96e39b6-1694-46f2-a8de-460b5cfeb079'],4,,,,,,,,,,,,,,,,Stoke City,30,00:03:04.657,Pass,
