ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,751a47eb-360b-453a-a201-2495c9ea3dff,1,,,3754043,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3611, 'name': 'Kevin Wimmer'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f77f62b0-95df-4e6e-829e-0a27049a0ff3,2,,,3754043,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dbbac49b-e6d1-40af-9e1c-ff14e62ee441,3,,,3754043,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['b554423d-402d-44c1-835a-56e1b93c4031'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b554423d-402d-44c1-835a-56e1b93c4031,4,,,3754043,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['dbbac49b-e6d1-40af-9e1c-ff14e62ee441'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9e5fd896-a34a-418d-af71-ed30d124c5ba,1855,,,3754043,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,AFC Bournemouth,28,['f221c85a-f5fb-455c-85a8-1bfa4d84a288'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f221c85a-f5fb-455c-85a8-1bfa4d84a288,1856,,,3754043,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,AFC Bournemouth,28,['9e5fd896-a34a-418d-af71-ed30d124c5ba'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.099439,,,,,,,,,,,,ff98907a-11db-4e1a-9a22-8d1a2f6f20c2,5,,"[61.0, 40.1]",3754043,0,,,,,1.815775,,Right Foot,,,"[60.5, 42.1]",,Ground Pass,,2.0615528,,,,Harry Kane,10955.0,,,,,Kick Off,1,From Kick Off,Bamidele Alli,3094.0,Center Attacking Midfield,2,Tottenham Hotspur,38,['86052364-62c2-4eb5-b6ea-21590b805725'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.580,Pass,
,,,,,,,,,,,,,,,,1.255083,,,,,,,,,,,,29f50e47-4863-4562-9bdf-f9a4ce2ab245,8,,"[61.1, 42.7]",3754043,0,,,,,-3.1198568,,Right Foot,,,"[33.5, 42.1]",,Ground Pass,,27.606522,,,,Kevin Wimmer,3611.0,,,,,,1,From Kick Off,Harry Kane,10955.0,Center Forward,2,Tottenham Hotspur,38,['5df0d8cb-f3dd-4a92-a938-f93edfb0772d'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.719,Pass,
,,,,,,,,,,,,,,,,2.642091,,,,,,,,,,,,45ba9476-694a-4b3d-8a78-3563142b9b2b,11,,"[34.7, 42.1]",3754043,0,,,,,0.5482296,,Left Foot,,,"[85.3, 73.0]",,High Pass,,59.288868,,,,Erik Lamela,3585.0,,,,,,1,From Kick Off,Kevin Wimmer,3611.0,Left Center Back,2,Tottenham Hotspur,38,['20779abd-d8e1-4f1b-9f61-352aad55f1cb'],3,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:03.356,Pass,
,,,,,,,,,,,,,,,,1.640647,,,,,,,,,,,,32c9bb25-1152-4c75-849a-4fd5c2488399,15,,"[41.8, 0.1]",3754043,0,,,,,0.5656031,,,,,"[64.8, 14.7]",,High Pass,,27.242613,,,,Joshua King,3346.0,,,,,Throw-in,1,From Throw In,Charlie Daniels,3345.0,Left Back,3,AFC Bournemouth,28,['6f72e495-8342-42aa-8a01-91ea1831b9c9'],20,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:20.071,Pass,
