50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0dd91794-5021-4634-9968-b34d347db377,1,,,3754280,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 9461, 'name': 'Timm Klose'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 25}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5750ca82-1adc-4866-9960-8452cd9e38ec,2,,,3754280,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 3666, 'name': 'Robert Kenedy Nunes do Nascimento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 2956, 'name': 'Bertrand Isidore Traoré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Chelsea,33,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cb75180e-d961-476c-92dc-096d9def9f26,3,,,3754280,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['58a716b2-c7d5-46e1-bdf4-65576533fae2'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,58a716b2-c7d5-46e1-bdf4-65576533fae2,4,,,3754280,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['cb75180e-d961-476c-92dc-096d9def9f26'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a0883a4c-add4-4647-befd-8ec3df311a3a,1829,,,3754280,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,90,Chelsea,33,['3d8f476d-e8e7-48f2-aea4-81ce30247085'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3d8f476d-e8e7-48f2-aea4-81ce30247085,1830,,,3754280,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,90,Chelsea,33,['a0883a4c-add4-4647-befd-8ec3df311a3a'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.318248,,,,,,,,,,,,,c24ff9dc-be19-448c-b5c4-c40f2388c2af,5,,"[60.0, 40.0]",3754280,0,,,,1.8568478,,Left Foot,,,"[59.5, 41.7]",,Ground Pass,,1.7720045,,,,Nathan Redmond,3286.0,,,,,Kick Off,1,From Kick Off,Wes Hoolahan,10966.0,Left Attacking Midfield,2,Norwich City,56,['3032ae14-b37e-48c5-85b9-30fdf18b7d45'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.307,Pass,
,,,,,,,,,,,,,,,,,,,1.081696,,,,,,,,,,,,,0b6d2517-01cf-4c28-a783-10f2cff35f38,8,,"[57.8, 40.8]",3754280,0,,,,-2.9286542,,Right Foot,,,"[50.4, 39.2]",,Ground Pass,,7.570997,,,,Russell Martin,21212.0,,,,,,1,From Kick Off,Nathan Redmond,3286.0,Right Attacking Midfield,2,Norwich City,56,['fa2b65d0-acbc-4d03-9bb5-56cf096effe1'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.665,Pass,
,,,,,,,,,,,,,,,,,,,3.088659,,,,,,,,,,,,,775b52ca-6930-45b4-b942-512a361e518c,11,,"[52.3, 39.9]",3754280,0,,,,-0.9577135,,Right Foot,,,"[80.3, 0.1]",,High Pass,,48.66251,,Out,,Cameron Jerome,4807.0,,,,,,1,From Kick Off,Russell Martin,21212.0,Center Back,2,Norwich City,56,['9d20a87b-08ec-494a-84c9-f7a5013cd111'],1,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:01.758,Pass,
,,,,,,,,,,,,,,,,,,,2.998772,,,,,,,,,,,,,76767c08-f3f4-4db1-96ed-92728a063a63,13,,"[42.3, 80.0]",3754280,0,,,,-2.577612,,,,,"[14.0, 62.1]",,Low Pass,,33.485817,,,,Gary Cahill,3645.0,,,,,Throw-in,1,From Throw In,César Azpilicueta Tanco,3957.0,Right Back,3,Chelsea,33,['8b52fab2-f065-4801-8e85-26a467793abd'],12,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:12.346,Pass,
