50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5989c899-2d5e-44bb-a8a9-52bd2627f1f8,1,,,,3754186,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e1c2d39f-6a07-4a6f-9e8e-ae131fe1642b,2,,,,3754186,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9648, 'name': 'Paddy McNair'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 12}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 36}, {'player': {'id': 3612, 'name': 'Ashley Young'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 18}, {'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 18414, 'name': 'Bastian Schweinsteiger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 31}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2a67badb-c531-43e6-b67b-8b1ca2beeeeb,3,,,,3754186,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['a4d93005-43b2-444c-ae87-3cbaf198b5d0'],0,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a4d93005-43b2-444c-ae87-3cbaf198b5d0,4,,,,3754186,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['2a67badb-c531-43e6-b67b-8b1ca2beeeeb'],0,,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,75bfa98d-33a9-47bc-a06a-bd154a534e7d,1641,,,,3754186,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Manchester United,39,['039c6407-df55-4836-b746-3235c01442f1'],0,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,039c6407-df55-4836-b746-3235c01442f1,1642,,,,3754186,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Manchester United,39,['75bfa98d-33a9-47bc-a06a-bd154a534e7d'],0,,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.592721,,,,,,,,,,,,eef205d4-607b-4603-b6a6-107643d32477,5,,,"[61.0, 40.1]",3754186,0,,,,,-3.130664,,Right Foot,,,"[42.7, 39.9]",,Ground Pass,,18.301092,,,,Bastian Schweinsteiger,18414.0,,,,,,Kick Off,1,From Kick Off,Anthony Martial,20039.0,Right Center Forward,2,Manchester United,39,['8491fe93-8645-4615-add5-5e8610516d20'],0,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.394,Pass,
,,,,,,,,,,,,,,,,1.872652,,,,,,,,,,,,2ef674dc-2d06-4742-91e6-7c62fa0849a6,8,,,"[42.8, 39.3]",3754186,0,,,,,-2.023425,,Right Foot,,,"[35.7, 24.7]",,Ground Pass,,16.234838,,,,Daley Blind,3311.0,,,,,,,1,From Kick Off,Bastian Schweinsteiger,18414.0,Left Center Midfield,2,Manchester United,39,['971a1b4a-1e51-4c04-9fd0-897b63f102d6'],3,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:03.284,Pass,
,,,,,,,,,,,,,,,,1.132121,,,,,,,,,,,,5b0afa3c-bec9-4848-bc64-a65ab75fff78,12,,,"[34.2, 22.2]",3754186,0,,,,,0.43345544,,Right Foot,,,"[46.3, 27.8]",,Ground Pass,,13.333041,,,,Bastian Schweinsteiger,18414.0,,,,,,,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Manchester United,39,"['9871d822-c4a5-4c3c-856c-b0b1c3fdf297', 'd6de7a73-98e4-4a14-b6a4-eb2234e88a94']",6,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:06.207,Pass,True
,,,,,,,,,,,,,,,,2.012845,,,,,,,,,,,,a0be1082-e74e-4f56-a913-5e9e384f2ca8,16,,,"[46.5, 28.9]",3754186,0,,,,,-1.7045226,,Right Foot,,,"[43.5, 6.6]",,Ground Pass,,22.500889,,,,Daley Blind,3311.0,,,,,,,1,From Kick Off,Bastian Schweinsteiger,18414.0,Left Center Midfield,2,Manchester United,39,"['0aadb43a-1814-4ad7-823c-1c210b696749', 'ae85ea04-0ab1-4e5a-af4c-0e6d7e6cdae5']",8,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:08.172,Pass,True
