50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.493269,,,,,,,,,,,,,,,db12a754-d1e5-46c1-8031-5fb6e3b7ccbb,1359,,,"[99.7, 66.3]",3754137,38,,,,,1.0525954,,Right Foot,,,,"[106.2, 77.7]",Ground Pass,,13.122881,,,,Séamus Coleman,4589.0,,,,,,1,From Throw In,Leon Osman,42947.0,Left Center Midfield,73,Everton,29,['fe78dd3f-7fd6-4c1d-80ce-e303eac20fe6'],54,,,,,,,,,,,,,,,,,Everton,29,00:38:54.048,Pass,
,,,,,,,,,,,,,,,,,1.668354,,,,,,,,,,,,,,,7ddb481e-25f4-4a9b-a670-0bd4bf4f00e6,1365,,,"[105.1, 70.4]",3754137,38,,,,,-1.371241,,Right Foot,True,,,"[112.3, 34.8]",High Pass,,36.320793,,,,Arouna Koné,26696.0,,,,,,1,From Throw In,Séamus Coleman,4589.0,Right Back,73,Everton,29,['47c03b0a-a41f-4d43-a2d6-7f7d8a67c1d3'],56,,,,,,,,,,,,,,,,,Everton,29,00:38:56.991,Pass,
,,,,,,,,,,,,,,,,,3.902613,,,,,,,,,,,,,,,c798b9d3-7b73-4d67-8cff-9b3007543fd5,1369,,,"[6.0, 44.0]",3754137,39,,,,,-0.23752095,,Right Foot,,,,"[78.7, 26.4]",High Pass,,74.800064,,,,Shane Long,3842.0,,,,,Goal Kick,1,From Goal Kick,Fraser Forster,3970.0,Goalkeeper,74,Southampton,25,['9382d228-e51f-4d2f-bca0-14ff47d76a26'],35,,,,,,,,,,,,,,,,,Southampton,25,00:39:35.654,Pass,
,,,,,,,,,,,,,,,,,0.941052,,,,,,,,,,,,,,,4009f596-5a7d-45bc-a277-e90991fd4d13,1372,,,"[78.7, 26.4]",3754137,39,,,,True,-0.27490985,bf0bc356-e1b3-490a-9ab6-70bef9028347,,,,,"[90.4, 23.1]",Low Pass,,12.15648,,,,Sadio Mané,3629.0,True,,,,,1,From Goal Kick,Shane Long,3842.0,Right Center Forward,74,Southampton,25,"['a0e7bf82-1358-4591-8108-58be73784689', 'a1fb427f-d19b-4482-96cc-6bb5bcab362c']",39,,,,,,,,,,,,,,,,,Southampton,25,00:39:39.637,Pass,True
,,,,,,,,,,,,,,,,,3.524007,,,,,,,,,,,,,,,01fe263f-b461-492e-beaf-e1cdd321ac95,1378,,,"[7.0, 44.1]",3754137,40,,,,,0.27829966,,Right Foot,,,,"[67.2, 61.3]",High Pass,,62.608944,,Incomplete,,Muhamed Bešić,3476.0,,,,,Goal Kick,1,From Goal Kick,Joel Robles Blázquez,16309.0,Goalkeeper,75,Everton,29,"['2eb4ac48-b06d-4b70-b0f0-4350e1b6d295', 'd8621474-4bab-4e87-b421-c89ee9480cc3']",14,,,,,,,,,,,,,,,,,Everton,29,00:40:14.242,Pass,
,,,,,,,,,,,,,,,,,4.372603,,,,,,,,,,,,,,,b8cbb690-f927-4f4c-b184-1f5bc30e2b63,1385,,,"[61.4, 18.0]",3754137,40,,,,,0.10603101,,Right Foot,,,,"[106.5, 22.8]",High Pass,,45.354713,,Incomplete,,Shane Long,3842.0,,,,,,1,From Goal Kick,Jordy Clasie,16181.0,Left Defensive Midfield,75,Everton,29,"['aa128520-76eb-490d-a406-b83837aa501d', 'b2d5c99a-875f-43e9-82d4-a8eb86bdbb0d', 'dcb15030-4d2a-4d29-ab4d-fda4247e9236']",22,,,,,,,,,,,,,,,,,Southampton,25,00:40:22.213,Pass,True
,,,,,,,,,,,,,,,,,1.415216,,,,,,,,,,,,,,,71447f51-4af2-41d2-ac24-c1b235ab326b,1391,,,"[3.3, 79.8]",3754137,40,,,,,0.024686342,,Right Foot,,,,"[11.4, 80.0]",High Pass,,8.1024685,,Out,,,,,,,,,1,From Goal Kick,Séamus Coleman,4589.0,Right Back,75,Everton,29,,31,,,,,,,,,,,,,,,,,Everton,29,00:40:31.448,Pass,
,,,,,,,,,,,,,,,,,0.971856,,,,,,,,,,,,,,,b5308a98-64aa-474c-a061-9e3bd18a4dff,1392,,,"[108.7, 0.1]",3754137,40,,,,,1.5707964,,,,,,"[108.7, 2.8]",Low Pass,,2.7,,,,Dušan Tadić,3831.0,,,,,Throw-in,1,From Throw In,Ryan Bertrand,20045.0,Left Back,76,Southampton,25,['1ab497c6-08b9-498c-b85a-2c31bf5e3d91'],53,,,,,,,,,,,,,,,,,Southampton,25,00:40:53.806,Pass,
,,,,,,,,,,,,,,,,,0.730999,,,,,,,,,,,,,,,e22d48f8-bf99-463c-afa6-8c73b52f445b,1395,,,"[109.0, 2.8]",3754137,40,,,,,-1.9890207,,Left Foot,,,,"[107.8, 0.1]",Ground Pass,,2.9546573,,,,Ryan Bertrand,20045.0,,,,,,1,From Throw In,Dušan Tadić,3831.0,Right Midfield,76,Southampton,25,['c541da45-86c7-4630-b15d-8e0830206298'],54,,,,,,,,,,,,,,,,,Southampton,25,00:40:54.818,Pass,
,,,,,,,,,,,,,,,,,0.851993,,,,,,,,,,,,,,,5bc2d9f8-220f-4b42-932c-a11597f60dd0,1398,,,"[108.4, 0.1]",3754137,40,,,,,0.95449936,,Right Foot,,,,"[110.1, 2.5]",Low Pass,,2.9410882,,Incomplete,,Dušan Tadić,3831.0,,,,,,1,From Throw In,Ryan Bertrand,20045.0,Left Back,76,Southampton,25,"['7954d604-dfbe-48f0-9c13-9f4588825584', 'bf5e859c-5649-48fe-b03e-eb5cd115449e']",55,,,,,,,,,,,,,,,,,Southampton,25,00:40:55.587,Pass,
,,,,,,,,,,,,,,,,,1.609848,,,,,,,,,,,,,,,40203970-9d0c-47e9-9eb6-2db31d1c0ebb,1402,,,"[10.1, 78.8]",3754137,40,,,,,-0.28511775,,Right Foot,,,,"[15.9, 77.1]",Ground Pass,,6.0440054,,,,Muhamed Bešić,3476.0,,,,,,1,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Wing,77,Everton,29,['0f990d4f-2ed1-48a5-b01b-531795c822de'],56,,,,,,,,,,,,,,,,,Everton,29,00:40:56.770,Pass,
,,,,,,,,,,,,,,,,,1.349516,,,,,,,,,,,,,,,dd256025-cc3c-4080-a935-eaebc56a7cdc,1405,,,"[26.1, 74.9]",3754137,40,,,,,0.9484935,,Right Foot,,,,"[29.4, 79.5]",Ground Pass,,5.661272,,,,Gerard Deulofeu Lázaro,3726.0,,,,,,1,Regular Play,Muhamed Bešić,3476.0,Right Center Midfield,77,Everton,29,['dc6dff23-8bc0-47a4-a672-e1a01c8547fe'],59,,,,,,,,,,,,,,,,,Everton,29,00:40:59.078,Pass,
,,,,,,,,,,,,,,,,,0.98921,,,,,,,,,,,,,,,2bad1dba-c472-4d00-8bb6-3695d7623bcc,1408,,,"[29.4, 79.5]",3754137,41,,,,,-1.0388225,,Right Foot,,,,"[39.7, 62.0]",Ground Pass,,20.306156,,,,Kevin Mirallas,4317.0,,,,,,1,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Wing,77,Everton,29,['c690f59d-f8ce-4958-888b-0579e840aa88'],0,,,,,,,,,,,,,,,,,Everton,29,00:41:00.495,Pass,
,,,,,,,,,,,,,,,,,0.96721,,,,,,,,,,,,,,,f2b5b0b5-f278-4c49-968a-ac0109d06c5a,1414,,,"[43.1, 57.4]",3754137,41,,,,,-1.4288993,,Right Foot,,,,"[44.7, 46.2]",Ground Pass,,11.313708,,,,Leon Osman,42947.0,,,,,,1,Regular Play,Kevin Mirallas,4317.0,Left Wing,77,Everton,29,['2cdca9b9-f528-4322-999f-160f2b314887'],1,,,,,,,,,,,,,,,,,Everton,29,00:41:01.913,Pass,
,,,,,,,,,,,,,,,,,1.556136,,,,,,,,,,,,,,,19fbb0b2-3b50-46b4-8fdd-4ccc3af52af3,1417,,,"[45.6, 48.8]",3754137,41,,,,,1.4435259,,Left Foot,,,,"[48.3, 69.9]",Ground Pass,,21.272047,,,,Muhamed Bešić,3476.0,,,,,,1,Regular Play,Leon Osman,42947.0,Left Center Midfield,77,Everton,29,['1512d6d7-4a57-431f-bf4f-1119af8641bb'],4,,,,,,,,,,,,,,,,,Everton,29,00:41:04.224,Pass,
,,,,,,,,,,,,,,,,,3.719355,,,,,,,,,,,,,,,718d8cd9-c9da-4922-9eb3-19a65ba3b5b5,1420,,,"[48.3, 69.9]",3754137,41,,,,,-1.3276889,,Right Foot,,,,"[63.9, 7.0]",High Pass,,64.80563,,,,Bryan Oviedo,5836.0,,True,,,,1,Regular Play,Muhamed Bešić,3476.0,Right Center Midfield,77,Everton,29,['2554704a-bdaa-4647-8a7e-d3c24dc12db3'],5,,,,,,,,,,,,,,,,,Everton,29,00:41:05.853,Pass,
,,,,,,,,,,,,,,,,,0.692155,,,,,,,,,,,,,,,7e8d4b60-e789-44ac-a142-16df85ee13b4,1423,,,"[64.5, 7.0]",3754137,41,,,,,1.2696807,,Left Foot,,,,"[69.5, 23.1]",Ground Pass,,16.858528,,,,Leon Osman,42947.0,,,,,,1,Regular Play,Bryan Oviedo,5836.0,Left Back,77,Everton,29,['a5cd87cd-79da-4e84-8e39-20cc0ad6b55a'],10,,,,,,,,,,,,,,,,,Everton,29,00:41:10.444,Pass,
,,,,,,,,,,,,,,,,,1.24566,,,,,,,,,,,,,,,60216253-3576-4516-a84f-6e4e0f23e104,1428,,,"[69.0, 22.7]",3754137,41,,True,,,-0.94270825,,Right Foot,,,,"[81.2, 5.9]",Ground Pass,,20.762466,,,,Bryan Oviedo,5836.0,,,,,Free Kick,1,From Free Kick,Leon Osman,42947.0,Left Center Midfield,78,Everton,29,['476bcc45-29b2-413a-b3f3-d0070ca4dace'],17,,,,,,,,,,,,,,,,,Everton,29,00:41:17.007,Pass,
,,,,,,,,,,,,,,,,,1.173575,,,,,,,,,,,,,,,3be670dd-516a-47b5-924d-37e53afe9d75,1430,,,"[81.2, 5.9]",3754137,41,,,,,2.6884341,,Left Foot,,,,"[69.7, 11.5]",Ground Pass,,12.791013,,,,Leon Osman,42947.0,,,,,,1,From Free Kick,Bryan Oviedo,5836.0,Left Back,78,Everton,29,['ded4cd32-7a8a-4944-ac83-9647b0245791'],18,,,,,,,,,,,,,,,,,Everton,29,00:41:18.338,Pass,
,,,,,,,,,,,,,,,,,0.899847,,,,,,,,,,,,,,,22bd8341-77b9-4a6f-acf6-ab55ef329d13,1433,,,"[69.7, 11.5]",3754137,41,,,,,-2.6539974,,Left Foot,,,,"[56.5, 4.5]",Ground Pass,,14.941218,,,,Darron Gibson,20067.0,,,,,,1,From Free Kick,Leon Osman,42947.0,Left Center Midfield,78,Everton,29,['a548d678-4b99-425e-b9fc-e17e7844c82a'],23,,,,,,,,,,,,,,,,,Everton,29,00:41:23.344,Pass,
,,,,,,,,,,,,,,,,,1.135491,,,,,,,,,,,,,,,859aefa7-fe9b-4303-a1e7-5f59bac0ce04,1436,,,"[55.1, 10.2]",3754137,41,,,,,2.6664512,,Right Foot,,,,"[37.8, 19.1]",Ground Pass,,19.455076,,,,José Ramiro Funes Mori,4629.0,,,,,,1,From Free Kick,Darron Gibson,20067.0,Center Defensive Midfield,78,Everton,29,['b2d00d88-784c-4263-9f5f-eddbb1032e24'],26,,,,,,,,,,,,,,,,,Everton,29,00:41:26.089,Pass,
,,,,,,,,,,,,,,,,,1.759931,,,,,,,,,,,,,,,0a166e96-c534-4c05-92f9-7ac88941eefc,1443,,,"[61.5, 53.5]",3754137,41,,,,,1.5042281,,Right Foot,,,,"[62.8, 73.0]",Ground Pass,,19.543285,,,,Dušan Tadić,3831.0,,,,,Recovery,1,Regular Play,Victor Wanyama,3098.0,Right Defensive Midfield,79,Southampton,25,['746d9dd9-8cd9-4c6a-b761-a829e3cb6ef2'],30,,,,,,,,,,,,,,,,,Southampton,25,00:41:30.362,Pass,
,,,,,,,,,,,,,,,,,1.818702,,,,,,,,,,,,,,,53be1873-23be-4c92-aca3-a895444cfd4e,1446,,,"[64.8, 72.4]",3754137,41,,,,,-0.5860609,,Right Foot,,,,"[88.6, 56.6]",Ground Pass,,28.567114,,,,Shane Long,3842.0,,,,,,1,Regular Play,Dušan Tadić,3831.0,Right Midfield,79,Southampton,25,['76962a7e-adc7-4705-91df-91e5146896fe'],32,,,,,,,,,,,,,,,,,Southampton,25,00:41:32.162,Pass,
,,,,,,,,,,,,,,,,,1.653184,,,,,,,,,,,,,,,2c65ba7a-b34a-4a06-b665-abec1feb16a2,1455,,,"[120.0, 80.0]",3754137,43,,,,,-2.252905,,Left Foot,,,,"[105.3, 61.9]",Ground Pass,,23.317375,,,,Dušan Tadić,3831.0,,,,,Corner,1,From Corner,Ryan Bertrand,20045.0,Left Back,81,Southampton,25,['817debf3-5e25-4c2d-a335-7a447b3367a7'],47,,,,,,,,,,,,,,,,,Southampton,25,00:43:47.849,Pass,
,,,,,,,,,,,,,,,,,1.527352,,,,,,,,,,,,,,,69012ab2-9179-4e8b-b9dc-e20bb2d128bf,1458,,,"[105.3, 61.9]",3754137,43,,,,,-2.4319115,,Left Foot,,,,"[97.5, 55.2]",Ground Pass,,10.28251,,,,Ryan Bertrand,20045.0,,,,,,1,From Corner,Dušan Tadić,3831.0,Right Midfield,81,Southampton,25,['e51a3cfc-8b64-45fe-b77f-f1941416d426'],50,,,,,,,,,,,,,,,,,Southampton,25,00:43:50.869,Pass,
,,,,,,,,,,,,,,,,,0.769795,,,,,,,,,,,,,,,b12f8d13-c705-49d8-a900-9102e7176844,1461,,,"[97.5, 55.2]",3754137,43,,,,,-0.9367736,,Left Foot,,,,"[107.5, 41.6]",High Pass,,16.880758,,Incomplete,,Graziano Pellè,11062.0,,,,,,1,From Corner,Ryan Bertrand,20045.0,Left Back,81,Southampton,25,"['5c30246a-6c60-42f0-8738-60c332d0f91f', 'ea5e1814-15e2-4124-9ae0-d2bb3fde3362']",52,,,,,,,,,,,,,,,,,Southampton,25,00:43:52.436,Pass,
,,,,,,,,,,,,,,,,,3.354395,,,,,,,,,,,,,,,652e0ede-540a-439d-a247-ec52eae6f3d3,1466,,,"[82.0, 55.2]",3754137,43,,,,,-2.460144,,Left Foot,,,,"[38.6, 20.0]",Ground Pass,,55.88023,,,,Victor Wanyama,3098.0,,,,,,1,From Corner,Ryan Bertrand,20045.0,Left Back,81,Southampton,25,['1a89fd3a-07cb-4a57-8f81-cc74bfd500d2'],56,,,,,,,,,,,,,,,,,Southampton,25,00:43:56.350,Pass,
,,,,,,,,,,,,,,,,,2.897241,,,,,,,,,,,,,,,29894a9f-7fc3-4a18-b969-ce917e4d297a,1470,,,"[32.9, 28.8]",3754137,44,,,,,1.2802619,,Right Foot,,,,"[44.8, 68.6]",Ground Pass,,41.540943,,,,Rhu-endly Martina,3590.0,,,,,,1,From Corner,Victor Wanyama,3098.0,Right Defensive Midfield,81,Southampton,25,['eb451f3c-50b3-4b7e-9d7a-a598d0a53fd3'],2,,,,,,,,,,,,,,,,,Southampton,25,00:44:02.465,Pass,
,,,,,,,,,,,,,,,,,2.838681,,,,,,,,,,,,,,,d4de7d61-4b68-401f-90d4-614d6e85a601,1473,,,"[51.5, 73.6]",3754137,44,,,,,-0.84321785,,Right Foot,,,,"[98.7, 20.6]",High Pass,,70.970695,,,,Shane Long,3842.0,,True,,,,1,From Corner,Rhu-endly Martina,3590.0,Right Back,81,Southampton,25,['1b5cda1f-72f8-401f-9605-569a65bebff5'],6,,,,,,,,,,,,,,,,,Southampton,25,00:44:06.868,Pass,
,,,,,,,,,,,,,,,,,1.15141,,,,,,,,,,,,,,,ee1d08dd-0d9b-44fe-aaf7-0205602c1cb4,1479,,,"[24.0, 52.7]",3754137,44,,,,,0.85614604,,Right Foot,,,,"[41.7, 73.1]",Ground Pass,,27.008331,,,,Arouna Koné,26696.0,,,,,,1,From Corner,Darron Gibson,20067.0,Center Defensive Midfield,81,Southampton,25,['5ce92121-a694-48bb-9019-6018710ef3ae'],12,,,,,,,,,,,,,,,,,Everton,29,00:44:12.643,Pass,
,,,,,,,,,,,,,,,,,1.094563,,,,,,,,,,,,,,,38e0e202-458c-4915-a1f0-93600fe340aa,1482,,,"[55.1, 72.0]",3754137,44,,,,,-0.34302393,,Right Foot,,,,"[76.1, 64.5]",Ground Pass,,22.299103,,Incomplete,,Gerard Deulofeu Lázaro,3726.0,,,,,,1,From Corner,Arouna Koné,26696.0,Center Forward,81,Southampton,25,"['17479fe4-9596-4d3f-bccf-cec73736de5e', '93140675-6486-4135-a87f-28bd4b929139']",15,,,,,,,,,,,,,,,,,Everton,29,00:44:15.991,Pass,
,,,,,,,,,,,,,,,,,0.817447,,,,,,,,,,,,,,,304e2add-0c82-488a-a9a5-838d7626eb53,1487,,,"[49.3, 13.5]",3754137,44,,,,,0.06209623,,Left Foot,,,,"[68.6, 14.7]",Ground Pass,,19.337269,,,,Virgil van Dijk,3669.0,,,,,,1,From Corner,Jordy Clasie,16181.0,Left Defensive Midfield,81,Southampton,25,"['acd4236d-a58c-4e91-813e-a5b233fcf18e', 'ca07b756-3fef-4e05-a684-5b8728a78eba']",18,,,,,,,,,,,,,,,,,Southampton,25,00:44:18.046,Pass,True
,,,,,,,,,,,,,,,,,1.102238,,,,,,,,,,,,,,,04e59557-534a-4f1d-a1f2-86d90403f22f,1491,,,"[68.6, 13.0]",3754137,44,,,,,-0.3139382,,Right Foot,,,,"[91.7, 5.5]",Ground Pass,,24.287033,,,,Sadio Mané,3629.0,,,,,,1,From Corner,Virgil van Dijk,3669.0,Left Center Back,81,Southampton,25,['fe8c61f6-797c-4e8e-a621-28f3b354df8e'],21,,,,,,,,,,,,,,,,,Southampton,25,00:44:21.243,Pass,
,,,,,,,,,,,,,,,,,2.470732,,,,,,,,,,,,,,,7bb4ea29-60ae-43d8-8057-7b2365bd68b0,1494,,,"[97.0, 16.9]",3754137,44,,,,,1.7082995,,Right Foot,,,,"[89.5, 71.1]",Ground Pass,,54.71645,,,,Rhu-endly Martina,3590.0,,True,,,,1,From Corner,Sadio Mané,3629.0,Left Midfield,81,Southampton,25,['86463a52-3040-421a-83e4-ba8514cb3f47'],28,,,,,,,,,,,,,,,,,Southampton,25,00:44:28.260,Pass,
,,,,,,,,,,,,,,,,,2.27208,,,,,,,,,,,,,,,18a84287-f61a-4b2d-a15b-10ee59f74105,1497,,,"[89.8, 71.1]",3754137,44,,,,,-1.0528784,,Right Foot,True,,,"[109.8, 36.0]",High Pass,,40.398144,,Incomplete,,Shane Long,3842.0,,,,,,1,From Corner,Rhu-endly Martina,3590.0,Right Back,81,Southampton,25,"['9c62bbe6-7431-404f-ae03-2bf6d00ea944', 'd4b688c3-aa6f-47a8-97d0-448d39c0362a']",33,,,,,,,,,,,,,,,,,Southampton,25,00:44:33.286,Pass,
,,,,,,,,,,,,,,,,,3.518361,,,,,,,,,,,,,,,76c5ed93-e676-405f-ad7d-b19891757631,1501,,,"[14.8, 42.0]",3754137,44,,,,,-0.06804061,,Drop Kick,,,,"[77.9, 37.7]",High Pass,,63.246346,,Incomplete,,Arouna Koné,26696.0,,,,,,1,From Keeper,Joel Robles Blázquez,16309.0,Goalkeeper,82,Everton,29,"['1502ada2-b6b7-4613-8de2-bc02ddf22d82', 'ba1536e6-66dd-4257-a6e5-46bce1b1ac85']",37,,,,,,,,,,,,,,,,,Everton,29,00:44:37.577,Pass,
,,,,,,,,,,,,,,,,,1.25825,,,,,,,,,,,,,,,1502ada2-b6b7-4613-8de2-bc02ddf22d82,1503,,,"[42.2, 42.4]",3754137,44,,,,,-0.2144717,,Head,,,,"[52.3, 40.2]",Low Pass,,10.336827,,,,Jordy Clasie,16181.0,,,,,Recovery,1,Regular Play,Virgil van Dijk,3669.0,Left Center Back,83,Southampton,25,"['76c5ed93-e676-405f-ad7d-b19891757631', '9b943709-d34d-4c4e-8185-92ecb197b6f7']",41,,,,,,,,,,,,,,,,,Southampton,25,00:44:41.095,Pass,
,,,,,,,,,,,,,,,,,1.096689,,,,,,,,,,,,,,,5cd623f0-967a-4b38-bb82-97a5c34983b1,1506,,,"[47.8, 44.2]",3754137,44,,,,,2.6756878,,Left Foot,,,,"[30.1, 53.1]",Ground Pass,,19.811613,,,,Maya Yoshida,3300.0,,,,,,1,Regular Play,Jordy Clasie,16181.0,Left Defensive Midfield,83,Southampton,25,['0bdf3ad9-16b4-44a4-89ba-01e25c4dfc39'],43,,,,,,,,,,,,,,,,,Southampton,25,00:44:43.811,Pass,
,,,,,,,,,,,,,,,,,2.223444,,,,,,,,,,,,,,,94041d36-4a9c-4360-a643-0ab0dfef8c8c,1509,,,"[32.2, 54.9]",3754137,44,,,,,1.2070537,,Left Foot,,,,"[38.9, 72.5]",Ground Pass,,18.832153,,,,Rhu-endly Martina,3590.0,,,,,,1,Regular Play,Maya Yoshida,3300.0,Right Center Back,83,Southampton,25,['b060ba50-6a6e-4428-89e7-e51a3f02852a'],45,,,,,,,,,,,,,,,,,Southampton,25,00:44:45.910,Pass,
,,,,,,,,,,,,,,,,,4.36301,,,,,,,,,,,,,,,80d42b0f-b629-47d5-bb7c-3e02f7ca0c62,1512,,,"[38.9, 72.5]",3754137,44,,,,,-0.13539836,,Right Foot,,,,"[107.9, 63.1]",High Pass,,69.637344,,,,Dušan Tadić,3831.0,,,,,,1,Regular Play,Rhu-endly Martina,3590.0,Right Back,83,Southampton,25,['258a8841-c9eb-4b7a-b87a-ea5d6a6013b9'],48,,,,,,,,,,,,,,,,,Southampton,25,00:44:48.814,Pass,
,,,,,,,,,,,,,,,,,1.479844,,,,,,,,,,,,,,,1f8f5042-ebc6-4e24-bc26-9329c23791f7,1516,,,"[109.7, 63.0]",3754137,44,,,,,-1.5325172,,Right Foot,True,,,"[110.6, 39.5]",High Pass,,23.517227,,Incomplete,,Graziano Pellè,11062.0,,,,,,1,Regular Play,Dušan Tadić,3831.0,Right Midfield,83,Southampton,25,"['7b06a971-efc3-4b40-9491-f4f9fd7a3009', 'd626cdcb-9efc-47ea-a111-1eccb72d26dd', 'dc2c2175-fc72-4834-9025-7385b0cbeb20']",53,,,,,,,,,,,,,,,,,Southampton,25,00:44:53.257,Pass,True
,,,,,,,,,,,,,,,,,1.373362,,,,,,,,,,,,,,,a99caea4-611d-481e-848b-f26172033d44,1519,,,"[120.0, 80.0]",3754137,45,,,,,-1.717989,b8311b95-dba5-46d6-88a4-3b949bf0cb30,Left Foot,,,,"[115.3, 48.3]",High Pass,True,32.046528,,,,Shane Long,3842.0,True,,Inswinging,,Corner,1,From Corner,Ryan Bertrand,20045.0,Left Back,84,Southampton,25,['9c8b05e2-1bf0-4c88-9c87-1bb5080387fb'],41,,,,,,,,,,,,,,,,,Southampton,25,00:45:41.379,Pass,
,,,,,,,,,,,,,,,,,1.952582,,,,,,,,,,,,,,,e40fdfe9-f084-4b90-8f9e-90173b686d40,1525,,,"[7.8, 49.1]",3754137,45,,,,,-0.16007687,,Left Foot,,,,"[46.2, 42.9]",High Pass,,38.8973,,Incomplete,,,,,,,,,1,Regular Play,Darron Gibson,20067.0,Center Defensive Midfield,85,Everton,29,['2bd077a2-b482-452b-b29b-6627181590e0'],45,,,,,,,,,,,,,,,,,Everton,29,00:45:45.133,Pass,
,,,,,,,,,,,,,,,,,1.436228,,,,,,,,,,,,,,,71e27e74-81b6-4c98-aae1-f797c151b62d,1527,,,"[99.3, 19.2]",3754137,45,,,,,0.96270716,,Head,,,,"[106.4, 29.4]",Low Pass,,12.427792,,Incomplete,,Graziano Pellè,11062.0,,,,,Recovery,1,Regular Play,Ryan Bertrand,20045.0,Left Back,85,Everton,29,"['204cbdc1-af27-43d3-96bf-f24494ba61d7', 'e84a1156-d852-4bd1-b147-a2f78af5169c']",49,,,,,,,,,,,,,,,,,Southampton,25,00:45:49.869,Pass,
,,,,,,,,,,,,,,,,,2.488341,,,,,,,,,,,,,,,e91333fe-881f-4bc7-8fed-b0bab15ba902,1539,,,"[53.1, 51.6]",3754137,45,,,,,1.0858055,,Left Foot,,,,"[65.8, 75.7]",Ground Pass,,27.241512,,,,Gerard Deulofeu Lázaro,3726.0,,,,,,1,Regular Play,Arouna Koné,26696.0,Center Forward,85,Everton,29,['fc3adb12-3cbe-4606-9966-45a08a85c3fd'],58,,,,,,,,,,,,,,,,,Everton,29,00:45:58.456,Pass,
,,,,,,,,,,,,,,,,,3.660889,,,,,,,,,,,,,,,b1d06bc5-05a8-46a8-9fd9-0d141a9fff10,1542,,,"[65.8, 75.7]",3754137,46,,,,,-0.41714743,,Right Foot,,,,"[108.9, 56.6]",High Pass,,47.14255,,Incomplete,,Kevin Mirallas,4317.0,,,,,,1,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Wing,85,Everton,29,"['c98d0ee3-98de-4337-b32e-50af077ea565', 'caeb36fb-9609-4c30-891e-24f040739835']",2,,,,,,,,,,,,,,,,,Everton,29,00:46:02.206,Pass,
,,,,,,,,,,,,,,,,,1.235825,,,,,,,,,,,,,,,c98d0ee3-98de-4337-b32e-50af077ea565,1544,,,"[11.2, 23.5]",3754137,46,,,,,2.304389,,Right Foot,,,,"[4.8, 30.6]",Ground Pass,,9.558765,,,,Fraser Forster,3970.0,,,,,Recovery,1,Regular Play,Virgil van Dijk,3669.0,Left Center Back,86,Southampton,25,"['68a76d68-b406-41de-b416-1de19abaeba4', 'b1d06bc5-05a8-46a8-9fd9-0d141a9fff10']",5,,,,,,,,,,,,,,,,,Southampton,25,00:46:05.867,Pass,
,,,,,,,,,,,,,,,,,1.495245,,,,,,,,,,,,,,,9c5d3061-7493-440b-9c82-3f306969864e,1548,,,"[4.2, 31.3]",3754137,46,,,,,-0.7942475,,Right Foot,,,,"[15.4, 19.9]",Ground Pass,,15.981239,,,,Jordy Clasie,16181.0,,,,,,1,Regular Play,Fraser Forster,3970.0,Goalkeeper,86,Southampton,25,"['3dcd63d0-ff48-4459-9c5c-b3102410874d', 'e457e8eb-da40-4170-aedc-930e691b0ad0']",7,,,,,,,,,,,,,,,,,Southampton,25,00:46:07.874,Pass,True
,,,,,,,,,,,,,,,,,3.587852,,,,,,,,,,,,,,,96264716-c09f-40af-8497-44d66b7d25dc,1552,,,"[15.7, 20.2]",3754137,46,,,,,0.5334309,,Right Foot,,,,"[64.3, 48.9]",High Pass,,56.441563,,Incomplete,,Dušan Tadić,3831.0,,,,,,1,Regular Play,Jordy Clasie,16181.0,Left Defensive Midfield,86,Southampton,25,"['2e218278-0768-4106-8824-da74b9770de3', '5301a5eb-230f-44e5-aae2-381e7a37420a', '8a3c000d-afd5-44e7-8f6d-8def1bcc20eb']",10,,,,,,,,,,,,,,,,,Southampton,25,00:46:10.487,Pass,True
