50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.584672,,,,,,,,,,,,,,9e7551c3-0118-45b0-aa82-8dd604159e66,16,,"[22.5, 7.5]",3754346,0,,,,,0.32175055,,Left Foot,,,,"[58.2, 19.4]",,High Pass,37.631104,,Incomplete,,Raheem Sterling,3233.0,,,,,,1,From Kick Off,Eliaquim Mangala,3389.0,Left Center Back,2,Manchester City,36,"['48213b96-27c4-4720-90ec-765dfef2fd93', '64e1bf9d-c748-4cf3-8c0d-f4d957379149', '96f5f85e-bcd4-4e07-aeda-ab18b1c1ffed']",10,,,,,,,,,,,,,,,,Manchester City,36,00:00:10.613,Pass,True
,,,,,,,,,,,,,,,,,,2.078087,,,,,,,,,,,,,,96f5f85e-bcd4-4e07-aeda-ab18b1c1ffed,18,,"[61.9, 60.7]",3754346,0,,,,,0.1393887,,Right Foot,,,,"[95.4, 65.4]",,High Pass,33.828094,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,Recovery,1,From Kick Off,Ben Watson,3626.0,Left Center Midfield,2,Manchester City,36,"['6d5deb1d-066c-4364-81a8-a192e386a83e', '9e7551c3-0118-45b0-aa82-8dd604159e66', 'ef639917-d794-492c-8d68-db5083102c4e']",12,,,,,,,,,,,,,,,,Watford,23,00:00:12.198,Pass,
,,,,,,,,,,,,,,,,,,2.805105,,,,,,,,,,,,,,ef639917-d794-492c-8d68-db5083102c4e,20,,"[24.7, 14.7]",3754346,0,,,,,-1.1624857,,Head,,,,"[30.8, 0.6]",,High Pass,15.362943,,,,Aleksandar Kolarov,5596.0,,,,,Recovery,1,From Kick Off,Eliaquim Mangala,3389.0,Left Center Back,2,Manchester City,36,"['96f5f85e-bcd4-4e07-aeda-ab18b1c1ffed', 'de7f3fa3-894d-429a-8ae3-ebada1ca5484']",14,,,,,,,,,,,,,,,,Manchester City,36,00:00:14.276,Pass,
,,,,,,,,,,,,,,,,,,0.840689,,,,,,,,,,,,,,960c08ed-97d4-4a47-b0ce-2fc0ce0bbbf4,23,,"[31.0, 1.7]",3754346,0,,,,,-0.15264933,,Left Foot,,,,"[41.4, 0.1]",,High Pass,10.522357,,Out,,Raheem Sterling,3233.0,,,,,,1,From Kick Off,Aleksandar Kolarov,5596.0,Left Back,2,Manchester City,36,"['655a5436-6efc-402b-b78f-f7934b3f9540', '6f6644b1-f2d7-4394-97e3-1f6d91e82c92']",17,,,,,,,,,,,,,,,,Manchester City,36,00:00:17.081,Pass,True
,,,,,,,,,,,,,,,,,,0.54198,,,,,,,,,,,,,,632e0e81-dfb3-4569-a6f8-88e531683f29,25,,"[79.8, 80.0]",3754346,0,,True,,,-2.041437,,,,,,"[76.9, 74.3]",,Low Pass,6.395311,,,,Etienne Capoue,3721.0,,,,,Throw-in,1,From Throw In,Allan Romeo Nyom,3991.0,Right Back,3,Watford,23,['8d3f3d3d-d1e5-443c-b3e5-91657a3ed160'],25,,,,,,,,,,,,,,,,Watford,23,00:00:25.665,Pass,
,,,,,,,,,,,,,,,,,,1.205423,,,,,,,,,,,,,,41d7bb14-b9fd-44ac-97b7-0cfa862f7b7f,27,,"[76.9, 74.3]",3754346,0,,,,,0.2672591,,Right Foot,,,,"[85.3, 76.6]",,Low Pass,8.70919,,Incomplete,,Allan Romeo Nyom,3991.0,,,,,,1,From Throw In,Etienne Capoue,3721.0,Right Center Midfield,3,Watford,23,"['91696f60-f54c-4bb1-8e5a-b41c904f7e2c', 'a9e60981-b75f-443e-999b-55e59ec4b7e1']",26,,,,,,,,,,,,,,,,Watford,23,00:00:26.221,Pass,
,,,,,,,,,,,,,,,,,,1.023367,,,,,,,,,,,,,,a9e60981-b75f-443e-999b-55e59ec4b7e1,30,,"[34.8, 3.5]",3754346,0,,,,,2.8736823,,Right Foot,,,,"[29.7, 4.9]",,Low Pass,5.288667,,Incomplete,,Aleksandar Kolarov,5596.0,,,,,Interception,1,From Throw In,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,3,Watford,23,"['1a34f1d5-2c6a-4a91-b474-8e93f3d89a9a', '385dabd3-c8a3-469c-8d17-1341d4bf1331', '41d7bb14-b9fd-44ac-97b7-0cfa862f7b7f', 'c31f1f96-718e-462c-8c3e-13b7c1ccbf73']",27,,,,,,,,,,,,,,,,Manchester City,36,00:00:27.427,Pass,True
,,,,,,,,,,,,,,,,,,1.386801,,,,,,,,,,,,,,134af7b2-efa5-4093-ba49-8486e57110c7,34,,"[103.8, 77.2]",3754346,0,,,,,-1.4243121,,Right Foot,True,,,"[108.3, 46.7]",,High Pass,30.83018,,,,Troy Deeney,3454.0,,,,,,1,From Throw In,Almen Abdi,43081.0,Right Midfield,3,Watford,23,['b95f74fd-4276-48ac-b8fe-61afc1f2884d'],30,,,,,,,,,,,,,,,,Watford,23,00:00:30.770,Pass,
,,,,,,,,,,,,,,,,,,1.492691,,,,,,,,,,,,,,e70e7c03-a9cd-45ea-84c5-a3afedd11c45,39,,"[23.3, 31.8]",3754346,0,,,,,1.2525793,,Right Foot,,,,"[31.7, 57.3]",,Ground Pass,26.847904,,,,Kevin De Bruyne,3089.0,,,,,Recovery,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Left Defensive Midfield,4,Manchester City,36,['10b68d05-2c30-4d75-8a70-9690c9a79f8d'],34,,,,,,,,,,,,,,,,Manchester City,36,00:00:34.318,Pass,
,,,,,,,,,,,,,,,,,,1.344358,,,,,,,,,,,,,,05b923db-29c5-42e0-b10a-845c4aeba21f,42,,"[57.0, 66.6]",3754346,0,,,,,-1.7386923,,Right Foot,,,,"[53.0, 43.0]",,Ground Pass,23.936583,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Kevin De Bruyne,3089.0,Right Wing,4,Manchester City,36,['a5efedff-e56b-46b8-85ef-2d7d08d699b2'],39,,,,,,,,,,,,,,,,Manchester City,36,00:00:39.970,Pass,
,,,,,,,,,,,,,,,,,,1.959998,,,,,,,,,,,,,,66ab6a99-8ed2-4db8-a4c7-6d510dd31a16,45,,"[53.0, 44.4]",3754346,0,,,,,1.6517004,,Right Foot,,,,"[50.9, 70.3]",,Ground Pass,25.984995,,,,Bacary Sagna,7110.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Left Defensive Midfield,4,Manchester City,36,['7785a34c-d158-4e77-87d1-c5b9853e36b5'],41,,,,,,,,,,,,,,,,Manchester City,36,00:00:41.875,Pass,
,,,,,,,,,,,,,,,,,,1.017163,,,,,,,,,,,,,,be0d67ac-2ca3-4808-91a4-0615b58c732e,47,,"[51.9, 72.3]",3754346,0,,,,,0.19739556,,Right Foot,,,,"[65.4, 75.0]",,Ground Pass,13.767353,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,1,Regular Play,Bacary Sagna,7110.0,Right Back,4,Manchester City,36,['20f5a80f-e437-4f9b-9829-b9d0b60021db'],43,,,,,,,,,,,,,,,,Manchester City,36,00:00:43.835,Pass,
,,,,,,,,,,,,,,,,,,1.340742,,,,,,,,,,,,,,8184170e-7aff-4918-b793-881cd8ee2b23,50,,"[66.2, 75.2]",3754346,0,,,,,-0.15909182,,Right Foot,,,,"[93.0, 70.9]",,Ground Pass,27.14277,,Incomplete,,Kevin De Bruyne,3089.0,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,4,Manchester City,36,"['3e75ce61-22bf-4c00-a384-1861e3a78789', '4aa7e69b-9207-4fe4-b283-86e6fae45289']",46,,,,,,,,,,,,,,,,Manchester City,36,00:00:46.212,Pass,
,,,,,,,,,,,,,,,,,,2.358736,,,,,,,,,,,,,,2cbbbfe1-c92e-4b47-aa88-44676eaa5e58,53,,"[78.6, 80.0]",3754346,0,,,,,-2.710057,,,,,,"[49.5, 66.6]",,Low Pass,32.03701,,,,Nicolás Hernán Otamendi,3090.0,,,,,Throw-in,1,From Throw In,Bacary Sagna,7110.0,Right Back,5,Manchester City,36,['e8b51e63-8bcf-4759-a56e-470ecf939e7b'],54,,,,,,,,,,,,,,,,Manchester City,36,00:00:54.931,Pass,
,,,,,,,,,,,,,,,,,,1.195245,,,,,,,,,,,,,,246b6ab3-74bc-4b79-b79b-1bfafd976be0,56,,"[55.6, 65.5]",3754346,1,,,,,-0.21717715,,Right Foot,,,,"[76.9, 60.8]",,Ground Pass,21.812382,,,,Kevin De Bruyne,3089.0,,,,,,1,From Throw In,Nicolás Hernán Otamendi,3090.0,Right Center Back,5,Manchester City,36,['bc225a40-f850-4562-bf44-0e4aecea4063'],0,,,,,,,,,,,,,,,,Manchester City,36,00:01:00.690,Pass,
,,,,,,,,,,,,,,,,,,0.305782,,,,,,,,,,,,,,b8185f54-cb3b-4e04-aadd-b52fcc0891ac,59,,"[74.6, 54.8]",3754346,1,,,,,-1.048962,,Right Foot,,,,"[76.9, 50.8]",,Ground Pass,4.6141086,,Incomplete,,David Josué Jiménez Silva,3064.0,,,,,,1,From Throw In,Kevin De Bruyne,3089.0,Right Wing,5,Manchester City,36,"['cf52a723-bf42-4125-98ba-18f33e412ae2', 'e8290491-a7f8-4ba4-93df-b6ff83377cac']",3,,,,,,,,,,,,,,,,Manchester City,36,00:01:03.045,Pass,
,,,,,,,,,,,,,,,,,,1.238524,,,,,,,,,,,,,,367e1bd6-a005-4e57-89fd-926d6e392fc9,63,,"[39.5, 27.3]",3754346,1,,,,,-1.6614562,,Left Foot,,,,"[38.3, 14.1]",,Ground Pass,13.254434,,,,José Manuel Jurado Marín,6870.0,,,,,,1,Regular Play,Etienne Capoue,3721.0,Right Center Midfield,6,Watford,23,['e0a3906c-3a90-46fc-922e-11325dbe5f7f'],4,,,,,,,,,,,,,,,,Watford,23,00:01:04.735,Pass,
,,,,,,,,,,,,,,,,,,0.790881,,,,,,,,,,,,,,62f86571-a0cb-463f-b870-bada0f8612e6,66,,"[38.3, 13.5]",3754346,1,,,,,0.62817013,,Right Foot,,,,"[47.8, 20.4]",,Ground Pass,11.74138,,,,Etienne Capoue,3721.0,,,,,,1,Regular Play,José Manuel Jurado Marín,6870.0,Left Midfield,6,Watford,23,['41e91ac5-5c9b-4122-911f-375e490348a0'],7,,,,,,,,,,,,,,,,Watford,23,00:01:07.332,Pass,
,,,,,,,,,,,,,,,,,,1.439185,,,,,,,,,,,,,,579de992-6411-4953-a083-09b13f052423,69,,"[47.8, 20.4]",3754346,1,,,,,-0.7853982,,Left Foot,,,,"[65.1, 3.1]",,Ground Pass,24.465895,,,,José Manuel Jurado Marín,6870.0,,,,,,1,Regular Play,Etienne Capoue,3721.0,Right Center Midfield,6,Watford,23,['dd17dc2b-e41d-4893-8ab2-a47f095fa23a'],8,,,,,,,,,,,,,,,,Watford,23,00:01:08.283,Pass,
,,,,,,,,,,,,,,,,,,0.517823,,,,,,,,,,,,,,0fd8c484-6265-45c4-b5dc-6c3a48aafa15,73,,"[64.0, 4.0]",3754346,1,,,,,1.0492735,,Left Foot,,,,"[74.4, 22.1]",,Ground Pass,20.875105,,,,Troy Deeney,3454.0,,,,,,1,Regular Play,José Manuel Jurado Marín,6870.0,Left Midfield,6,Watford,23,"['16285e29-3593-4f5f-b36e-fadb155ce2f7', '6365896a-e36c-4cce-beb9-caaa225d1199']",9,,,,,,,,,,,,,,,,Watford,23,00:01:09.802,Pass,True
,,,,,,,,,,,,,,,,,,3.859848,,,,,,,,,,,,,,fbe8a6e3-1327-404f-b8b2-23a847d15d2d,75,,"[74.4, 19.6]",3754346,1,,True,,,-0.43240777,,Left Foot,,,,"[104.3, 5.8]",,High Pass,32.93099,,Incomplete,,José Manuel Jurado Marín,6870.0,,,,,,1,Regular Play,Troy Deeney,3454.0,Left Center Forward,6,Watford,23,"['4ef87e05-0af1-43c0-a7ea-1087c7d7c6ad', '9e6fb5f5-9106-4a81-850f-5de5ebde0454']",10,,,,,,,,,,,,,,,,Watford,23,00:01:10.663,Pass,
,,,,,,,,,,,,,,,,,,0.768424,,,,,,,,,,,,,,64a28149-ddd0-4ba6-93fb-0e12549ab81d,78,,"[96.2, 0.1]",3754346,1,,,,,1.7371284,,,,,,"[93.9, 13.8]",,Low Pass,13.891725,,,,Etienne Capoue,3721.0,,,,,Throw-in,1,From Throw In,José Manuel Jurado Marín,6870.0,Left Midfield,7,Watford,23,['0610329e-e227-48f1-bbe9-a794aa0f10e3'],20,,,,,,,,,,,,,,,,Watford,23,00:01:20.570,Pass,
,,,,,,,,,,,,,,,,,,0.663459,,,,,,,,,,,,,,ab0278aa-09b0-472c-a9e3-a19aad00d1ca,82,,"[104.6, 16.1]",3754346,1,,,,,-2.1471715,,Right Foot,,,,"[102.0, 12.1]",,Ground Pass,4.7707443,,Incomplete,,José Manuel Jurado Marín,6870.0,,,,,,1,From Throw In,Etienne Capoue,3721.0,Right Center Midfield,7,Watford,23,"['00b5fc97-2578-4978-a38a-d717bb38def8', '0a781c86-ee0a-48f0-b611-2ea7ebf29def', '655d075c-a04a-4960-919e-dc3c4ca6d258']",23,,,,,,,,,,,,,,,,Watford,23,00:01:23.191,Pass,True
,,,,,,,,,,,,,,,,,,1.363249,,,,,,,,,,,,,,6cbaf971-97ec-443b-acb3-0998c53179a3,86,,"[21.3, 66.6]",3754346,1,,,,,-0.17236167,,Right Foot,,,,"[46.0, 62.3]",,High Pass,25.071497,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,1,Regular Play,Kevin De Bruyne,3089.0,Right Wing,8,Manchester City,36,['14e8ae70-6102-44d1-9d85-71d8919c4a19'],24,,,,,,,,,,,,,,,,Manchester City,36,00:01:24.775,Pass,
,,,,,,,,,,,,,,,,,,1.889397,,,,,,,,,,,,,,34f2e47d-88fb-4604-81a5-4bc3a8c1a0ea,88,,"[46.9, 62.5]",3754346,1,,,,,-1.8802882,,Head,,,,"[41.4, 45.3]",,High Pass,18.057962,,,,David Josué Jiménez Silva,3064.0,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,8,Manchester City,36,['7c1652df-1217-4e29-9a8e-8412b64668a7'],26,,,,,,,,,,,,,,,,Manchester City,36,00:01:26.139,Pass,
,,,,,,,,,,,,,,,,,,1.038437,,,,,,,,,,,,,,afb12a1b-4548-4114-b332-8d4b2d57d4c4,90,,"[41.4, 45.3]",3754346,1,,,,,-0.06329562,,Head,,,,"[55.6, 44.4]",,High Pass,14.228493,,,,Raheem Sterling,3233.0,,,,,,1,Regular Play,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,8,Manchester City,36,['2a1b51e1-6bfe-4f8a-95b0-ad3d6d670d33'],28,,,,,,,,,,,,,,,,Manchester City,36,00:01:28.028,Pass,
,,,,,,,,,,,,,,,,,,0.41546,,,,,,,,,,,,,,de7ff434-345f-4040-91dd-e7ea2a952298,92,,"[54.7, 44.4]",3754346,1,,,,,2.3561945,,Right Foot,,,,"[50.1, 49.0]",,Ground Pass,6.5053825,,Incomplete,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,8,Manchester City,36,"['0f10198f-064b-4beb-86bc-0f63b67e0240', 'b425f20a-03d7-400a-a9cc-95c54540a8b7']",29,,,,,,,,,,,,,,,,Manchester City,36,00:01:29.067,Pass,
,,,,,,,,,,,,,,,,,,0.584329,,,,,,,,,,,,,,5a4973eb-3e9e-4596-8e37-abdeda454715,97,,"[59.9, 27.3]",3754346,1,,,,,-3.0935528,,Right Foot,,,,"[49.5, 26.8]",,Ground Pass,10.412012,,,,Miguel Ángel Britos Cabrera,3288.0,,,,,,1,Regular Play,Ben Watson,3626.0,Left Center Midfield,9,Watford,23,"['94234cf2-ee6f-439a-bab2-806e38afcce3', 'c3a43dca-1e37-442d-a3c7-993915940abf']",31,,,,,,,,,,,,,,,,Watford,23,00:01:31.163,Pass,True
,,,,,,,,,,,,,,,,,,1.905252,,,,,,,,,,,,,,018c72b8-8d90-4788-9c04-722297828207,100,,"[49.5, 26.8]",3754346,1,,,,,-1.554755,,Right Foot,,,,"[49.8, 8.1]",,High Pass,18.702406,,,,José Holebas,3725.0,,,,,,1,Regular Play,Miguel Ángel Britos Cabrera,3288.0,Left Center Back,9,Watford,23,['9b93483d-5866-4c84-85f2-c1dc0b75fa1a'],31,,,,,,,,,,,,,,,,Watford,23,00:01:31.799,Pass,
,,,,,,,,,,,,,,,,,,1.63147,,,,,,,,,,,,,,539d9848-8108-49ce-a2e1-35610365cf23,104,,"[51.3, 7.1]",3754346,1,,,,,0.10397155,,Left Foot,,,,"[62.8, 8.3]",,High Pass,11.562439,,,,José Manuel Jurado Marín,6870.0,,,,,,1,Regular Play,José Holebas,3725.0,Left Back,9,Watford,23,['b6b1bd1a-cfa3-4239-839d-b2ac6ff2199d'],33,,,,,,,,,,,,,,,,Watford,23,00:01:33.926,Pass,
,,,,,,,,,,,,,,,,,,1.713004,,,,,,,,,,,,,,7af6bc8e-4461-43a4-8c17-48ff2ec80da7,111,,"[90.5, 20.5]",3754346,1,,,,,1.665748,,Left Foot,,,,"[88.5, 41.5]",,Ground Pass,21.095022,,,,Troy Deeney,3454.0,,,,,,1,Regular Play,José Manuel Jurado Marín,6870.0,Left Midfield,9,Watford,23,['ca6f1cfa-4986-4a24-9f46-1bf69a898557'],41,,,,,,,,,,,,,,,,Watford,23,00:01:41.272,Pass,
,,,,,,,,,,,,,,,,,,1.148803,,,,,,,,,,,,,,cf55e5a2-ebe5-4d74-a31c-133ee8c80b80,114,,"[88.5, 41.8]",3754346,1,,,,,1.2145767,83fe8c28-7b3d-46f2-8fca-fc4e8373e67e,Right Foot,,,,"[93.3, 54.7]",,Ground Pass,13.764084,,,,Almen Abdi,43081.0,True,,,,,1,Regular Play,Troy Deeney,3454.0,Left Center Forward,9,Watford,23,['bd35a148-fd01-427d-b286-116bcb137b68'],43,,,,,,,,,,,,,,,,Watford,23,00:01:43.906,Pass,
