bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.929996,,,,,,,,,,,,779e18c2-de2c-434d-aa5f-fefdc637462b,19,,,"[47.1, 38.2]",3754217,0,,,,,3.0658755,,Right Foot,,,,"[32.6, 39.3]",,Ground Pass,,14.541664,,,Kurt Happy Zouma,3456.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,3,Chelsea,33,['234d498f-1246-440d-91de-732a9af102b6'],8,,,,,,,,,,,,,,,,,Chelsea,33,00:00:08.974,Pass,
,,,,,,,,,,,,,,,,0.954729,,,,,,,,,,,,72556d88-17ca-442e-ac20-ba857fbba41b,22,,,"[34.3, 44.2]",3754217,0,,,,,0.42210674,,Right Foot,,,,"[51.0, 51.7]",,Ground Pass,,18.30683,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Kurt Happy Zouma,3456.0,Right Center Back,3,Chelsea,33,['78b2f71d-a495-41e7-b10c-27340c37cf70'],12,,,,,,,,,,,,,,,,,Chelsea,33,00:00:12.584,Pass,
,,,,,,,,,,,,,,,,0.138013,,,,,,,,,,,,a53f3304-0e3f-4fd9-bad1-ef6272c92ceb,28,,,"[78.8, 32.0]",3754217,0,,,,,2.7672591,,Left Foot,,,,"[76.0, 33.1]",,Ground Pass,,3.0083218,Incomplete,,,,,,,,Recovery,1,Regular Play,Aaron Ramsey,3517.0,Right Wing,3,Chelsea,33,['95f3e7b7-ae6c-418c-b79a-4f8ea72830c1'],14,,,,,,,,,,,,,,,,,Arsenal,1,00:00:14.440,Pass,
,,,,,,,,,,,,,,,,0.757484,,,,,,,,,,,,1cb82693-0a07-4969-ae29-a06d552b7299,31,,,"[76.4, 39.5]",3754217,0,,,,,0.6678326,,Left Foot,,,,"[83.5, 45.1]",,Ground Pass,,9.042677,Incomplete,,Theo Walcott,3668.0,,,,,Recovery,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,3,Chelsea,33,"['7db6727d-8f39-4711-9a3d-867d55f0055d', '8d58d9e3-e048-4cbb-9f81-888367e960f7', '9d75231a-bbfa-4a0a-9322-2d44bf7fd02c']",15,,,,,,,,,,,,,,,,,Arsenal,1,00:00:15.527,Pass,True
,,,,,,,,,,,,,,,,1.714363,,,,,,,,,,,,4a4d8b6a-7e31-44a5-987f-6a9f17106b3c,35,,,"[33.4, 36.5]",3754217,0,,,,,2.904621,,Left Foot,,,,"[6.9, 42.9]",,Ground Pass,,27.261879,,,Asmir Begović,3339.0,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,3,Chelsea,33,['fe704422-2a8b-427f-9bff-633b3e629af2'],18,,,,,,,,,,,,,,,,,Chelsea,33,00:00:18.063,Pass,
,,,,,,,,,,,,,,,,3.456579,,,,,,,,,,,,302c0035-3a1c-4a29-bd06-8c944bee0110,38,,,"[9.3, 46.8]",3754217,0,,,,,0.27545938,,Right Foot,,,,"[69.8, 63.9]",,High Pass,,62.870182,Incomplete,,,,,,,,,1,Regular Play,Asmir Begović,3339.0,Goalkeeper,3,Chelsea,33,['aaa22ed1-cdf5-4f15-ad98-65bd3292ce1c'],21,,,,,,,,,,,,,,,,,Chelsea,33,00:00:21.428,Pass,
,,,,,,,,,,,,,,,,2.31696,,,,,,,,,,,,aaa22ed1-cdf5-4f15-ad98-65bd3292ce1c,39,,,"[50.3, 16.2]",3754217,0,,,,,0.05237142,,Head,,,,"[75.1, 17.5]",,High Pass,,24.83405,Unknown,,,,,,,,Recovery,1,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,3,Chelsea,33,['302c0035-3a1c-4a29-bd06-8c944bee0110'],24,,,,,,,,,,,,,,,,,Arsenal,1,00:00:24.884,Pass,
,,,,,,,,,,,,,,,,2.020569,,,,,,,,,,,,c285fc95-151f-48e8-af54-50cc54b8fe1d,42,,,"[45.6, 63.2]",3754217,0,,True,,,-2.7670803,,Right Foot,,,,"[28.3, 56.4]",,Ground Pass,,18.588438,,,Kurt Happy Zouma,3456.0,,,,,Free Kick,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,4,Chelsea,33,['5210f2c6-fd28-4c70-bab1-fb1376e7aa85'],37,,,,,,,,,,,,,,,,,Chelsea,33,00:00:37.757,Pass,
,,,,,,,,,,,,,,,,1.181515,,,,,,,,,,,,3ca316a4-b37b-4ae8-bba4-95f91de8b784,44,,,"[29.4, 49.6]",3754217,0,,,,,-0.8372036,,Left Foot,,,,"[35.8, 42.5]",,Ground Pass,,9.558765,,,Nemanja Matić,3381.0,,,,,,1,From Free Kick,Kurt Happy Zouma,3456.0,Right Center Back,4,Chelsea,33,['460ed221-4629-4cb4-ae60-14bebb25e6ef'],42,,,,,,,,,,,,,,,,,Chelsea,33,00:00:42.032,Pass,
,,,,,,,,,,,,,,,,1.122126,,,,,,,,,,,,541da192-f438-4807-9fdc-3654dbe77181,47,,,"[35.8, 42.5]",3754217,0,,,,,2.5441918,,Right Foot,,,,"[23.6, 50.8]",,Ground Pass,,14.755677,,,Kurt Happy Zouma,3456.0,,,,,,1,From Free Kick,Nemanja Matić,3381.0,Left Defensive Midfield,4,Chelsea,33,['7fd2169d-e68b-4eca-b7d5-2047a0d4f0be'],43,,,,,,,,,,,,,,,,,Chelsea,33,00:00:43.437,Pass,
,,,,,,,,,,,,,,,,1.249553,,,,,,,,,,,,e5b62416-85e2-4680-8e90-a7531e5ed08a,50,,,"[30.2, 53.6]",3754217,0,,,,,0.2519553,,Right Foot,,,,"[40.3, 56.2]",,Ground Pass,,10.429286,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Free Kick,Kurt Happy Zouma,3456.0,Right Center Back,4,Chelsea,33,['49b576f9-d403-4e5a-883a-699889852f5e'],45,,,,,,,,,,,,,,,,,Chelsea,33,00:00:45.718,Pass,
,,,,,,,,,,,,,,,,0.95566,,,,,,,,,,,,4c983921-3fab-47f4-9047-fa87242f3c5b,53,,,"[38.1, 56.6]",3754217,0,,,,,-2.8127162,,Right Foot,,,,"[25.5, 52.3]",,Ground Pass,,13.313527,,,Kurt Happy Zouma,3456.0,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,4,Chelsea,33,['44af7bf2-4a3c-4ca8-b8e7-5446be627d40'],47,,,,,,,,,,,,,,,,,Chelsea,33,00:00:47.030,Pass,
,,,,,,,,,,,,,,,,2.986301,,,,,,,,,,,,6e18f3b4-b20f-4c63-af8a-f29eda017ba5,57,,,"[25.3, 58.3]",3754217,0,,,,,-0.12345652,,Right Foot,,,,"[80.1, 51.5]",,High Pass,,55.220287,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Free Kick,Kurt Happy Zouma,3456.0,Right Center Back,4,Chelsea,33,"['2d048851-ac4c-4d71-b0b9-0b5a3697bba4', 'b8a230de-8e1d-4f91-96e5-db006d6e1860', 'e2e5206a-5957-405c-8e54-d18c91265bdf']",49,,,,,,,,,,,,,,,,,Chelsea,33,00:00:49.558,Pass,True
,,,,,,,,,,,,,,,,1.868024,,,,,,,,,,,,2d048851-ac4c-4d71-b0b9-0b5a3697bba4,59,,,"[40.0, 28.6]",3754217,0,,,,,-1.4213806,,Head,,,,"[42.8, 10.0]",,High Pass,,18.809572,,,Ignacio Monreal Eraso,3498.0,,,,,Recovery,1,Regular Play,Laurent Koscielny,3394.0,Left Center Back,5,Arsenal,1,"['06354a8d-f563-4187-97c0-869bd98166a4', '6e18f3b4-b20f-4c63-af8a-f29eda017ba5']",52,,,,,,,,,,,,,,,,,Arsenal,1,00:00:52.544,Pass,
,,,,,,,,,,,,,,,,1.762254,,,,,,,,,,,,fbdc43a8-2ce7-405a-be1b-c5ad42502af3,61,,,"[42.4, 10.0]",3754217,0,,,,,2.3965313,,Left Foot,,,,"[30.8, 20.7]",,Ground Pass,,15.781318,,,Laurent Koscielny,3394.0,,,,,,1,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,5,Arsenal,1,['9a204aa8-2257-4f82-9dc9-d0f54a6530c8'],54,,,,,,,,,,,,,,,,,Arsenal,1,00:00:54.412,Pass,
,,,,,,,,,,,,,,,,1.725487,,,,,,,,,,,,39270461-1150-4e4c-aefa-ab7a2d3ec60a,65,,,"[32.3, 13.0]",3754217,0,,,,,0.10352468,,Right Foot,,,,"[55.4, 15.4]",,Ground Pass,,23.22434,Incomplete,,,,,,,,,1,Regular Play,Laurent Koscielny,3394.0,Left Center Back,5,Arsenal,1,"['78d4fda2-92e9-43a5-b1fb-3cf551c06b8b', 'b0822933-afb8-44cb-9808-7208e01a6394']",56,,,,,,,,,,,,,,,,,Arsenal,1,00:00:56.899,Pass,True
,,,,,,,,,,,,,,,,0.788835,,,,,,,,,,,,16414778-581a-451b-ac9a-4917a264109b,68,,,"[71.9, 62.4]",3754217,0,,,,,-0.6122613,,Right Foot,,,,"[85.0, 53.2]",,Ground Pass,,16.00781,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,5,Arsenal,1,['cd66f6b4-6b33-46c0-9731-b5fdcfe400b4'],59,,,,,,,,,,,,,,,,,Chelsea,33,00:00:59.792,Pass,
,,,,,,,,,,,,,,,,0.716653,,,,,,,,,,,,e7396eba-c864-4b83-9d1f-788a2f430f35,75,,,"[37.0, 26.9]",3754217,1,,,,,-0.06465795,,Right Foot,,,,"[50.9, 26.0]",,Ground Pass,,13.929106,,,Mesut Özil,3496.0,,,,,,1,Regular Play,Santiago Cazorla González,11386.0,Left Defensive Midfield,5,Arsenal,1,['8c07e40a-f92c-4097-bf03-de12b7db8e6f'],3,,,,,,,,,,,,,,,,,Arsenal,1,00:01:03.154,Pass,
,,,,,,,,,,,,,,,,0.727781,,,,,,,,,,,,37a90339-27f4-41e6-94f0-be4d265ea7d8,78,,,"[56.3, 19.2]",3754217,1,,,,,-2.2545056,,Left Foot,,,,"[49.7, 11.1]",,Ground Pass,,10.448445,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,5,Arsenal,1,['b2fd838e-ef48-4314-b646-5b52a9edbd2f'],5,,,,,,,,,,,,,,,,,Arsenal,1,00:01:05.215,Pass,
,,,,,,,,,,,,,,,,4.300381,,,,,,,,,,,,0d42f198-493d-4e93-92e4-a4ba23749500,81,,,"[49.5, 16.6]",3754217,1,,,,,0.11204852,,Right Foot,,,,"[112.6, 23.7]",,High Pass,,63.498188,,,Theo Walcott,3668.0,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,5,Arsenal,1,['71cb72f9-0a23-49ad-a38a-3be2f1ed9438'],7,,,,,,,,,,,,,,,,,Arsenal,1,00:01:07.379,Pass,
,,,,,,,,,,,,,,,,1.008423,,,,,,,,,,,,dabe67f1-307e-43c0-826a-4e104b37239c,85,,,"[111.1, 8.9]",3754217,1,,,,,1.9607142,,Right Foot,,,,"[105.1, 23.5]",,Ground Pass,,15.784802,,,Aaron Ramsey,3517.0,,,,,,1,Regular Play,Theo Walcott,3668.0,Center Forward,5,Arsenal,1,"['6396dba5-9c52-4db5-964b-c4ecf5f53c7e', '6c2d83f3-c283-4ec0-8231-939562708a96']",15,,,,,,,,,,,,,,,,,Arsenal,1,00:01:15.638,Pass,True
,,,,,,,,,,,,,,,,1.105319,,,,,,,,,,,,8e9bd606-ab4a-40fb-b939-35309ea29533,91,,,"[120.0, 0.1]",3754217,1,,,,,1.815775,,Left Foot,,,,"[111.7, 33.3]",,High Pass,,34.221775,,True,Gabriel Armando de Abreu,6746.0,,,Outswinging,,Corner,1,From Corner,Santiago Cazorla González,11386.0,Left Defensive Midfield,6,Arsenal,1,['26e48839-1c74-47e5-aba3-206adafc186f'],44,,,,,,,,,,,,,,,,,Arsenal,1,00:01:44.763,Pass,
,,,,,,,,,,,,,,,,1.083909,,,,,,,,,,,,82588901-8378-42ab-90ac-f67ef26c60cc,99,,,"[38.6, 58.1]",3754217,1,,,,,-0.39020136,,Head,,,,"[51.0, 53.0]",,Low Pass,,13.407833,,,Diego da Silva Costa,5198.0,,,,,Recovery,1,From Corner,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,6,Arsenal,1,['fc519375-0dad-464e-a50b-ee354e6ddd2c'],51,,,,,,,,,,,,,,,,,Chelsea,33,00:01:51.516,Pass,
,,,,,,,,,,,,,,,,1.593245,,,,,,,,,,,,4877bf8f-6594-4fb6-838b-ea191eb07fc0,105,,,"[65.3, 58.3]",3754217,2,,,,,-0.74560654,,Right Foot,,,,"[87.5, 37.8]",,Ground Pass,,30.217379,,,Eden Hazard,3621.0,,,,,Free Kick,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,7,Chelsea,33,['f1f2c557-f2b4-4ad5-9d1f-35da944814c5'],33,,,,,,,,,,,,,,,,,Chelsea,33,00:02:33.557,Pass,
,,,,,,,,,,,,,,,,1.955133,,,,,,,,,,,,2de8a2ef-b528-4492-a382-d0a29681d158,107,,,"[87.5, 37.8]",3754217,2,,,,,0.56352293,,Right Foot,,,,"[105.7, 49.3]",,High Pass,,21.528818,Incomplete,,,,,,,,,1,From Free Kick,Eden Hazard,3621.0,Left Wing,7,Chelsea,33,['5f7843f0-fe88-4ad7-91c7-d4804a34a299'],35,,,,,,,,,,,,,,,,,Chelsea,33,00:02:35.150,Pass,
,,,,,,,,,,,,,,,,1.648419,,,,,,,,,,,,d31225af-83ae-4656-9591-2635fff09e85,110,,,"[114.1, 65.8]",3754217,2,,,,,-1.5325797,,Right Foot,True,,,"[115.4, 31.8]",,High Pass,,34.024845,Incomplete,,,,,,,,Recovery,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,7,Chelsea,33,['72ac4c8f-8272-4535-ab25-995f5a8223f2'],39,,,,,,,,,,,,,,,,,Chelsea,33,00:02:39.673,Pass,
,,,,,,,,,,,,,,,,1.913895,,,,,,,,,,,,25794c3d-f3fa-4884-97ea-edaa72ef21ec,112,,,"[22.5, 28.8]",3754217,2,,,,,-2.8009765,,Left Foot,,,,"[14.6, 26.0]",,High Pass,,8.381527,,,Laurent Koscielny,3394.0,,,,,Recovery,1,From Free Kick,Mesut Özil,3496.0,Center Attacking Midfield,7,Chelsea,33,['e5299a03-b53e-4c9a-bbca-e0893726dee8'],42,,,,,,,,,,,,,,,,,Arsenal,1,00:02:42.899,Pass,
,,,,,,,,,,,,,,,,2.367148,,,,,,,,,,,,abff56ed-6bb8-4659-9b90-e8727a0200da,114,,,"[14.6, 26.0]",3754217,2,,,,,-0.2179987,,Left Foot,,,,"[46.2, 19.0]",,High Pass,,32.36603,Incomplete,,,,,,,,,1,From Free Kick,Laurent Koscielny,3394.0,Left Center Back,7,Chelsea,33,['12f48929-a719-43f0-9f58-69c83fced50c'],44,,,,,,,,,,,,,,,,,Arsenal,1,00:02:44.813,Pass,
,,,,,,,,,,,,,,,,3.164645,,,,,,,,,,,,12f48929-a719-43f0-9f58-69c83fced50c,115,,,"[73.9, 61.1]",3754217,2,,,,,-3.1013668,,Head,,,,"[41.6, 59.8]",,Low Pass,,32.32615,,,Kurt Happy Zouma,3456.0,,,,,Recovery,1,From Free Kick,Nemanja Matić,3381.0,Left Defensive Midfield,7,Chelsea,33,"['abff56ed-6bb8-4659-9b90-e8727a0200da', 'e43b5e04-8d2d-45c4-b6e1-8a92c5ee1c3e']",47,,,,,,,,,,,,,,,,,Chelsea,33,00:02:47.180,Pass,
,,,,,,,,,,,,,,,,3.166677,,,,,,,,,,,,10cedd6a-3c05-4693-b27f-1e429644824b,118,,,"[41.6, 59.8]",3754217,2,,,,,-2.7077062,,Left Foot,,,,"[11.6, 45.9]",,Ground Pass,,33.063725,,,Asmir Begović,3339.0,,,,,,1,From Free Kick,Kurt Happy Zouma,3456.0,Right Center Back,7,Chelsea,33,['68870047-c932-479d-8155-e736ddae77be'],50,,,,,,,,,,,,,,,,,Chelsea,33,00:02:50.411,Pass,
,,,,,,,,,,,,,,,,1.566033,,,,,,,,,,,,5f467cd4-8938-44db-b447-a2d5a8ae78c0,121,,,"[13.7, 43.6]",3754217,2,,,,,-1.2645656,,Right Foot,,,,"[22.3, 16.4]",,Ground Pass,,28.52718,,,Gary Cahill,3645.0,,,,,,1,From Free Kick,Asmir Begović,3339.0,Goalkeeper,7,Chelsea,33,['396c08d8-99c9-4a54-9417-b32022ffa386'],54,,,,,,,,,,,,,,,,,Chelsea,33,00:02:54.912,Pass,
,,,,,,,,,,,,,,,,1.786485,,,,,,,,,,,,5d16dd87-97c9-4a72-bf17-4fa4f68ebf3e,124,,,"[20.0, 18.1]",3754217,2,,,,,1.898464,,Right Foot,,,,"[11.4, 43.4]",,Ground Pass,,26.721714,,,Asmir Begović,3339.0,,,,,,1,From Free Kick,Gary Cahill,3645.0,Left Center Back,7,Chelsea,33,['4ae2f4cf-7164-4c59-a558-16a850425384'],58,,,,,,,,,,,,,,,,,Chelsea,33,00:02:58.021,Pass,
,,,,,,,,,,,,,,,,2.842991,,,,,,,,,,,,60cbc883-4584-4c9e-8645-e58263515174,127,,,"[21.0, 49.1]",3754217,3,,,,,0.3967729,,Right Foot,,,,"[74.7, 71.6]",,High Pass,,58.22319,,,Branislav Ivanović,5594.0,,,,,,1,From Free Kick,Asmir Begović,3339.0,Goalkeeper,7,Chelsea,33,['aced5445-de30-4470-b420-f39a31943650'],5,,,,,,,,,,,,,,,,,Chelsea,33,00:03:05.569,Pass,
