ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.531033,,,,,,,,,,,,,,5415d64b-82b3-410d-9ce2-9203f4277f3a,2849,,"[93.8, 12.7]",3754107,74,,,,-0.48651943,,Right Foot,,,"[105.9, 6.3]",,Ground Pass,,13.688316,,,Jordan Amavi,4347.0,,,,,,2,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,154,Aston Villa,59,['8d47b3d8-976d-4838-8399-bb7ea0e80f2d'],11,,,,,,,,,,,,,,,,,,Aston Villa,59,00:29:11.764,Pass,
,,,,,,,,,,,,,,,1.039388,,,,,,,,,,,,,,74bcf6dc-73fb-45db-883a-12bc9d2849e9,2856,,"[76.1, 25.2]",3754107,74,,,,-0.5599398,,Left Foot,,,"[82.8, 21.0]",,Ground Pass,,7.9075913,,,Ashley Westwood,3583.0,,,,,Recovery,2,Regular Play,Ciaran Clark,3041.0,Left Center Back,154,Aston Villa,59,['f1455104-f839-4ac8-8970-44b325c1bed7'],23,,,,,,,,,,,,,,,,,,Aston Villa,59,00:29:23.347,Pass,
,,,,,,,,,,,,,,,1.82664,,,,,,,,,,,,,,ca02df1c-a163-48e0-9126-373f416c84b6,2859,,"[83.0, 21.9]",3754107,74,,,,0.8231161,0174e069-2856-4199-9dcb-5ff80e683f17,Right Foot,,,"[108.5, 49.4]",,High Pass,,37.503334,,,Rudy Gestede,19362.0,True,,,,,2,Regular Play,Ashley Westwood,3583.0,Center Defensive Midfield,154,Aston Villa,59,['4791f42a-ac2e-421f-a3af-ebffc6570fbb'],25,,,,,,,,,,,,,,,,,,Aston Villa,59,00:29:25.261,Pass,
,,,,,,,,,,,,,,,0.992201,,,,,,,,,,,,,,527c60b6-080a-4134-a98b-d8f5816cfc22,2866,,"[87.7, 0.1]",3754107,74,,,,0.93865836,,,,,"[98.1, 14.3]",,Low Pass,,17.601137,,,Rudy Gestede,19362.0,,,,,Throw-in,2,From Throw In,Jordan Amavi,4347.0,Left Back,155,Aston Villa,59,['d642a781-09c4-4a14-a075-4782bea3bf23'],52,,,,,,,,,,,,,,,,,,Aston Villa,59,00:29:52.482,Pass,
,,,,,,,,,,,,,,,0.726623,,,,,,,,,,,,,,84e64582-c9a3-48c1-b46d-ebcdf4a18d73,2870,,"[96.2, 13.7]",3754107,74,,,,-2.1224513,,Right Foot,,,"[89.8, 3.3]",,Ground Pass,,12.21147,,,Jordan Amavi,4347.0,,,,,,2,From Throw In,Rudy Gestede,19362.0,Left Wing,155,Aston Villa,59,['a0b9a091-3ba0-4c2d-8914-22ea4aefd7cf'],54,,,,,,,,,,,,,,,,,,Aston Villa,59,00:29:54.644,Pass,
,,,,,,,,,,,,,,,1.404302,,,,,,,,,,,,,,3dd92e50-cdbc-4c3e-a072-b67bab87ca58,2873,,"[89.8, 3.3]",3754107,74,,,,1.6244035,,Left Foot,,,"[88.7, 23.8]",,Ground Pass,,20.529491,Incomplete,,,,,,,,,2,From Throw In,Jordan Amavi,4347.0,Left Back,155,Aston Villa,59,['f45dbe00-c9af-43af-8d96-5a7f5b971acb'],55,,,,,,,,,,,,,,,,,,Aston Villa,59,00:29:55.451,Pass,
,,,,,,,,,,,,,,,0.868214,,,,,,,,,,,,,,0ab6502a-4d7e-4bf3-9efa-4a964e4c7746,2877,,"[32.4, 61.7]",3754107,74,,,,1.9094944,,Right Foot,,,"[29.3, 70.5]",,Ground Pass,,9.330059,,,Juan Manuel Mata García,3294.0,,,,,,2,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,156,Manchester United,39,"['8f18830b-e712-42c3-91e0-614eeae699e3', 'ca511025-1e03-4477-b2e7-6a1d55e93371']",57,,,,,,,,,,,,,,,,,,Manchester United,39,00:29:57.798,Pass,True
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,a7fb119f-9c45-48b2-8159-9fc3587f7449,2880,,"[29.3, 70.5]",3754107,74,,,,-2.4159522,,Right Foot,,,"[23.1, 65.0]",,Ground Pass,,8.287943,,,Matteo Darmian,4587.0,,,,,,2,Regular Play,Juan Manuel Mata García,3294.0,Right Wing,156,Manchester United,39,['1c576894-6c86-4774-86ce-fe6a6007315f'],59,,,,,,,,,,,,,,,,,,Manchester United,39,00:29:59.377,Pass,
,,,,,,,,,,,,,,,2.325088,,,,,,,,,,,,,,4c3900af-ff93-43e9-9a4f-fd4293069cb9,2883,,"[21.7, 65.7]",3754107,75,,,,-2.0718858,,Right Foot,,,"[8.5, 41.6]",,Ground Pass,,27.478172,,,Sergio Germán Romero,4892.0,,,,,,2,Regular Play,Matteo Darmian,4587.0,Right Back,156,Manchester United,39,['56438eba-b479-4573-8fc0-0de4c34b02fc'],0,,,,,,,,,,,,,,,,,,Manchester United,39,00:30:00.921,Pass,
,,,,,,,,,,,,,,,3.952232,,,,,,,,,,,,,,bd299820-4d41-47b3-8707-9527a43147d5,2887,,"[9.0, 41.8]",3754107,75,,,,0.26610228,,Left Foot,,,"[65.5, 57.2]",,High Pass,,58.561165,Unknown,,Wayne Mark Rooney,3538.0,,,,,,2,Regular Play,Sergio Germán Romero,4892.0,Goalkeeper,156,Manchester United,39,"['9521eac7-f88f-425d-88ac-ab0b32250957', 'a126ac7f-02e6-4e6b-966f-4a153d5bc69d']",3,,,,,,,,,,,,,,,,,,Manchester United,39,00:30:03.967,Pass,True
,,,,,,,,,,,,,,,0.855219,,,,,,,,,,,,,,c2eb59be-8913-42c5-a810-48ae7a0e5c64,2891,,"[54.6, 22.9]",3754107,75,True,,,1.7191641,,Left Foot,,,"[50.4, 51.0]",,Ground Pass,,28.412146,,,Micah Richards,42700.0,,,,,Free Kick,2,From Free Kick,Ciaran Clark,3041.0,Left Center Back,157,Aston Villa,59,['ec54167a-ed62-47fa-b480-11b959231f62'],14,,,,,,,,,,,,,,,,,,Aston Villa,59,00:30:14.455,Pass,
,,,,,,,,,,,,,,,1.785278,,,,,,,,,,,,,,bbc92f2d-cb9a-4e59-a017-d5d7c18e1765,2893,,"[49.1, 47.5]",3754107,75,True,,,0.7072965,,Right Foot,,,"[61.5, 58.1]",,Ground Pass,,16.313185,,,Jordan Veretout,7153.0,,,,,,2,From Free Kick,Micah Richards,42700.0,Right Center Back,157,Aston Villa,59,['ba8113a0-a825-4a95-9e66-e46a86fac11b'],15,,,,,,,,,,,,,,,,,,Aston Villa,59,00:30:15.667,Pass,
,,,,,,,,,,,,,,,0.981315,,,,,,,,,,,,,,3bceddf2-4912-47f2-a519-d1c6a20667ad,2895,,"[61.5, 58.1]",3754107,75,,,,1.19029,,Right Foot,,,"[68.5, 75.6]",,Ground Pass,,18.848078,,,Leandro Bacuna,9533.0,,,,,,2,From Free Kick,Jordan Veretout,7153.0,Right Center Midfield,157,Aston Villa,59,['774e785e-5ce6-4f70-8883-b22b56ac8730'],18,,,,,,,,,,,,,,,,,,Aston Villa,59,00:30:18.492,Pass,
,,,,,,,,,,,,,,,0.474477,,,,,,,,,,,,,,71fdcf7d-08d0-429c-880f-92750a182cc5,2898,,"[66.2, 73.5]",3754107,75,,,,-1.9800422,,Right Foot,,,"[62.6, 65.2]",,Ground Pass,,9.047099,,,Jordan Veretout,7153.0,,,,,,2,From Free Kick,Leandro Bacuna,9533.0,Right Back,157,Aston Villa,59,['822b1aa1-959a-4a19-a890-57285205a424'],21,,,,,,,,,,,,,,,,,,Aston Villa,59,00:30:21.709,Pass,
,,,,,,,,,,,,,,,0.844134,,,,,,,,,,,,,,e768ef1e-b82c-4bec-a5c1-95fe38d71d2a,2902,,"[62.7, 64.0]",3754107,75,,,,1.5263811,,Right Foot,,,"[63.1, 73.0]",,Ground Pass,,9.008884,,,Leandro Bacuna,9533.0,,,,,,2,From Free Kick,Jordan Veretout,7153.0,Right Center Midfield,157,Aston Villa,59,['1ccff99f-a3fe-4a96-854b-ff910b0821b9'],22,,,,,,,,,,,,,,,,,,Aston Villa,59,00:30:22.522,Pass,
,,,,,,,,,,,,,,,1.115269,,,,,,,,,,,,,,86a0f58d-da0a-4090-af3d-4139e8d1ad08,2905,,"[58.8, 64.0]",3754107,75,,,,-2.645549,,Right Foot,,,"[41.8, 54.8]",,Ground Pass,,19.32977,,,Micah Richards,42700.0,,,,,,2,From Free Kick,Leandro Bacuna,9533.0,Right Back,157,Aston Villa,59,['7102e186-6bd4-4f98-a2df-36d19d80946d'],24,,,,,,,,,,,,,,,,,,Aston Villa,59,00:30:24.831,Pass,
,,,,,,,,,,,,,,,2.85029,,,,,,,,,,,,,,77cccb47-f32e-4eb7-82f0-3173358eee37,2908,,"[42.1, 50.8]",3754107,75,,,,-1.5063695,,Right Foot,,,"[43.9, 22.9]",,Ground Pass,,27.958004,,,Ciaran Clark,3041.0,,,,,,2,From Free Kick,Micah Richards,42700.0,Right Center Back,157,Aston Villa,59,['f0197141-1abc-47b8-a410-8e0b71a593cd'],27,,,,,,,,,,,,,,,,,,Aston Villa,59,00:30:27.266,Pass,
,,,,,,,,,,,,,,,1.312876,,,,,,,,,,,,,,b218266b-8836-4387-941f-439dc8cc8d8c,2911,,"[43.9, 22.9]",3754107,75,,,,-0.051500812,,Left Foot,,,"[53.6, 22.4]",,Ground Pass,,9.712878,,,Idrissa Gana Gueye,3436.0,,,,,,2,From Free Kick,Ciaran Clark,3041.0,Left Center Back,157,Aston Villa,59,['d9b53382-67bc-44ab-a014-7498f1709e77'],30,,,,,,,,,,,,,,,,,,Aston Villa,59,00:30:30.307,Pass,
,,,,,,,,,,,,,,,1.637095,,,,,,,,,,,,,,a0e0845a-2da9-4c94-b8e5-80e9ca77f3f3,2914,,"[53.6, 22.4]",3754107,75,,,,2.0607536,,Right Foot,,,"[39.2, 49.4]",,Ground Pass,,30.6,,,Micah Richards,42700.0,,,,,,2,From Free Kick,Idrissa Gana Gueye,3436.0,Left Center Midfield,157,Aston Villa,59,['abaed6cc-5d29-46b3-b826-0171c8eeb2a5'],31,,,,,,,,,,,,,,,,,,Aston Villa,59,00:30:31.660,Pass,
,,,,,,,,,,,,,,,0.802061,,,,,,,,,,,,,,d9146dac-0dae-4b8f-92df-7b34c066c03b,2917,,"[40.4, 49.6]",3754107,75,,,,0.18841621,,Right Foot,,,"[64.0, 54.1]",,High Pass,,24.025194,Incomplete,,,,,,,,,2,From Free Kick,Micah Richards,42700.0,Right Center Back,157,Aston Villa,59,['1dfe7f40-1722-4aab-bb95-85d5b0932ec4'],35,,,,,,,,,,,,,,,,,,Aston Villa,59,00:30:35.081,Pass,
,,,,,,,,,,,,,,,0.874211,,,,,,,,,,,,,,1dfe7f40-1722-4aab-bb95-85d5b0932ec4,2918,,"[56.1, 26.0]",3754107,75,,,,0.013985102,,Head,,,"[70.4, 26.2]",,Low Pass,,14.301398,,,Ander Herrera Agüera,3606.0,,,,,Recovery,2,Regular Play,Bastian Schweinsteiger,18414.0,Right Defensive Midfield,158,Manchester United,39,"['2a7633a9-4465-4d8c-a1db-7b9c8856549c', 'd9146dac-0dae-4b8f-92df-7b34c066c03b']",35,,,,,,,,,,,,,,,,,,Manchester United,39,00:30:35.883,Pass,
,,,,,,,,,,,,,,,1.658413,,,,,,,,,,,,,,524755f2-459a-400a-b26f-b265cacbc36f,2921,,"[71.0, 25.1]",3754107,75,,,,-1.6660131,,Right Foot,,,"[69.3, 7.3]",,Ground Pass,,17.880995,Incomplete,,Memphis Depay,2988.0,,,,,,2,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,158,Manchester United,39,"['b8c7104b-af3d-4f67-9f1e-a9d82e90e348', 'c6e551e7-10a2-4d04-a4c1-bbf7029ecb07']",37,,,,,,,,,,,,,,,,,,Manchester United,39,00:30:37.374,Pass,
,,,,,,,,,,,,,,,0.946321,,,,,,,,,,,,,,c6e551e7-10a2-4d04-a4c1-bbf7029ecb07,2924,,"[50.8, 72.8]",3754107,75,,,,-1.9124118,,Right Foot,,,"[44.4, 54.8]",,Ground Pass,,19.103926,Incomplete,,,,,,,,Recovery,2,Regular Play,Leandro Bacuna,9533.0,Right Back,158,Manchester United,39,"['524755f2-459a-400a-b26f-b265cacbc36f', '79c0ef72-0b8e-4ea8-99d1-01b9ead132c6']",39,,,,,,,,,,,,,,,,,,Aston Villa,59,00:30:39.032,Pass,
,,,,,,,,,,,,,,,0.981978,,,,,,,,,,,,,,5702a70d-509d-4a08-8bb4-06dd7c57f2ac,2928,,"[75.5, 24.8]",3754107,75,,,,0.5404195,,Right Foot,,,"[87.0, 31.7]",,Ground Pass,,13.411189,,,Wayne Mark Rooney,3538.0,,,,,,2,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,158,Manchester United,39,"['08d51afa-2cc1-43fe-aee2-af0c8575585e', 'b239a02f-fc8e-41df-8205-67d3e5f63c1b']",40,,,,,,,,,,,,,,,,,,Manchester United,39,00:30:40.578,Pass,True
,,,,,,,,,,,,,,,0.994956,,,,,,,,,,,,,,710ed1ab-7718-4cd1-a51e-17967c398651,2931,,"[87.0, 31.7]",3754107,75,,,,2.896614,,Right Foot,,,"[79.4, 33.6]",,Ground Pass,,7.8339005,,,Ander Herrera Agüera,3606.0,,,,,,2,Regular Play,Wayne Mark Rooney,3538.0,Center Forward,158,Manchester United,39,['3b2f5ed2-18e7-4c32-ae0f-903b0f95cb99'],41,,,,,,,,,,,,,,,,,,Manchester United,39,00:30:41.642,Pass,
,,,,,,,,,,,,,,,1.276407,,,,,,,,,,,,,,82b1d6c4-7283-4366-b77d-e029cdc1ca3e,2934,,"[80.4, 34.7]",3754107,75,,,,1.9974238,,Right Foot,,,"[74.9, 46.8]",,Ground Pass,,13.29135,,,Morgan Schneiderlin,3600.0,,,,,,2,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,158,Manchester United,39,['6e366203-8506-4ecc-8282-94b7f40ccc3f'],44,,,,,,,,,,,,,,,,,,Manchester United,39,00:30:44.004,Pass,
,,,,,,,,,,,,,,,1.211629,,,,,,,,,,,,,,1302b0a1-5f96-4c98-b206-fe1b75a44d6a,2937,,"[74.7, 42.5]",3754107,75,,,,-1.8941944,,Right Foot,,,"[68.6, 24.3]",,Ground Pass,,19.195051,,,Bastian Schweinsteiger,18414.0,,,,,,2,Regular Play,Morgan Schneiderlin,3600.0,Left Center Midfield,158,Manchester United,39,['f6a9610f-ee2e-4731-9936-64d9c1de26ba'],45,,,,,,,,,,,,,,,,,,Manchester United,39,00:30:45.670,Pass,
,,,,,,,,,,,,,,,1.128872,,,,,,,,,,,,,,b5fd6f0c-c2d0-47df-a443-69f282ed70f8,2941,,"[68.8, 23.9]",3754107,75,,,,-3.0930197,,Right Foot,,,"[54.4, 23.2]",,Ground Pass,,14.417004,,,Daley Blind,3311.0,,,,,,2,Regular Play,Bastian Schweinsteiger,18414.0,Right Defensive Midfield,158,Manchester United,39,"['2dbd7bb9-31a4-4353-9570-01c8c787a154', '6ddb09cc-1e8b-4e34-a61e-91cd3534f8da']",47,,,,,,,,,,,,,,,,,,Manchester United,39,00:30:47.802,Pass,True
,,,,,,,,,,,,,,,1.508751,,,,,,,,,,,,,,01af4df8-b5b9-4ee7-ab05-1420a1dc2344,2944,,"[54.4, 23.2]",3754107,75,,,,-1.2309755,,Left Foot,,,"[57.9, 13.3]",,Ground Pass,,10.500476,,,Bastian Schweinsteiger,18414.0,,,,,,2,Regular Play,Daley Blind,3311.0,Left Center Back,158,Manchester United,39,['88719a75-288e-4c6d-84b2-6d4192cdc274'],49,,,,,,,,,,,,,,,,,,Manchester United,39,00:30:49.507,Pass,
,,,,,,,,,,,,,,,1.3109,,,,,,,,,,,,,,c31bd4ab-dc64-4a02-80ab-286401745720,2948,,"[49.6, 21.8]",3754107,75,,,,-1.2778839,,Left Foot,,,"[53.4, 9.2]",,Ground Pass,,13.160547,,,Daley Blind,3311.0,,,,,,2,Regular Play,Bastian Schweinsteiger,18414.0,Right Defensive Midfield,158,Manchester United,39,"['73af41a8-b430-4a32-9640-6832cb969fff', '8a4469ed-dce2-46e5-95a3-12313ca6a01a']",58,,,,,,,,,,,,,,,,,,Manchester United,39,00:30:58.301,Pass,True
,,,,,,,,,,,,,,,1.232649,,,,,,,,,,,,,,059ad8b0-2486-45a9-a395-bc5ddf88ead2,2952,,"[75.9, 17.2]",3754107,76,,,,2.058088,,Left Foot,,,"[69.7, 28.9]",,Ground Pass,,13.241223,,,Ander Herrera Agüera,3606.0,,,,,,2,Regular Play,Daley Blind,3311.0,Left Center Back,158,Manchester United,39,"['2a9eccfa-76e5-467b-ae1d-d17910bf0ea9', 'f52d692e-e9d1-4946-a725-0f54db13d62b']",4,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:04.240,Pass,True
,,,,,,,,,,,,,,,1.751315,,,,,,,,,,,,,,00ebbb6c-e8c3-4abe-b13b-e5143eadfa07,2956,,"[68.8, 28.2]",3754107,76,,,,-2.700842,,Left Foot,,,"[58.2, 23.2]",,Ground Pass,,11.720068,,,Bastian Schweinsteiger,18414.0,,,,,,2,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,158,Manchester United,39,"['df9becb4-f61c-4f6a-b60c-42b6bfbb27a0', 'e37dacfa-61f2-4deb-8f7d-d68f01915851']",6,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:06.823,Pass,True
,,,,,,,,,,,,,,,2.000883,,,,,,,,,,,,,,ae44877f-8926-43ea-b739-5bb35bf5b326,2959,,"[60.3, 22.7]",3754107,76,,,,-0.7291196,,Right Foot,,,"[82.8, 2.6]",,Ground Pass,,30.170515,,,Luke Shaw,3382.0,,,,,,2,Regular Play,Bastian Schweinsteiger,18414.0,Right Defensive Midfield,158,Manchester United,39,['1c3aa006-8ee9-4a02-a7e6-5b70b7f01846'],9,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:09.297,Pass,
,,,,,,,,,,,,,,,2.440378,,,,,,,,,,,,,,d3150cf1-0fca-4243-bd0f-95620d389f58,2962,,"[86.3, 5.4]",3754107,76,,,,2.925373,,Left Foot,,,"[69.0, 9.2]",,Ground Pass,,17.712425,,,Daley Blind,3311.0,,,,,,2,Regular Play,Luke Shaw,3382.0,Left Back,158,Manchester United,39,['565b145b-8336-480b-a917-660d60ad4cc5'],13,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:13.406,Pass,
,,,,,,,,,,,,,,,0.949747,,,,,,,,,,,,,,09c50c7a-d5a6-4064-aac2-4222a6e4d508,2965,,"[67.9, 9.2]",3754107,76,,,,1.3670516,,Left Foot,,,"[70.4, 21.3]",,Ground Pass,,12.355565,,,Bastian Schweinsteiger,18414.0,,,,,,2,Regular Play,Daley Blind,3311.0,Left Center Back,158,Manchester United,39,['ad8fe4a1-d37b-47f2-9bd7-7b84ea8594db'],16,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:16.627,Pass,
,,,,,,,,,,,,,,,1.509382,,,,,,,,,,,,,,45b7a239-b208-4d2d-8c6c-21bc9f9ad6e0,2967,,"[70.4, 21.3]",3754107,76,,,,-2.0756576,,Right Foot,,,"[66.2, 13.7]",,Ground Pass,,8.683317,,,Daley Blind,3311.0,,,,,,2,Regular Play,Bastian Schweinsteiger,18414.0,Right Defensive Midfield,158,Manchester United,39,['6046be46-046e-4d8d-b876-d288bb754a5f'],17,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:17.577,Pass,
,,,,,,,,,,,,,,,4.865513,,,,,,,,,,,,,,51c01026-1bdd-46a9-ac7c-5e288d434112,2970,,"[66.9, 14.4]",3754107,76,,,,2.667689,,Left Foot,,,"[28.1, 34.3]",,Low Pass,,43.605618,,,Chris Smalling,10958.0,,,,,,2,Regular Play,Daley Blind,3311.0,Left Center Back,158,Manchester United,39,['4726a628-2166-4592-bb86-b7d653b9e037'],19,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:19.984,Pass,
,,,,,,,,,,,,,,,2.075181,,,,,,,,,,,,,,84bb8b8a-b9e5-4898-b207-5ddb0b8c741c,2972,,"[28.1, 34.3]",3754107,76,,,,1.1486096,,Right Foot,,,"[44.9, 71.7]",,Ground Pass,,41.0,,,Matteo Darmian,4587.0,,,,,,2,Regular Play,Chris Smalling,10958.0,Right Center Back,158,Manchester United,39,['8651869e-7bcf-442b-b44d-248acf1b2b4b'],24,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:24.849,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,c4935e27-20f0-4798-81ae-a1b7a64b8d85,2976,,"[45.1, 71.6]",3754107,76,,,,-0.57734203,,Right Foot,,,"[56.0, 64.5]",,Ground Pass,,13.008459,,,Morgan Schneiderlin,3600.0,,,,,,2,Regular Play,Matteo Darmian,4587.0,Right Back,158,Manchester United,39,"['1fa5d802-9f40-478a-9964-7448ecfc5528', 'f2aef7b7-9799-423a-9432-7f3dfdf7afca']",27,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:27.111,Pass,True
,,,,,,,,,,,,,,,0.870761,,,,,,,,,,,,,,b7921f00-7279-4be2-9b0b-fbbd001612d3,2979,,"[58.2, 69.1]",3754107,76,,,,0.8150924,,Right Foot,,,"[63.1, 74.3]",,Ground Pass,,7.1449285,,,Juan Manuel Mata García,3294.0,,,,,,2,Regular Play,Morgan Schneiderlin,3600.0,Left Center Midfield,158,Manchester United,39,['9b499735-bb0f-42d4-b91f-985d1fba3507'],29,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:29.339,Pass,
,,,,,,,,,,,,,,,1.54805,,,,,,,,,,,,,,8904387c-5af4-4ee0-9b11-abfd375c4dd7,2982,,"[63.1, 74.3]",3754107,76,,,,-1.2900676,,Left Foot,,,"[67.8, 58.0]",,Ground Pass,,16.964079,,,Ander Herrera Agüera,3606.0,,,,,,2,Regular Play,Juan Manuel Mata García,3294.0,Right Wing,158,Manchester United,39,['3c25b70b-d6bd-4d4d-9925-63b6e937d731'],30,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:30.844,Pass,
,,,,,,,,,,,,,,,1.273958,,,,,,,,,,,,,,5691e710-bc8f-48c0-a33d-56383befd0ef,2986,,"[71.0, 57.2]",3754107,76,,,,0.34771875,,Right Foot,,,"[93.9, 65.5]",,Ground Pass,,24.35775,,,Morgan Schneiderlin,3600.0,,,,,,2,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,158,Manchester United,39,"['0048f137-f9a7-4477-8a50-39a2c7d03a08', '869687f4-e44f-4e94-8e8c-92cc1dedfa22']",33,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:33.039,Pass,True
,,,,,,,,,,,,,,,0.743843,,,,,,,,,,,,,,1670cabf-e1fa-4a72-8206-44122a477cad,2994,,"[20.3, 24.5]",3754107,76,,,,0.45277846,,Left Foot,,,"[27.7, 28.1]",,Ground Pass,,8.229217,,,Idrissa Gana Gueye,3436.0,,,,,,2,Regular Play,Jordan Amavi,4347.0,Left Back,159,Aston Villa,59,['eee177af-b504-424b-9d8d-f8940d27153e'],37,,,,,,,,,,,,,,,,,,Aston Villa,59,00:31:37.203,Pass,
,,,,,,,,,,,,,,,0.863007,,,,,,,,,,,,,,f43a2503-03c9-452e-b399-db801ef6d6b6,2997,,"[56.7, 55.0]",3754107,76,,,,2.0437028,,Right Foot,,,"[52.3, 63.6]",,Ground Pass,,9.660228,,,Jordan Veretout,7153.0,,,,,,2,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,159,Aston Villa,59,['72755bd9-a86f-4618-980b-8629f9c4c1db'],44,,,,,,,,,,,,,,,,,,Aston Villa,59,00:31:44.300,Pass,
,,,,,,,,,,,,,,,1.711365,,,,,,,,,,,,,,40a424f1-a42b-48cd-bfb6-0721e73e9386,3007,,"[86.1, 32.4]",3754107,76,,,,-1.1722739,,Right Foot,,,"[92.5, 17.2]",,Ground Pass,,16.492422,,,Wayne Mark Rooney,3538.0,,,,,,2,Regular Play,Memphis Depay,2988.0,Left Wing,160,Manchester United,39,['192b944b-b1a1-49ab-a3b2-f91e8b3fc823'],52,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:52.435,Pass,
,,,,,,,,,,,,,,,1.60901,,,,,,,,,,,,,,7739929c-b4ed-4387-8df5-72777663cb0f,3010,,"[100.2, 22.9]",3754107,76,,,,-0.01680514,,Right Foot,,,"[112.1, 22.7]",,Ground Pass,,11.901681,,,Luke Shaw,3382.0,,,,,,2,Regular Play,Wayne Mark Rooney,3538.0,Center Forward,160,Manchester United,39,['9ff46263-faea-4afb-8137-60d8a847e1dd'],56,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:56.106,Pass,
,,,,,,,,,,,,,,,0.865161,,,,,,,,,,,,,,d38f5ed2-cee5-4e2e-a9f9-d9439965f687,3013,,"[112.1, 22.7]",3754107,76,,,,2.0514395,,Left Foot,True,,"[104.8, 36.7]",,Ground Pass,,15.78892,Incomplete,,Wayne Mark Rooney,3538.0,,,,,,2,Regular Play,Luke Shaw,3382.0,Left Back,160,Manchester United,39,"['69bba94a-368b-4be8-881d-b301c6046791', '766fb112-16b2-452d-a790-b4694604f0a3']",57,,,,,,,,,,,,,,,,,,Manchester United,39,00:31:57.804,Pass,
,,,,,,,,,,,,,,,3.192103,,,,,,,,,,,,,,69bba94a-368b-4be8-881d-b301c6046791,3015,,"[15.3, 43.4]",3754107,76,,,,0.90800285,,Right Foot,,,"[33.8, 67.1]",,Ground Pass,,30.065596,Incomplete,,Jordan Veretout,7153.0,,,,,Recovery,2,Regular Play,Ashley Westwood,3583.0,Center Defensive Midfield,160,Manchester United,39,"['d38f5ed2-cee5-4e2e-a9f9-d9439965f687', 'e9a31293-89de-4041-982c-0e1c7072650f', 'fb0e3fe3-d29f-4122-a835-ac3b56445b42']",58,,,,,,,,,,,,,,,,,,Aston Villa,59,00:31:58.669,Pass,
,,,,,,,,,,,,,,,2.073519,,,,,,,,,,,,,,d6a77c04-ab51-4662-a411-e6ae5afd5d9b,3019,,"[83.2, 8.3]",3754107,77,,,,2.6916966,,Right Foot,,,"[62.7, 18.2]",,Ground Pass,,22.765324,,,Daley Blind,3311.0,,,,,,2,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,160,Manchester United,39,['a70c8ad1-75bb-4fdd-b52e-01e38d5df7f0'],3,,,,,,,,,,,,,,,,,,Manchester United,39,00:32:03.406,Pass,
