50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cf717c8f-0e37-4176-8bd6-dd4ce19e9274,1,,,3754035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3052, 'name': 'Pablo Javier Zabaleta Girod'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4597, 'name': 'Fabian Delph'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 20253, 'name': 'Samir Nasri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4a82864c-05fd-41fb-8b00-604e07ad8dee,2,,,3754035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9628, 'name': 'James Grant Chester'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 7121, 'name': 'Sandro Ranieri Guimarães Cordeiro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 30}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 33}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,89517feb-5067-4785-938c-4736889ec1e0,3,,,3754035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['dcb85710-bbc7-484e-a057-ec97668700d6'],0,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dcb85710-bbc7-484e-a057-ec97668700d6,4,,,3754035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['89517feb-5067-4785-938c-4736889ec1e0'],0,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,58b75e08-de3b-4afe-bd73-0e79be8b0fff,1563,,,3754035,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Manchester City,36,['ca7d6073-03d7-415b-ae39-a98286859993'],0,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ca7d6073-03d7-415b-ae39-a98286859993,1564,,,3754035,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Manchester City,36,['58b75e08-de3b-4afe-bd73-0e79be8b0fff'],0,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.875471,,,,,,,,,,,,,,7ecd144d-6349-472d-a031-d01198a78654,5,,"[61.0, 40.1]",3754035,0,,,,-1.2490457,,Right Foot,,,,"[61.6, 38.3]",,Ground Pass,,1.8973666,,,,,José Salomón Rondón Giménez,4041.0,,,,,,Kick Off,1,From Kick Off,Darren Fletcher,4022.0,Left Defensive Midfield,2,West Bromwich Albion,27,['cd1d8859-f1d0-4599-ba08-837680dfafb2'],0,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.637,Pass,
,,,,,,,,,,,,,,,,,,1.642314,,,,,,,,,,,,,,727a0ada-c3c0-41e1-a172-735585b3365c,8,,"[62.7, 45.2]",3754035,0,,,,2.6160772,,Right Foot,,,,"[40.8, 57.9]",,Ground Pass,,25.316002,,,,,Craig Dawson,3523.0,,,,,,,1,From Kick Off,José Salomón Rondón Giménez,4041.0,Center Forward,2,West Bromwich Albion,27,['0086a40f-180e-4d5e-bc85-83eef8ad2cbf'],2,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:02.964,Pass,
,,,,,,,,,,,,,,,,,,3.305435,,,,,,,,,,,,,,9e17a34e-9e38-42f7-a18d-361ab786643b,11,,"[41.8, 61.4]",3754035,0,,,,0.12271986,,Right Foot,,,,"[94.5, 67.9]",,High Pass,,53.099342,,,Incomplete,,,,,,,,,,1,From Kick Off,Craig Dawson,3523.0,Right Back,2,West Bromwich Albion,27,['49baaa2b-8f85-4221-b1c0-b41dd42ca0a7'],7,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:07.037,Pass,
,,,,,,,,,,,,,,,,,,1.088958,,,,,,,,,,,,,,a8a744ae-1eb6-4da7-a217-8667e26c2d3a,16,,"[52.6, 17.0]",3754035,0,,,,-1.1719546,,Left Foot,,,,"[58.5, 3.0]",,Ground Pass,,15.192432,,,,,Samir Nasri,20253.0,,,,,,,1,From Kick Off,Wilfried Guemiand Bony,3598.0,Left Center Forward,2,West Bromwich Albion,27,['088bc365-2d0c-44b6-a261-93e0c7856227'],14,,,,,,,,,,,,,,,,,Manchester City,36,00:00:14.798,Pass,
,,,,,,,,,,,,,,,,,,1.4176,,,,,,,,,,,,,,6603818f-0d8f-4ce8-bdc4-1028091bc1e8,22,,"[120.0, 0.1]",3754035,0,,,,1.6419091,,Left Foot,,,,"[117.4, 36.6]",,High Pass,,36.592487,,,Incomplete,True,,,,,,Outswinging,,Corner,1,From Corner,Aleksandar Kolarov,5596.0,Left Back,3,Manchester City,36,['12de35a7-ecf1-419f-aee4-7be29bd0926b'],50,,,,,,,,,,,,,,,,,Manchester City,36,00:00:50.106,Pass,
,,,,,,,,,,,,,,,,,,2.655616,,,,,,,,,,,,,,d669f2c3-a8dc-4600-abde-689e8ebbf094,25,,"[12.3, 33.7]",3754035,0,,,,1.274421,,Keeper Arm,,,,"[21.4, 63.5]",,Low Pass,,31.158466,,,,,Craig Dawson,3523.0,,,,,,,1,From Keeper,Ben Foster,4053.0,Goalkeeper,4,West Bromwich Albion,27,['3ed30cb2-f065-4b24-91a6-b85a7128b916'],59,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:59.200,Pass,
,,,,,,,,,,,,,,,,,,1.172112,,,,,,,,,,,,,,df8d214f-687c-4696-8013-53a62a5c4be0,28,,"[32.0, 68.9]",3754035,1,,,,-0.6419459,,Right Foot,,,,"[42.3, 61.2]",,Ground Pass,,12.860016,,,,,Darren Fletcher,4022.0,,,,,,,1,From Keeper,Craig Dawson,3523.0,Right Back,4,West Bromwich Albion,27,['a2a0a527-4435-414d-8cb1-a5dcf339ed4a'],4,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:04.053,Pass,
,,,,,,,,,,,,,,,,,,2.808993,,,,,,,,,,,,,,8bb476f5-fbe3-40b5-9aa5-9c59ac723825,31,,"[42.5, 61.2]",3754035,1,,,,1.9402921,,Right Foot,,,,"[35.8, 78.5]",,Ground Pass,,18.55209,,,,,Craig Dawson,3523.0,,,,,,,1,From Keeper,Darren Fletcher,4022.0,Left Defensive Midfield,4,West Bromwich Albion,27,['acf09a2c-5552-4007-83ca-b7ad8a7ebb4e'],5,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:05.905,Pass,
,,,,,,,,,,,,,,,,,,2.571823,,,,,,,,,,,,,,ae4ec6d6-5c9b-4a12-b2fb-3c0df67edc64,34,,"[35.8, 78.5]",3754035,1,,,,-0.37582883,,Right Foot,,,,"[87.5, 58.1]",,High Pass,,55.579224,,,,,José Salomón Rondón Giménez,4041.0,,,,,,,1,From Keeper,Craig Dawson,3523.0,Right Back,4,West Bromwich Albion,27,['87e39cee-22f4-4005-9146-64fe00341f7a'],8,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:08.734,Pass,
,,,,,,,,,,,,,,,,,,1.034876,,,,,,,,,,,,,,81746df9-7606-4118-8307-5263383b974e,37,,"[90.8, 58.5]",3754035,1,,,,2.4016178,23cba24e-f0cd-4b68-9ecf-3f50b5123655,Right Foot,,,,"[83.9, 64.8]",,Ground Pass,,9.343447,,,,,Stéphane Sessègnon,2966.0,True,,,,,,1,From Keeper,José Salomón Rondón Giménez,4041.0,Center Forward,4,West Bromwich Albion,27,['914a213e-680a-4654-ab87-5c7054b72fdf'],12,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:12.557,Pass,
,,,,,,,,,,,,,,,,,,1.074724,,,,,,,,,,,,,,524addb9-8d55-4909-85f2-4e33e7d6c963,44,,"[120.0, 80.0]",3754035,1,,,,-1.635322,,Left Foot,,,,"[117.9, 47.5]",,High Pass,True,32.567776,,,Incomplete,,Stéphane Sessègnon,2966.0,,,,Inswinging,,Corner,1,From Corner,James McClean,3514.0,Left Wing,5,West Bromwich Albion,27,"['4ecbbc98-a016-4ac4-a05c-df1f96c3cebe', 'ea6f39da-693e-4fd9-8a3b-dad3c292a45c']",45,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:45.366,Pass,
,,,,,,,,,,,,,,,,,,1.469849,,,,,,,,,,,,,,c894cfa0-afeb-49ad-948a-521bc6fc7c1d,49,,"[80.8, 28.0]",3754035,1,,,,1.0421065,a02afc37-ced7-43c8-a0ef-555ff116ffac,Right Foot,,,,"[92.6, 48.2]",,Ground Pass,,23.394016,,,,,Aleksandar Kolarov,5596.0,True,,,,,,1,From Counter,Sergio Leonel Agüero del Castillo,3237.0,Right Center Forward,6,Manchester City,36,['3f38faad-5fa0-4098-8176-f4bc27e2c3d1'],55,,,,,,,,,,,,,,,,,Manchester City,36,00:01:55.963,Pass,
,,,,,,,,,,,,,,,,,,1.863631,,,,,,,,,,,,,,514ae1a8-f92b-4217-9414-d3b543e72502,55,,"[120.0, 0.1]",3754035,2,,,,1.847864,,Left Foot,,,,"[107.8, 43.0]",,High Pass,,44.60101,,,Incomplete,True,,,,,True,Outswinging,,Corner,1,From Corner,Aleksandar Kolarov,5596.0,Left Back,7,Manchester City,36,['f57deecd-6e8c-493e-a1a8-46e5acf18441'],31,,,,,,,,,,,,,,,,,Manchester City,36,00:02:31.157,Pass,
,,,,,,,,,,,,,,,,,,0.983696,,,,,,,,,,,,,,adedea5d-7a93-4bef-a352-3ca5e1bebe40,60,,"[91.4, 4.7]",3754035,2,,,,-0.33613804,,Right Foot,,,,"[99.7, 1.8]",,Ground Pass,,8.792042,,,,,Aleksandar Kolarov,5596.0,,,,,,,1,From Corner,Jesús Navas González,6821.0,Right Midfield,7,Manchester City,36,"['482898b2-83a1-49e7-85a4-6196ad5186ec', 'a14277b3-43e0-4298-a8e4-bf7bdd3cd24f']",37,,,,,,,,,,,,,,,,,Manchester City,36,00:02:37.724,Pass,True
