50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.410605,,,,,,,,,,,,,,efa37a92-6dac-4503-8161-7e9eac6b4191,63,,"[102.6, 1.6]",3754035,2,,,,1.2259054,,Left Foot,True,,,"[116.0, 38.9]",,Low Pass,,39.63395,,,Incomplete,,,,,,,,,,1,From Corner,Aleksandar Kolarov,5596.0,Left Back,7,Manchester City,36,['6de3729d-0769-466e-bb53-62286c8daae9'],40,,,,,,,,,,,,,,,,,Manchester City,36,00:02:40.071,Pass,
,,,,,,,,,,,,,,,,,,2.639427,,,,,,,,,,,,,,6ad1abd0-2ebc-4590-a88c-1434c107885d,65,,"[6.4, 40.4]",3754035,2,True,,,-0.37391204,,Keeper Arm,,,,"[43.1, 26.0]",,High Pass,,39.423977,,,,,Sandro Ranieri Guimarães Cordeiro,7121.0,,,,,,,1,Regular Play,Ben Foster,4053.0,Goalkeeper,8,West Bromwich Albion,27,['1cf2da79-d902-43b7-97eb-9358f1aca3f3'],53,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:53.942,Pass,
,,,,,,,,,,,,,,,,,,1.483018,,,,,,,,,,,,,,6673d863-43b4-4350-a37b-a6d4128813af,67,,"[48.5, 25.0]",3754035,2,,,,-2.3888626,,Right Foot,,,,"[32.7, 10.2]",,Ground Pass,,21.64902,,,,,Jonathan Grant Evans,11012.0,,,,,,,1,Regular Play,Sandro Ranieri Guimarães Cordeiro,7121.0,Right Defensive Midfield,8,West Bromwich Albion,27,['414a4db0-a255-451e-b012-26c3fbb18f6a'],57,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:57.565,Pass,
,,,,,,,,,,,,,,,,,,3.057337,,,,,,,,,,,,,,6e74a932-de5e-4018-baec-caf3682a2ef0,70,,"[51.6, 45.2]",3754035,3,,,,1.3793249,,Left Foot,,,,"[57.9, 77.7]",,Ground Pass,,33.104984,,,,,Craig Dawson,3523.0,,,,,,,1,Regular Play,Jonathan Grant Evans,11012.0,Left Center Back,8,West Bromwich Albion,27,['4e0fc620-f95a-42b2-8c36-c9e162a52977'],6,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:06.912,Pass,
,,,,,,,,,,,,,,,,,,1.057281,,,,,,,,,,,,,,5b5b64e1-ce64-4dd6-b39a-fad63598ef92,73,,"[65.2, 79.1]",3754035,3,,,,-0.5450384,,Right Foot,,,,"[77.9, 71.4]",,Ground Pass,,14.851936,,,,,Stéphane Sessègnon,2966.0,,,,,,,1,Regular Play,Craig Dawson,3523.0,Right Back,8,West Bromwich Albion,27,['9ab3082a-2c51-4ec2-9b22-d093dea8d8d6'],11,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:11.059,Pass,
,,,,,,,,,,,,,,,,,,0.983025,,,,,,,,,,,,,,27a28977-0372-4de8-a753-40c5ae9584c6,77,,"[33.7, 6.6]",3754035,3,,,,0.9874233,,Left Foot,,,,"[37.0, 11.6]",,Ground Pass,,5.990826,,,,,Fabian Delph,4597.0,,,,,,Recovery,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,9,Manchester City,36,['c1d3950b-c179-4616-93ab-55d422e5bc56'],13,,,,,,,,,,,,,,,,,Manchester City,36,00:03:13.115,Pass,
,,,,,,,,,,,,,,,,,,1.478936,,,,,,,,,,,,,,a560b6d6-d8d8-4898-82d9-c35b5eb36a34,80,,"[48.7, 15.3]",3754035,3,,,,-0.748102,,Left Foot,,,,"[62.6, 2.4]",,Ground Pass,,18.96365,,,,,Samir Nasri,20253.0,,,,,,,1,Regular Play,Fabian Delph,4597.0,Left Defensive Midfield,9,Manchester City,36,['0681e86e-009b-407a-affe-9be508dc62b4'],16,,,,,,,,,,,,,,,,,Manchester City,36,00:03:16.967,Pass,
,,,,,,,,,,,,,,,,,,1.194494,,,,,,,,,,,,,,8ea433f9-0d74-4aa2-90ff-4b4828b32db9,83,,"[69.7, 11.0]",3754035,3,,,,2.2011979,,Right Foot,,,,"[64.3, 18.4]",,Ground Pass,,9.160786,,,,,Fernando Francisco Reges,16003.0,,,,,,,1,Regular Play,Samir Nasri,20253.0,Left Midfield,9,Manchester City,36,['4789c446-0e03-4724-8a0f-3a607da1ce42'],23,,,,,,,,,,,,,,,,,Manchester City,36,00:03:23.575,Pass,
,,,,,,,,,,,,,,,,,,0.727747,,,,,,,,,,,,,,32594b54-20b4-4dad-8a0f-d3e01e323e33,85,,"[64.3, 18.4]",3754035,3,,,,-1.5120405,,Right Foot,,,,"[64.7, 11.6]",,Ground Pass,,6.8117547,,,,,Samir Nasri,20253.0,,,,,,,1,Regular Play,Fernando Francisco Reges,16003.0,Right Defensive Midfield,9,Manchester City,36,['fcc6971a-49e4-4ce1-b874-75bdba53de34'],24,,,,,,,,,,,,,,,,,Manchester City,36,00:03:24.769,Pass,
,,,,,,,,,,,,,,,,,,2.218174,,,,,,,,,,,,,,0feef1f9-e420-4530-a6b3-ac593943702c,87,,"[64.7, 12.0]",3754035,3,,,,2.3115506,,Right Foot,,,,"[50.8, 27.2]",,Ground Pass,,20.59733,,,,,Eliaquim Mangala,3389.0,,,,,,,1,Regular Play,Samir Nasri,20253.0,Left Midfield,9,Manchester City,36,['85c4e88f-64b0-4caf-adb7-b2a3840f24d0'],25,,,,,,,,,,,,,,,,,Manchester City,36,00:03:25.497,Pass,
,,,,,,,,,,,,,,,,,,1.718824,,,,,,,,,,,,,,54e29f1d-ecbe-4958-982e-6998fa6a571f,89,,"[49.1, 27.8]",3754035,3,,,,1.5160565,,Left Foot,,,,"[50.3, 49.7]",,Ground Pass,,21.932852,,,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,9,Manchester City,36,['0b23c013-c006-4a86-a60d-57fb4cb3eac4'],27,,,,,,,,,,,,,,,,,Manchester City,36,00:03:27.715,Pass,
,,,,,,,,,,,,,,,,,,0.940745,,,,,,,,,,,,,,a62db79e-755e-4c96-a5a9-73ed57111b37,92,,"[49.3, 53.6]",3754035,3,,,,1.0711112,,Right Foot,,,,"[60.6, 74.3]",,Ground Pass,,23.58347,,,,,Pablo Javier Zabaleta Girod,3052.0,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,9,Manchester City,36,['43675c66-47d2-48fb-8a7a-32bf2a2d4b97'],30,,,,,,,,,,,,,,,,,Manchester City,36,00:03:30.574,Pass,
,,,,,,,,,,,,,,,,,,0.96812,,,,,,,,,,,,,,7e2af882-c252-4d56-90d3-04eed76d09ec,95,,"[60.6, 74.3]",3754035,3,,,,0.1364026,,Right Foot,,,,"[70.8, 75.7]",,Ground Pass,,10.29563,,,,,Jesús Navas González,6821.0,,,,,,,1,Regular Play,Pablo Javier Zabaleta Girod,3052.0,Right Back,9,Manchester City,36,['cc43fa99-aad2-4f42-9b24-cd2cb7bba646'],32,,,,,,,,,,,,,,,,,Manchester City,36,00:03:32.145,Pass,
,,,,,,,,,,,,,,,,,,1.190965,,,,,,,,,,,,,,8ffbeea5-e2e2-46ab-99d8-08edd918e0ce,98,,"[70.6, 75.9]",3754035,3,,,,-2.8670173,,Right Foot,,,,"[63.5, 73.9]",,Ground Pass,,7.376313,,,,,Pablo Javier Zabaleta Girod,3052.0,,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Midfield,9,Manchester City,36,['2d8501ba-d20b-4cc5-8b81-6e747efc6a43'],33,,,,,,,,,,,,,,,,,Manchester City,36,00:03:33.961,Pass,
,,,,,,,,,,,,,,,,,,1.369925,,,,,,,,,,,,,,ddb4af93-1069-4952-a958-1daa41164ebe,101,,"[62.4, 72.6]",3754035,3,,,,-2.3113697,,Right Foot,,,,"[44.3, 52.8]",,Ground Pass,,26.826294,,,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,Regular Play,Pablo Javier Zabaleta Girod,3052.0,Right Back,9,Manchester City,36,['6bb5c21a-9ad9-4927-96d4-8543bdd3b33d'],36,,,,,,,,,,,,,,,,,Manchester City,36,00:03:36.103,Pass,
,,,,,,,,,,,,,,,,,,1.557963,,,,,,,,,,,,,,58d0d64b-3839-4e53-9724-5e147381e85e,104,,"[41.0, 51.6]",3754035,3,,,,-1.4507537,,Left Foot,,,,"[44.1, 25.9]",,Ground Pass,,25.88629,,,,,Eliaquim Mangala,3389.0,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,9,Manchester City,36,['5034335f-6405-41a5-b4a8-dd35bc608a9a'],38,,,,,,,,,,,,,,,,,Manchester City,36,00:03:38.971,Pass,
,,,,,,,,,,,,,,,,,,1.287354,,,,,,,,,,,,,,4864bbda-257b-4e67-af91-d278473922f0,107,,"[51.6, 25.7]",3754035,3,,,,1.8251644,,Left Foot,,,,"[46.4, 45.7]",,Ground Pass,,20.664946,,,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,9,Manchester City,36,['b9bc5098-3585-4771-b230-cacd25596602'],43,,,,,,,,,,,,,,,,,Manchester City,36,00:03:43.616,Pass,
,,,,,,,,,,,,,,,,,,1.419792,,,,,,,,,,,,,,bcedc0b8-d52e-44a4-b782-fccd27b11a3d,110,,"[51.0, 48.7]",3754035,3,,,,0.38460472,,Right Foot,,,,"[72.0, 57.2]",,Ground Pass,,22.655022,,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,9,Manchester City,36,['b5da1905-46bf-4ba8-a488-e4e4e3da0698'],46,,,,,,,,,,,,,,,,,Manchester City,36,00:03:46.426,Pass,
,,,,,,,,,,,,,,,,,,1.312977,,,,,,,,,,,,,,3bf3c21f-028c-4808-9f64-6be2d36fb1a4,114,,"[82.0, 76.3]",3754035,3,,,,-3.0657887,,Right Foot,,,,"[74.1, 75.7]",,Ground Pass,,7.922752,,,,,Pablo Javier Zabaleta Girod,3052.0,,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Right Center Forward,9,Manchester City,36,"['e27769b4-6e33-43f4-adb3-b78a1052b994', 'eec98da4-6909-4e6a-88d3-83885bc1e0e2']",50,,,,,,,,,,,,,,,,,Manchester City,36,00:03:50.780,Pass,True
,,,,,,,,,,,,,,,,,,0.879621,,,,,,,,,,,,,,b2805a58-885a-4361-8520-1057853d3125,117,,"[78.9, 68.0]",3754035,3,,,,-2.040062,,Right Foot,,,,"[75.3, 60.9]",,Ground Pass,,7.9605274,,,,,Fernando Francisco Reges,16003.0,,,,,,,1,Regular Play,Pablo Javier Zabaleta Girod,3052.0,Right Back,9,Manchester City,36,['067560a4-c4a6-4b21-9a59-85c881a7b5e7'],53,,,,,,,,,,,,,,,,,Manchester City,36,00:03:53.819,Pass,
,,,,,,,,,,,,,,,,,,1.503184,,,,,,,,,,,,,,3fa145d3-e25d-4f31-92da-da6a75286fc9,119,,"[74.7, 61.2]",3754035,3,,,,1.4837683,,Right Foot,,,,"[76.0, 76.1]",,Ground Pass,,14.956604,,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,,1,Regular Play,Fernando Francisco Reges,16003.0,Right Defensive Midfield,9,Manchester City,36,['7e01a743-b12e-4cd8-badf-b42a4ccf259e'],54,,,,,,,,,,,,,,,,,Manchester City,36,00:03:54.699,Pass,
,,,,,,,,,,,,,,,,,,2.72749,,,,,,,,,,,,,,80edbe94-d8a7-4bca-95b8-ea298f413e33,122,,"[76.0, 76.1]",3754035,3,,,,-2.2673702,,Right Foot,,,,"[58.1, 54.7]",,Ground Pass,,27.899282,,,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Right Center Forward,9,Manchester City,36,['2dd474f1-4173-404f-aecf-5ebbef097c8c'],58,,,,,,,,,,,,,,,,,Manchester City,36,00:03:58.009,Pass,
