50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,225cb889-4a6b-4a27-9f30-daaa6b567685,1,,,3754079,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3052, 'name': 'Pablo Javier Zabaleta Girod'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bea1f049-00dc-4b71-83b8-921eec855c86,2,,,3754079,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9467, 'name': 'Timothy Michael Krul'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 16027, 'name': 'Kevin Mbabu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 43}, {'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 43757, 'name': 'Yoan Gouffran'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 5}, {'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 45}]}",Newcastle United,37,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5e0b5748-29e5-479f-9fbb-5c4d8832f6af,3,,,3754079,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['466f58c3-5e50-4095-a996-f70e275b96ef'],0,,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,466f58c3-5e50-4095-a996-f70e275b96ef,4,,,3754079,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['5e0b5748-29e5-479f-9fbb-5c4d8832f6af'],0,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,688b896f-461b-4a9e-b7d0-29137c413163,1688,,,3754079,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Manchester City,36,['0cbd8c1d-5f27-431c-b9bc-9a204ac87cc3'],0,,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0cbd8c1d-5f27-431c-b9bc-9a204ac87cc3,1689,,,3754079,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Manchester City,36,['688b896f-461b-4a9e-b7d0-29137c413163'],0,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.653754,,,,,,,,,,,,,52b89e86-2167-4319-a13a-161078ddfb90,5,,"[61.0, 40.1]",3754079,0,,,,1.6373645,,Right Foot,,"[60.8, 43.1]",,Ground Pass,,3.0066593,,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,Kick Off,1,From Kick Off,Aleksandar Mitrović,4269.0,Center Forward,2,Newcastle United,37,['ccf2368d-312f-46cf-9cc0-1d467cf54519'],0,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.267,Pass,
,,,,,,,,,,,,,,,,1.192308,,,,,,,,,,,,,f34dcb02-0671-47fd-89e7-3e5a3f106602,7,,"[60.2, 43.1]",3754079,0,,,,-2.69325,,Right Foot,,"[44.4, 35.5]",,Ground Pass,,17.532825,,,,,Yoan Gouffran,43757.0,,,,,,1,From Kick Off,Ayoze Pérez Gutiérrez,3076.0,Center Attacking Midfield,2,Newcastle United,37,['74cce640-966d-4fe7-9dcd-ff26a5c0661a'],0,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.920,Pass,
,,,,,,,,,,,,,,,,0.96647,,,,,,,,,,,,,0635b263-00d0-4617-aa90-5a13791003f2,10,,"[44.4, 35.5]",3754079,0,,,,2.2026021,,Left Foot,,"[34.3, 49.3]",,Ground Pass,,17.10117,,,,,Chancel Mbemba Mangulu,3044.0,,,,,,1,From Kick Off,Yoan Gouffran,43757.0,Left Center Midfield,2,Newcastle United,37,['926fe563-7570-4959-a4d0-7a46176c448e'],2,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:02.920,Pass,
,,,,,,,,,,,,,,,,1.247854,,,,,,,,,,,,,b070a953-1ca8-4143-899e-34d88d6ff4ff,12,,"[34.3, 49.3]",3754079,0,,,,-1.7832284,,Right Foot,,"[31.0, 34.0]",,Ground Pass,,15.651837,,,,,Fabricio Coloccini,26207.0,,,,,,1,From Kick Off,Chancel Mbemba Mangulu,3044.0,Right Center Back,2,Newcastle United,37,['aff94bcd-44e6-466d-9aa4-dd6d869e20d7'],3,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:03.886,Pass,
