ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c30db7e9-013c-473a-97b5-f44190e82635,1,,,3754150,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 16}, {'player': {'id': 4746, 'name': 'Younes Kaboul'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3658, 'name': 'DeAndre Yedlin'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 24}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 5617, 'name': 'Sebastian Larsson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 9554, 'name': 'Steven Fletcher'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 26}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,17717106-7574-47e8-9f86-f8cdca1b62f1,2,,,3754150,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3636, 'name': 'Charlie Adam'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,55d77153-f365-4fe9-a6f9-1a92b5b114f4,3,,,3754150,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['eec2e5b8-1302-4824-bffb-8799b357e1f3'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,eec2e5b8-1302-4824-bffb-8799b357e1f3,4,,,3754150,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['55d77153-f365-4fe9-a6f9-1a92b5b114f4'],0,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,46bdc653-8e67-475c-9e4f-163a1a4f81fc,1729,,,3754150,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Stoke City,30,['8a333b51-9e09-4db3-b4ec-a5d443048a82'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8a333b51-9e09-4db3-b4ec-a5d443048a82,1730,,,3754150,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Stoke City,30,['46bdc653-8e67-475c-9e4f-163a1a4f81fc'],0,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.343861,,,,,,,,,,,,a639379f-ac41-4421-8335-850bdcd59237,5,,"[61.0, 40.1]",3754150,0,,,,,1.8925469,,Right Foot,,"[60.4, 41.9]",,Ground Pass,,1.8973666,,,,,Steven Fletcher,9554.0,,,,,Kick Off,1,From Kick Off,Lee Cattermole,10783.0,Left Center Midfield,2,Sunderland,41,['76bd69ec-2777-42e0-8300-7d1292beacd4'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.130,Pass,
,,,,,,,,,,,,,,,,,1.305315,,,,,,,,,,,,d97e9777-782a-431e-9606-2aec1d1f9fdb,8,,"[60.4, 41.0]",3754150,0,,,,,-2.940065,,Right Foot,,"[41.8, 37.2]",,Ground Pass,,18.984203,,,,,Younes Kaboul,4746.0,,,,,,1,From Kick Off,Steven Fletcher,9554.0,Left Center Forward,2,Sunderland,41,['94e8e430-477b-42af-a08d-2c69f87c501d'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.840,Pass,
,,,,,,,,,,,,,,,,,2.066647,,,,,,,,,,,,82713d6b-56fe-4c1d-a630-61ab63a89db6,11,,"[45.6, 37.8]",3754150,0,,,,,0.15439062,,Left Foot,,"[75.8, 42.5]",,High Pass,,30.56354,,,Incomplete,,,,,,,,,1,From Kick Off,Younes Kaboul,4746.0,Left Center Back,2,Sunderland,41,['47cb14c6-0416-4a55-8376-f9fe908850da'],3,,,,,,,,,,,,,,,,,Sunderland,41,00:00:03.414,Pass,
,,,,,,,,,,,,,,,,,1.969934,,,,,,,,,,,,47cb14c6-0416-4a55-8376-f9fe908850da,12,,"[44.3, 37.6]",3754150,0,,,,,0.03066523,,Right Foot,,"[76.9, 38.6]",,High Pass,,32.615334,,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Glenn Whelan,9625.0,Right Center Midfield,2,Sunderland,41,"['82713d6b-56fe-4c1d-a630-61ab63a89db6', 'db1b8603-550b-411f-b773-096629cfa6b1']",5,,,,,,,,,,,,,,,,,Stoke City,30,00:00:05.481,Pass,
