ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.631373,,,,,,,,,,,,b06a07f9-6ad1-4f7d-80fc-21860c2725e1,17,,"[38.3, 60.5]",3754068,0,,,,,0.32511756,,Right Foot,,,"[82.8, 75.5]",High Pass,,46.96009,Incomplete,,,,,,,,,1,From Kick Off,Gareth McAuley,3596.0,Right Center Back,2,West Bromwich Albion,27,['3d483109-5256-4279-bd91-e1427341b756'],17,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:17.532,Pass,
,,,,,,,,,,,,,,,1.304648,,,,,,,,,,,,7ed2ddd4-cd46-4ccd-ae43-40dfdfabb597,20,,"[70.0, 70.5]",3754068,0,,,,,0.14037499,,Right Foot,,,"[88.4, 73.1]",Low Pass,,18.582788,,,José Salomón Rondón Giménez,4041.0,,,,,Recovery,1,From Kick Off,Darren Fletcher,4022.0,Right Center Midfield,2,West Bromwich Albion,27,['e0d4257d-a372-4ef4-a4c6-63720486ac54'],21,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:21.561,Pass,
,,,,,,,,,,,,,,,2.217907,,,,,,,,,,,,5c5318b8-3afc-4db7-964d-553280767180,24,,"[27.2, 8.9]",3754068,0,,,,,2.625716,,Left Foot,,,"[4.1, 22.0]",Ground Pass,,26.555979,,,Bradley Guzan,12608.0,,,,,Recovery,1,From Kick Off,Jordan Amavi,4347.0,Left Back,2,West Bromwich Albion,27,['47e3517b-6147-400e-9d67-5c433d4d2438'],24,,,,,,,,,,,,,,,,Aston Villa,59,00:00:24.670,Pass,
,,,,,,,,,,,,,,,2.741334,,,,,,,,,,,,8225918d-0934-4e9d-ab64-f2730f466ab7,27,,"[3.9, 20.7]",3754068,0,,,,,0.26474044,,Left Foot,,,"[65.5, 37.4]",High Pass,,63.823586,Incomplete,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,,1,From Kick Off,Bradley Guzan,12608.0,Goalkeeper,2,West Bromwich Albion,27,"['8a15c685-45e8-4224-86e2-06e464268c5f', 'af651bae-e780-474e-a40e-130e93b91927', 'c03d2323-92b0-43ce-ae5f-9af1f5c65237']",26,,,,,,,,,,,,,,,,Aston Villa,59,00:00:26.888,Pass,True
,,,,,,,,,,,,,,,6.405546,,,,,,,,,,,,cbca5f2e-c1d6-4652-b0b3-259abbbc169d,33,,"[57.4, 30.1]",3754068,0,,,,,-0.46774876,,Left Foot,,,"[115.8, 0.6]",High Pass,,65.4279,Out,,,,,,,,,1,From Kick Off,Chris Brunt,3541.0,Left Back,2,West Bromwich Albion,27,,31,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:31.863,Pass,
,,,,,,,,,,,,,,,1.780894,,,,,,,,,,,,a441ea37-f0ea-43f6-9584-7c7e8b37115d,34,,"[8.4, 80.0]",3754068,0,,,,,-0.20979463,,,,,"[34.7, 74.4]",High Pass,,26.88959,Incomplete,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,Throw-in,1,From Throw In,Alan Hutton,9642.0,Right Back,3,Aston Villa,59,"['c202bcd1-dcae-40c5-ac70-cf3d96274a58', 'f771ac5c-f975-4669-ba55-9f6b87a2b513']",56,,,,,,,,,,,,,,,,Aston Villa,59,00:00:56.749,Pass,
,,,,,,,,,,,,,,,1.772435,,,,,,,,,,,,f771ac5c-f975-4669-ba55-9f6b87a2b513,37,,"[85.4, 5.7]",3754068,0,,,,True,1.6951513,,,,,"[84.3, 14.5]",Low Pass,,8.868484,,,James Morrison,3490.0,,,,,Recovery,1,Regular Play,Jonathan Grant Evans,11012.0,Left Center Back,4,West Bromwich Albion,27,"['a441ea37-f0ea-43f6-9584-7c7e8b37115d', 'ac17207e-2ffa-4b17-a0cb-d46496f2e135', 'ec12b7fc-004a-4be1-9a78-330d5ea5d59c']",58,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:58.530,Pass,True
,,,,,,,,,,,,,,,1.562039,,,,,,,,,,,,cde2d717-b319-41dd-b4b0-d93c9b1e8d43,45,,"[75.3, 17.5]",3754068,1,,,,,-1.0689728,,Left Foot,,,"[81.5, 6.2]",Ground Pass,,12.889143,,,Chris Brunt,3541.0,,,,,,1,Regular Play,James Morrison,3490.0,Left Center Midfield,4,West Bromwich Albion,27,['e4d870eb-5eeb-4f77-b5ca-b9ab4a55a132'],5,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:05.390,Pass,
,,,,,,,,,,,,,,,1.243968,,,,,,,,,,,,aa9597f0-1bd9-49ea-ab4e-8169f4f847cd,48,,"[90.1, 3.2]",3754068,1,,,,,0.99389666,087ad7c9-5d28-4ef0-a032-8cf767e19d23,Left Foot,True,,"[111.9, 36.7]",High Pass,,39.968613,,,José Salomón Rondón Giménez,4041.0,True,,,,,1,Regular Play,Chris Brunt,3541.0,Left Back,4,West Bromwich Albion,27,['a3f2d7ca-f3a2-4c80-b1c7-4c7f3bc05636'],9,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:09.065,Pass,
,,,,,,,,,,,,,,,1.335922,,,,,,,,,,,,dd729c2a-ee6d-4fa5-a089-a4447cf7216e,54,,"[77.9, 0.1]",3754068,1,,True,,,0.96140057,,,,,"[92.0, 20.3]",Low Pass,,24.634325,,,James Morrison,3490.0,,,,,Throw-in,1,From Throw In,Chris Brunt,3541.0,Left Back,5,West Bromwich Albion,27,['246cb70f-9b9f-4db6-a626-4d16104ab1dd'],35,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:35.310,Pass,
,,,,,,,,,,,,,,,0.688787,,,,,,,,,,,,ce35f09c-ff9e-4c02-8267-89551b6bbdc5,58,,"[15.5, 80.0]",3754068,1,,,,,-1.4857998,,,,,"[17.4, 57.7]",Low Pass,,22.380795,,,Micah Richards,42700.0,,,,,Throw-in,1,From Throw In,Alan Hutton,9642.0,Right Back,6,Aston Villa,59,['21278c94-853f-45cf-a386-b2d7645d7a19'],58,,,,,,,,,,,,,,,,Aston Villa,59,00:01:58.202,Pass,
,,,,,,,,,,,,,,,0.834833,,,,,,,,,,,,3e71212c-5590-4c8c-bbc8-3343cb954242,61,,"[17.4, 57.7]",3754068,1,,,,,-0.07919907,,Right Foot,,,"[74.1, 53.2]",High Pass,,56.878292,,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,,1,From Throw In,Micah Richards,42700.0,Right Center Back,6,Aston Villa,59,['311503cc-ee86-4595-9620-7bcd0855d5c2'],59,,,,,,,,,,,,,,,,Aston Villa,59,00:01:59.043,Pass,
,,,,,,,,,,,,,,,0.990169,,,,,,,,,,,,c80704a9-0b1b-474a-a2ab-c3524e330c8b,64,,"[73.4, 54.1]",3754068,1,,,,True,-0.27829966,,,,,"[81.8, 51.7]",High Pass,,8.736132,Incomplete,,Scott Sinclair,11117.0,,,,,,1,From Throw In,Gabriel Imuetinyan Agbonlahor,42699.0,Center Forward,6,Aston Villa,59,"['0c265e12-1dd5-44f8-8be0-b17ab24993bd', '3e326f40-d5a7-47d5-a496-8b0688737703', '450390e0-b614-451a-9e90-9630ea317cae']",59,,,,,,,,,,,,,,,,Aston Villa,59,00:01:59.877,Pass,True
,,,,,,,,,,,,,,,1.84894,,,,,,,,,,,,99e651ba-e49e-413b-beb8-f92aebe08b11,68,,"[67.4, 48.7]",3754068,2,,,,True,0.21687362,,,,,"[79.2, 51.3]",High Pass,,12.083046,Incomplete,,,,,,,,Recovery,1,From Throw In,Carlos Alberto Sánchez Moreno,5685.0,Left Defensive Midfield,6,Aston Villa,59,"['099d7033-852c-4480-85b1-a19737cf6b5c', 'f5339f6d-83c6-444d-8cb5-8488d4099c03']",3,,,,,,,,,,,,,,,,Aston Villa,59,00:02:03.043,Pass,True
,,,,,,,,,,,,,,,2.039635,,,,,,,,,,,,099d7033-852c-4480-85b1-a19737cf6b5c,69,,"[40.9, 28.8]",3754068,2,,,,,-0.34114847,,Head,,,"[57.8, 22.8]",High Pass,,17.933489,Incomplete,,,,,,,,Recovery,1,From Throw In,Jonathan Grant Evans,11012.0,Left Center Back,6,Aston Villa,59,"['99e651ba-e49e-413b-beb8-f92aebe08b11', 'c8626839-403e-4ba0-9da5-10b9e1e923a8']",4,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:04.892,Pass,
,,,,,,,,,,,,,,,1.176111,,,,,,,,,,,,c8626839-403e-4ba0-9da5-10b9e1e923a8,70,,"[62.3, 57.3]",3754068,2,,,,,1.131937,,Head,,,"[69.2, 72.0]",High Pass,,16.238842,Incomplete,,,,,,,,Recovery,1,From Throw In,Ashley Westwood,3583.0,Right Defensive Midfield,6,Aston Villa,59,"['099d7033-852c-4480-85b1-a19737cf6b5c', '60e9cc30-616f-418f-aa90-3b5bb445c604']",6,,,,,,,,,,,,,,,,Aston Villa,59,00:02:06.932,Pass,
,,,,,,,,,,,,,,,1.997073,,,,,,,,,,,,adc90b38-fef1-4092-a067-f69d9128d1c6,76,,"[91.6, 0.1]",3754068,2,,,,,2.5930433,,,,,"[61.0, 18.8]",Low Pass,,35.861538,,,Jonathan Grant Evans,11012.0,,,,,Throw-in,1,From Throw In,Chris Brunt,3541.0,Left Back,8,West Bromwich Albion,27,['15cafe51-d833-4167-bfc3-674cde6f40b6'],18,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:18.866,Pass,
,,,,,,,,,,,,,,,1.088568,,,,,,,,,,,,1db5eaed-e583-414b-901b-2cedd00017fa,79,,"[47.5, 21.3]",3754068,2,,,,,1.0503379,,Right Foot,,,"[52.2, 29.5]",Ground Pass,,9.451455,,,Claudio Ariel Yacob,3967.0,,,,,,1,From Throw In,Jonathan Grant Evans,11012.0,Left Center Back,8,West Bromwich Albion,27,['87903d55-e9f5-4858-90ce-2335140ee0ad'],26,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:26.981,Pass,
,,,,,,,,,,,,,,,3.442805,,,,,,,,,,,,01c88a26-5c94-4889-9dfc-6c6e033ee627,83,,"[46.0, 32.7]",3754068,2,,,,,1.9563954,,Right Foot,,,"[26.8, 80.0]",Low Pass,,51.04831,Out,,Craig Dawson,3523.0,,,True,,,1,From Throw In,Claudio Ariel Yacob,3967.0,Center Defensive Midfield,8,West Bromwich Albion,27,"['a9ea55c6-48a3-4e8a-96d2-6be1d1e8116e', 'b8bc9f5a-b340-49ad-a6fa-96533eb85127']",29,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:29.862,Pass,True
,,,,,,,,,,,,,,,0.937334,,,,,,,,,,,,d6fba88c-960d-49c7-8504-c446751bc610,85,,"[92.0, 0.1]",3754068,2,,,,,1.5042281,,,,,"[92.7, 10.6]",Low Pass,,10.523308,,,Carles Gil de Pareja Vicent,6800.0,,,,,Throw-in,1,From Throw In,Jordan Amavi,4347.0,Left Back,9,Aston Villa,59,['edb2ad05-523c-4442-98f0-0ae03a036d4b'],46,,,,,,,,,,,,,,,,Aston Villa,59,00:02:46.754,Pass,
,,,,,,,,,,,,,,,0.331071,,,,,,,,,,,,7ecbf64d-1168-43be-aae1-d5123da4c1e5,88,,"[92.7, 10.6]",3754068,2,,,,,-0.9272952,,Left Foot,,,"[97.2, 4.6]",Low Pass,,7.5,Incomplete,,,,,,,,,1,From Throw In,Carles Gil de Pareja Vicent,6800.0,Right Midfield,9,Aston Villa,59,['7bb57739-73d5-4855-81e3-fc123767ed57'],47,,,,,,,,,,,,,,,,Aston Villa,59,00:02:47.966,Pass,
,,,,,,,,,,,,,,,2.613407,,,,,,,,,,,,7bb57739-73d5-4855-81e3-fc123767ed57,89,,"[22.9, 75.5]",3754068,2,,,,,-0.8896698,,Right Foot,,,"[30.6, 66.0]",High Pass,,12.228655,,,Claudio Ariel Yacob,3967.0,,,,,Recovery,1,Regular Play,James McClean,3514.0,Right Wing,10,West Bromwich Albion,27,"['7ecbf64d-1168-43be-aae1-d5123da4c1e5', 'bdcbfd8a-06d2-4bd3-b328-2c0b6510f47c']",48,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:48.297,Pass,
,,,,,,,,,,,,,,,1.044574,,,,,,,,,,,,c3ec3ccb-3e67-4c9f-b122-6b20459dba6b,92,,"[31.1, 67.3]",3754068,2,,,,,-1.1553042,,Right Foot,,,"[34.1, 60.5]",Low Pass,,7.4323616,,,James Morrison,3490.0,,,,,,1,Regular Play,Claudio Ariel Yacob,3967.0,Center Defensive Midfield,10,West Bromwich Albion,27,['5b4f7ae5-42df-4b15-bc11-06edd9ff6801'],50,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:50.990,Pass,
,,,,,,,,,,,,,,,1.154283,,,,,,,,,,,,c0820eee-2678-48f6-b976-7a235ab9578b,96,,"[36.8, 62.0]",3754068,2,,,,,2.8854413,,Right Foot,,,"[32.6, 63.1]",Ground Pass,,4.3416586,,,Claudio Ariel Yacob,3967.0,,,,,,1,Regular Play,James Morrison,3490.0,Left Center Midfield,10,West Bromwich Albion,27,"['9edda39f-788a-4c02-9906-c31450bd394d', 'b7c20512-0765-41c6-9404-399c11672f5b']",53,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:53.785,Pass,True
,,,,,,,,,,,,,,,1.172226,,,,,,,,,,,,28854c40-443e-416d-aebf-e18f67da72c1,99,,"[31.5, 63.1]",3754068,2,,,,,2.1620884,,Right Foot,,,"[26.8, 70.1]",Ground Pass,,8.431489,,,Craig Dawson,3523.0,,,,,,1,Regular Play,Claudio Ariel Yacob,3967.0,Center Defensive Midfield,10,West Bromwich Albion,27,['f0c7e7ae-67d1-4ffc-be3c-6fee0d2fdbba'],54,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:54.979,Pass,
,,,,,,,,,,,,,,,1.904096,,,,,,,,,,,,03c785e6-5dda-42a0-8804-19a226010d2f,103,,"[23.8, 77.4]",3754068,2,,,,,0.036195885,,Right Foot,,,"[59.7, 78.7]",High Pass,,35.92353,Incomplete,,,,,,,,,1,Regular Play,Craig Dawson,3523.0,Right Back,10,West Bromwich Albion,27,"['5b982ab7-f26b-4fba-9a70-c101352328b5', '76c3f5d6-17c0-4f4a-9972-305c53d7e3c1']",57,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:57.653,Pass,True
,,,,,,,,,,,,,,,1.184753,,,,,,,,,,,,5b982ab7-f26b-4fba-9a70-c101352328b5,104,,"[60.4, 1.4]",3754068,2,,,,,0.0844143,,Head,,,"[73.4, 2.5]",Low Pass,,13.046455,,,Carlos Alberto Sánchez Moreno,5685.0,,,,,Recovery,1,Regular Play,Jordan Amavi,4347.0,Left Back,10,West Bromwich Albion,27,"['03c785e6-5dda-42a0-8804-19a226010d2f', '8782f719-4cc5-41c9-b167-2f2224ea8023']",59,,,,,,,,,,,,,,,,Aston Villa,59,00:02:59.557,Pass,
,,,,,,,,,,,,,,,1.829128,,,,,,,,,,,,0e1f39a7-0186-4b21-a918-896d54d25265,107,,"[71.3, 3.6]",3754068,3,,,,,-1.2151605,,Left Foot,,,"[72.6, 0.1]",Low Pass,,3.733631,Out,,,,,,,,,1,Regular Play,Carlos Alberto Sánchez Moreno,5685.0,Left Defensive Midfield,10,West Bromwich Albion,27,['d1f42569-c0ae-438a-b13d-303065393200'],0,,,,,,,,,,,,,,,,Aston Villa,59,00:03:00.741,Pass,True
,,,,,,,,,,,,,,,1.311825,,,,,,,,,,,,19407747-2d93-45e4-8788-eb260a995eb3,108,,"[48.8, 80.0]",3754068,3,,,,,-2.8035686,,,,,"[32.3, 74.2]",Low Pass,,17.489712,,,Gareth McAuley,3596.0,,,,,Throw-in,1,From Throw In,Craig Dawson,3523.0,Right Back,11,West Bromwich Albion,27,['ca9feee9-dc50-457e-b9d5-c671c75b3bb4'],12,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:12.845,Pass,
,,,,,,,,,,,,,,,0.911397,,,,,,,,,,,,0ca85994-4bd6-4819-be69-728cff4c550a,111,,"[31.7, 75.2]",3754068,3,,,,,-0.5014203,,Right Foot,,,"[45.2, 67.8]",Ground Pass,,15.395129,,,Claudio Ariel Yacob,3967.0,,,,,,1,From Throw In,Gareth McAuley,3596.0,Right Center Back,11,West Bromwich Albion,27,['ed0b4ee0-5fa3-45f3-b84b-4a4322a9d853'],15,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:15.797,Pass,
,,,,,,,,,,,,,,,2.060466,,,,,,,,,,,,047096fa-8635-4fe2-887b-2ef36e4f5b01,114,,"[46.0, 65.0]",3754068,3,,,,,-1.6183795,,Right Foot,,,"[43.9, 20.9]",Low Pass,,44.14997,,,Chris Brunt,3541.0,,,True,,,1,From Throw In,Claudio Ariel Yacob,3967.0,Center Defensive Midfield,11,West Bromwich Albion,27,['155931fe-4c0d-4dc4-9cd2-9e1064491282'],18,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:18.165,Pass,
,,,,,,,,,,,,,,,0.781879,,,,,,,,,,,,692cc52c-1647-4b2f-9f6a-c6cb533f6cad,117,,"[51.6, 9.2]",3754068,3,,,,,0.376242,,Left Foot,,,"[59.7, 12.4]",Ground Pass,,8.70919,,,Saido Berahino,4630.0,,,,,,1,From Throw In,Chris Brunt,3541.0,Left Back,11,West Bromwich Albion,27,['62dcfc76-56bb-495b-bd18-08a89f86bb0a'],22,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:22.190,Pass,
,,,,,,,,,,,,,,,1.504368,,,,,,,,,,,,d1619451-a383-4d68-9c61-a3f52441b76f,120,,"[50.1, 26.0]",3754068,3,,,,,1.1338913,,Right Foot,,,"[59.3, 45.7]",Ground Pass,,21.742355,,,Darren Fletcher,4022.0,,,,,,1,From Throw In,Saido Berahino,4630.0,Left Wing,11,West Bromwich Albion,27,['3846a9e6-9278-4a18-ac08-aad0b41e406b'],26,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:26.467,Pass,
