50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.509171,,,,,,,,,,,,e020701e-a5c3-4b8b-a306-8c05db531705,17,,,"[46.3, 68.7]",3754339,0,,,,,0.3731219,,Right Foot,,,,"[74.4, 79.7]",,High Pass,,30.176315,,Out,,,,,,,,,,1,From Kick Off,Geoff Cameron,3480.0,Right Center Back,2,Stoke City,30,['91b4e887-2c9b-466b-829f-cc08bff90203'],10,,,,,,,,,,,,,,,,,Stoke City,30,00:00:10.409,Pass,True
,,,,,,,,,,,,,,,1.556503,,,,,,,,,,,,0b37a590-68b9-46b5-b507-690abf42adf9,18,,,"[54.3, 0.1]",3754339,0,,,,,0.40540966,,,,,,"[77.6, 10.1]",,High Pass,,25.355276,,,,Lee Tomlin,4738.0,,,,,,Throw-in,1,From Throw In,Charlie Daniels,3345.0,Left Back,3,AFC Bournemouth,28,['fdfe07a3-abff-4d37-b381-36426c283ab8'],31,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:31.524,Pass,
,,,,,,,,,,,,,,,0.698388,,,,,,,,,,,,bd029ebd-a51d-4b50-8c03-58cc43b1918c,21,,,"[77.6, 10.1]",3754339,0,,,,,2.0287943,,Right Foot,,,,"[74.1, 17.2]",,Ground Pass,,7.915807,,,,Marc Pugh,3646.0,,,,,,,1,From Throw In,Lee Tomlin,4738.0,Center Attacking Midfield,3,AFC Bournemouth,28,['11f84e41-d81c-4cae-9464-8e5761fb0aae'],33,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:33.121,Pass,
,,,,,,,,,,,,,,,1.9522,,,,,,,,,,,,db040b52-3b96-4f20-96b8-b05f9a566f4a,30,,,"[31.7, 63.4]",3754339,0,,,,,-1.9128602,,Left Foot,,,,"[27.0, 50.2]",,Ground Pass,,14.011781,,,,Philipp Wollscheid,40121.0,,,,,,,1,Regular Play,Glen Johnson,4724.0,Right Back,4,Stoke City,30,"['ee8d2f89-e458-4bed-b7b2-ec91729bfd8f', 'ff1bfd70-7f1b-4a30-b28e-78c46f163d02']",36,,,,,,,,,,,,,,,,,Stoke City,30,00:00:36.499,Pass,True
,,,,,,,,,,,,,,,2.586142,,,,,,,,,,,,6e43a893-4757-4a8a-b4c6-0c5662756e2e,32,,,"[26.7, 50.2]",3754339,0,,,,,-1.0706353,,Left Foot,,,,"[45.5, 15.8]",,High Pass,,39.20204,,,,Marko Arnautović,3325.0,,,,,,,1,Regular Play,Philipp Wollscheid,40121.0,Left Center Back,4,Stoke City,30,['446e91cf-f482-405a-965d-9be9e97aedfb'],38,,,,,,,,,,,,,,,,,Stoke City,30,00:00:38.451,Pass,
,,,,,,,,,,,,,,,0.736776,,,,,,,,,,,,fd3f97e5-72a8-4f9d-b355-a588684d1e11,37,,,"[41.1, 12.8]",3754339,0,,,,,1.1631649,,Right Foot,,,,"[43.0, 17.2]",,Ground Pass,,4.7927027,,,,Charlie Adam,3636.0,,,,,,,1,Regular Play,Marko Arnautović,3325.0,Left Wing,4,Stoke City,30,['3d4eba6c-a068-4b6c-b5a5-18a112c4fee3'],45,,,,,,,,,,,,,,,,,Stoke City,30,00:00:45.031,Pass,
,,,,,,,,,,,,,,,1.312873,,,,,,,,,,,,45195b19-2b3c-4527-a733-e911f601b602,39,,,"[43.0, 17.2]",3754339,0,,,,,-2.500636,,Left Foot,,,,"[30.4, 7.8]",,Ground Pass,,15.720051,,,,Erik Pieters,3467.0,,,,,,,1,Regular Play,Charlie Adam,3636.0,Left Defensive Midfield,4,Stoke City,30,['8c08910f-976e-4721-8572-e076e20825fd'],45,,,,,,,,,,,,,,,,,Stoke City,30,00:00:45.768,Pass,
,,,,,,,,,,,,,,,3.102625,,,,,,,,,,,,1dd9fde5-8357-48da-9f5c-2850ca21c895,42,,,"[33.1, 6.8]",3754339,0,,,,,0.36450523,,Left Foot,,,,"[88.4, 27.9]",,High Pass,,59.188683,,Incomplete,,Jonathan Walters,3670.0,,,,,,,1,Regular Play,Erik Pieters,3467.0,Left Back,4,Stoke City,30,"['24cfc214-3600-4d8f-b73a-ec7ac6efeb40', '5e9e650c-80c8-4298-861d-5ddb13cf3031']",48,,,,,,,,,,,,,,,,,Stoke City,30,00:00:48.082,Pass,
,,,,,,,,,,,,,,,1.66464,,,,,,,,,,,,5e9e650c-80c8-4298-861d-5ddb13cf3031,44,,,"[31.7, 52.2]",3754339,0,,,,,-1.2459402,,Head,,,,"[38.2, 32.9]",,Low Pass,,20.365166,,,,Charlie Daniels,3345.0,,,,,,Recovery,1,Regular Play,Sylvain Distin,40218.0,Left Center Back,5,AFC Bournemouth,28,"['1dd9fde5-8357-48da-9f5c-2850ca21c895', 'ce85e9cd-cfc2-4ee1-b269-f85b31e80fa7']",51,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:51.184,Pass,
,,,,,,,,,,,,,,,1.512419,,,,,,,,,,,,e63e177b-5008-42cc-829a-ea9d57334a77,47,,,"[38.0, 26.6]",3754339,0,,,,,-0.22933166,,Left Foot,,,,"[69.7, 19.2]",,Ground Pass,,32.552265,,Incomplete,,Callum Wilson,3616.0,,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,5,AFC Bournemouth,28,"['0c06b7e5-5ca6-49fe-8a35-e73b098c8ee2', 'ba295b4b-7250-4960-bd2c-976a60be06d4']",55,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:55.987,Pass,
,,,,,,,,,,,,,,,3.856098,,,,,,,,,,,,8fba8c29-1baa-4856-b573-c564ba895842,50,,,"[69.9, 0.1]",3754339,1,,,,,1.9082524,,,,,,"[57.9, 34.3]",,Low Pass,,36.24417,,,,Andrew Surman,3344.0,,,,,,Throw-in,1,From Throw In,Charlie Daniels,3345.0,Left Back,6,AFC Bournemouth,28,['d9141d2c-f80a-4fc1-a480-26b11af0f437'],6,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:06.115,Pass,
,,,,,,,,,,,,,,,2.067242,,,,,,,,,,,,96be8515-8293-4921-80ab-510337f17170,53,,,"[58.3, 44.5]",3754339,1,,,,,1.8201764,,Left Foot,,,,"[51.5, 71.2]",,Ground Pass,,27.552315,,,,Simon Francis,3608.0,,,,,,,1,From Throw In,Andrew Surman,3344.0,Right Defensive Midfield,6,AFC Bournemouth,28,['70ab2aed-5363-4d69-9a20-9669846a2410'],11,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:11.679,Pass,
,,,,,,,,,,,,,,,1.009968,,,,,,,,,,,,73b838c6-1747-4d33-9c30-6c3a7fe58c8d,56,,,"[51.5, 71.2]",3754339,1,,,,,0.5456551,,Right Foot,,,,"[62.7, 78.0]",,Ground Pass,,13.102672,,,,Matt Ritchie,3049.0,,,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,6,AFC Bournemouth,28,['04552be7-a4a8-4b5d-b057-eaeec381b3fe'],14,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:14.938,Pass,
,,,,,,,,,,,,,,,1.051275,,,,,,,,,,,,d7b48e34-7e67-48aa-b515-591fd7366b89,59,,,"[62.7, 78.0]",3754339,1,,,,,-3.1217277,,Left Foot,,,,"[47.6, 77.7]",,Ground Pass,,15.10298,,,,Simon Francis,3608.0,,,,,,,1,From Throw In,Matt Ritchie,3049.0,Right Midfield,6,AFC Bournemouth,28,['1109e91e-7ddb-4a89-b241-102b7ae1cacd'],16,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:16.952,Pass,
,,,,,,,,,,,,,,,1.613201,,,,,,,,,,,,41b24d1e-f8f3-46ee-96dd-4ea698aa2948,63,,,"[44.4, 77.7]",3754339,1,,,,,-0.06053202,,Right Foot,,,,"[74.1, 75.9]",,Ground Pass,,29.754496,,Incomplete,,Callum Wilson,3616.0,,,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,6,AFC Bournemouth,28,"['9d8f80dd-729a-44ea-80d8-daf03a495d98', 'af28f54d-87d4-4e58-8cf3-184f9d63af1d', 'f2d24082-bb82-42bc-8817-950c5aa692f0']",18,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:18.804,Pass,True
,,,,,,,,,,,,,,,3.511355,,,,,,,,,,,,95974ea0-21d0-461d-b64b-7ddda8584d12,67,,,"[49.0, 2.6]",3754339,1,,,,,0.3585814,,Left Foot,,,,"[106.9, 24.3]",,High Pass,,61.83284,,Incomplete,,Jonathan Walters,3670.0,,,,,,,1,From Throw In,Philipp Wollscheid,40121.0,Left Center Back,6,AFC Bournemouth,28,"['389d6037-beb8-4bfa-8a34-aa0c2b5d8f3e', '5ba9e55d-92da-4ac6-acd7-9a2ac0f03779']",23,,,,,,,,,,,,,,,,,Stoke City,30,00:01:23.011,Pass,
,,,,,,,,,,,,,,,2.173188,,,,,,,,,,,,7681f0e3-aff6-4fa6-a044-b8b797956220,71,,,"[13.2, 56.6]",3754339,1,,,,,0.6202495,,Keeper Arm,,,,"[22.3, 63.1]",,Ground Pass,,11.1830225,,,,Steve Cook,3341.0,,,,,,,1,From Throw In,Artur Boruc,20074.0,Goalkeeper,6,AFC Bournemouth,28,['ef6b03b2-21e9-4d6a-8df5-aa7bc133981e'],29,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:29.756,Pass,
,,,,,,,,,,,,,,,1.68684,,,,,,,,,,,,38ce1419-b32c-49ea-8335-c8b4062e686c,74,,,"[25.7, 65.6]",3754339,1,,,,,0.06816731,,Right Foot,,,,"[50.6, 67.3]",,Ground Pass,,24.957964,,,,Matt Ritchie,3049.0,,,,,,,1,From Throw In,Steve Cook,3341.0,Right Center Back,6,AFC Bournemouth,28,['42e3c685-e3aa-4d40-a431-728b05a9699a'],33,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:33.792,Pass,
,,,,,,,,,,,,,,,1.378881,,,,,,,,,,,,33be180b-3688-422b-88ff-c5b365354a38,77,,,"[44.6, 67.6]",3754339,1,,,,,2.3308191,,Right Foot,,,True,"[35.0, 77.7]",,Ground Pass,,13.934489,,,,Simon Francis,3608.0,,,,,,,1,From Throw In,Matt Ritchie,3049.0,Right Midfield,6,AFC Bournemouth,28,['e44ddba0-5090-4219-a7d0-6c2648c3e09d'],36,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:36.176,Pass,
,,,,,,,,,,,,,,,1.092579,,,,,,,,,,,,7985e875-2d34-4717-b6f9-6643730dfd7d,81,,,"[34.5, 77.0]",3754339,1,,,,,-1.9961351,,Right Foot,,,,"[29.2, 65.3]",,Ground Pass,,12.844454,,,,Steve Cook,3341.0,,,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,6,AFC Bournemouth,28,['43de832f-8249-4fb4-b2c6-7383fd46a973'],37,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:37.667,Pass,
,,,,,,,,,,,,,,,3.914224,,,,,,,,,,,,0bbe429d-a480-49a9-912b-d227f1da419f,84,,,"[41.1, 64.6]",3754339,1,,,,,-0.55261403,,Right Foot,,,,"[81.8, 39.5]",,Ground Pass,,47.81736,,Incomplete,,Callum Wilson,3616.0,,,,,,,1,From Throw In,Steve Cook,3341.0,Right Center Back,6,AFC Bournemouth,28,"['e3c206ae-8e56-43c3-ad7f-c158a495e2e6', 'ea13ce65-c323-426f-aa73-2ad9fdea0c32']",44,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:44.269,Pass,
,,,,,,,,,,,,,,,3.195783,,,,,,,,,,,,e3c206ae-8e56-43c3-ad7f-c158a495e2e6,86,,,"[38.3, 40.6]",3754339,1,,,,,2.9376867,,Left Foot,,,,"[8.8, 46.7]",,Ground Pass,,30.124077,,,,Jack Butland,3537.0,,,,,,Recovery,1,Regular Play,Geoff Cameron,3480.0,Right Center Back,7,Stoke City,30,"['0bbe429d-a480-49a9-912b-d227f1da419f', 'b011d9d0-5408-4081-a7f9-1cbfb16a584b']",48,,,,,,,,,,,,,,,,,Stoke City,30,00:01:48.183,Pass,
,,,,,,,,,,,,,,,4.206501,,,,,,,,,,,,d4c7b581-22f1-4b4d-bb8d-49d9f09f8dd5,88,,,"[8.8, 46.7]",3754339,1,,,,,-0.02512936,,Right Foot,,,,"[64.5, 45.3]",,High Pass,,55.71759,,Incomplete,,,,,,,,,,1,Regular Play,Jack Butland,3537.0,Goalkeeper,7,Stoke City,30,['091b3207-c579-49ad-862e-a2da91787e16'],51,,,,,,,,,,,,,,,,,Stoke City,30,00:01:51.379,Pass,
,,,,,,,,,,,,,,,1.054276,,,,,,,,,,,,2c2d2f79-5765-49e9-93ef-552ca4fbd6c2,97,,,"[63.4, 40.1]",3754339,1,,,,,1.1256651,,Right Foot,,,,"[68.6, 51.0]",,Ground Pass,,12.076838,,,,Matt Ritchie,3049.0,,,,,,,1,Regular Play,Lee Tomlin,4738.0,Center Attacking Midfield,7,Stoke City,30,['901bc214-98b4-4da3-8b3c-79c050dbe70f'],58,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:58.969,Pass,
,,,,,,,,,,,,,,,4.022382,,,,,,,,,,,,377df898-14b0-45e0-b856-c5a7405bde0f,103,,,"[72.5, 48.3]",3754339,2,,,,,0.24597967,,Left Foot,,,,"[119.5, 60.1]",,High Pass,,48.45864,,Out,,,,,,,,,Free Kick,1,From Free Kick,Charlie Daniels,3345.0,Left Back,8,AFC Bournemouth,28,,38,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:38.262,Pass,
,,,,,,,,,,,,,,,3.851425,,,,,,,,,,,,ac4929a2-d613-4653-971b-276b0c61ffbf,104,,,"[6.0, 36.0]",3754339,3,,,,,-0.21147166,,Right Foot,,,,"[78.2, 20.5]",,High Pass,,73.84504,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Jack Butland,3537.0,Goalkeeper,9,Stoke City,30,['959ed9f2-0e76-47e0-92db-8b9091fb5874'],6,,,,,,,,,,,,,,,,,Stoke City,30,00:03:06.961,Pass,
,,,,,,,,,,,,,,,1.436472,,,,,,,,,,,,938e8cf5-7a29-46f1-91df-54ce1c6c4cee,110,,,"[65.3, 16.6]",3754339,3,,,,,-2.2755616,,Left Foot,,,,"[56.2, 5.9]",,Ground Pass,,14.046351,,,,Erik Pieters,3467.0,,,,,,,1,From Goal Kick,Charlie Adam,3636.0,Left Defensive Midfield,9,Stoke City,30,['0ea656c3-946c-4cbd-8ae2-d672bbbf397b'],13,,,,,,,,,,,,,,,,,Stoke City,30,00:03:13.202,Pass,
,,,,,,,,,,,,,,,0.272464,,,,,,,,,,,,eab3776e-3485-483a-bc50-7fada09a183f,112,,,"[56.2, 5.9]",3754339,3,,,,,0.0,,Left Foot,,,,"[61.8, 5.9]",,Ground Pass,,5.6,,Incomplete,,,,,,,,,,1,From Goal Kick,Erik Pieters,3467.0,Left Back,9,Stoke City,30,['778f99f8-51c4-4af3-944d-e975cb638996'],14,,,,,,,,,,,,,,,,,Stoke City,30,00:03:14.638,Pass,
,,,,,,,,,,,,,,,1.047394,,,,,,,,,,,,b6706856-85bd-4e00-a119-744d4bf386f1,114,,,"[49.9, 0.1]",3754339,3,,,,,2.4210386,,,,,,"[41.7, 7.3]",,High Pass,,10.912378,,,,Charlie Adam,3636.0,,,,,,Throw-in,1,From Throw In,Erik Pieters,3467.0,Left Back,10,Stoke City,30,['82a7a795-55a9-4d33-8b25-83d878ec82e3'],24,,,,,,,,,,,,,,,,,Stoke City,30,00:03:24.357,Pass,
,,,,,,,,,,,,,,,0.397993,,,,,,,,,,,,aceebad9-343d-4115-a046-eed5c63d8cbe,117,,,"[41.7, 7.3]",3754339,3,,,,,-0.39305803,,Left Foot,,,,"[45.8, 5.6]",,Low Pass,,4.438468,,Incomplete,,,,,,,,,,1,From Throw In,Charlie Adam,3636.0,Left Defensive Midfield,10,Stoke City,30,['83c2bd79-b030-44c9-9c10-11afaefc0c28'],26,,,,,,,,,,,,,,,,,Stoke City,30,00:03:26.088,Pass,
,,,,,,,,,,,,,,,1.516915,,,,,,,,,,,,df3b2008-8071-4570-b79d-645b1d7ab628,119,,,"[65.6, 0.1]",3754339,3,,,,,0.7903242,,,,,,"[75.7, 10.3]",,High Pass,,14.354442,,Incomplete,,Jonathan Walters,3670.0,,,,,,Throw-in,1,From Throw In,Erik Pieters,3467.0,Left Back,11,Stoke City,30,"['5cd08db2-25ad-492a-b8e1-840ce29fb8c4', 'ba1ae40e-e97e-4e99-992c-800c9a9cf885']",38,,,,,,,,,,,,,,,,,Stoke City,30,00:03:38.743,Pass,
,,,,,,,,,,,,,,,1.509825,,,,,,,,,,,,ba1ae40e-e97e-4e99-992c-800c9a9cf885,121,,,"[44.4, 69.8]",3754339,3,,,,,-1.377369,,Head,,,,"[46.3, 60.1]",,Low Pass,,9.884331,,Incomplete,,Marc Pugh,3646.0,,,,,,Recovery,1,From Throw In,Andrew Surman,3344.0,Right Defensive Midfield,11,Stoke City,30,"['c1074317-5409-4bb7-ab4a-c68360260cfc', 'd5c58f2c-becd-4525-8917-131b38ec59df', 'df3b2008-8071-4570-b79d-645b1d7ab628']",40,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:40.260,Pass,
,,,,,,,,,,,,,,,0.91742,,,,,,,,,,,,c1074317-5409-4bb7-ab4a-c68360260cfc,123,,,"[73.8, 20.0]",3754339,3,,,,,0.3042085,,Right Foot,,,,"[82.4, 22.7]",,Ground Pass,,9.013878,,,,Jonathan Walters,3670.0,,,,,,Recovery,1,From Throw In,Glenn Whelan,9625.0,Right Defensive Midfield,11,Stoke City,30,"['1ccb7379-1d00-4dc1-9399-84f889647d21', 'ba1ae40e-e97e-4e99-992c-800c9a9cf885']",41,,,,,,,,,,,,,,,,,Stoke City,30,00:03:41.770,Pass,
