50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.924318,,,,,,,,,,,318903ec-a125-4553-9eb7-b8aef0706fad,16,,"[30.3, 39.8]",3753980,0,,,,,2.809533,,Right Foot,,,,"[10.0, 46.8]",,Ground Pass,,21.473007,,,,Joel Robles Blázquez,16309.0,,,,,,,1,From Kick Off,Phil Jagielka,20046.0,Right Center Back,2,Everton,29,['d6a401d7-649c-47fa-b862-b72d253073b1'],12,,,,,,,,,,,,,,,,,,Everton,29,00:00:12.337,Pass,
,,,,,,,,,,,,,,,,,,3.933602,,,,,,,,,,,30b529e3-659a-410c-b1d6-1246b52c9f4a,18,,"[10.0, 46.8]",3753980,0,,,,,-0.08228799,,Right Foot,,,,"[77.9, 41.2]",,High Pass,,68.13054,,Incomplete,,Romelu Lukaku Menama,3289.0,,,,,,,1,From Kick Off,Joel Robles Blázquez,16309.0,Goalkeeper,2,Everton,29,"['16725151-9510-4e0d-81bc-77562c0f7dc8', 'c84e8a98-107b-4769-b1da-ef9cbf1c2d2d']",14,,,,,,,,,,,,,,,,,,Everton,29,00:00:14.262,Pass,
,,,,,,,,,,,,,,,,,,1.175506,,,,,,,,,,,16725151-9510-4e0d-81bc-77562c0f7dc8,20,,"[42.2, 38.9]",3753980,0,,,,True,0.22509179,,,,,,"[63.6, 43.8]",,High Pass,,21.953815,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Gabriel Armando de Abreu,6746.0,Right Center Back,2,Everton,29,"['30b529e3-659a-410c-b1d6-1246b52c9f4a', '43f5520e-220a-4ebc-9f1c-fba05929c594', 'fe753f87-4431-4bdd-b213-a29c918af57f']",18,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:18.195,Pass,True
,,,,,,,,,,,,,,,,,,1.571625,,,,,,,,,,,19ae3abd-5b34-4ebf-87f0-0e7879cb5cca,25,,"[56.5, 40.2]",3753980,0,,,,,1.7366409,,Right Foot,,,,"[52.6, 63.5]",,Ground Pass,,23.62414,,,,Séamus Coleman,4589.0,,,,,,,1,From Kick Off,Muhamed Bešić,3476.0,Left Center Midfield,2,Everton,29,['63dd47ca-5497-4387-90ac-d5ffe37835ae'],20,,,,,,,,,,,,,,,,,,Everton,29,00:00:20.940,Pass,
,,,,,,,,,,,,,,,,,,0.873465,,,,,,,,,,,ea5a4667-2ed8-42e5-8e28-ebf244c2784e,28,,"[50.9, 75.9]",3753980,0,,,,,-0.25877088,,Right Foot,,,,"[64.5, 72.3]",,Ground Pass,,14.068404,,,,Aaron Lennon,3953.0,,,,,,,1,From Kick Off,Séamus Coleman,4589.0,Right Back,2,Everton,29,['14cba6e7-485a-499e-8e72-382dccc7453b'],24,,,,,,,,,,,,,,,,,,Everton,29,00:00:24.538,Pass,
,,,,,,,,,,,,,,,,,,1.538667,,,,,,,,,,,0c0a9eb0-9b47-4ed0-a90c-3ad5a20a5b77,31,,"[64.5, 72.3]",3753980,0,,,,,0.52629614,,Right Foot,,,,"[75.0, 78.4]",,Ground Pass,,12.143311,,,,Séamus Coleman,4589.0,,,,,,,1,From Kick Off,Aaron Lennon,3953.0,Right Wing,2,Everton,29,['5d338281-a5a0-4c0c-a6ae-3c0526556981'],25,,,,,,,,,,,,,,,,,,Everton,29,00:00:25.443,Pass,
,,,,,,,,,,,,,,,,,,1.197025,,,,,,,,,,,9d63b2a8-35bc-4e4f-814f-470790f19014,35,,"[101.7, 76.3]",3753980,0,,,,,-1.4508272,,Right Foot,True,,,"[106.1, 39.8]",,High Pass,,36.764248,,Incomplete,,Tom Cleverley,3683.0,,,,,,,1,From Kick Off,Séamus Coleman,4589.0,Right Back,2,Everton,29,"['15809781-33fe-407b-9f83-2bb6a6b72365', '4f1da6fc-e261-42bc-a706-50dd5fc48e14', 'ac41cc3c-980a-42d6-8a60-703a4b900e4b']",29,,,,,,,,,,,,,,,,,,Everton,29,00:00:29.935,Pass,True
,,,,,,,,,,,,,,,,,,0.812946,,,,,,,,,,,12e12ca1-ae35-42ac-a203-6275067eb51f,46,,"[116.2, 77.3]",3753980,0,,,,,-1.5447606,,Right Foot,,,,"[116.7, 58.1]",,Ground Pass,,19.206509,,Incomplete,,Romelu Lukaku Menama,3289.0,,,,,,,1,From Kick Off,Séamus Coleman,4589.0,Right Back,2,Everton,29,"['42db10f9-4678-40a4-afb4-af3b0df94c40', 'bfd1ae30-c729-4f99-a804-c87345a620cf']",43,,,,,,,,,,,,,,,,,,Everton,29,00:00:43.026,Pass,
,,,,,,,,,,,,,,,,,,1.265136,,,,,,,,,,,6dd0cb7d-b980-4c49-8686-755e2ad0998f,49,,"[120.0, 80.0]",3753980,1,,,,,-1.7117901,58c14ac5-a4f2-4915-96ec-617b40efb4cf,Right Foot,,,,"[115.6, 49.0]",,Low Pass,,31.310701,,,,Séamus Coleman,4589.0,True,True,,Straight,,Corner,1,From Corner,Tom Cleverley,3683.0,Left Wing,3,Everton,29,['d86b6f4c-7417-4ea1-92c9-bba9e4573edb'],7,,,,,,,,,,,,,,,,,,Everton,29,00:01:07.096,Pass,
,,,,,,,,,,,,,,,,,,3.419648,,,,,,,,,,,b4f9d25a-f9e2-482e-805e-5a0cba2d391d,54,,"[6.0, 36.0]",3753980,1,,,,,-0.43769813,,Right Foot,,,,"[62.2, 9.7]",,High Pass,,62.049416,,,,Ignacio Monreal Eraso,3498.0,,,,,,Goal Kick,1,From Goal Kick,David Ospina Ramírez,4276.0,Goalkeeper,4,Arsenal,1,['300cfdce-daf4-4f6e-8736-4ba83d21df2d'],31,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:31.293,Pass,
,,,,,,,,,,,,,,,,,,1.956326,,,,,,,,,,,0828f83a-e916-4767-aa23-3785451d2a41,56,,"[62.0, 9.7]",3753980,1,,,,,-0.14189705,,Head,,,,"[73.2, 8.1]",,High Pass,,11.313708,,,,Alex Iwobi,3647.0,,,,,,,1,From Goal Kick,Ignacio Monreal Eraso,3498.0,Left Back,4,Arsenal,1,['b3b0080a-a12a-4014-91fe-f429494af8b8'],34,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:34.713,Pass,
,,,,,,,,,,,,,,,,,,6.048752,,,,,,,,,,,252952fc-0510-4df6-91c5-4d2045d78080,70,,"[7.0, 36.1]",3753980,2,,,,,-0.18606861,,Right Foot,,,,"[115.9, 15.6]",,High Pass,,110.81272,,,,Romelu Lukaku Menama,3289.0,,,,,,Goal Kick,1,From Goal Kick,Joel Robles Blázquez,16309.0,Goalkeeper,5,Everton,29,['89fbdd64-c63d-4ad4-a4e5-8d5ac97e9705'],21,,,,,,,,,,,,,,,,,,Everton,29,00:02:21.511,Pass,
,,,,,,,,,,,,,,,,,,1.620054,,,,,,,,,,,b8f74041-6222-4739-9ff2-daea68f4585f,73,,"[115.9, 15.6]",3753980,2,,,,,1.6762062,,Left Foot,True,,,"[112.8, 44.9]",,High Pass,,29.463537,,Incomplete,,,,,,,,,,1,From Goal Kick,Romelu Lukaku Menama,3289.0,Center Forward,5,Everton,29,['6a82cd34-6664-4c3d-99a0-01cba1d1ed72'],27,,,,,,,,,,,,,,,,,,Everton,29,00:02:27.720,Pass,
,,,,,,,,,,,,,,,,,,2.603682,,,,,,,,,,,fdb8a3d0-64b6-4285-8061-d4d3ab22462b,77,,"[6.0, 36.0]",3753980,3,,,,,-0.27411655,,Right Foot,,,,"[62.9, 20.0]",,High Pass,,59.10677,,,,Ignacio Monreal Eraso,3498.0,,,,,,Goal Kick,1,From Goal Kick,David Ospina Ramírez,4276.0,Goalkeeper,6,Arsenal,1,['2ac89be4-c943-479e-858a-644d56173c2a'],5,,,,,,,,,,,,,,,,,,Arsenal,1,00:03:05.265,Pass,
,,,,,,,,,,,,,,,,,,1.643986,,,,,,,,,,,e127e6ac-d96f-495b-a486-da5778c91b2d,79,,"[62.9, 20.0]",3753980,3,,,,,-1.276179,,Head,,,,"[67.3, 5.5]",,High Pass,,15.152887,,,,Alex Iwobi,3647.0,,,,,,,1,From Goal Kick,Ignacio Monreal Eraso,3498.0,Left Back,6,Arsenal,1,['c4d192bf-d60c-4c1d-a360-bb070fab0401'],7,,,,,,,,,,,,,,,,,,Arsenal,1,00:03:07.869,Pass,
,,,,,,,,,,,,,,,,,,1.408801,,,,,,,,,,,9691b742-e125-4050-9d55-b3d2641a5aa0,81,,"[67.3, 5.5]",3753980,3,,,,,1.3862535,,Right Foot,,,,"[70.1, 20.5]",,Low Pass,,15.259095,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,From Goal Kick,Alex Iwobi,3647.0,Left Wing,6,Arsenal,1,['ffcc3f80-22bc-4baf-91bf-94d1719a8885'],9,,,,,,,,,,,,,,,,,,Arsenal,1,00:03:09.513,Pass,
,,,,,,,,,,,,,,,,,,0.797793,,,,,,,,,,,b5a9aa9b-8899-4f90-943d-4b6ea3cf84b1,84,,"[70.1, 20.5]",3753980,3,,,,,-0.9494727,,Left Foot,,,,"[76.4, 11.7]",,Low Pass,,10.822661,,,,Daniel Nii Tackie Mensah Welbeck,3569.0,,,,,,,1,From Goal Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,6,Arsenal,1,['8b765db2-6124-4989-ab25-3b0dbd14edfb'],10,,,,,,,,,,,,,,,,,,Arsenal,1,00:03:10.996,Pass,
,,,,,,,,,,,,,,,,,,1.496671,,,,,,,,,,,9a8679de-83bb-4f6a-9e22-b80ff7a5e418,94,,"[120.0, 0.1]",3753980,3,,,,,1.9262011,8e444669-3910-4bf2-afe6-03cbabfc7b4e,Left Foot,,,,"[107.9, 32.7]",,High Pass,,34.77312,,,True,Gabriel Armando de Abreu,6746.0,True,,,Outswinging,,Corner,1,From Corner,Mesut Özil,3496.0,Center Attacking Midfield,7,Arsenal,1,['e720b688-ec87-4ebf-bc05-a2c6996f666c'],34,,,,,,,,,,,,,,,,,,Arsenal,1,00:03:34.972,Pass,
,,,,,,,,,,,,,,,,,,3.508781,,,,,,,,,,,a2027b5d-ad98-4580-af5d-95cccf8d53e2,98,,"[7.0, 44.1]",3753980,4,,,,,-0.4623929,,Right Foot,,,,"[70.8, 12.3]",,High Pass,,71.285904,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Joel Robles Blázquez,16309.0,Goalkeeper,8,Everton,29,['e4e4ba37-c15f-4208-a4f6-6c6ac4d1c956'],4,,,,,,,,,,,,,,,,,,Everton,29,00:04:04.912,Pass,
,,,,,,,,,,,,,,,,,,2.219101,,,,,,,,,,,e4e4ba37-c15f-4208-a4f6-6c6ac4d1c956,99,,"[49.3, 67.8]",3753980,4,,,,,-0.86931276,,Head,,,,"[54.2, 62.0]",,High Pass,,7.5927596,,,,Francis Joseph Coquelin,3437.0,,,,,,Recovery,1,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,9,Arsenal,1,"['a2027b5d-ad98-4580-af5d-95cccf8d53e2', 'cd61b18b-e044-4199-8a40-88af0d3b2960']",8,,,,,,,,,,,,,,,,,,Arsenal,1,00:04:08.421,Pass,
,,,,,,,,,,,,,,,,,,0.996818,,,,,,,,,,,7bb634e3-fafc-4065-98fc-fafe06dcac32,102,,"[54.2, 62.0]",3753980,4,,,,True,0.22512567,,,,,,"[67.3, 65.0]",,High Pass,,13.439122,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,Regular Play,Francis Joseph Coquelin,3437.0,Left Defensive Midfield,9,Arsenal,1,"['60a85d82-32b2-4d2a-9ea8-abc3aab95beb', 'bac5588d-bbeb-438e-bdcb-94ede7359c68']",10,,,,,,,,,,,,,,,,,,Arsenal,1,00:04:10.640,Pass,True
,,,,,,,,,,,,,,,,,,0.458884,,,,,,,,,,,188f0e20-5bf7-487d-b80d-e504657d1505,104,,"[67.3, 65.0]",3753980,4,,,,,-2.4558632,,Head,,,,"[62.9, 61.4]",,Low Pass,,5.685068,,,,Mesut Özil,3496.0,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,9,Arsenal,1,['60c86247-1346-481e-816a-29dabf0cd173'],11,,,,,,,,,,,,,,,,,,Arsenal,1,00:04:11.730,Pass,
,,,,,,,,,,,,,,,,,,0.68922,,,,,,,,,,,3b1e4981-4e93-41a6-8689-21e50e617e03,106,,"[62.9, 61.4]",3753980,4,,,,,1.3997567,,Head,,,,"[64.8, 72.4]",,High Pass,,11.162885,,,,Héctor Bellerín Moruno,3511.0,,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,9,Arsenal,1,['16b1e4ce-3c84-406d-9acf-fe5ebbf6fa70'],12,,,,,,,,,,,,,,,,,,Arsenal,1,00:04:12.189,Pass,
,,,,,,,,,,,,,,,,,,3.047424,,,,,,,,,,,fa533e30-f7f0-4d7b-8f2b-90f8d6500485,109,,"[67.9, 69.7]",3753980,4,,,,,-0.72246766,,Right Foot,,,,"[106.7, 35.5]",,High Pass,,51.721176,,Incomplete,,,,,,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,9,Arsenal,1,['a344b474-86d0-4c6c-ac2f-e8c0469957d3'],13,,,,,,,,,,,,,,,,,,Arsenal,1,00:04:13.809,Pass,
,,,,,,,,,,,,,,,,,,1.563783,,,,,,,,,,,80aea08c-d23f-4d0a-bcad-a3385ccaac70,112,,"[12.6, 44.6]",3753980,4,,,,,0.8207532,,Keeper Arm,,,,"[27.6, 60.7]",,Ground Pass,,22.004772,,,,Séamus Coleman,4589.0,,,,,,,1,Regular Play,Joel Robles Blázquez,16309.0,Goalkeeper,10,Everton,29,['e396c3c5-09b0-4dee-87c6-3c171dd5ad58'],17,,,,,,,,,,,,,,,,,,Everton,29,00:04:17.642,Pass,
,,,,,,,,,,,,,,,,,,1.825634,,,,,,,,,,,1e738e1d-0e34-4db7-a8c3-ec8163630ec8,115,,"[27.6, 71.8]",3753980,4,,,,,-0.38191882,,Right Foot,,,,"[52.0, 62.0]",,Ground Pass,,26.294487,,,,Aaron Lennon,3953.0,,,,,,,1,Regular Play,Séamus Coleman,4589.0,Right Back,10,Everton,29,['1f3bcf1b-9a77-44dd-9341-6615ca2313ec'],21,,,,,,,,,,,,,,,,,,Everton,29,00:04:21.224,Pass,
,,,,,,,,,,,,,,,,,,0.955264,,,,,,,,,,,81ca95d1-e778-4443-8b8b-5be53a2d7cd2,119,,"[46.4, 61.8]",3753980,4,,,,,2.926235,,Right Foot,,,,"[33.6, 64.6]",,Ground Pass,,13.102672,,,,James McCarthy,3607.0,,,,,,,1,Regular Play,Aaron Lennon,3953.0,Right Wing,10,Everton,29,['f02d9d9c-a7e7-4715-bd3f-99d1038b6faf'],24,,,,,,,,,,,,,,,,,,Everton,29,00:04:24.057,Pass,
,,,,,,,,,,,,,,,,,,1.467959,,,,,,,,,,,0c0f2df3-85aa-43f4-af59-5cdde9f5bc51,122,,"[44.0, 74.0]",3753980,4,,,,,-0.931458,,Right Foot,,,,"[69.8, 39.3]",,High Pass,,43.240376,,,,Tom Cleverley,3683.0,,,,,,,1,Regular Play,James McCarthy,3607.0,Right Center Midfield,10,Everton,29,['375eff43-a3eb-4a02-a9f7-106dd797b6c5'],29,,,,,,,,,,,,,,,,,,Everton,29,00:04:29.220,Pass,
,,,,,,,,,,,,,,,,,,0.960617,,,,,,,,,,,3b48d9bd-225b-4e60-b5c3-a9da23b55e34,125,,"[84.5, 36.0]",3753980,4,,,,,-1.0645388,,Right Foot,,,,"[90.1, 25.9]",,Ground Pass,,11.548593,,,,Romelu Lukaku Menama,3289.0,,,,,,,1,Regular Play,Tom Cleverley,3683.0,Left Wing,10,Everton,29,['376c6b56-6b55-495d-ada9-ab22fa36fbd6'],33,,,,,,,,,,,,,,,,,,Everton,29,00:04:33.135,Pass,
,,,,,,,,,,,,,,,,,,1.581324,,,,,,,,,,,0cf34ad0-0e07-4f91-9624-4a5ca93fbbe6,128,,"[95.1, 23.5]",3753980,4,,,,,-0.4524749,,Left Foot,,,,"[109.5, 16.5]",,Ground Pass,,16.011246,,Incomplete,,Leighton Baines,3518.0,,,,,,,1,Regular Play,Romelu Lukaku Menama,3289.0,Center Forward,10,Everton,29,"['1f850dbb-3f59-4a54-9cfa-36fea57f150e', '66d94a51-570c-4d3e-99d8-00c0532060cc']",36,,,,,,,,,,,,,,,,,,Everton,29,00:04:36.478,Pass,
,,,,,,,,,,,,,,,,,,2.357537,,,,,,,,,,,119d187d-602c-47a0-98bc-e6bd6b76ef8b,131,,"[109.5, 0.1]",3753980,4,,,,,2.8281984,,,,,,"[87.9, 7.1]",,Low Pass,,22.705946,,,,Muhamed Bešić,3476.0,,,,,,Throw-in,1,From Throw In,Leighton Baines,3518.0,Left Back,11,Everton,29,['f1ecb8a7-3a56-4532-a0fa-2b501cdee430'],57,,,,,,,,,,,,,,,,,,Everton,29,00:04:57.730,Pass,
,,,,,,,,,,,,,,,,,,2.132029,,,,,,,,,,,7d845b12-e99d-45db-b6e8-016bca2b7cd9,135,,"[84.0, 8.7]",3753980,5,,,,,1.7974604,,Right Foot,,,,"[71.5, 62.9]",,Low Pass,,55.622746,,,,Séamus Coleman,4589.0,,,True,,,,1,From Throw In,Muhamed Bešić,3476.0,Left Center Midfield,11,Everton,29,['12e630f9-06ad-4f2d-bfb1-5f29fe3f1c58'],1,,,,,,,,,,,,,,,,,,Everton,29,00:05:01.188,Pass,
,,,,,,,,,,,,,,,,,,1.516771,,,,,,,,,,,a633f28a-3c3e-4268-a797-2cdef0404c63,138,,"[70.3, 68.4]",3753980,5,,,,,-1.0340309,,Right Foot,,,,"[77.5, 56.3]",,Ground Pass,,14.080128,,,,Aaron Lennon,3953.0,,,,,,,1,From Throw In,Séamus Coleman,4589.0,Right Back,11,Everton,29,['89e2e152-2359-4c41-9a78-81cc29a0cb13'],6,,,,,,,,,,,,,,,,,,Everton,29,00:05:06.444,Pass,
