bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,01daf6c3-d411-4b7e-ae1c-498d9fa359d5,1,,,3754181,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 4817, 'name': 'Joe Ledley'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 26699, 'name': 'Emmanuel Adebayor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 25}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f34e0039-3a2c-4bbc-9238-3c55707c17b2,2,,,3754181,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1614865a-feae-4d6f-92e8-e98f69514b15,3,,,3754181,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['9355361b-b521-41af-b4b5-e273435c9491'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9355361b-b521-41af-b4b5-e273435c9491,4,,,3754181,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['1614865a-feae-4d6f-92e8-e98f69514b15'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4922deca-1724-4177-988a-1bbcb74589c6,1649,,,3754181,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,90,Leicester City,22,['f1df24f2-5042-4788-9a41-6d9af71da30f'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f1df24f2-5042-4788-9a41-6d9af71da30f,1650,,,3754181,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,90,Leicester City,22,['4922deca-1724-4177-988a-1bbcb74589c6'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.092223,,,,,,,,,,,,,f2e55c5e-e85c-49d2-88a4-bc81687a90c3,5,,"[61.0, 40.1]",3754181,0,,,,2.0647378,,Right Foot,,,"[58.9, 44.0]",,Ground Pass,,4.4294467,,,,N''Golo Kanté,3961.0,,,,,,Kick Off,1,From Kick Off,Shinji Okazaki,3810.0,Left Center Forward,2,Leicester City,22,['97e2c678-1a0b-4226-9318-ea04e894639d'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.512,Pass,
,,,,,,,,,,,,,,,,,,1.295003,,,,,,,,,,,,,879f02ac-43f2-467d-afe7-c0a660e1be67,7,,"[59.4, 43.2]",3754181,0,,,,-2.6271412,,Right Foot,,,"[54.8, 40.6]",,Ground Pass,,5.283938,,,,Danny Drinkwater,3662.0,,,,,,,1,From Kick Off,N''Golo Kanté,3961.0,Right Center Midfield,2,Leicester City,22,['056319ca-0c79-476f-85e3-c93f912a247b'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.605,Pass,
,,,,,,,,,,,,,,,,,,3.161238,,,,,,,,,,,,,8f2b867c-bb33-4a17-a425-be71d07d5203,10,,"[56.1, 39.8]",3754181,0,,,,0.989714,,Right Foot,,,"[82.5, 80.0]",,High Pass,,48.09366,,Out,,Jamie Vardy,10960.0,,,True,,,,1,From Kick Off,Danny Drinkwater,3662.0,Left Center Midfield,2,Leicester City,22,['9225d9f6-6e57-456b-91b0-204a1db0b169'],1,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:01.950,Pass,
,,,,,,,,,,,,,,,,,,0.755943,,,,,,,,,,,,,69bf19a7-77ba-4ae3-bf95-c8852884c645,12,,"[42.6, 0.1]",3754181,0,,,,1.7804362,,,,,"[40.6, 9.5]",,Low Pass,,9.610411,,,,Yohan Cabaye,3277.0,,,,,,Throw-in,1,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,3,Crystal Palace,31,['0c6adda6-7426-4bc5-9087-6c97b2df0e86'],17,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:17.138,Pass,
,,,,,,,,,,,,,,,,,,0.632283,,,,,,,,,,,,,b904fe06-e5b1-4f0a-923a-17bb2a624fb4,15,,"[40.6, 9.5]",3754181,0,,,,-1.3093175,,Right Foot,,,"[42.5, 2.4]",,Low Pass,,7.34983,,,,Pape N''Diaye Souaré,4884.0,,,,,,,1,From Throw In,Yohan Cabaye,3277.0,Right Defensive Midfield,3,Crystal Palace,31,['dcee114e-c4af-4e78-936a-2fc10847059a'],17,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:17.934,Pass,
,,,,,,,,,,,,,,,,,,1.947921,,,,,,,,,,,,,30efce8f-e026-4b20-bb61-991baf2a0be2,18,,"[42.5, 2.4]",3754181,0,,,,-3.0640783,,Left Foot,,,"[32.2, 1.6]",,Low Pass,,10.331021,,Incomplete,,Yohan Cabaye,3277.0,,,,,,,1,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,3,Crystal Palace,31,"['715ef968-cd92-4bd1-b248-c396ac255c32', 'd94415bc-64ab-44e1-894b-bba32a2f000b']",18,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:18.606,Pass,
,,,,,,,,,,,,,,,,,,0.781371,,,,,,,,,,,,,fdf49aa5-9555-41d2-bade-2411c5f06f28,23,,"[116.1, 60.6]",3754181,0,,,,-1.4930314,,Right Foot,True,,"[117.3, 45.2]",,Ground Pass,,15.446683,,Incomplete,,Marc Albrighton,3307.0,,,,,,,1,From Throw In,Jamie Vardy,10960.0,Right Center Forward,3,Crystal Palace,31,"['47543bb1-2f10-4e63-8261-33dc014d77ef', '8c164e26-0402-4cbe-87db-df38e0a2d826']",24,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:24.329,Pass,
,,,,,,,,,,,,,,,,,,2.531739,,,,,,,,,,,,,de989c72-d0a0-46cf-9711-c11f8568f492,27,,"[95.3, 44.1]",3754181,0,,,,-0.45577377,,Head,,,"[110.6, 36.6]",,High Pass,,17.039366,,Incomplete,,Marc Albrighton,3307.0,,,,,,Recovery,1,From Throw In,Danny Drinkwater,3662.0,Left Center Midfield,3,Crystal Palace,31,"['6544273c-4408-4963-93fb-c5c3f10f0400', 'cf046ad0-d7db-4716-b761-67bb7d9dc869']",28,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:28.366,Pass,
,,,,,,,,,,,,,,,,,,1.208318,,,,,,,,,,,,,cf046ad0-d7db-4716-b761-67bb7d9dc869,29,,"[9.5, 43.5]",3754181,0,,,,0.6652894,,Left Foot,,,"[29.0, 58.8]",,High Pass,,24.785883,,,,Wilfried Zaha,3507.0,,,,,,Recovery,1,From Throw In,Joel Ward,3443.0,Right Back,3,Crystal Palace,31,"['269171b8-e815-4efb-b542-dac0e783b5e8', 'de989c72-d0a0-46cf-9711-c11f8568f492']",30,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:30.898,Pass,
,,,,,,,,,,,,,,,,,,3.241116,,,,,,,,,,,,,587b2c7c-9596-4e7f-92c7-e4407c3f6948,31,,"[29.0, 58.8]",3754181,0,,,,0.5321324,,Head,,,"[50.4, 71.4]",,High Pass,,24.833847,,,,Yannick Bolasie Yala,3589.0,,,,,,,1,From Throw In,Wilfried Zaha,3507.0,Right Midfield,3,Crystal Palace,31,['e3d9efcc-9990-4bf7-aea5-b491d66cc923'],32,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:32.106,Pass,
,,,,,,,,,,,,,,,,,,2.605345,,,,,,,,,,,,,0a81ab99-e9cd-4537-9463-ea7b4924f8ba,37,,"[55.0, 71.7]",3754181,1,True,,,-0.87742573,,Right Foot,,,"[90.9, 28.5]",,High Pass,,56.16983,,,,Mile Jedinak,5489.0,,,True,,,Free Kick,1,From Free Kick,Scott Dann,3407.0,Right Center Back,4,Crystal Palace,31,['05bc10c7-5d26-4019-82d6-13a84ae9dfc8'],19,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:19.785,Pass,
,,,,,,,,,,,,,,,,,,1.616431,,,,,,,,,,,,,53ad8770-b377-40f7-9ed3-bc6aa69f2a80,40,,"[90.9, 28.5]",3754181,1,,,True,0.4957651,,,,,"[100.7, 33.8]",,High Pass,,11.141364,,Incomplete,,Emmanuel Adebayor,26699.0,,,,,,,1,From Free Kick,Mile Jedinak,5489.0,Left Defensive Midfield,4,Crystal Palace,31,"['46c30703-855f-41df-9771-e8bd79ea8465', 'bceded13-2385-4fac-8e59-c437c2a89ff0', 'fa9ce49d-c2a3-46fd-9292-97a8db82eb08']",22,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:22.419,Pass,True
,,,,,,,,,,,,,,,,,,0.629212,,,,,,,,,,,,,be542d90-5d58-49b9-b60f-2cf57aa234d9,46,,"[72.6, 38.6]",3754181,1,,,,1.0679531,,Right Foot,,,"[79.2, 50.6]",,Ground Pass,,13.695254,,,,Wilfried Zaha,3507.0,,,,,,,1,From Free Kick,Yohan Cabaye,3277.0,Right Defensive Midfield,4,Crystal Palace,31,"['52a7b166-ec1b-4d8f-a61c-43bb0dd17ac5', '63f8866e-f230-4266-a1f2-e045f6be6a92']",28,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:28.675,Pass,True
,,,,,,,,,,,,,,,,,,1.545297,,,,,,,,,,,,,a064ff0f-a573-4f8e-8814-112b8de4b5e9,49,,"[76.2, 52.6]",3754181,1,,,,0.48027316,,Right Foot,,,"[92.9, 61.3]",,Ground Pass,,18.830296,,Incomplete,,Yannick Bolasie Yala,3589.0,,,,,,,1,From Free Kick,Wilfried Zaha,3507.0,Right Midfield,4,Crystal Palace,31,"['7ed604af-5ea6-487b-8ee7-2021cdaee0f7', 'd4504753-ae31-492f-b66c-36e54b4c583e']",31,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:31.473,Pass,
,,,,,,,,,,,,,,,,,,2.505579,,,,,,,,,,,,,405ed4db-f2f8-474d-89dc-2f4df0b3ea29,53,,"[32.3, 11.8]",3754181,1,,,,-0.21026035,,Left Foot,,,"[81.5, 1.3]",,High Pass,,50.307953,,Out,,,,,,,,,,1,From Free Kick,Robert Huth,40123.0,Left Center Back,4,Crystal Palace,31,,35,,,,,,,,,,,,,,,,,,Leicester City,22,00:01:35.442,Pass,
,,,,,,,,,,,,,,,,,,1.97835,,,,,,,,,,,,,4f17d684-c4ea-4bce-9048-b65d2329d6d5,54,,"[45.9, 80.0]",3754181,1,True,,,-0.120974995,,,,,"[71.4, 76.9]",,Low Pass,,25.68774,,,,Wilfried Zaha,3507.0,,,,,,Throw-in,1,From Throw In,Joel Ward,3443.0,Right Back,5,Crystal Palace,31,['39a39e68-35a2-4f64-a939-ec9ba00503de'],56,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:56.266,Pass,
,,,,,,,,,,,,,,,,,,1.124355,,,,,,,,,,,,,553d3d60-5b7d-4249-9276-feaaff8b7d19,56,,"[71.4, 76.9]",3754181,1,True,,,-3.116598,,Right Foot,,,"[63.4, 76.7]",,Ground Pass,,8.0025,,,,Joel Ward,3443.0,,,,,,,1,From Throw In,Wilfried Zaha,3507.0,Right Midfield,5,Crystal Palace,31,['dca7b133-e200-4519-9792-ee88a4ef9422'],58,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:58.468,Pass,
,,,,,,,,,,,,,,,,,,1.769056,,,,,,,,,,,,,617aa27b-3046-4319-ad13-e98695db03bf,58,,"[63.4, 76.7]",3754181,1,,,,-3.0849524,,Right Foot,,,"[44.0, 75.6]",,Ground Pass,,19.43116,,,,Scott Dann,3407.0,,,,,,,1,From Throw In,Joel Ward,3443.0,Right Back,5,Crystal Palace,31,['2719bddd-edc1-425e-b9d1-df5df4f297a4'],59,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:59.919,Pass,
,,,,,,,,,,,,,,,,,,1.604958,,,,,,,,,,,,,3b41ab9d-0e7d-4234-8ca6-4c585a58bfb2,61,,"[44.0, 75.5]",3754181,2,,,,-0.22722097,,Right Foot,,,"[78.6, 67.5]",,High Pass,,35.512814,,Incomplete,,Wilfried Zaha,3507.0,,,,,,,1,From Throw In,Scott Dann,3407.0,Right Center Back,5,Crystal Palace,31,"['060efc1e-281c-4555-a228-a335f66a7459', '26b7e53a-8d17-46b4-96a7-cd735465dd57']",2,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:02.989,Pass,
,,,,,,,,,,,,,,,,,,1.773628,,,,,,,,,,,,,48d3f980-8b2a-4e6f-9b8d-6ea8188bf497,66,,"[55.4, 62.0]",3754181,2,,,,-2.1273956,,Right Foot,,,"[38.6, 35.0]",,Ground Pass,,31.8,,,,Damien Delaney,3693.0,,,,,,,1,From Throw In,Joel Ward,3443.0,Right Back,5,Crystal Palace,31,['83a93996-a8f4-46e3-943e-3a0c14272684'],7,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:07.547,Pass,
