50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ff469004-d3f8-45e7-b3c9-c7b440b82f46,1,,,3754301,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 33}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,eb6177c9-ef8c-4889-b97a-aab498ca5d88,2,,,3754301,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3528, 'name': 'Kieran Gibbs'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 3}, {'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,945572f0-2b71-4ca4-9f20-7ddb8d709dc2,3,,,3754301,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['82efec5a-4eb3-48e7-a5a1-3fd1edccc5b5'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,82efec5a-4eb3-48e7-a5a1-3fd1edccc5b5,4,,,3754301,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['945572f0-2b71-4ca4-9f20-7ddb8d709dc2'],0,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e6b5f1e8-9d39-43fb-855a-e8de93eff028,1686,,,3754301,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,83,Arsenal,1,['b2ebb530-30b8-4bc9-858e-707995d67608'],0,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b2ebb530-30b8-4bc9-858e-707995d67608,1687,,,3754301,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,83,Arsenal,1,['e6b5f1e8-9d39-43fb-855a-e8de93eff028'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.417266,,,,,,,,,,,,,,90179489-fe57-441f-9aa5-1d7e9502b597,5,,"[61.0, 40.1]",3754301,0,,,,,1.7628443,,Left Foot,,,,"[60.3, 43.7]",,Ground Pass,3.6674242,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,Kick Off,1,From Kick Off,Mesut Özil,3496.0,Center Attacking Midfield,2,Arsenal,1,['09cb98f2-ecf9-41fd-85a8-3bdce87b09c4'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.139,Pass,
,,,,,,,,,,,,,,,,,,1.466836,,,,,,,,,,,,,,248d8c04-6980-40bf-89d6-ecae6e230542,8,,"[60.0, 44.0]",3754301,0,,,,,-2.8519595,,Right Foot,,,,"[44.9, 39.5]",,Ground Pass,15.7562685,,,,Santiago Cazorla González,11386.0,,,,,,,1,From Kick Off,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,2,Arsenal,1,['d45f9168-aa6f-4567-9625-ef536b573362'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.886,Pass,
,,,,,,,,,,,,,,,,,,0.748231,,,,,,,,,,,,,,27344644-23a1-4b51-bfcb-f4ba641e8419,11,,"[45.6, 47.6]",3754301,0,,,,,1.658483,,Left Foot,,,,"[44.8, 56.7]",,Ground Pass,9.1350975,,,,Francis Joseph Coquelin,3437.0,,,,,,,1,From Kick Off,Santiago Cazorla González,11386.0,Left Defensive Midfield,2,Arsenal,1,['720a80a0-0f6f-4479-9308-598defcd6a36'],4,,,,,,,,,,,,,,,,,Arsenal,1,00:00:04.547,Pass,
,,,,,,,,,,,,,,,,,,1.947171,,,,,,,,,,,,,,0662c75e-5c02-47d9-b146-13fa6bc0a83a,13,,"[44.8, 56.7]",3754301,0,,,,,-1.9513026,,Right Foot,,,,"[33.2, 27.7]",,High Pass,31.233955,,,,Laurent Koscielny,3394.0,,,,,,,1,From Kick Off,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,2,Arsenal,1,['3d016a41-fb78-48f3-94c0-72dad7c191d4'],5,,,,,,,,,,,,,,,,,Arsenal,1,00:00:05.295,Pass,
