50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3580eeef-53d6-401d-832c-dfb975084818,1,,,3754246,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 42}, {'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3021fad7-c955-42e5-99a7-0415f866405f,2,,,3754246,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 29}, {'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}]}",Watford,23,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ec064068-f6b0-4883-a4e8-4a754e919f78,3,,,3754246,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['9a7bc75b-cda9-4c9a-a8ca-934470e4d5c1'],0,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9a7bc75b-cda9-4c9a-a8ca-934470e4d5c1,4,,,3754246,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['ec064068-f6b0-4883-a4e8-4a754e919f78'],0,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5714a68d-7781-46a7-b4a3-3f9e6df50b1a,2118,,,3754246,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,74,Watford,23,['5ff17a65-5f93-4c98-9b84-29c0e6cd841b'],0,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5ff17a65-5f93-4c98-9b84-29c0e6cd841b,2119,,,3754246,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,74,Watford,23,['5714a68d-7781-46a7-b4a3-3f9e6df50b1a'],0,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.734854,,,,,,,,,,,,224b2cf9-22a8-43aa-8c34-8b4c71256419,5,,"[61.0, 40.1]",3754246,0,,,,,1.6162196,,Right Foot,,"[60.9, 42.3]",,Ground Pass,,2.2022715,,,,Troy Deeney,3454.0,,,,Kick Off,1,From Kick Off,Odion Jude Ighalo,5458.0,Left Midfield,2,Watford,23,['c5a5193c-6d55-4264-93cd-8a7658865bfe'],0,,,,,,,,,,,,,,,Watford,23,00:00:00.191,Pass,
,,,,,,,,,,,,,,,,0.987583,,,,,,,,,,,,6d5bf238-4f3a-4cde-9364-d7595df7ea60,8,,"[60.9, 42.4]",3754246,0,,,,,-2.7106438,,Right Foot,,"[52.2, 38.4]",,Ground Pass,,9.57549,,,,José Manuel Jurado Marín,6870.0,,,,,1,From Kick Off,Troy Deeney,3454.0,Right Midfield,2,Watford,23,['88eca2a3-2a05-4442-b43d-074b2f50fb03'],1,,,,,,,,,,,,,,,Watford,23,00:00:01.029,Pass,
,,,,,,,,,,,,,,,,2.175195,,,,,,,,,,,,e5527892-f4cf-4fd9-aacd-8afdeaf37de0,11,,"[52.5, 40.9]",3754246,0,,,,,2.1866322,,Left Foot,,"[31.2, 71.0]",,Ground Pass,,36.87411,,,,Allan Romeo Nyom,3991.0,,,,,1,From Kick Off,José Manuel Jurado Marín,6870.0,Right Center Midfield,2,Watford,23,['5a593ee8-47b6-4b13-aea1-702cb3dda6c3'],3,,,,,,,,,,,,,,,Watford,23,00:00:03.004,Pass,
,,,,,,,,,,,,,,,,5.378461,,,,,,,,,,,,f20186a2-f911-446e-9557-622982be4dfe,14,,"[32.6, 71.6]",3754246,0,,,,,-0.3615,,Right Foot,,"[104.8, 44.3]",,High Pass,,77.18893,,Incomplete,,Troy Deeney,3454.0,,,,,1,From Kick Off,Allan Romeo Nyom,3991.0,Right Back,2,Watford,23,"['49bf0f47-7052-4107-a432-8bfa137cdea4', '8b6653ec-43d4-4f03-915b-87e9a45f9be5']",7,,,,,,,,,,,,,,,Watford,23,00:00:07.172,Pass,
