bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.0544,,,,,,,,,,,,,,802ab273-ccb8-4711-863e-ee9c4a38fd18,16,,"[81.2, 40.7]",3754063,0,,,,,2.4468544,,Other,,"[75.8, 45.2]",,Low Pass,,7.029225,,,,Troy Deeney,3454.0,,,,,,1,From Kick Off,Odion Jude Ighalo,5458.0,Left Center Forward,2,Watford,23,['0c91e19b-b00a-4eb4-bf05-d016d744dc46'],9,,,,,,,,,,,,,,,,,,,Watford,23,00:00:09.244,Pass,
,,,,,,,,,,,,,,,,2.288282,,,,,,,,,,,,,,b866d42e-f05b-4dbd-ad1c-0e32be7c67b7,18,,"[75.8, 45.2]",3754063,0,,,,,-1.194517,,Right Foot,,"[87.1, 16.6]",,High Pass,,30.751423,,Incomplete,,Ikechi Anya,40118.0,,,,,,1,From Kick Off,Troy Deeney,3454.0,Right Center Forward,2,Watford,23,"['57f4e8c6-afa2-476e-8dbc-4426ec44ec94', 'eb841594-3237-479d-92fc-8a905487cc4e']",10,,,,,,,,,,,,,,,,,,,Watford,23,00:00:10.298,Pass,
,,,,,,,,,,,,,,,,1.50944,,,,,,,,,,,,,,eb841594-3237-479d-92fc-8a905487cc4e,20,,"[33.0, 63.5]",3754063,0,,,,,-0.17398064,,Head,,"[49.5, 60.6]",,High Pass,,16.75291,,Incomplete,,Ashley Westwood,3583.0,,,,,Recovery,1,From Kick Off,Alan Hutton,9642.0,Right Wing Back,2,Watford,23,"['1d885d4c-5cd0-4842-8c0d-cf41a9bd1600', '4acc7c6f-dfaa-40e1-9c1d-ad3559768c89', 'b866d42e-f05b-4dbd-ad1c-0e32be7c67b7']",12,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:12.587,Pass,
,,,,,,,,,,,,,,,,1.301457,,,,,,,,,,,,,,1d885d4c-5cd0-4842-8c0d-cf41a9bd1600,22,,"[70.6, 19.5]",3754063,0,,,,,-1.7957376,,Right Foot,,"[67.9, 7.7]",,Low Pass,,12.104958,,,,Ikechi Anya,40118.0,,,,,Recovery,1,From Kick Off,Ben Watson,3626.0,Left Defensive Midfield,2,Watford,23,"['4918bf01-6d72-4ee7-9469-b4274e3a8e74', 'eb841594-3237-479d-92fc-8a905487cc4e']",14,,,,,,,,,,,,,,,,,,,Watford,23,00:00:14.096,Pass,
,,,,,,,,,,,,,,,,1.986016,,,,,,,,,,,,,,b35f0910-e89d-4cd4-b3ef-4915b0bb9d21,26,,"[65.0, 6.4]",3754063,0,,,,,2.8446305,,Right Foot,,"[46.7, 12.0]",,Ground Pass,,19.13766,,,,Miguel Ángel Britos Cabrera,3288.0,,,,,,1,From Kick Off,Ikechi Anya,40118.0,Left Back,2,Watford,23,"['54a13d66-cbce-4c36-8068-ed5aff0acc13', 'a8b92149-b458-4f4f-bd4c-76f701110362']",15,,,,,,,,,,,,,,,,,,,Watford,23,00:00:15.991,Pass,True
,,,,,,,,,,,,,,,,3.240011,,,,,,,,,,,,,,f8e9645f-0475-4759-a339-be032e1ead29,29,,"[46.7, 12.0]",3754063,0,,,,,-0.29759315,,Left Foot,,"[85.5, 0.1]",,High Pass,,40.583862,,Out,,Troy Deeney,3454.0,,,,,,1,From Kick Off,Miguel Ángel Britos Cabrera,3288.0,Left Center Back,2,Watford,23,['d1134250-7f17-464e-8900-b4c32a132249'],17,,,,,,,,,,,,,,,,,,,Watford,23,00:00:17.979,Pass,
,,,,,,,,,,,,,,,,1.391959,,,,,,,,,,,,,,a19df21e-5d84-4a05-a083-0c62e8d90dd6,31,,"[41.7, 80.0]",3754063,0,,,,,-0.1798535,,,,"[61.5, 76.4]",,High Pass,,20.12461,,,,Alan Hutton,9642.0,,,,,Throw-in,1,From Throw In,Ciaran Clark,3041.0,Right Center Back,3,Aston Villa,59,['fae40f8e-6006-4638-ad07-35e1c4f86f10'],35,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:35.702,Pass,
,,,,,,,,,,,,,,,,1.370934,,,,,,,,,,,,,,b66a75f8-6e2a-4e6c-ba50-32ac6cd97886,34,,"[61.5, 76.4]",3754063,0,,,,True,-0.8050035,,,,"[69.0, 68.6]",,Low Pass,,10.820813,,Incomplete,,Ashley Westwood,3583.0,,,,,,1,From Throw In,Alan Hutton,9642.0,Right Wing Back,3,Aston Villa,59,"['4c16de8f-c274-4076-8213-b1e6dc9162c3', '591fac33-a06a-45c8-bbf5-7739406a075e', 'cc0bfa6a-d9c1-4afb-b586-58110d906e8c']",37,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:37.102,Pass,True
,,,,,,,,,,,,,,,,0.707994,,,,,,,,,,,,,,edab3ad3-da3e-4e4e-9327-b0d9702542c8,38,,"[56.4, 19.8]",3754063,0,,,,,0.86139363,,Right Foot,,"[65.5, 30.4]",,Ground Pass,,13.970325,,,,Almen Abdi,43081.0,,,,,,1,Regular Play,Ben Watson,3626.0,Left Defensive Midfield,4,Watford,23,['f580e1c3-561f-47f0-9ca7-cd8c0ccd5e99'],39,,,,,,,,,,,,,,,,,,,Watford,23,00:00:39.915,Pass,
,,,,,,,,,,,,,,,,1.852986,,,,,,,,,,,,,,c7d1aee8-272b-45b1-b5c2-bc94140b3a49,41,,"[69.8, 49.9]",3754063,0,,,,,1.5383753,,Left Foot,,"[70.4, 68.4]",,Ground Pass,,18.509727,,,,Juan Carlos Paredes Reasco,36983.0,,,,,,1,Regular Play,Almen Abdi,43081.0,Right Midfield,4,Watford,23,['89e05886-d457-47c9-9eef-e5cc7e930c5e'],43,,,,,,,,,,,,,,,,,,,Watford,23,00:00:43.965,Pass,
,,,,,,,,,,,,,,,,1.321506,,,,,,,,,,,,,,48ebb28e-f69d-48aa-afcd-032e7a808727,44,,"[70.4, 68.4]",3754063,0,,,,,-1.8256366,,Right Foot,,"[67.3, 56.5]",,Ground Pass,,12.297154,,,,Mario Suárez Mata,23488.0,,,,,,1,Regular Play,Juan Carlos Paredes Reasco,36983.0,Right Back,4,Watford,23,['c153160b-5381-4640-823d-f54edb737e73'],47,,,,,,,,,,,,,,,,,,,Watford,23,00:00:47.076,Pass,
,,,,,,,,,,,,,,,,1.038271,,,,,,,,,,,,,,77d5b7ad-e408-4eea-b40c-00df6d4f56cd,47,,"[67.3, 56.5]",3754063,0,,,,,-1.0591688,,Right Foot,,"[77.8, 37.8]",,Ground Pass,,21.44621,,,,Odion Jude Ighalo,5458.0,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Right Defensive Midfield,4,Watford,23,['62a18f23-3cc8-48b2-a471-efa0ba84154c'],49,,,,,,,,,,,,,,,,,,,Watford,23,00:00:49.309,Pass,
,,,,,,,,,,,,,,,,1.989115,,,,,,,,,,,,,,930d1d79-52af-4f0f-98ba-c5d43e6eccd6,50,,"[77.8, 34.5]",3754063,0,,,,,-2.4833248,,Left Foot,,"[70.3, 28.7]",,Ground Pass,,9.481033,,,,Ben Watson,3626.0,,,,,,1,Regular Play,Odion Jude Ighalo,5458.0,Left Center Forward,4,Watford,23,['a914be63-984a-4c3c-bf59-c0e92f886836'],50,,,,,,,,,,,,,,,,,,,Watford,23,00:00:50.866,Pass,
,,,,,,,,,,,,,,,,1.298487,,,,,,,,,,,,,,6258976d-006c-493a-9f66-d013747bc98e,52,,"[70.3, 28.7]",3754063,0,,,,,-1.6179312,,Right Foot,,"[69.3, 7.5]",,Ground Pass,,21.223572,,,,Ikechi Anya,40118.0,,,,,,1,Regular Play,Ben Watson,3626.0,Left Defensive Midfield,4,Watford,23,['7d24ef29-1df7-46e0-ac81-6fafaa1e09ee'],52,,,,,,,,,,,,,,,,,,,Watford,23,00:00:52.856,Pass,
,,,,,,,,,,,,,,,,1.05988,,,,,,,,,,,,,,f0621fa7-b5d1-410d-b619-c91f0d8b5e63,55,,"[69.3, 7.5]",3754063,0,,,,,-0.6273082,,Right Foot,,"[77.3, 1.7]",,Ground Pass,,9.881295,,,,José Manuel Jurado Marín,6870.0,,,,,,1,Regular Play,Ikechi Anya,40118.0,Left Back,4,Watford,23,['2cace54b-6162-4176-b4b4-2109be999bbb'],54,,,,,,,,,,,,,,,,,,,Watford,23,00:00:54.935,Pass,
,,,,,,,,,,,,,,,,0.998165,,,,,,,,,,,,,,591907cb-03c8-4e05-a080-c4b306bec668,59,,"[78.2, 8.7]",3754063,0,,,,,1.3817757,,Right Foot,,"[80.4, 20.2]",,Ground Pass,,11.708544,,,,Almen Abdi,43081.0,,,,,,1,Regular Play,José Manuel Jurado Marín,6870.0,Left Midfield,4,Watford,23,"['2be380a6-1cd3-4adb-ad32-468788eb68f5', 'bd5c4e55-4fb2-4a0d-9827-7c40d155490b']",58,,,,,,,,,,,,,,,,,,,Watford,23,00:00:58.611,Pass,True
,,,,,,,,,,,,,,,,0.741707,,,,,,,,,,,,,,951b1225-011b-4c82-916d-4bd436db294d,63,,"[78.7, 21.8]",3754063,1,,,,,2.3932147,,Right Foot,,"[70.3, 29.6]",,Ground Pass,,11.462984,,,,Mario Suárez Mata,23488.0,,,,,,1,Regular Play,Almen Abdi,43081.0,Right Midfield,4,Watford,23,['38836ae1-4756-424e-8507-baf9da68dbda'],0,,,,,,,,,,,,,,,,,,,Watford,23,00:01:00.193,Pass,
,,,,,,,,,,,,,,,,1.467115,,,,,,,,,,,,,,a5925ee6-7df9-4e73-a303-34dab4228e66,65,,"[70.3, 29.6]",3754063,1,,,,,-1.8297157,,Right Foot,,"[65.4, 11.1]",,Ground Pass,,19.13792,,,,Ben Watson,3626.0,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Right Defensive Midfield,4,Watford,23,['23281d98-de6a-469f-9cf2-71108e6af01f'],0,,,,,,,,,,,,,,,,,,,Watford,23,00:01:00.934,Pass,
,,,,,,,,,,,,,,,,0.956523,,,,,,,,,,,,,,9cd20839-8e3a-4023-907a-d1e09162319e,69,,"[66.9, 8.9]",3754063,1,,,,,-0.4413583,,Right Foot,,"[79.6, 2.9]",,Ground Pass,,14.045996,,,,Ikechi Anya,40118.0,,,,,,1,Regular Play,Ben Watson,3626.0,Left Defensive Midfield,4,Watford,23,"['7144492d-2849-424b-9e08-f1261dd68ca3', '872c0900-7761-4b25-bcec-4756801b25a0']",3,,,,,,,,,,,,,,,,,,,Watford,23,00:01:03.434,Pass,True
,,,,,,,,,,,,,,,,2.597061,,,,,,,,,,,,,,26758bf0-f155-4716-9c6e-bd8849c20d90,73,,"[77.0, 1.7]",3754063,1,,,,,2.8304675,,Right Foot,,"[51.5, 9.9]",,Ground Pass,,26.786003,,,,Miguel Ángel Britos Cabrera,3288.0,,,,,,1,Regular Play,Ikechi Anya,40118.0,Left Back,4,Watford,23,['dcee52ce-30e2-48ad-9636-ba80d82d8cb1'],5,,,,,,,,,,,,,,,,,,,Watford,23,00:01:05.443,Pass,
,,,,,,,,,,,,,,,,4.12907,,,,,,,,,,,,,,f74f95d0-0ad3-4b04-bed9-38b59cc0072e,76,,"[54.6, 1.1]",3754063,1,,,,,0.5766299,,Left Foot,,"[109.8, 37.0]",,High Pass,,65.84717,,Incomplete,,Troy Deeney,3454.0,,,,,,1,Regular Play,Miguel Ángel Britos Cabrera,3288.0,Left Center Back,4,Watford,23,"['c8030e9c-d82e-4c75-abb4-f08c5b5deb84', 'f5b0c598-f38a-4eff-a061-1e2c68b6b8fe']",10,,,,,,,,,,,,,,,,,,,Watford,23,00:01:10.770,Pass,
,,,,,,,,,,,,,,,,1.889068,,,,,,,,,,,,,,a0106591-532d-49e8-8698-27f101ad9f73,80,,"[11.6, 41.1]",3754063,1,,,,,-0.8267371,,Keeper Arm,,"[31.3, 19.7]",,Low Pass,,29.086939,,,,Aly Cissokho,27146.0,,,,,,1,Regular Play,Mark Bunn,18672.0,Goalkeeper,5,Aston Villa,59,['7fccc120-1cfb-4345-89a1-99cbc9333e99'],15,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:15.738,Pass,
,,,,,,,,,,,,,,,,0.941928,,,,,,,,,,,,,,637df840-1078-4d80-aa2a-fd62dd3c0412,83,,"[35.8, 18.3]",3754063,1,,,,,2.6688268,,Left Foot,,"[22.7, 25.0]",,Ground Pass,,14.713939,,,,Kevin Toner,75899.0,,,,,,1,Regular Play,Aly Cissokho,27146.0,Left Wing Back,5,Aston Villa,59,['012bfb04-6c59-4996-8677-6b14b7558891'],20,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:20.522,Pass,
,,,,,,,,,,,,,,,,0.812282,,,,,,,,,,,,,,a2982618-e4ed-4bf9-a488-eafdc077ebf9,86,,"[26.8, 25.3]",3754063,1,,,,,0.013157136,,Left Foot,,"[42.0, 25.5]",,Ground Pass,,15.201316,,,,Idrissa Gana Gueye,3436.0,,,,,,1,Regular Play,Kevin Toner,75899.0,Left Center Back,5,Aston Villa,59,['05f11b52-7905-4146-86d7-10ffc9e5020a'],23,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:23.286,Pass,
,,,,,,,,,,,,,,,,1.16813,,,,,,,,,,,,,,a6a40530-f154-4ab3-875c-95769a8c8d57,89,,"[38.2, 25.5]",3754063,1,,,,,-1.4339029,,Left Foot,,"[40.9, 5.9]",,Ground Pass,,19.785095,,,,Aly Cissokho,27146.0,,,,,,1,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,5,Aston Villa,59,['9bfba3ca-02a5-4593-be76-dd88cf3f47f9'],25,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:25.220,Pass,
,,,,,,,,,,,,,,,,1.799806,,,,,,,,,,,,,,b3e032a1-873c-4f0f-9c41-8b466056fd27,92,,"[40.5, 6.2]",3754063,1,,,,,2.8701973,,Left Foot,,"[17.5, 12.6]",,Ground Pass,,23.873835,,,,Kevin Toner,75899.0,,,,,,1,Regular Play,Aly Cissokho,27146.0,Left Wing Back,5,Aston Villa,59,['be0acd21-da6c-4d5c-aaea-b4af7a85fe86'],27,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:27.568,Pass,
,,,,,,,,,,,,,,,,1.897058,,,,,,,,,,,,,,f2dcbad5-8902-486e-b829-08811b13d16d,95,,"[15.0, 11.7]",3754063,1,,,,,2.1179073,,Left Foot,,"[3.0, 31.4]",,Ground Pass,,23.067076,,,,Mark Bunn,18672.0,,,,,,1,Regular Play,Kevin Toner,75899.0,Left Center Back,5,Aston Villa,59,['8807c4a7-4363-4b9a-b30c-5c5e6814b9a0'],30,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:30.517,Pass,
,,,,,,,,,,,,,,,,3.95472,,,,,,,,,,,,,,6ec1417d-180e-4023-9d20-bc9b707c2c4b,98,,"[3.2, 29.5]",3754063,1,,,,,-0.82281387,,Left Foot,,"[30.2, 0.4]",,High Pass,,39.696472,,Out,,Aly Cissokho,27146.0,,,,,,1,Regular Play,Mark Bunn,18672.0,Goalkeeper,5,Aston Villa,59,['4543cda0-226e-4f8d-86d5-9d16ae57b2e5'],32,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:32.494,Pass,
,,,,,,,,,,,,,,,,0.795075,,,,,,,,,,,,,,f9cfb2e5-f5e2-4f37-ae2b-89c83e6e90bd,100,,"[86.0, 80.0]",3754063,1,,,,,-1.0444039,,,,"[90.3, 72.6]",,Low Pass,,8.558621,,,,Almen Abdi,43081.0,,,,,Throw-in,1,From Throw In,Juan Carlos Paredes Reasco,36983.0,Right Back,6,Watford,23,['016c83ba-522b-4b9f-ae68-360ec352f510'],46,,,,,,,,,,,,,,,,,,,Watford,23,00:01:46.577,Pass,
,,,,,,,,,,,,,,,,1.09408,,,,,,,,,,,,,,ddf3746b-2b70-4bff-a8a5-81d891214b52,103,,"[90.3, 72.6]",3754063,1,,,,,1.9445231,,Right Foot,,"[88.3, 77.7]",,Low Pass,,5.4781384,,,,Juan Carlos Paredes Reasco,36983.0,,,,,,1,From Throw In,Almen Abdi,43081.0,Right Midfield,6,Watford,23,['46b61935-4715-4dd6-a70d-981f7175350e'],47,,,,,,,,,,,,,,,,,,,Watford,23,00:01:47.399,Pass,
,,,,,,,,,,,,,,,,0.603011,,,,,,,,,,,,,,da602044-0408-461e-9a60-165e9ef4906d,106,,"[88.3, 77.7]",3754063,1,,,,,-1.2442149,,Right Foot,,"[92.5, 65.3]",,Ground Pass,,13.091982,,,,Troy Deeney,3454.0,,,,,,1,From Throw In,Juan Carlos Paredes Reasco,36983.0,Right Back,6,Watford,23,['223b1996-0765-45fb-9e29-5e06e49e9309'],50,,,,,,,,,,,,,,,,,,,Watford,23,00:01:50.337,Pass,
,,,,,,,,,,,,,,,,2.802042,,,,,,,,,,,,,,fc9ae88e-b033-49f7-b561-282aea421241,109,,"[93.9, 65.0]",3754063,1,,,,,0.56310606,,Right Foot,,"[111.8, 76.3]",,High Pass,,21.168373,,,,Almen Abdi,43081.0,,,,,,1,From Throw In,Troy Deeney,3454.0,Right Center Forward,6,Watford,23,"['ada4323f-db00-429c-b4d3-c0dbd3ec8197', 'e4654207-0bd6-4226-a021-b18048a90d27']",50,,,,,,,,,,,,,,,,,,,Watford,23,00:01:50.940,Pass,True
,,,,,,,,,,,,,,,,0.881252,,,,,,,,,,,,,,f4b2e632-2edb-4f52-9321-7bd6f2991e7f,112,,"[117.1, 73.9]",3754063,1,,,,,-1.5814342,,Right Foot,,"[116.9, 55.1]",,High Pass,,18.801064,,Incomplete,,Troy Deeney,3454.0,,,,,,1,From Throw In,Almen Abdi,43081.0,Right Midfield,6,Watford,23,"['11300285-c583-4833-b07a-b431f287bd89', '68c5b5de-c3c2-4507-9717-a89561124628']",54,,,,,,,,,,,,,,,,,,,Watford,23,00:01:54.904,Pass,
