bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5e6394e6-fd74-428e-a467-344a6983b8d3,1,,,3753999,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 21}, {'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 29}, {'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Watford,23,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3a9ba1f3-9b42-4e81-8af5-8b07173b8219,2,,,3753999,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 34}, {'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,502ac325-784d-4fa0-b75c-1928157f5d5b,3,,,3753999,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,['c8748033-2f1e-46ba-9161-8f34c127e0af'],0,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c8748033-2f1e-46ba-9161-8f34c127e0af,4,,,3753999,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,['502ac325-784d-4fa0-b75c-1928157f5d5b'],0,,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,268316ae-433f-4529-9b2b-22f3532b792a,1877,,,3753999,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,82,Watford,23,['a5e98891-e012-4841-9ade-3907d6c1159a'],0,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a5e98891-e012-4841-9ade-3907d6c1159a,1878,,,3753999,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,82,Watford,23,['268316ae-433f-4529-9b2b-22f3532b792a'],0,,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.331343,,,,,,,,,,,,,c4cb44db-f9c1-467a-a63c-b30d624bee0d,5,,"[60.0, 40.0]",3753999,0,,,,,1.484058,,Right Foot,,,"[60.2, 42.3]",,Ground Pass,,2.3086793,,,,Mesut Özil,3496.0,,,,,Kick Off,1,From Kick Off,Theo Walcott,3668.0,Center Forward,2,Arsenal,1,['b467020a-3e94-4f68-a168-74675b74a927'],0,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.901,Pass,
,,,,,,,,,,,,,,,,1.145915,,,,,,,,,,,,,18be20b7-87e4-45e7-9a87-9afa19d9db82,8,,"[61.0, 38.6]",3753999,0,,,,,2.937085,,Right Foot,,,"[47.5, 41.4]",,Ground Pass,,13.787313,,,,Francis Joseph Coquelin,3437.0,,,,,,1,From Kick Off,Mesut Özil,3496.0,Center Attacking Midfield,2,Arsenal,1,['836ae7fa-2ce0-4d87-8953-475a79e93dd9'],1,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:01.313,Pass,
,,,,,,,,,,,,,,,,1.124984,,,,,,,,,,,,,e2b75520-d65e-4327-8a5c-073f3104899f,11,,"[46.5, 42.3]",3753999,0,,,,,-1.9498407,,Right Foot,,,"[41.8, 30.5]",,Ground Pass,,12.701574,,,,Santiago Cazorla González,11386.0,,,,,,1,From Kick Off,Francis Joseph Coquelin,3437.0,Right Center Midfield,2,Arsenal,1,['b25a4c9e-1b47-4d52-9cfe-0aa8d1a41445'],2,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:02.579,Pass,
,,,,,,,,,,,,,,,,1.650634,,,,,,,,,,,,,8d636d3a-f0b6-4d63-a296-db452a5950a7,14,,"[47.3, 35.4]",3753999,0,,,,,-1.5138404,,Right Foot,,,"[48.6, 12.6]",,Ground Pass,,22.83703,,,,Ignacio Monreal Eraso,3498.0,,,,,,1,From Kick Off,Santiago Cazorla González,11386.0,Left Center Midfield,2,Arsenal,1,['df85fc2b-f9ef-44ed-b177-6bd1bee17849'],5,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:05.989,Pass,
