ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.969094,,,,,,,,,,,,,,7ba09f04-afcd-4074-95b9-1d17b91a74da,18,,,"[61.2, 16.1]",3754270,0,,,,-1.823872,,Right Foot,,,"[58.2, 4.5]",,Low Pass,,11.981652,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,Regular Play,Harry Kane,10955.0,Center Forward,3,Tottenham Hotspur,38,"['4702e631-6b2f-47f2-ae27-e49bff682de4', 'c1305dd6-ef49-426d-89d7-2a875655008f']",6,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:06.608,Pass,True
,,,,,,,,,,,,,,,,2.845588,,,,,,,,,,,,,,9176ea81-dbf4-4b57-beaf-50b329b54bc6,21,,,"[67.6, 5.0]",3754270,0,,,,0.27135292,,Left Foot,,,"[105.7, 15.6]",,Ground Pass,,39.547062,Incomplete,,Harry Kane,10955.0,,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Left Wing,3,Tottenham Hotspur,38,"['30d22c16-5f71-414d-b866-a1cbdfdbe098', '51973596-cfd3-4ad4-9802-1c2cfac1e0d6']",9,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:09.842,Pass,
,,,,,,,,,,,,,,,,1.427051,,,,,,,,,,,,,,6d561a4c-2ba5-42ff-84f0-b4e1b9075e52,26,,,"[11.0, 71.6]",3754270,0,,,,0.33832362,,Right Foot,,,"[21.8, 75.4]",,Low Pass,,11.449018,Incomplete,,,,,,,,,,1,Regular Play,Geoff Cameron,3480.0,Right Center Back,3,Tottenham Hotspur,38,"['08800861-d9b3-41b7-ae10-0fa5608be1b9', '3b31fc8a-30ca-4411-8ec3-7e85aaec1b72']",13,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:13.753,Pass,True
,,,,,,,,,,,,,,,,3.782002,,,,,,,,,,,,,,648611c0-d42d-4c80-a811-bb4ccc26f53d,32,,,"[15.6, 69.6]",3754270,0,,,,-0.07597289,,Right Foot,,,"[82.6, 64.5]",,High Pass,,67.193825,Incomplete,,,,,,,,,Recovery,1,Regular Play,Geoff Cameron,3480.0,Right Center Back,3,Tottenham Hotspur,38,['df337f36-9896-47c8-9117-af47de7b22c6'],18,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:18.042,Pass,
,,,,,,,,,,,,,,,,2.850076,,,,,,,,,,,,,,89fc71c6-c399-4a82-9377-bb1ff80e0f30,35,,,"[24.7, 18.4]",3754270,0,,,,2.198633,,Right Foot,,,"[11.2, 37.0]",,Ground Pass,,22.98282,,,Hugo Lloris,3099.0,,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,3,Tottenham Hotspur,38,['be24d282-194f-4aca-bc7d-0d5df10f521e'],23,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:23.315,Pass,
,,,,,,,,,,,,,,,,1.512709,,,,,,,,,,,,,,247acfb1-996e-42e9-aa76-67f8407d3218,39,,,"[10.9, 35.2]",3754270,0,,,,0.6851437,,Left Foot,,,"[20.2, 42.8]",,Ground Pass,,12.010412,,,Eric Dier,10956.0,,,,,,,1,Regular Play,Hugo Lloris,3099.0,Goalkeeper,3,Tottenham Hotspur,38,"['b227a51c-cdd2-4bbc-9bc7-698bdc70e61b', 'e2ed02d0-d4d5-40ce-a5bf-663f586c4583']",27,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:27.167,Pass,True
,,,,,,,,,,,,,,,,2.231305,,,,,,,,,,,,,,ec38abd5-85c6-40d0-80fd-8fd2e12a6dad,42,,,"[22.5, 45.6]",3754270,0,,,,1.0976381,,Left Foot,,,"[37.5, 74.9]",,Ground Pass,,32.91641,,,Kyle Walker,3205.0,,,,,,,1,Regular Play,Eric Dier,10956.0,Right Defensive Midfield,3,Tottenham Hotspur,38,['c981d4b5-a379-4387-a2c7-1d5d05b5d24f'],29,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:29.563,Pass,
,,,,,,,,,,,,,,,,1.254214,,,,,,,,,,,,,,25558717-5eb4-410a-b664-33ca2542b8d5,48,,,"[94.2, 73.2]",3754270,1,,,,-1.0076276,,Right Foot,True,,"[110.3, 47.7]",,High Pass,,30.157255,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Christian Dannemann Eriksen,3043.0,Left Wing,4,Tottenham Hotspur,38,['b1170242-67e4-45a7-ba99-03fc4bc16259'],13,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:13.203,Pass,
,,,,,,,,,,,,,,,,1.469603,,,,,,,,,,,,,,8d10568c-da46-4b31-a26a-e43b8c4ba996,50,,,"[78.5, 56.6]",3754270,1,,,,-1.8382071,,Right Foot,,,"[72.5, 34.7]",,Ground Pass,,22.707047,,,Jan Vertonghen,3077.0,,,,,,Recovery,1,From Free Kick,Kyle Walker,3205.0,Right Back,4,Tottenham Hotspur,38,['7316ca9e-7fcd-4e79-b28b-c1ad6b1ceb82'],17,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:17.629,Pass,
,,,,,,,,,,,,,,,,0.964266,,,,,,,,,,,,,,d3f89f85-7731-437c-8c4b-46ab15b77d44,53,,,"[72.5, 34.0]",3754270,1,,,,1.9202476,,Left Foot,,,"[63.9, 57.6]",,Low Pass,,25.11812,,,Kyle Walker,3205.0,,,,,,,1,From Free Kick,Jan Vertonghen,3077.0,Left Center Back,4,Tottenham Hotspur,38,['483fac15-bc62-41b9-87ca-4f0356b12459'],20,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:20.119,Pass,
,,,,,,,,,,,,,,,,0.751197,,,,,,,,,,,,,,a14918fc-cdba-4753-88ad-ca7d73a16838,56,,,"[65.6, 60.5]",3754270,1,,,,0.32463238,,Right Foot,,,"[76.0, 64.0]",,Ground Pass,,10.973149,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,,1,From Free Kick,Kyle Walker,3205.0,Right Back,4,Tottenham Hotspur,38,['ac2aae34-108a-4de5-9899-4e8f84ee18a4'],22,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:22.123,Pass,
,,,,,,,,,,,,,,,,0.944867,,,,,,,,,,,,,,1f34773b-66c0-423b-83a3-0b7d6190c85f,59,,,"[71.5, 62.9]",3754270,1,,,,-2.3702781,,Left Foot,,,"[67.9, 59.4]",,Ground Pass,,5.020956,,,Eric Dier,10956.0,,,,,,,1,From Free Kick,Mousa Sidi Yaya Dembélé,3037.0,Right Wing,4,Tottenham Hotspur,38,['f7e7def5-8156-4b7e-b16f-69f977a7bf00'],26,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:26.083,Pass,
,,,,,,,,,,,,,,,,0.749998,,,,,,,,,,,,,,5287bacb-e30b-4f39-ac23-e12ae676c1ac,62,,,"[68.1, 57.6]",3754270,1,,,,-1.315614,,Right Foot,,,"[69.9, 50.7]",,Ground Pass,,7.1309185,,,Ryan Mason,40127.0,,,,,,,1,From Free Kick,Eric Dier,10956.0,Right Defensive Midfield,4,Tottenham Hotspur,38,['9e491bfe-2e61-4a51-9c3f-d1a457e89aaa'],27,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:27.678,Pass,
,,,,,,,,,,,,,,,,1.288918,,,,,,,,,,,,,,d17bb5c8-57c5-48c2-a39c-f4c4ce52fef2,64,,,"[69.9, 50.7]",3754270,1,,,,2.220667,,Right Foot,,,"[56.6, 68.2]",,Ground Pass,,21.980446,,,Kyle Walker,3205.0,,,,,,,1,From Free Kick,Ryan Mason,40127.0,Left Center Midfield,4,Tottenham Hotspur,38,['e1e3112a-af0a-43a7-98c4-cc36ebabfb44'],28,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:28.428,Pass,
,,,,,,,,,,,,,,,,1.028738,,,,,,,,,,,,,,a14b52c0-fb69-4785-855f-49d83f9c98cf,67,,,"[57.7, 69.8]",3754270,1,,,,0.7402675,,Right Foot,,,"[65.8, 77.2]",,Ground Pass,,10.971326,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,From Free Kick,Kyle Walker,3205.0,Right Back,4,Tottenham Hotspur,38,['1ab7183d-5d84-40b0-9c59-9470a3e1cde2'],30,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:30.896,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,0eadde71-802f-4534-9278-48eac6f0fc85,70,,,"[65.8, 77.2]",3754270,1,,,,-2.5068305,,Right Foot,,,"[52.9, 67.7]",,Ground Pass,,16.02061,,,Kyle Walker,3205.0,,,,,,,1,From Free Kick,Christian Dannemann Eriksen,3043.0,Left Wing,4,Tottenham Hotspur,38,['107a1ee3-c4ff-41c5-8d2d-9511a9d99715'],32,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:32.089,Pass,
,,,,,,,,,,,,,,,,2.342035,,,,,,,,,,,,,,ec41e3c6-7551-47b1-b013-c0192e1886ec,73,,,"[52.9, 67.7]",3754270,1,,,,-1.8790036,,Right Foot,,,"[44.4, 41.0]",,Ground Pass,,28.02035,,,Toby Alderweireld,20005.0,,,,,,,1,From Free Kick,Kyle Walker,3205.0,Right Back,4,Tottenham Hotspur,38,['4c304c2a-d7e4-428f-84ca-2b9ba3e6ece3'],34,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:34.340,Pass,
,,,,,,,,,,,,,,,,1.859251,,,,,,,,,,,,,,10ae5140-56e3-4fd4-8652-54fc9ccddef0,76,,,"[44.4, 41.0]",3754270,1,,,,-1.3809907,,Right Foot,,,"[48.3, 20.7]",,Ground Pass,,20.671236,,,Ryan Mason,40127.0,,,,,,,1,From Free Kick,Toby Alderweireld,20005.0,Right Center Back,4,Tottenham Hotspur,38,['d9c43640-25c9-4fdd-bc7b-919ee3d59233'],36,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:36.744,Pass,
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,65ad645d-6ddf-4482-a7be-d1a176480ea6,79,,,"[51.9, 22.0]",3754270,1,,,,0.5087298,,Right Foot,,,"[62.3, 27.8]",,Ground Pass,,11.907981,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,,1,From Free Kick,Ryan Mason,40127.0,Left Center Midfield,4,Tottenham Hotspur,38,['8458097e-95a8-4561-b5d6-87afe994e862'],41,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:41.013,Pass,
,,,,,,,,,,,,,,,,1.634675,,,,,,,,,,,,,,cac1f148-98a1-47e0-a3fc-8e8a5aa6fe8a,82,,,"[62.3, 27.8]",3754270,1,,,,2.938811,,Right Foot,,,"[40.9, 32.2]",,Ground Pass,,21.847654,,,Jan Vertonghen,3077.0,,,,,,,1,From Free Kick,Mousa Sidi Yaya Dembélé,3037.0,Right Wing,4,Tottenham Hotspur,38,['f7c6bdef-9929-4ecd-909c-c677842e8668'],41,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:41.831,Pass,
,,,,,,,,,,,,,,,,1.558998,,,,,,,,,,,,,,bf4a2ed6-76f1-4232-a409-d721521de80a,85,,,"[40.9, 32.2]",3754270,1,,,,1.0527669,,Left Foot,,,"[51.9, 51.5]",,Ground Pass,,22.214634,,,Eric Dier,10956.0,,,,,,,1,From Free Kick,Jan Vertonghen,3077.0,Left Center Back,4,Tottenham Hotspur,38,['fe0d7085-c628-4bf7-8527-654897bf58fc'],43,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:43.506,Pass,
,,,,,,,,,,,,,,,,0.904976,,,,,,,,,,,,,,2d998e8e-5d28-49d9-9e2d-e9bc705e8017,88,,,"[49.6, 56.0]",3754270,1,,,,0.5382217,,Right Foot,,,"[63.0, 64.0]",,Ground Pass,,15.606409,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,From Free Kick,Eric Dier,10956.0,Right Defensive Midfield,4,Tottenham Hotspur,38,['8d887292-245c-4baf-9984-90913c71756d'],46,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:46.081,Pass,
,,,,,,,,,,,,,,,,2.922493,,,,,,,,,,,,,,d0ae5ebd-ddb2-421c-aef1-e3d72fcc3abf,92,,,"[58.0, 62.9]",3754270,1,,,,-3.0392725,,Right Foot,,,"[35.6, 60.6]",,Ground Pass,,22.51777,,,Toby Alderweireld,20005.0,,,,,,,1,From Free Kick,Christian Dannemann Eriksen,3043.0,Left Wing,4,Tottenham Hotspur,38,"['8e6d840e-f684-477d-b8bb-c4a2fdecab1e', 'ccc95890-42c1-4bd0-8d61-9396ec2e1c17']",47,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:47.478,Pass,True
,,,,,,,,,,,,,,,,1.487225,,,,,,,,,,,,,,639f1b99-30cd-472a-8f9a-c3a486ffc097,95,,,"[35.3, 59.2]",3754270,1,,,,-0.6128877,,Right Foot,,,"[50.8, 48.3]",,Ground Pass,,18.94888,,,Ryan Mason,40127.0,,,,,,,1,From Free Kick,Toby Alderweireld,20005.0,Right Center Back,4,Tottenham Hotspur,38,['6c23f690-243b-4ef9-9adc-24d60d737b4c'],51,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:51.969,Pass,
,,,,,,,,,,,,,,,,1.770252,,,,,,,,,,,,,,237dcecb-94fb-4d11-9903-9f02896fc37e,99,,,"[47.8, 52.3]",3754270,1,,,,1.7823086,,Right Foot,,,"[44.3, 68.6]",,Ground Pass,,16.671532,,,Eric Dier,10956.0,,,,,,,1,From Free Kick,Ryan Mason,40127.0,Left Center Midfield,4,Tottenham Hotspur,38,"['173e314e-4585-441f-b86e-e3d7a23cabaa', '381f55df-423a-4f87-aa87-e32f5b4310fc']",54,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:54.209,Pass,True
,,,,,,,,,,,,,,,,1.843763,,,,,,,,,,,,,,eaa12621-0f48-40d7-9353-f77689dbb4aa,102,,,"[43.7, 67.3]",3754270,1,,,,-2.635465,,Right Foot,,,"[26.2, 57.6]",,Ground Pass,,20.0085,,,Toby Alderweireld,20005.0,,,,,,,1,From Free Kick,Eric Dier,10956.0,Right Defensive Midfield,4,Tottenham Hotspur,38,['c81ef9b9-d996-479d-8188-1e21e718af64'],56,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:56.376,Pass,
,,,,,,,,,,,,,,,,1.658219,,,,,,,,,,,,,,344016b2-8a40-4136-bafd-4b6725373985,105,,,"[26.4, 58.9]",3754270,1,,,,0.84247893,,Left Foot,,,"[36.3, 70.0]",,Ground Pass,,14.8734665,,,Eric Dier,10956.0,,,,,,,1,From Free Kick,Toby Alderweireld,20005.0,Right Center Back,4,Tottenham Hotspur,38,['7f317656-38df-446f-83d3-153f2467e215'],59,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:59.077,Pass,
,,,,,,,,,,,,,,,,1.203747,,,,,,,,,,,,,,ed50d061-9711-4b32-91be-4e38ad4d62da,108,,,"[36.4, 69.5]",3754270,2,,,,-2.2406402,,Right Foot,,,"[26.5, 57.0]",,Ground Pass,,15.945532,,,Toby Alderweireld,20005.0,,,,,,,1,From Free Kick,Eric Dier,10956.0,Right Defensive Midfield,4,Tottenham Hotspur,38,['36d36c7c-b042-4a01-83ef-c94d971a5f4b'],2,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:02.412,Pass,
,,,,,,,,,,,,,,,,1.999998,,,,,,,,,,,,,,4c5dabcb-06b8-48df-96f0-af34304e129c,111,,,"[38.8, 54.1]",3754270,2,,,,-1.2045835,,Right Foot,,,"[49.5, 26.2]",,Ground Pass,,29.881432,,,Ryan Mason,40127.0,,,,,,,1,From Free Kick,Toby Alderweireld,20005.0,Right Center Back,4,Tottenham Hotspur,38,['352be0c8-0fe0-4ff1-9a70-c76f3fc8d50f'],7,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:07.814,Pass,
,,,,,,,,,,,,,,,,0.788312,,,,,,,,,,,,,,364c6dba-58fe-42b1-bac1-88e773b70fc7,114,,,"[57.4, 25.0]",3754270,2,,,,-0.57133746,,Right Foot,,,"[68.6, 17.8]",,Ground Pass,,13.314653,,,Harry Kane,10955.0,,,,,,,1,From Free Kick,Ryan Mason,40127.0,Left Center Midfield,4,Tottenham Hotspur,38,['062cea0c-deb8-414e-9769-dfeb51b2256e'],12,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:12.088,Pass,
,,,,,,,,,,,,,,,,1.152756,,,,,,,,,,,,,,6156fe7e-11ee-4d3d-ad28-2040ee6fe813,116,,,"[68.6, 17.8]",3754270,2,,,,3.057678,,Left Foot,,,"[57.9, 18.7]",,Ground Pass,,10.737783,,,Ryan Mason,40127.0,,,,,,,1,From Free Kick,Harry Kane,10955.0,Center Forward,4,Tottenham Hotspur,38,['d8f27a2c-fa4a-483e-8f01-c4c47af35625'],12,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:12.876,Pass,
,,,,,,,,,,,,,,,,1.821834,,,,,,,,,,,,,,4e58adb6-62d6-4a58-9521-df48371ffaad,119,,,"[52.2, 20.0]",3754270,2,,,,1.7972586,,Right Foot,,,"[47.2, 41.7]",,Ground Pass,,22.268587,,,Eric Dier,10956.0,,,,,,,1,From Free Kick,Ryan Mason,40127.0,Left Center Midfield,4,Tottenham Hotspur,38,['1539d906-866f-44e7-b517-7deea43ba54b'],15,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:15.665,Pass,
