bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6c7d868d-d107-415a-a3c7-201e46576a81,1,,,3754278,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 3085, 'name': 'Glenn Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,941bd57b-db4d-496a-b819-c992eeadff94,2,,,3754278,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 29}, {'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 21}, {'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Watford,23,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6350fc50-64a5-418f-8586-76f8566e6140,3,,,3754278,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['7591a0e4-4162-4265-9f26-a8f55c4bfa00'],0,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7591a0e4-4162-4265-9f26-a8f55c4bfa00,4,,,3754278,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['6350fc50-64a5-418f-8586-76f8566e6140'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d12ad1a5-14fb-4a62-ae94-7c56016b492f,1954,,,3754278,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,AFC Bournemouth,28,['7e735033-4fbf-4e7d-a5f3-feebd60e37c9'],0,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7e735033-4fbf-4e7d-a5f3-feebd60e37c9,1955,,,3754278,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,AFC Bournemouth,28,['d12ad1a5-14fb-4a62-ae94-7c56016b492f'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.189813,,,,,,,,,,,,,,3c3fbee0-5999-4d89-aeb1-6e0594a18c54,5,,"[61.0, 40.1]",3754278,0,,,,,1.9117752,,Right Foot,,,,"[59.9, 43.2]",,Ground Pass,,3.2893767,,,Joshua King,3346.0,,,,,,Kick Off,1,From Kick Off,Glenn Murray,3085.0,Center Forward,2,AFC Bournemouth,28,['06e52e90-3022-4da4-ad45-b1e1c2dc4903'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.870,Pass,
,,,,,,,,,,,,,,,1.063063,,,,,,,,,,,,,,97d97117-e32c-49a8-ab3f-2cfa5174f6f3,8,,"[59.5, 40.2]",3754278,0,,,,,3.0406709,,Right Foot,,,,"[51.6, 41.0]",,Ground Pass,,7.940403,,,Andrew Surman,3344.0,,,,,,,1,From Kick Off,Joshua King,3346.0,Center Attacking Midfield,2,AFC Bournemouth,28,['37874b8a-c5ac-4984-b976-47a95d87c158'],1,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:01.104,Pass,
,,,,,,,,,,,,,,,1.709071,,,,,,,,,,,,,,7e50c875-3f15-4d43-b799-6f71d9a1c0bf,11,,"[52.7, 41.5]",3754278,0,,,,,-1.2329181,,Left Foot,,,,"[63.1, 11.9]",,Ground Pass,,31.373875,,,Marc Pugh,3646.0,,,,,,,1,From Kick Off,Andrew Surman,3344.0,Right Defensive Midfield,2,AFC Bournemouth,28,['df211e15-3134-457d-a0d7-ed2bba445780'],3,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:03.261,Pass,
,,,,,,,,,,,,,,,1.016132,,,,,,,,,,,,,,a5e8bf1a-a164-4668-a30e-61fbdb3627d5,14,,"[63.1, 11.9]",3754278,0,,,,,2.3356214,,Right Foot,,,,"[51.2, 24.3]",,Ground Pass,,17.186333,,,Dan Gosling,3343.0,,,,,,,1,From Kick Off,Marc Pugh,3646.0,Left Midfield,2,AFC Bournemouth,28,['7a14345b-9bff-4c7f-9b95-0547b88b2533'],5,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:05.892,Pass,
,,,,,,,,,,,,,,,1.395477,,,,,,,,,,,,,,7ed0c990-a9e5-4570-b263-98009c3753c2,17,,"[52.4, 31.8]",3754278,0,,,,,1.8014022,,Right Foot,,,,"[44.3, 66.3]",,Low Pass,,35.438114,,,Steve Cook,3341.0,,,,,,,1,From Kick Off,Dan Gosling,3343.0,Left Defensive Midfield,2,AFC Bournemouth,28,['8bb13efe-b2af-434e-8655-18fde4ff2f16'],10,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:10.175,Pass,
,,,,,,,,,,,,,,,0.854226,,,,,,,,,,,,,,b6fae5ee-76a7-4d52-b1f1-d2e88203489f,20,,"[44.3, 66.3]",3754278,0,,,,,1.0014831,,Right Foot,,,,"[50.7, 76.3]",,Ground Pass,,11.872658,,,Simon Francis,3608.0,,,,,,,1,From Kick Off,Steve Cook,3341.0,Right Center Back,2,AFC Bournemouth,28,['82b7b6fc-c561-492e-8f47-bb5455f8cc91'],12,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:12.657,Pass,
