50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3a8b72d5-8c5a-4820-b5ee-ff42c794fdeb,1,,,3754319,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3612, 'name': 'Ashley Young'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 3314, 'name': 'Phil Jones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 18414, 'name': 'Bastian Schweinsteiger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a28307d6-c745-48c2-a9cc-b6131b04a618,2,,,3754319,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4631, 'name': 'Leon Britton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3449, 'name': 'Wayne Routledge'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,591b8964-0ea2-428c-82bc-03f44ee0f807,3,,,3754319,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,['9dc5177c-051c-444e-a3a8-39470492f148'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9dc5177c-051c-444e-a3a8-39470492f148,4,,,3754319,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,['591b8964-0ea2-428c-82bc-03f44ee0f807'],0,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c50d6ba4-6fc0-41f4-93b2-e8832d77feab,1845,,,3754319,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,94,Swansea City,26,['c049237f-c9da-47e0-93a8-1db0add0779d'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c049237f-c9da-47e0-93a8-1db0add0779d,1846,,,3754319,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,94,Swansea City,26,['c50d6ba4-6fc0-41f4-93b2-e8832d77feab'],0,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.601116,,,,,,,,,,,,,0529c0e3-30af-48a4-9747-f3ce3fcbd32f,5,,"[61.0, 40.1]",3754319,0,,,,,2.2655346,,Right Foot,,,"[60.0, 41.3]",,Ground Pass,,1.56205,,,Wayne Routledge,3449.0,,,,,,Kick Off,1,From Kick Off,Gylfi Þór Sigurðsson,3944.0,Left Wing,2,Swansea City,26,['889f8a6d-32d7-4271-80de-a911713e28a2'],2,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:02.064,Pass,
,,,,,,,,,,,,,,,,1.764876,,,,,,,,,,,,,1e53584c-f761-48a5-99d4-2ba60b173c46,7,,"[59.8, 39.9]",3754319,0,,,,,3.1415927,,Right Foot,,,"[47.6, 39.9]",,Ground Pass,,12.2,,,Leon Britton,4631.0,,,,,,,1,From Kick Off,Wayne Routledge,3449.0,Right Wing,2,Swansea City,26,['d6fabcf0-8a35-4273-8106-6b87eff5e617'],2,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:02.665,Pass,
,,,,,,,,,,,,,,,,1.759353,,,,,,,,,,,,,7691f701-a71d-48bf-b8aa-e56c0a3c8d24,9,,"[47.9, 40.2]",3754319,0,,,,,2.474391,,Right Foot,,,"[30.0, 54.3]",,Ground Pass,,22.7864,,,Federico Fernández,3290.0,,,,,,,1,From Kick Off,Leon Britton,4631.0,Center Defensive Midfield,2,Swansea City,26,['5db5fa21-81ac-42f0-8201-c72b3382699a'],4,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:04.430,Pass,
,,,,,,,,,,,,,,,,1.824171,,,,,,,,,,,,,2cbeacdd-d231-4d67-8b4a-a232a575374e,11,,"[30.0, 54.3]",3754319,0,,,,,0.44286537,,Right Foot,,,"[47.5, 62.6]",,Ground Pass,,19.36853,,,Jack Frank Porteous Cork,3462.0,,,,,,,1,From Kick Off,Federico Fernández,3290.0,Right Center Back,2,Swansea City,26,['2387345f-f556-4d6c-867b-b40152a95505'],6,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:06.190,Pass,
