ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,48789259-7716-4006-b88d-99066d16dc47,1,,,3754184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3568, 'name': 'Mohamed Naser Elsayed Elneny'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 35}, {'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3647, 'name': 'Alex Iwobi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 45}, {'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b3fc22c3-d76b-49c2-8128-52dfd07c9530,2,,,3754184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 12}, {'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,deab794d-9aa6-4ce7-b281-1c0f2f8bf103,3,,,3754184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['6f085a66-dc6e-487a-b099-f202e3bbc815'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6f085a66-dc6e-487a-b099-f202e3bbc815,4,,,3754184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['deab794d-9aa6-4ce7-b281-1c0f2f8bf103'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cb9f6dde-beb7-4cdb-93b1-9912cf315788,1955,,,3754184,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,77,Norwich City,56,['3af0babd-7051-4a2d-9c2b-a8d9651cb4b0'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3af0babd-7051-4a2d-9c2b-a8d9651cb4b0,1956,,,3754184,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,77,Norwich City,56,['cb9f6dde-beb7-4cdb-93b1-9912cf315788'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.601539,,,,,,,,,,,,,4973d36f-797b-46ee-841a-df61c04f62c8,5,,"[60.0, 40.0]",3754184,0,,,,,1.1801893,,Left Foot,,,,"[61.4, 43.4]",,Ground Pass,,3.6769552,,,,Mesut Özil,3496.0,,,,,,Kick Off,1,From Kick Off,Olivier Giroud,3604.0,Center Forward,2,Arsenal,1,['85ecabfb-561b-4c98-860d-d437c109286c'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.429,Pass,
,,,,,,,,,,,,,,,,1.245249,,,,,,,,,,,,,f7f5dec5-c550-4d3c-b03a-4db40634278f,8,,"[58.3, 42.4]",3754184,0,,,,,3.0007982,,Left Foot,,,,"[45.6, 44.2]",,Ground Pass,,12.826925,,,,Mohamed Naser Elsayed Elneny,3568.0,,,,,,,1,From Kick Off,Mesut Özil,3496.0,Center Attacking Midfield,2,Arsenal,1,['e7cabfbb-b3b5-457d-9b7a-f9576f433434'],2,,,,,,,,,,,,,,,,,Arsenal,1,00:00:02.001,Pass,
,,,,,,,,,,,,,,,,1.618134,,,,,,,,,,,,,827ac460-cc0b-49d6-9810-6c09af60b35b,11,,"[52.1, 43.4]",3754184,0,,,,,1.4753022,,Right Foot,,,,"[54.6, 69.5]",,Ground Pass,,26.219458,,,,Héctor Bellerín Moruno,3511.0,,,,,,,1,From Kick Off,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,2,Arsenal,1,['2c8f2566-6d55-45ed-b775-0ffbb3344e99'],5,,,,,,,,,,,,,,,,,Arsenal,1,00:00:05.873,Pass,
,,,,,,,,,,,,,,,,1.343325,,,,,,,,,,,,,679f7a99-5342-45b1-8568-347d0987b1eb,14,,"[50.3, 67.6]",3754184,0,,,,,-2.5577977,,Right Foot,,,,"[33.8, 56.7]",,Ground Pass,,19.775236,,,,Per Mertesacker,3475.0,,,,,,,1,From Kick Off,Héctor Bellerín Moruno,3511.0,Right Back,2,Arsenal,1,['f80e7470-c900-4fc2-b425-81c4cb18da83'],8,,,,,,,,,,,,,,,,,Arsenal,1,00:00:08.656,Pass,
