50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_penalty_saved_to_post,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c943f06a-b2e5-4838-8780-26d3ee9e1678,143,,"[95.3, 17.2]",3754225,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Harry Arter,3304.0,Left Defensive Midfield,12,AFC Bournemouth,28,['2748bf07-3e70-4dd0-ba0d-a593d9441edf'],35,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:35.085,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fbf3e49-fd60-4b2c-8ad2-ecf4559ea26f,147,,"[85.0, 37.9]",3754225,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrew Surman,3344.0,Right Defensive Midfield,12,AFC Bournemouth,28,"['61a834be-cfc0-4607-b23d-79e201779b7e', 'f8334a0e-0c51-4b0e-bd35-72e0c5f19945']",37,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:37.899,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33e89b63-e13e-4238-a021-51e6fb605303,150,,"[75.8, 73.2]",3754225,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,12,AFC Bournemouth,28,['e077ecf9-1bd1-40c8-b643-d4803de89ee8'],40,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:40.154,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf6aa803-1052-4a9e-a6cf-6fdc4db7cf34,153,,"[71.4, 67.4]",3754225,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrew Surman,3344.0,Right Defensive Midfield,12,AFC Bournemouth,28,['784cf2b1-6174-492a-9b36-d32f35ad85ca'],43,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:43.763,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c206306e-67de-4263-88c9-69173086a800,157,,"[75.1, 62.5]",3754225,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Harry Arter,3304.0,Left Defensive Midfield,12,AFC Bournemouth,28,"['989f5f44-51a3-475b-947d-f70b15708afe', 'ac194818-65f0-488d-b1ab-2b514842e2ff']",46,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:46.277,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7fa4b723-b5d3-4585-a46c-b60f1839859b,160,,"[90.5, 77.3]",3754225,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Junior Stanislas,3463.0,Right Midfield,12,AFC Bournemouth,28,['53bb8d74-4575-42c1-ba9a-88c036a50ab9'],49,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:49.738,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0fcdfb7-acd1-4fcc-9482-e5bbf848cd18,169,,"[51.1, 4.0]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Salomón Rondón Giménez,4041.0,Center Forward,12,AFC Bournemouth,28,['4f4a240c-6d75-407e-b37c-117e34de792b'],2,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:02.185,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e89841bb-99eb-4c5f-b9d6-45699c1d3c6c,173,,"[57.0, 61.6]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrew Surman,3344.0,Right Defensive Midfield,13,AFC Bournemouth,28,['c768cdb2-5c5d-4e22-8da3-50a00719c788'],9,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:09.004,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d231eb7-bc12-4faa-84c7-dc3d53422eeb,175,,"[53.8, 23.7]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Steve Cook,3341.0,Left Center Back,13,AFC Bournemouth,28,['8a3398bb-79fe-4cf1-9c4c-fbdbb701b931'],14,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:14.212,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a9f8370-fe06-42ef-869d-a54fd7c37925,178,,"[70.5, 9.9]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,13,AFC Bournemouth,28,['286a1c27-5b86-4c72-ac09-871175996656'],17,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:17.545,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db475bab-aa48-4e84-86c9-074d73a3928a,182,,"[54.8, 21.0]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Steve Cook,3341.0,Left Center Back,13,AFC Bournemouth,28,['26d8c1fc-3944-43f0-84ae-a7441eb09346'],19,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:19.234,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3cc713b-4176-47b2-be8f-b1dbffe79e03,185,,"[55.0, 65.0]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tommy Elphick,9626.0,Right Center Back,13,AFC Bournemouth,28,['ec6262e0-5315-4a20-9b5b-a0466aa605da'],23,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:23.290,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d431eafa-188d-4ba7-a836-32dc4de37601,188,,"[71.9, 58.0]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Harry Arter,3304.0,Left Defensive Midfield,13,AFC Bournemouth,28,['3b9d4c01-9064-4219-9b6d-eab62c1e4b21'],28,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:28.343,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02f847e6-884b-4244-8b20-f1a02c68d83d,191,,"[77.0, 6.1]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,13,AFC Bournemouth,28,['844e2dc1-bb14-4d34-8ae6-e81e29c65dee'],34,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:34.081,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfc0a01d-d2f1-4029-8500-861e8ee081df,196,,"[94.6, 8.7]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Max-Alain Gradel,4416.0,Left Midfield,13,AFC Bournemouth,28,"['2819aa79-1659-4f50-bed3-b02e0723575f', '6735ebd0-51be-471a-8690-4ddf2e76148d']",37,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:37.267,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f4921b4-7bb9-4d77-bf8f-a94f1182372d,199,,"[100.2, 15.7]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,13,AFC Bournemouth,28,['d6c54886-b1c0-420f-b7b2-42b91e249d01'],38,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:38.602,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eacb86a4-584c-4c69-b2fd-41c8de854593,204,,"[69.9, 51.1]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Salomón Rondón Giménez,4041.0,Center Forward,13,AFC Bournemouth,28,['0b1958ca-9a52-4d93-b330-ebad2063ac69'],43,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:43.852,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6d3e7a0-0047-42ae-9a25-fea5c0cf1d27,206,,"[17.9, 41.3]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Artur Boruc,20074.0,Goalkeeper,13,AFC Bournemouth,28,['763fc0cc-c160-4b3d-bde8-56319e8dad87'],46,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:46.559,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d91cfb22-4acf-4fb3-ad8f-2642bfea8a6f,209,,"[35.5, 64.5]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tommy Elphick,9626.0,Right Center Back,13,AFC Bournemouth,28,['2e7e80e9-2b59-4de2-9490-aa4cf2a03e7c'],49,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:49.283,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42dacf0d-bc94-4c37-9175-7dd110d602b9,212,,"[45.9, 53.9]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Harry Arter,3304.0,Left Defensive Midfield,13,AFC Bournemouth,28,['4befdb22-b12c-4b59-9879-bde5eba93672'],51,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:51.589,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca4fbd72-daee-41fc-88cc-0f241aa71edb,215,,"[67.8, 16.9]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,13,AFC Bournemouth,28,['0a5ef69a-712e-4015-9aff-71b0adcccd21'],55,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:55.554,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd6e69a0-b8da-4e95-9db1-f8381d025942,218,,"[56.0, 27.3]",3754225,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrew Surman,3344.0,Right Defensive Midfield,13,AFC Bournemouth,28,['bd894093-f9e6-4d14-a90f-8a83c07d4767'],58,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:58.140,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94b35d46-6619-4d95-bc4d-ca2c9cd62d3c,221,,"[51.9, 75.1]",3754225,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tommy Elphick,9626.0,Right Center Back,13,AFC Bournemouth,28,['ff3ff850-0eba-458e-991a-7363ca48a936'],3,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:03.132,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff75b10c-f835-4123-ad1f-c4b5e1497675,225,,"[78.6, 6.5]",3754225,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Salomón Rondón Giménez,4041.0,Center Forward,14,West Bromwich Albion,27,['831cb3f8-782d-4ab6-a549-6f7b19c2e3ce'],28,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:05:28.198,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370d2aca-4fd6-4eda-a23a-f862b951eb90,228,,"[36.9, 67.4]",3754225,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrew Surman,3344.0,Right Defensive Midfield,15,AFC Bournemouth,28,['2a2fc86d-6bca-497f-989e-eeb85cba9572'],29,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:29.958,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45dc0b4f-07d4-4f89-a855-00c2150b2c07,231,,"[27.8, 59.6]",3754225,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,15,AFC Bournemouth,28,['21fe90f2-905b-4c47-808e-52188083f7aa'],32,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:32.280,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000c4f6e-ef6c-4062-9741-942e28cf8230,235,,"[58.2, 23.0]",3754225,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Max-Alain Gradel,4416.0,Left Midfield,15,AFC Bournemouth,28,"['b3c1522c-3b0e-461d-a84b-4981946f49c7', 'd91dffd8-8f7f-4484-bc88-581f397c3934']",37,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:37.047,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1322c80-7186-419e-a36a-aad7cfad9ecc,238,,"[50.9, 21.3]",3754225,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,15,AFC Bournemouth,28,['b51cc839-6673-4266-8445-f1e0b1c0446f'],39,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:39.060,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03472f6e-e9a8-43ba-9b28-cc21d0c14680,241,,"[50.0, 29.7]",3754225,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Arter,3304.0,Left Defensive Midfield,15,AFC Bournemouth,28,['31041a91-2298-4871-ab3c-b4aae3109471'],41,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:41.180,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6c7eb4e-75db-4508-a83f-ab485ac66e55,244,,"[68.1, 75.1]",3754225,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Junior Stanislas,3463.0,Right Midfield,15,AFC Bournemouth,28,['e9e93080-acbf-4b70-8019-ea48ac44ee1c'],44,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:44.454,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58099810-4f96-4e33-b710-72ef9d6118cb,247,,"[62.0, 76.5]",3754225,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Simon Francis,3608.0,Right Back,15,AFC Bournemouth,28,['6d1f4745-1a61-4dea-86c2-8c1682426d86'],46,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:46.393,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710a913f-19a1-494d-b9c0-1bf9067f55ba,253,,"[70.5, 71.7]",3754225,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lewis Grabban,9593.0,Left Center Forward,16,AFC Bournemouth,28,['353c644e-c5f3-4c03-bd6b-f375b0d5850d'],55,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:55.199,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cbc6fd8-a299-4acd-bedd-35e40eabcf79,257,,"[65.4, 76.1]",3754225,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,16,AFC Bournemouth,28,"['2de4968e-157d-4434-a162-0bb65a92eb3d', '580ef6ff-af13-468e-ac95-8efd09f8c756']",56,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:56.715,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca3eb88a-f68c-44a6-84c7-eb0acc3593a5,260,,"[58.7, 71.5]",3754225,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrew Surman,3344.0,Right Defensive Midfield,16,AFC Bournemouth,28,['12b2126e-75a6-4437-8529-a1ce1985d36c'],57,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:57.677,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d93625eb-913e-4389-82c5-068c6d915797,264,,"[58.9, 49.0]",3754225,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Harry Arter,3304.0,Left Defensive Midfield,16,AFC Bournemouth,28,['bf4a55ae-b2ae-46b0-b1de-fbac7528db50'],59,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:59.848,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2cef2f30-9fdb-4d55-bcaf-e98ec5397b41,267,,"[68.8, 23.7]",3754225,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,16,AFC Bournemouth,28,['e1ae531f-d305-4858-ae69-1f1ed7d1b0cc'],2,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:06:02.477,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09722d48-362a-4e0e-986e-18967310e9f7,271,,"[82.5, 8.7]",3754225,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Max-Alain Gradel,4416.0,Left Midfield,16,AFC Bournemouth,28,['3e33c207-4b70-4af3-9973-4ce99f963b7a'],4,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:06:04.825,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb9c3c11-8f06-4cee-8314-d30243a94fa6,278,,"[103.3, 31.9]",3754225,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lewis Grabban,9593.0,Left Center Forward,16,AFC Bournemouth,28,['60a1b949-47ed-419d-a9f1-903bacbdcafc'],10,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:06:10.239,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a10ba123-7e17-49bc-9dd8-0895715ef409,286,,"[20.8, 25.6]",3754225,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,18,AFC Bournemouth,28,['5220426b-0f36-4c20-9ef0-64b883a100c2'],44,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:06:44.810,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f231e8cb-c922-4d7b-88d9-31dcba15824d,289,,"[41.0, 14.0]",3754225,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,18,AFC Bournemouth,28,['31e8284a-6983-4a0e-9bc9-c23acda46f8e'],49,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:06:49.324,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4219824-5e65-48b4-a56c-16475762be4b,294,,"[31.1, 21.3]",3754225,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,18,AFC Bournemouth,28,"['97e2e01a-6207-4180-9ca8-c411e0d690e5', '9b6d2aab-a3f1-4593-a4f5-c23c3e645f55']",51,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:06:51.482,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ed77268-507d-436e-9877-2737dd131861,297,,"[9.7, 33.1]",3754225,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Artur Boruc,20074.0,Goalkeeper,18,AFC Bournemouth,28,"['98618eb6-826f-44ab-a945-d80bd8b86478', '9b6d2aab-a3f1-4593-a4f5-c23c3e645f55']",53,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:06:53.640,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b931fe18-3882-4d22-b0f9-0efa980a055c,303,,"[58.8, 51.1]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Leko,22702.0,Right Wing,18,AFC Bournemouth,28,['094e4de3-52f2-4d55-a2df-2076d1d219be'],3,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:07:03.424,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607793a9-b661-429c-875b-23c99be32935,308,,"[52.1, 26.3]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Arter,3304.0,Left Defensive Midfield,18,AFC Bournemouth,28,['96ec9ac2-97b6-47cd-8cc8-64bd22ebe6bf'],5,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:05.789,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3a4b299-512e-46a4-af4c-b0e4f6a194c5,311,,"[59.1, 23.0]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,18,AFC Bournemouth,28,['443b1ebd-6f73-4c70-9e53-f5e0ce56f263'],7,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:07.593,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b75e763-3859-468d-a4fd-bf3e08caf207,314,,"[79.4, 12.1]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Max-Alain Gradel,4416.0,Left Midfield,18,AFC Bournemouth,28,['3fafd8a1-0544-4b5b-bdd7-abad3d59ec85'],10,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:10.541,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464776e0-aa93-4646-bda5-bf9f8445f850,317,,"[77.5, 33.3]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lewis Grabban,9593.0,Left Center Forward,18,AFC Bournemouth,28,['77eac784-63fd-46aa-8ec3-01a2d050e9ff'],15,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:15.475,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63d56f58-3f45-406e-a39f-06b2f2cc293b,320,,"[69.0, 24.7]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Arter,3304.0,Left Defensive Midfield,18,AFC Bournemouth,28,['6e52215c-d91c-4051-b7d7-60f4f055ae32'],16,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:16.721,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfe05dab-9969-43b2-a333-a74d3fd6a891,323,,"[88.3, 18.9]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,18,AFC Bournemouth,28,['f55be6cd-862f-416a-beb6-1dc3df6332e4'],18,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:18.577,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2edf1d60-1532-47ec-9546-b44a1fca6842,326,,"[85.2, 27.1]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Max-Alain Gradel,4416.0,Left Midfield,18,AFC Bournemouth,28,['4c551d54-8a69-4446-89ed-330e10b22e1e'],22,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:22.386,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822040c4-217c-4f03-bd61-6f3182f19680,329,,"[73.4, 14.0]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Arter,3304.0,Left Defensive Midfield,18,AFC Bournemouth,28,['2aab340f-8cf8-4be9-95f0-56e1a6e63a5f'],24,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:24.093,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4678f62a-6334-4332-8b34-7ea246daf0db,332,,"[91.0, 71.2]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Simon Francis,3608.0,Right Back,18,AFC Bournemouth,28,['b98da6e3-6588-4942-9a6f-147f61aeee12'],30,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:30.732,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20fa2530-4ac4-4c6b-a828-a8a491449126,336,,"[92.0, 69.1]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Junior Stanislas,3463.0,Right Midfield,18,AFC Bournemouth,28,['cdf855ed-2d8e-4866-a845-89ebf464ab31'],33,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:33.298,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe408561-ea88-43ff-a915-8c398e134077,339,,"[86.2, 58.9]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Harry Arter,3304.0,Left Defensive Midfield,18,AFC Bournemouth,28,['fa54ff36-b35d-4fd3-abd9-07e4995cd0c9'],36,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:36.350,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cfb4622-ea45-4eb1-a73f-cdc551e6b964,343,,"[94.1, 59.6]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Simon Francis,3608.0,Right Back,18,AFC Bournemouth,28,"['397c38fe-bd0f-4ae8-b021-a0df82c8fab0', 'afdb3ddb-83d6-4bb6-8b52-32c6a2ce1fef']",38,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:38.778,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0c2684e-cebf-4094-b29c-9917333bfefd,347,,"[22.1, 25.5]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Craig Gardner,9485.0,Center Attacking Midfield,19,West Bromwich Albion,27,['c3ed8ea7-f005-476f-a81b-c0dc0b3e38df'],40,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:07:40.496,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0bc0721-2a56-4c73-8812-4bcfd2a2d221,350,,"[26.7, 27.0]",3754225,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Claudio Ariel Yacob,3967.0,Right Defensive Midfield,19,West Bromwich Albion,27,['dc0b0515-82ee-4e83-bba2-dcfd666ee7ba'],41,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:07:41.365,Ball Receipt*,
