50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.6014,,,,,,,,,,,,,,9bec471d-400c-4ea2-9b4e-68b3676c4bda,17,,"[77.9, 54.4]",3754086,0,,,,-2.735026,,Head,,,,"[63.5, 48.2]",,Low Pass,,15.67801,,,Incomplete,,,,,,,,,,1,From Kick Off,Adlène Guédioura,4828.0,Right Midfield,2,Watford,23,['a63dfd10-db11-4f55-bf6d-91105b414124'],9,,,,,,,,,,,,,,,,,Watford,23,00:00:09.393,Pass,
,,,,,,,,,,True,,,,,,2.816788,,,,,,,,,,,,,,a63dfd10-db11-4f55-bf6d-91105b414124,19,,"[56.6, 31.9]",3754086,0,,,,-1.5946962,,Right Foot,,,,"[56.0, 6.8]",,Low Pass,,25.10717,,,,,Aaron Cresswell,3062.0,,,,,,Interception,1,Regular Play,Mark Noble,3874.0,Right Center Midfield,3,West Ham United,40,"['9bec471d-400c-4ea2-9b4e-68b3676c4bda', '9ee4b888-15f4-4791-80bd-7d8f05d78cd9', 'f5b049db-90c8-4784-813f-373ea2434e66']",10,,,,,,,,,,,,,,,,,West Ham United,40,00:00:10.994,Pass,True
,,,,,,,,,,,,,,,,1.23345,,,,,,,,,,,,,,7d1fe6cf-7bb7-41db-8423-50ba0736427a,22,,"[63.8, 2.7]",3754086,0,,,,0.578406,,Left Foot,,,,"[88.0, 18.5]",,Low Pass,,28.90121,,,Incomplete,,,,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,3,West Ham United,40,['e9cffec5-a685-4087-b5d1-1619335c3eb1'],14,,,,,,,,,,,,,,,,,West Ham United,40,00:00:14.749,Pass,
,,,,,,,,,,,,,,,,2.210935,,,,,,,,,,,,,,e0bcdf6b-a784-488e-9b76-8a9de1f538a3,24,,"[68.7, 0.1]",3754086,0,,,,2.6064963,,,,,,"[49.3, 11.6]",,Low Pass,,22.552383,,,,,Angelo Obinze Ogbonna,3843.0,,,,,,Throw-in,1,From Throw In,Aaron Cresswell,3062.0,Left Back,4,West Ham United,40,['9ec224df-4c64-4128-937d-987adce8f2ee'],27,,,,,,,,,,,,,,,,,West Ham United,40,00:00:27.628,Pass,
,,,,,,,,,,,,,,,,1.692042,,,,,,,,,,,,,,a9a4cb34-e715-4d38-b130-cfa2c0e08831,27,,"[48.3, 13.3]",3754086,0,,,,1.8724995,,Left Foot,,,,"[40.8, 37.4]",,Ground Pass,,25.240047,,,,,Winston Reid,4280.0,,,,,,,1,From Throw In,Angelo Obinze Ogbonna,3843.0,Left Center Back,4,West Ham United,40,['10d7a9c0-475a-407d-b1c5-fb7961861b3f'],31,,,,,,,,,,,,,,,,,West Ham United,40,00:00:31.347,Pass,
,,,,,,,,,,,,,,,,1.521311,,,,,,,,,,,,,,f7060f47-d9d8-4c5a-a82d-25996dfc960a,30,,"[51.9, 41.6]",3754086,0,,,,-2.0892193,,Right Foot,,,,"[43.4, 26.7]",,Ground Pass,,17.154009,,,,,Angelo Obinze Ogbonna,3843.0,,,,,,,1,From Throw In,Winston Reid,4280.0,Right Center Back,4,West Ham United,40,['6c74beef-389b-4dad-a6b6-ac7d87cc0789'],38,,,,,,,,,,,,,,,,,West Ham United,40,00:00:38.156,Pass,
,,,,,,,,,,,,,,,,1.21889,,,,,,,,,,,,,,b0fe7842-a28d-48f5-b361-9c77a4e82c3d,33,,"[53.2, 24.9]",3754086,0,,,,1.943784,,Left Foot,,,,"[46.0, 43.3]",,Ground Pass,,19.758543,,,,,Winston Reid,4280.0,,,,,,,1,From Throw In,Angelo Obinze Ogbonna,3843.0,Left Center Back,4,West Ham United,40,['cc14d1e9-3465-4778-87e8-c752fd153772'],45,,,,,,,,,,,,,,,,,West Ham United,40,00:00:45.595,Pass,
,,,,,,,,,,,,,,,,1.214884,,,,,,,,,,,,,,d890709c-4e31-4e75-a2e6-5e9be95c1675,36,,"[54.1, 39.8]",3754086,0,,,,1.6730031,,Right Foot,,,,"[52.1, 59.3]",,Ground Pass,,19.602295,,,,,Manuel Lanzini,3595.0,,,,,,,1,From Throw In,Winston Reid,4280.0,Right Center Back,4,West Ham United,40,['49cf264a-f488-443f-a5a7-fcd47640f8c7'],50,,,,,,,,,,,,,,,,,West Ham United,40,00:00:50.384,Pass,
,,,,,,,,,,,,,,,,0.876842,,,,,,,,,,,,,,bb83a817-a296-4077-b72b-a502d0286783,39,,"[66.4, 64.9]",3754086,0,,,,-1.9525605,,Right Foot,,,,"[60.9, 51.2]",,Ground Pass,,14.762791,,,,,Cheikhou Kouyaté,3684.0,,,,,,,1,From Throw In,Manuel Lanzini,3595.0,Left Center Midfield,4,West Ham United,40,['6e65ca8d-ad41-4923-b30d-3c23d661862c'],55,,,,,,,,,,,,,,,,,West Ham United,40,00:00:55.787,Pass,
,,,,,,,,,,,,,,,,0.976589,,,,,,,,,,,,,,354fb5b6-6d33-4ca8-b4a9-06fad0e4f2be,42,,"[66.5, 44.8]",3754086,0,,,,-1.966486,,Right Foot,,,,"[63.2, 36.9]",,Ground Pass,,8.561542,,,,,Mark Noble,3874.0,,,,,,,1,From Throw In,Cheikhou Kouyaté,3684.0,Center Defensive Midfield,4,West Ham United,40,['7559f594-c392-48f4-a64d-58fa7a3f1c04'],59,,,,,,,,,,,,,,,,,West Ham United,40,00:00:59.472,Pass,
,,,,,,,,,,,,,,,,2.550529,,,,,,,,,,,,,,6a102444-381e-43e2-afab-098f7f98cd06,45,,"[61.2, 43.3]",3754086,1,,,,0.8284485,,Right Foot,,,,"[92.3, 77.2]",,High Pass,,46.004566,,,,,Michail Antonio,3349.0,,,,,,,1,From Throw In,Mark Noble,3874.0,Right Center Midfield,4,West Ham United,40,['9c3e4c43-7722-420a-8d6d-827867accf99'],1,,,,,,,,,,,,,,,,,West Ham United,40,00:01:01.745,Pass,
,,,,,,,,,,,,,,,,3.088195,,,,,,,,,,,,,,af144f48-2a8c-449f-ae70-6fcb63442b9d,48,,"[6.0, 44.0]",3754086,1,,,,0.100713894,,Right Foot,,,,"[72.3, 50.7]",,High Pass,,66.63768,,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Heurelho da Silva Gomes,3522.0,Goalkeeper,5,Watford,23,['fc5ab58d-7388-4ec9-baf2-45f1b73928c4'],35,,,,,,,,,,,,,,,,,Watford,23,00:01:35.750,Pass,
,,,,,,,,,,,,,,,,0.342914,,,,,,,,,,,,,,d153aee7-7a78-4449-a802-e91ddcedb8c2,59,,"[70.5, 2.1]",3754086,1,,,,2.9509537,,Right Foot,,,,"[64.8, 3.2]",,Ground Pass,,5.80517,,,Incomplete,,Aaron Cresswell,3062.0,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Wing,6,West Ham United,40,"['5405dd76-7708-4092-96fb-e8256de58f5e', 'afb04926-067b-47fd-8c3a-2d669dded650', 'ccf566cd-e7b1-42a0-8c38-544252945cb5']",45,,,,,,,,,,,,,,,,,West Ham United,40,00:01:45.264,Pass,True
,,,,,,,,,,,,,,,,0.013822,,,,,,,,,,,,,,2459cdd3-742a-4fab-82b4-8ec22fb4a029,62,,"[62.9, 6.5]",3754086,1,,,,0.75092906,,Right Foot,,,,"[64.4, 7.9]",,Ground Pass,,2.0518284,,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Aaron Cresswell,3062.0,Left Back,6,West Ham United,40,['458981e7-30b5-407a-826a-044a78b170e3'],47,,,,,,,,,,,,,,,,,West Ham United,40,00:01:47.047,Pass,
,,,,,,,,,,,,,,,,2.0632,,,,,,,,,,,,,,3769c373-5844-4637-8ee4-bf8fa06e234a,64,,"[53.1, 67.7]",3754086,1,,,,-0.17015977,,Right Foot,,,,"[82.2, 62.7]",,High Pass,,29.526428,,,Incomplete,,Nordin Amrabat,3302.0,,,,,,Recovery,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,6,West Ham United,40,"['a1f2b5b7-b3c9-4020-90e4-184b6d495f88', 'b5d2c610-e668-4894-995b-bf14b18eecb2']",48,,,,,,,,,,,,,,,,,Watford,23,00:01:48.332,Pass,
,,,,,,,,,,,,,,,,2.02204,,,,,,,,,,,,,,a1f2b5b7-b3c9-4020-90e4-184b6d495f88,66,,"[37.9, 17.4]",3754086,1,,,,-0.43702668,,Right Foot,,,,"[65.3, 4.6]",,High Pass,,30.242355,,,,,Dimitri Payet,3491.0,,,,,,Recovery,1,Regular Play,Angelo Obinze Ogbonna,3843.0,Left Center Back,6,West Ham United,40,"['3769c373-5844-4637-8ee4-bf8fa06e234a', '486bf43a-a1b1-40a0-9f40-6bad9972b627']",50,,,,,,,,,,,,,,,,,West Ham United,40,00:01:50.395,Pass,
,,,,,,,,,,,,,,,,1.153663,,,,,,,,,,,,,,76089638-9381-405c-a840-28ecdd60d048,69,,"[82.8, 4.2]",3754086,1,,,,-0.08588095,,Right Foot,,,,"[97.9, 2.9]",,Ground Pass,,15.155857,,,,,Cheikhou Kouyaté,3684.0,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Wing,6,West Ham United,40,['307a618b-1786-486e-9f59-94a95556d4bd'],56,,,,,,,,,,,,,,,,,West Ham United,40,00:01:56.248,Pass,
,,,,,,,,,,,,,,,,1.239268,,,,,,,,,,,,,,04722ab6-a2e5-4284-8264-0c7ef2a89991,75,,"[35.7, 80.0]",3754086,2,True,,,-0.10687096,,,,,,"[61.8, 77.2]",,High Pass,,26.249762,,,,,Adlène Guédioura,4828.0,,,,,,Throw-in,1,From Throw In,Juan Carlos Paredes Reasco,36983.0,Right Back,7,Watford,23,['4106e833-86cb-4863-88c7-4011f511cead'],11,,,,,,,,,,,,,,,,,Watford,23,00:02:11.765,Pass,
,,,,,,,,,,,,,,,,1.596486,,,,,,,,,,,,,,75c8e3ab-0878-4cec-af6e-2aa346a54b9d,78,,"[60.7, 77.6]",3754086,2,,,,-1.7193012,,Right Foot,,,,"[58.8, 64.9]",,Ground Pass,,12.841339,,,Incomplete,,,,,,,,,,1,From Throw In,Adlène Guédioura,4828.0,Right Midfield,7,Watford,23,"['016f0146-8aa7-450d-b4cb-361f015df214', '2c9f5663-5752-402d-8401-e1023c8e7e90']",13,,,,,,,,,,,,,,,,,Watford,23,00:02:13.005,Pass,True
,,,,,,,,,,,,,,,,1.130455,,,,,,,,,,,,,,016f0146-8aa7-450d-b4cb-361f015df214,80,,"[61.3, 15.2]",3754086,2,,,,0.010100666,,Right Foot,,,,"[71.2, 15.3]",,Ground Pass,,9.900505,,,,,Andy Carroll,4271.0,,,,,,Interception,1,From Throw In,Mark Noble,3874.0,Right Center Midfield,7,Watford,23,"['75c8e3ab-0878-4cec-af6e-2aa346a54b9d', '7dda9df4-4c10-4d7d-812d-df88f7f20efd', 'c0961207-5085-42fe-b188-eab6fc43dd49']",14,,,,,,,,,,,,,,,,,West Ham United,40,00:02:14.601,Pass,True
,,,,,,,,,,,,,,,,1.558413,,,,,,,,,,,,,,bdb269b8-a5f3-416c-9358-caa942c7f78f,84,,"[71.6, 13.6]",3754086,2,,,,0.64141995,,Right Foot,,,,"[87.0, 25.1]",,Ground Pass,,19.220041,,,Incomplete,,Diafra Sakho,3962.0,,,,,,,1,From Throw In,Andy Carroll,4271.0,Center Forward,7,Watford,23,"['0cf1c33c-3c91-4016-909c-8d73862da1d6', 'b4781d3c-b2c7-4f28-8f9c-933502bd4e70', 'd9144d71-437f-440c-8ada-13dd79cf8c63']",15,,,,,,,,,,,,,,,,,West Ham United,40,00:02:15.954,Pass,True
,,,,,,,,,,,,,,,,2.25409,,,,,,,,,,,,,,ef2f20ed-b971-4c1b-a66c-d9786273b9c9,89,,"[34.8, 51.2]",3754086,2,,,,-1.5383167,,Right Foot,,,,"[35.7, 23.5]",,Ground Pass,,27.714617,,,,,José Holebas,3725.0,,,,,,,1,From Throw In,Craig Cathcart,3263.0,Left Center Back,7,Watford,23,['ea3f21ed-aceb-41e1-9b17-08bcc998cb41'],18,,,,,,,,,,,,,,,,,Watford,23,00:02:18.382,Pass,
,,,,,,,,,,,,,,,,1.484808,,,,,,,,,,,,,,78825203-2a8b-492c-8211-e80875476b39,92,,"[50.5, 6.2]",3754086,2,,,,-0.012269323,,Left Foot,,,,"[66.8, 6.0]",,Ground Pass,,16.301228,,,,,Almen Abdi,43081.0,,,,,,,1,From Throw In,José Holebas,3725.0,Left Back,7,Watford,23,['756845ee-7c06-4448-a039-f9afa15ca7b4'],23,,,,,,,,,,,,,,,,,Watford,23,00:02:23.407,Pass,
,,,,,,,,,,,,,,,,1.454804,,,,,,,,,,,,,,1314f929-d296-463a-96b1-73e551420199,95,,"[63.9, 6.0]",3754086,2,,,,-3.1286902,,Right Foot,,,,"[48.4, 5.8]",,Ground Pass,,15.50129,,,,,José Holebas,3725.0,,,,,,,1,From Throw In,Almen Abdi,43081.0,Left Midfield,7,Watford,23,['4b41c318-b92a-416c-9ead-2fa77559f9f8'],25,,,,,,,,,,,,,,,,,Watford,23,00:02:25.715,Pass,
,,,,,,,,,,,,,,,,0.733257,,,,,,,,,,,,,,2815bc13-1cd2-4ea3-8749-280eaf1d7125,97,,"[48.4, 5.8]",3754086,2,,,,0.71606505,,Left Foot,,,,"[56.1, 12.5]",,Ground Pass,,10.206861,,,,,José Manuel Jurado Marín,6870.0,,,,,,,1,From Throw In,José Holebas,3725.0,Left Back,7,Watford,23,['3897ce18-69b3-49c7-9678-7e0d2ab0c0b7'],27,,,,,,,,,,,,,,,,,Watford,23,00:02:27.170,Pass,
,,,,,,,,,,,,,,,,0.907401,,,,,,,,,,,,,,13c341d2-185d-4edd-a3a2-afaac029bda2,101,,"[54.8, 9.0]",3754086,2,,,,-0.43094897,,Left Foot,,,,"[63.5, 5.0]",,Ground Pass,,9.57549,,,,,Almen Abdi,43081.0,,,,,,,1,From Throw In,José Manuel Jurado Marín,6870.0,Right Center Forward,7,Watford,23,['b52f39e6-4274-41c8-8e37-d6e638ab0901'],28,,,,,,,,,,,,,,,,,Watford,23,00:02:28.405,Pass,
,,,,,,,,,,,,,,,,0.928033,,,,,,,,,,,,,,6132edf8-c896-4b98-b007-0828c908f74e,104,,"[63.5, 5.0]",3754086,2,,,,1.2390794,,Right Foot,,,,"[66.6, 14.0]",,Ground Pass,,9.518929,,,,,Mario Suárez Mata,23488.0,,,,,,,1,From Throw In,Almen Abdi,43081.0,Left Midfield,7,Watford,23,['5a2ade59-08e6-4a23-93ba-bb9b2957ec41'],30,,,,,,,,,,,,,,,,,Watford,23,00:02:30.062,Pass,
,,,,,,,,,,,,,,,,0.834329,,,,,,,,,,,,,,b4aac38e-a3df-4ce3-be6e-188a51d9b01b,106,,"[66.6, 15.9]",3754086,2,,,,-0.5636711,,Left Foot,,,,"[77.2, 9.2]",,Ground Pass,,12.539936,,,,,Nordin Amrabat,3302.0,,,,,,,1,From Throw In,Mario Suárez Mata,23488.0,Left Defensive Midfield,7,Watford,23,['964b8a49-0a5a-4f1d-9542-0611a85c1c2f'],30,,,,,,,,,,,,,,,,,Watford,23,00:02:30.990,Pass,
,,,,,,,,,,,,,,,,0.671774,,,,,,,,,,,,,,1eb24806-dfb5-4cc7-a03e-896a17b76aaf,110,,"[73.4, 10.0]",3754086,2,,,,-2.0123887,,Right Foot,,,,"[70.8, 4.5]",,Ground Pass,,6.0835843,,,,,Almen Abdi,43081.0,,,,,,,1,From Throw In,Nordin Amrabat,3302.0,Left Center Forward,7,Watford,23,"['c451ebd4-a9e9-497e-853f-4b206da51df8', 'e6ddf8a1-5010-4449-8d52-5d815656c6c8']",32,,,,,,,,,,,,,,,,,Watford,23,00:02:32.811,Pass,True
,,,,,,,,,,,,,,,,0.875853,,,,,,,,,,,,,,059fcab8-5c4c-4b87-bb5a-187f48764302,112,,"[70.8, 4.5]",3754086,2,,,,0.43408632,,Left Foot,,,,"[85.9, 11.5]",,Low Pass,,16.643618,,,Incomplete,,Mario Suárez Mata,23488.0,,,,Through Ball,True,,1,From Throw In,Almen Abdi,43081.0,Left Midfield,7,Watford,23,"['1dbc025f-f860-4c62-b602-8c5a0ec53776', 'c63ad843-297f-48d8-a359-21d34e39bc32']",33,,,,,,,,,,,,,,,,,Watford,23,00:02:33.482,Pass,
,,,,,,,,,,,,,,,,1.329796,,,,,,,,,,,,,,916d4e96-1da4-415f-84c0-c74d1cd49fa1,118,,"[35.6, 74.1]",3754086,2,,,,-2.7813215,,Right Foot,,,,"[21.0, 68.6]",,Ground Pass,,15.601603,,,,,Michail Antonio,3349.0,,,,,,,1,Regular Play,Mark Noble,3874.0,Right Center Midfield,8,West Ham United,40,['35bc5ce0-b166-450a-8408-0ad751293954'],36,,,,,,,,,,,,,,,,,West Ham United,40,00:02:36.154,Pass,
,,,,,,,,,,,,,,,,0.676576,,,,,,,,,,,,,,1ad68648-9b8a-432a-802a-5d22818b7eb4,121,,"[21.0, 68.6]",3754086,2,,,,-0.06442684,,Right Foot,,,,"[39.6, 67.4]",,Low Pass,,18.63867,,,Incomplete,,,,,,,,,,1,Regular Play,Michail Antonio,3349.0,Right Back,8,West Ham United,40,['6e9c7e81-0352-4023-aef6-fb05db4fbcd0'],37,,,,,,,,,,,,,,,,,West Ham United,40,00:02:37.555,Pass,
,,,,,,,,,,,,,,,,0.079535,,,,,,,,,,,,,,2b74901e-4c24-44b1-a41b-b752cebf7696,124,,"[83.7, 15.7]",3754086,2,,,,1.160669,,Right Foot,,,,"[84.7, 18.0]",,Ground Pass,,2.5079873,,,Incomplete,,José Manuel Jurado Marín,6870.0,,,,,,Recovery,1,Regular Play,Almen Abdi,43081.0,Left Midfield,8,West Ham United,40,"['4362741d-478c-4591-b268-bf9eb0f477d2', '4995a13d-ae38-4c1b-bd1b-2c91c6d7f8fe', '5072cbf6-77f3-49e7-9e9e-0e074e72d23f']",39,,,,,,,,,,,,,,,,,Watford,23,00:02:39.405,Pass,True
