50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,83add326-5fb1-4025-b3dd-5ccd23d73314,1,,,3754245,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 33}, {'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4ead4c45-e0d7-4df5-b10f-f756ebd87591,2,,,3754245,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3658, 'name': 'DeAndre Yedlin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4746, 'name': 'Younes Kaboul'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 5617, 'name': 'Sebastian Larsson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 43627, 'name': 'Jordi Gómez García-Penche'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 9554, 'name': 'Steven Fletcher'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 26}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4a3dbd6b-496f-4995-9167-746374a88e23,3,,,3754245,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['55734e34-26e0-4724-9d3e-cdf383a9a013'],0,,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,55734e34-26e0-4724-9d3e-cdf383a9a013,4,,,3754245,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['4a3dbd6b-496f-4995-9167-746374a88e23'],0,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fe5f8cd5-8f81-4a53-8948-29cdd3a2a688,1566,,,3754245,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,84,West Bromwich Albion,27,['99c5ea1b-8057-464e-8b06-2e2c7626df16'],0,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,99c5ea1b-8057-464e-8b06-2e2c7626df16,1567,,,3754245,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,84,West Bromwich Albion,27,['fe5f8cd5-8f81-4a53-8948-29cdd3a2a688'],0,,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.515011,,,,,,,,,,,,,,70ffc508-374f-4fcf-bcc6-8fc6d0164cc5,5,,"[60.0, 40.0]",3754245,0,,,,,-1.5707964,,Left Foot,,,"[60.0, 37.1]",Ground Pass,,2.9,,Saido Berahino,4630.0,,,,,Kick Off,1,From Kick Off,José Salomón Rondón Giménez,4041.0,Right Center Forward,2,West Bromwich Albion,27,['a5a30713-676a-4aa3-92ac-05e0ce9c8800'],0,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.767,Pass,
,,,,,,,,,,,,,,,,,,1.510575,,,,,,,,,,,,,,0f9c565a-1004-46f8-82c5-345f302363c9,8,,"[60.0, 44.1]",3754245,0,,,,,2.2018757,,Right Foot,,,"[44.8, 64.9]",Ground Pass,,25.761988,,Craig Dawson,3523.0,,,,,,1,From Kick Off,Saido Berahino,4630.0,Left Center Forward,2,West Bromwich Albion,27,['15772566-c933-45ba-bb14-b736d76534e0'],2,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:02.708,Pass,
,,,,,,,,,,,,,,,,,,1.132021,,,,,,,,,,,,,,94cd04b5-b9ae-4c94-b864-12bf6c07455e,10,,"[44.8, 65.1]",3754245,0,,,,,-1.4977558,,Right Foot,,,"[46.0, 48.7]",Ground Pass,,16.443844,,Darren Fletcher,4022.0,,,,,,1,From Kick Off,Craig Dawson,3523.0,Right Back,2,West Bromwich Albion,27,['65526597-a279-4714-9085-cff7fd92e86c'],4,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:04.219,Pass,
,,,,,,,,,,,,,,,,,,1.594168,,,,,,,,,,,,,,851a56e8-9e9d-48f4-acd7-d1b639fc6d3b,13,,"[49.1, 53.3]",3754245,0,,,,,-1.6443477,,Right Foot,,,"[47.0, 24.8]",Ground Pass,,28.577263,,Claudio Ariel Yacob,3967.0,,,,,,1,From Kick Off,Darren Fletcher,4022.0,Right Center Midfield,2,West Bromwich Albion,27,['020cb74f-ab27-41d5-b354-03b434e2387f'],8,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:08.099,Pass,
