bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b637c182-ff63-4e18-ac21-7a0ca938d381,1,,,3754105,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 33}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ac890dc0-3e4b-4ff3-9cb9-325dcb1e2713,2,,,3754105,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 42946, 'name': 'Guangtai Jiang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 9528, 'name': 'Steven Naismith'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0bec5e7c-4698-4f83-b421-bba4a9caeb9e,3,,,3754105,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['ea3806f2-3f7e-4122-a5f8-1169fe6f4ee2'],0,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ea3806f2-3f7e-4122-a5f8-1169fe6f4ee2,4,,,3754105,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['0bec5e7c-4698-4f83-b421-bba4a9caeb9e'],0,,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f97b0c1e-13f6-4dd8-814d-8f5c9adddbaa,1704,,,3754105,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,98,Everton,29,['05b4db56-5cca-4c32-9ad9-bdee958c2d3c'],0,,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,05b4db56-5cca-4c32-9ad9-bdee958c2d3c,1705,,,3754105,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,98,Everton,29,['f97b0c1e-13f6-4dd8-814d-8f5c9adddbaa'],0,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.723368,,,,,,,,,,,,,,3171aa3d-5e0f-4b49-a5f4-208880d2102e,5,,"[60.0, 40.0]",3754105,0,,,,-2.634494,,Right Foot,,,,"[59.1, 39.5]",,Ground Pass,,1.0295631,,,,Darren Fletcher,4022.0,,,,,Kick Off,1,From Kick Off,James Morrison,3490.0,Left Center Midfield,2,West Bromwich Albion,27,['f6368d0d-3ca4-468f-bafd-75f2de5cced5'],0,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.145,Pass,
,,,,,,,,,,,,,,,,,1.371348,,,,,,,,,,,,,,5c9b4f37-51b2-4895-825c-f1192a3b0961,8,,"[61.4, 38.4]",3754105,0,,,,-2.0116808,,Right Foot,,,,"[50.5, 15.3]",,Ground Pass,,25.542513,,,,Chris Brunt,3541.0,,,,,,1,From Kick Off,Darren Fletcher,4022.0,Right Center Midfield,2,West Bromwich Albion,27,['d6fe54ec-2334-4836-8149-8294c9e66ea4'],1,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:01.242,Pass,
,,,,,,,,,,,,,,,,,2.137986,,,,,,,,,,,,,,ab768d0c-116a-4533-9bf1-f5fb6510edf9,11,,"[56.7, 6.1]",3754105,0,,,,0.3599744,,Left Foot,,,,"[93.1, 19.8]",,High Pass,,38.892803,,Incomplete,,,,,,,,,1,From Kick Off,Chris Brunt,3541.0,Left Back,2,West Bromwich Albion,27,['c894568b-84d9-4767-8139-b5c456d21f19'],6,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:06.514,Pass,
,,,,,,,,,,,,,,,,,1.768822,,,,,,,,,,,,,,c894568b-84d9-4767-8139-b5c456d21f19,12,,"[27.0, 60.3]",3754105,0,,,,0.25981438,,Right Foot,,,,"[34.9, 62.4]",,Ground Pass,,8.17435,,,,Guangtai Jiang,42946.0,,,,,Recovery,1,Regular Play,Phil Jagielka,20046.0,Right Center Back,3,Everton,29,"['ab768d0c-116a-4533-9bf1-f5fb6510edf9', 'e7b85d9f-8e45-499b-8259-d82e9ccae512']",8,,,,,,,,,,,,,,,,,,,Everton,29,00:00:08.652,Pass,
