50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ffa876d4-390a-4a43-9222-0d5da3ce45c1,1,,,3754081,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 9628, 'name': 'James Grant Chester'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 33}, {'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8b0d787d-56a7-4162-b0ed-4af4942c4e23,2,,,3754081,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 36}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,89c6ddb4-9b8c-4c34-a3b7-3bc5aef2a007,3,,,3754081,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['b18dcf73-188a-4b8a-9714-fa5030894d62'],0,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b18dcf73-188a-4b8a-9714-fa5030894d62,4,,,3754081,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['89c6ddb4-9b8c-4c34-a3b7-3bc5aef2a007'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1cc2c7b0-eee6-4589-8ea7-c23f53b94057,1860,,,3754081,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,93,Manchester United,39,['a1479ad2-2269-43d3-97f9-1d8a85cf246b'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a1479ad2-2269-43d3-97f9-1d8a85cf246b,1861,,,3754081,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,93,Manchester United,39,['1cc2c7b0-eee6-4589-8ea7-c23f53b94057'],0,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.169655,,,,,,,,,,,,64d77b57-705f-4c23-a02b-200c5a59767c,5,,"[61.0, 40.1]",3754081,0,,,,,2.819842,,Right Foot,,,"[60.4, 40.3]",,Ground Pass,,0.6324555,,,,Juan Manuel Mata García,3294.0,,,,,,Kick Off,1,From Kick Off,Ander Herrera Agüera,3606.0,Left Center Midfield,2,Manchester United,39,['7c2436b0-829d-4813-b3bb-66a807e82c37'],0,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.667,Pass,
,,,,,,,,,,,,,,,,,,,1.5796,,,,,,,,,,,,f8b7093c-a1f8-4c82-b9b7-af8a0c54818b,8,,"[60.6, 40.6]",3754081,0,,,,,2.9060476,,Left Foot,,,"[40.6, 45.4]",,Ground Pass,,20.567936,,,,Chris Smalling,10958.0,,,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Right Center Midfield,2,Manchester United,39,['fe7dab50-d3ea-4bb2-a6dd-d294e73192fa'],0,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.917,Pass,
,,,,,,,,,,,,,,,,,,,1.546054,,,,,,,,,,,,c42c3b16-ffd9-4980-9ffc-c7e0637b59ad,12,,"[38.4, 48.2]",3754081,0,,,,,1.3977203,,Right Foot,,,"[43.4, 76.8]",,Ground Pass,,29.033773,,,,Matteo Darmian,4587.0,,,,,,,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Manchester United,39,['ea273ace-dc6b-47c2-8a7f-3ea2b1ed55c5'],3,,,,,,,,,,,,,,,,Manchester United,39,00:00:03.773,Pass,
,,,,,,,,,,,,,,,,,,,0.864534,,,,,,,,,,,,5149c0d4-c904-4b1d-a464-b1b901430f87,15,,"[42.9, 76.5]",3754081,0,,,,,-1.3205173,,Right Foot,,,"[46.3, 63.2]",,Ground Pass,,13.727709,,,,Michael Carrick,4751.0,,,,,,,1,From Kick Off,Matteo Darmian,4587.0,Right Back,2,Manchester United,39,['2bb63959-d92f-4730-a836-893e3bd634f4'],5,,,,,,,,,,,,,,,,Manchester United,39,00:00:05.608,Pass,
