50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,377483bd-cd47-48fd-ba41-84ee29abd4dd,1,,,3754228,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,76edafc1-6414-4b29-ac26-820b92405764,2,,,3754228,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4631, 'name': 'Leon Britton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 4045, 'name': 'Leroy Fer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3449, 'name': 'Wayne Routledge'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f59c56a8-6517-49f2-a9ef-4ddb15195c14,3,,,3754228,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['d4a013ba-3a80-490d-b0ba-5dffe340d231'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d4a013ba-3a80-490d-b0ba-5dffe340d231,4,,,3754228,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['f59c56a8-6517-49f2-a9ef-4ddb15195c14'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9605f861-ef06-47aa-a63d-51b9a9f88fc8,2047,,,3754228,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Swansea City,26,['32609956-65b1-4936-a0ad-b069ab60a2e6'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,32609956-65b1-4936-a0ad-b069ab60a2e6,2048,,,3754228,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Swansea City,26,['9605f861-ef06-47aa-a63d-51b9a9f88fc8'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.300693,,,,,,,,,,,,6a53767c-7fe3-467e-8209-012cd248d037,5,,"[60.0, 40.0]",3754228,0,,,,,-1.8438051,,Right Foot,,"[59.3, 37.5]",,Ground Pass,,2.596151,,,,N''Golo Kanté,3961.0,,,,,,Kick Off,1,From Kick Off,Shinji Okazaki,3810.0,Left Center Forward,2,Leicester City,22,['10e17975-0a82-49aa-9eb9-4e577f32aae6'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.644,Pass,
,,,,,,,,,,,,,,,,1.269345,,,,,,,,,,,,9823d215-b8e3-4605-bc45-ecb2ba80c19c,7,,"[59.3, 37.2]",3754228,0,,,,,2.5111911,,Right Foot,,"[55.6, 39.9]",,Ground Pass,,4.580393,,,,Danny Drinkwater,3662.0,,,,,,,1,From Kick Off,N''Golo Kanté,3961.0,Right Center Midfield,2,Leicester City,22,['43328050-f181-41ee-9b0c-5cdd165380ff'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.944,Pass,
,,,,,,,,,,,,,,,,2.955514,,,,,,,,,,,,db70021f-1bc6-448a-a833-80a80c557b3d,9,,"[55.6, 39.9]",3754228,0,,,,,-1.0931776,,Right Foot,,"[76.2, 0.1]",,High Pass,,44.815174,,,Out,Christian Fuchs,3812.0,,,,,,,1,From Kick Off,Danny Drinkwater,3662.0,Left Center Midfield,2,Leicester City,22,['87d39165-cb7e-437e-bde6-47d36a45907e'],2,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:02.214,Pass,
,,,,,,,,,,,,,,,,1.086724,,,,,,,,,,,,d7ad4a25-6b68-4494-b322-118d5879c709,11,,"[42.1, 80.0]",3754228,0,,,,,-0.38460472,,,,"[50.5, 76.6]",,Low Pass,,9.062009,,,,André Ayew Pelé,3347.0,,,,,,Throw-in,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,3,Swansea City,26,['24365203-3568-4665-ac7b-2988e01ff64e'],13,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:13.212,Pass,
