50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1aa9f44a-e32a-4486-a9d8-841fbaf46bd6,1,,,3754204,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,d62abc2f-d02b-4995-87b0-0415d744dab9,2,,,3754204,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4746, 'name': 'Younes Kaboul'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 18751, 'name': 'Jack Rodwell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 4217, 'name': 'Danny Graham'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,7b81aa40-bda4-4fb5-9774-b117c12e525d,3,,,3754204,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['46498faf-1a85-4f87-b298-5bb07b338c3b'],0,,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,46498faf-1a85-4f87-b298-5bb07b338c3b,4,,,3754204,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['7b81aa40-bda4-4fb5-9774-b117c12e525d'],0,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,6c0aa4ad-d13c-4257-8683-d495cda1f661,1626,,,3754204,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Aston Villa,59,['c9d14f34-ffa8-4df1-acde-963ea9e60a58'],0,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,c9d14f34-ffa8-4df1-acde-963ea9e60a58,1627,,,3754204,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Aston Villa,59,['6c0aa4ad-d13c-4257-8683-d495cda1f661'],0,,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.278027,,,,,,,,,,,,,,,,f78da1f4-859c-45dc-a925-b62e3c4144da,5,,"[61.0, 40.1]",3754204,0,,,,,1.8804992,,Right Foot,,,"[60.2, 42.6]",,Ground Pass,,2.624881,,,Lee Cattermole,10783.0,,,,,,Kick Off,1,From Kick Off,Danny Graham,4217.0,Center Forward,2,Sunderland,41,['80d15139-8399-4209-bb68-a373bfa71445'],0,,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.133,Pass,
,,,,,,,,,,,,,,,,,,1.351057,,,,,,,,,,,,,,,,9a79f999-1172-468b-84e4-63d2aee986b1,7,,"[60.2, 43.4]",3754204,0,,,,,-2.5879114,,Right Foot,,,"[54.7, 40.0]",,Ground Pass,,6.4660654,,,Jack Rodwell,18751.0,,,,,,,1,From Kick Off,Lee Cattermole,10783.0,Center Defensive Midfield,2,Sunderland,41,['eb69dde7-0dfd-45ba-9e3d-c2de8eb91073'],0,,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.411,Pass,
,,,,,,,,,,,,,,,,,,3.033762,,,,,,,,,,,,,,,,5a87fef9-7a2c-452d-b682-f0e203167bfa,9,,"[55.1, 40.3]",3754204,0,,,,,0.66196865,,Right Foot,,,"[85.0, 63.6]",,High Pass,,37.906464,Incomplete,,Jeremain Lens,16457.0,,,,,,,1,From Kick Off,Jack Rodwell,18751.0,Left Center Midfield,2,Sunderland,41,"['9c2a7357-f167-4d40-9f6f-ff8e4a11b8e3', 'f43382a9-7c2c-4f2d-a432-56ce59dc60d4']",1,,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:01.762,Pass,
,,,,,,,,,,,,,,,,,,1.473904,,,,,,,,,,,,,,,,9c2a7357-f167-4d40-9f6f-ff8e4a11b8e3,11,,"[35.1, 16.5]",3754204,0,,,,,0.17304845,,Head,,,"[59.7, 20.8]",,High Pass,,24.972986,,,Rudy Gestede,19362.0,,,,,,Recovery,1,Regular Play,Jordan Amavi,4347.0,Left Back,3,Aston Villa,59,"['252fa677-3045-46b9-a58d-8ae63e3d938f', '5a87fef9-7a2c-452d-b682-f0e203167bfa']",4,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:04.796,Pass,
,,,,,,,,,,,,,,,,,,1.323315,,,,,,,,,,,,,,,,f7df11e4-e7cd-468f-b2ad-70b6278730c5,13,,"[59.7, 20.8]",3754204,0,,,,,2.7744188,,Head,,,"[50.6, 24.3]",,Low Pass,,9.749872,,,Idrissa Gana Gueye,3436.0,,,,,,,1,Regular Play,Rudy Gestede,19362.0,Center Forward,3,Aston Villa,59,['4cbc1850-ecb6-46b9-adf2-cf099a59e816'],6,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:06.269,Pass,
