50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,6.979069,,,,,,,,,,,,ff87a675-9999-424b-9e0d-81cf677865f0,23,,"[7.0, 36.1]",3754021,0,,True,,,-0.33509538,,Right Foot,,,,"[71.9, 13.5]",,High Pass,,68.72241,,Unknown,,,,,,,,,Goal Kick,1,From Goal Kick,Artur Boruc,20074.0,Goalkeeper,3,AFC Bournemouth,28,,32,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:32.008,Pass,
,,,,,,,,,,,,,,,,,,,3.073799,,,,,,,,,,,,bfcdd00b-2856-43a5-ac99-9cdef867f7fa,26,,"[54.8, 63.1]",3754021,0,,,,,-0.912193,,Right Foot,,,,"[85.6, 23.3]",,High Pass,,50.32574,,Incomplete,,Andy Carroll,4271.0,,,,,,Free Kick,1,From Free Kick,James Collins,3482.0,Right Center Back,4,West Ham United,40,"['2f87451a-cab1-45e9-8982-9492c00e9a4b', '407850ac-a2f9-4c15-98c1-d52963d6e5f3']",54,,,,,,,,,,,,,,,,West Ham United,40,00:00:54.098,Pass,
,,,,,,,,,,,,,,,,,,,1.983907,,,,,,,,,,,,58ad6e4f-e48d-4e28-8bdc-a4130fb299b8,30,,"[82.6, 0.1]",3754021,1,,,,,0.31597027,,,,,,"[98.2, 5.2]",,High Pass,,16.412495,,,,Andy Carroll,4271.0,,,,,,Throw-in,1,From Throw In,Aaron Cresswell,3062.0,Left Back,5,West Ham United,40,['73e42fa8-26af-4e21-8350-567024c3478c'],10,,,,,,,,,,,,,,,,West Ham United,40,00:01:10.480,Pass,
,,,,,,,,,,,,,,,,,,,1.13246,,,,,,,,,,,,a8c3bad0-17e1-4e2f-8a4f-00681f33efb4,38,,"[98.2, 4.2]",3754021,1,,,,,-3.009041,,Right Foot,,,,"[84.7, 2.4]",,Low Pass,,13.619472,,,,Aaron Cresswell,3062.0,,,,,,,1,From Throw In,Andy Carroll,4271.0,Center Forward,5,West Ham United,40,['e83f3558-1951-403f-ab59-5e37d16507d2'],13,,,,,,,,,,,,,,,,West Ham United,40,00:01:13.906,Pass,
,,,,,,,,,,,,,,,,,,,0.176558,,,,,,,,,,,,a4737ce0-116c-4478-89ec-a4af024def72,42,,"[89.0, 3.3]",3754021,1,,,,,0.7354398,,Left Foot,,,,"[91.1, 5.2]",,Ground Pass,,2.8319604,,Incomplete,,Andy Carroll,4271.0,,,,,,,1,From Throw In,Aaron Cresswell,3062.0,Left Back,5,West Ham United,40,"['25f8e94f-34f1-4475-af47-bd000236da59', 'ac06cc3e-23b9-4e1e-8316-cee31b07a91f', 'e9a408cf-32c9-44f8-b48f-cbb9dd467ada']",15,,,,,,,,,,,,,,,,West Ham United,40,00:01:15.822,Pass,True
,,,,,,,,,,,,,,,,,,,1.298593,,,,,,,,,,,,8ec35b9b-97aa-4b3e-9889-3057975423a6,45,,"[26.5, 68.7]",3754021,1,,,,,1.141034,,Left Foot,,,,"[29.8, 75.9]",,Low Pass,,7.920227,,,,Matt Ritchie,3049.0,,,,,,Recovery,1,From Throw In,Andrew Surman,3344.0,Center Defensive Midfield,5,West Ham United,40,['5078fefb-b0c9-484d-9f4e-3f0492ca1690'],16,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:16.699,Pass,
,,,,,,,,,,,,,,,,,,,1.426371,,,,,,,,,,,,f28e6c20-b9be-47b3-b35b-7aff08cf870e,48,,"[33.6, 75.6]",3754021,1,,,,,-0.12730774,,Right Foot,,,,"[58.6, 72.4]",,Low Pass,,25.203968,,Incomplete,,Benik Afobe,3278.0,,,,,,,1,From Throw In,Matt Ritchie,3049.0,Right Midfield,5,West Ham United,40,"['22fdc66f-a006-433b-a49b-1c40b3eaf32d', '99888bdb-f3cb-462c-ba6a-3552ddebe552']",18,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:18.446,Pass,
,,,,,,,,,,,,,,,,,,,2.97948,,,,,,,,,,,,5e5817a2-d880-4053-8925-ef3e375dd7b1,52,,"[46.2, 69.6]",3754021,1,,,,,0.24441433,,Right Foot,,,,"[87.9, 80.0]",,High Pass,,42.977318,,Out,,Benik Afobe,3278.0,,,,,,Recovery,1,From Throw In,Andrew Surman,3344.0,Center Defensive Midfield,5,West Ham United,40,['9b634d51-54c4-475d-9b6a-94b80c916a3c'],21,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:21.132,Pass,
,,,,,,,,,,,,,,,,,,,2.052544,,,,,,,,,,,,be848154-fc11-4c54-a3d9-2abda6935290,54,,"[41.4, 0.1]",3754021,1,,,,,0.1264405,,,,,,"[65.0, 3.1]",,High Pass,,23.789913,,,,Andy Carroll,4271.0,,,,,,Throw-in,1,From Throw In,Aaron Cresswell,3062.0,Left Back,6,West Ham United,40,['9318b429-14b5-4ed1-859f-ad624408c91b'],50,,,,,,,,,,,,,,,,West Ham United,40,00:01:50.594,Pass,
,,,,,,,,,,,,,,,,,,,1.06577,,,,,,,,,,,,c3a3d5c6-6bd3-4c1d-b732-f8579ba6621e,56,,"[64.2, 3.9]",3754021,1,,,,,0.28342125,,Head,,,,"[74.5, 6.9]",,Low Pass,,10.728001,,,,Michail Antonio,3349.0,,,,,,,1,From Throw In,Andy Carroll,4271.0,Center Forward,6,West Ham United,40,['1b6885dc-db2e-4184-bc82-f62bf99e0a33'],52,,,,,,,,,,,,,,,,West Ham United,40,00:01:52.647,Pass,
,,,,,,,,,,,,,,,,,,,0.567418,,,,,,,,,,,,2bae8882-836f-4df5-9ea1-4c1909695dc9,60,,"[76.4, 12.8]",3754021,1,,,,,0.81026864,,Right Foot,,,,"[86.2, 23.1]",,Ground Pass,,14.217243,,Incomplete,,Enner Remberto Valencia Lastra,28559.0,,,,,,,1,From Throw In,Michail Antonio,3349.0,Left Wing,6,West Ham United,40,"['12e9d6da-3133-4798-9e09-b898b0cfe6e7', 'ad9f4de6-f928-4060-b179-09b29d40fc67']",55,,,,,,,,,,,,,,,,West Ham United,40,00:01:55.321,Pass,
,,,,,,,,,,,,,,,,,,,1.051491,,,,,,,,,,,,20932edf-9b93-4c58-beb1-52c65436d941,63,,"[54.3, 43.0]",3754021,1,,,,,-1.5707964,,Other,,,,"[54.3, 38.5]",,Low Pass,,4.5,,,,Pedro Mba Obiang Avomo,3897.0,,,,,,Recovery,1,From Throw In,James Tomkins,3316.0,Right Back,6,West Ham United,40,['3e629b40-ed7a-4d0d-98b6-fa34b26cdd55'],59,,,,,,,,,,,,,,,,West Ham United,40,00:01:59.166,Pass,
,,,,,,,,,,,,,,,,,,,1.935853,,,,,,,,,,,,a1a62a0b-b950-40e5-81c1-7fae959efb5c,65,,"[54.3, 38.5]",3754021,2,,,,,1.1437322,,Right Foot,,,,"[70.0, 73.0]",,Low Pass,,37.904354,,,,Dimitri Payet,3491.0,,,,,,,1,From Throw In,Pedro Mba Obiang Avomo,3897.0,Left Defensive Midfield,6,West Ham United,40,['d9ecee73-3196-49ff-8a01-dc7802f8f1bf'],0,,,,,,,,,,,,,,,,West Ham United,40,00:02:00.218,Pass,
,,,,,,,,,,,,,,,,,,,0.140383,,,,,,,,,,,,f44a1a60-8305-4f23-8de4-efc4bdae967d,71,,"[69.5, 66.0]",3754021,2,,,,,-2.0988708,,Right Foot,,,,"[68.1, 63.6]",,Ground Pass,,2.7784889,,Incomplete,,Pedro Mba Obiang Avomo,3897.0,,,,,,,1,From Throw In,Dimitri Payet,3491.0,Center Attacking Midfield,6,West Ham United,40,"['c037d7c4-510a-4bf6-a915-ecedc69575d0', 'd9957bdf-f41f-4940-bb0f-8597a50d7959', 'ff4419c0-4523-482b-a032-0a98803cb81b']",4,,,,,,,,,,,,,,,,West Ham United,40,00:02:04.749,Pass,True
,,,,,,,,,,,,,,,,,,,0.810555,,,,,,,,,,,,b810ce6a-0d04-4925-9074-e23f593c2742,76,,"[56.1, 17.0]",3754021,2,,,,,1.6347091,,Right Foot,,,,"[55.3, 29.5]",,Low Pass,,12.525574,,,,Andrew Surman,3344.0,,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,7,AFC Bournemouth,28,['0390a034-2bae-487c-b10f-4c422dca2ceb'],6,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:06.347,Pass,
,,,,,,,,,,,,,,,,,,,1.26612,,,,,,,,,,,,431636ab-fc44-44eb-a06f-209d0c8bf035,79,,"[56.1, 34.8]",3754021,2,,,,,-1.894069,,Right Foot,,,,"[49.5, 15.1]",,Ground Pass,,20.776188,,,,Charlie Daniels,3345.0,,,,,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,7,AFC Bournemouth,28,['bc56dec8-d4f0-4785-aa6d-6763a4a7f900'],7,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:07.809,Pass,
,,,,,,,,,,,,,,,,,,,0.900081,,,,,,,,,,,,c11bb134-0ef6-4d5f-9c5a-c31d8b403cf7,82,,"[57.0, 15.1]",3754021,2,,,,,-0.62364393,,Left Foot,,,,"[70.9, 5.1]",,Ground Pass,,17.123375,,,,Junior Stanislas,3463.0,,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,7,AFC Bournemouth,28,['e5513aba-b9da-42fb-bb8f-7ddb589d996f'],10,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:10.432,Pass,
,,,,,,,,,,,,,,,,,,,1.277869,,,,,,,,,,,,649e0979-e16f-4f02-bbcf-abd13d3f24ca,87,,"[80.3, 0.1]",3754021,2,,,,,0.7163835,,,,,,"[91.9, 10.2]",,Low Pass,,15.380833,,,,Benik Afobe,3278.0,,,,,,Throw-in,1,From Throw In,Charlie Daniels,3345.0,Left Back,8,AFC Bournemouth,28,['989a66a9-40e7-4b0a-86df-75fcadcc82db'],27,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:27.182,Pass,
,,,,,,,,,,,,,,,,,,,0.757005,,,,,,,,,,,,d3e5e85b-0bef-446e-ac81-f749486ed598,90,,"[89.8, 11.0]",3754021,2,,,,,-2.5558784,,Left Foot,,,,"[79.7, 4.3]",,Ground Pass,,12.120231,,,,Charlie Daniels,3345.0,,,,,,,1,From Throw In,Benik Afobe,3278.0,Center Forward,8,AFC Bournemouth,28,['361bfc0a-55ac-4d0a-8874-5db7d70480f6'],29,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:29.158,Pass,
,,,,,,,,,,,,,,,,,,,0.733045,,,,,,,,,,,,dc88ea62-9fbd-4881-836d-acccd0f9f2fb,93,,"[81.4, 4.6]",3754021,2,,,,,2.0767467,,Left Foot,,,,"[77.3, 12.0]",,Ground Pass,,8.459906,,,,Harry Arter,3304.0,,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,8,AFC Bournemouth,28,['c53fb2be-ef2c-4345-adbc-5e1b4ff54f16'],30,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:30.473,Pass,
,,,,,,,,,,,,,,,,,,,4.019011,,,,,,,,,,,,b076cad9-7450-49d3-b9f9-b5d8830835a3,96,,"[76.9, 12.0]",3754021,2,,,,,-0.011600408,,Left Foot,,,,"[120.0, 11.5]",,High Pass,,43.1029,,Out,,Junior Stanislas,3463.0,,,,,,,1,From Throw In,Harry Arter,3304.0,Left Center Midfield,8,AFC Bournemouth,28,['5a348ba9-5211-4823-bbf5-768fb94f5104'],31,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:31.419,Pass,
,,,,,,,,,,,,,,,,,,,3.481765,,,,,,,,,,,,c715c8e1-fd11-4144-ba8c-388638a7bc36,99,,"[6.0, 44.0]",3754021,2,,,,,0.44222233,,Right Foot,,,,"[62.6, 70.8]",,High Pass,,62.624275,,Incomplete,,Andy Carroll,4271.0,,,,,,Goal Kick,1,From Goal Kick,Adrián San Miguel del Castillo,3623.0,Goalkeeper,9,West Ham United,40,"['16212c1c-c8b3-4fb8-ba9b-547ca63108ff', '8e53adba-f272-4e2a-9270-87efce869a7f']",59,,,,,,,,,,,,,,,,West Ham United,40,00:02:59.871,Pass,
,,,,,,,,,,,,,,,,,,,1.393148,,,,,,,,,,,,a26d8fe6-5e11-431c-b2f6-c8532b7121d1,103,,"[72.5, 80.0]",3754021,3,,,,,-0.43984258,,,,,,"[87.8, 72.8]",,High Pass,,16.909464,,Incomplete,,Andy Carroll,4271.0,,,,,,Throw-in,1,From Throw In,James Tomkins,3316.0,Right Back,10,West Ham United,40,"['5d19e0ab-66f7-48ad-bd90-523190915b07', 'a0338aae-f212-4cbf-9154-b76908fbe32b']",20,,,,,,,,,,,,,,,,West Ham United,40,00:03:20.351,Pass,
,,,,,,,,,,,,,,,,,,,1.515651,,,,,,,,,,,,bdcd7f32-f8ec-4179-b87a-a9f937f46ba0,107,,"[77.5, 68.3]",3754021,3,,,,True,0.844154,,,,,,"[83.9, 75.5]",,High Pass,,9.633276,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Pedro Mba Obiang Avomo,3897.0,Left Defensive Midfield,10,West Ham United,40,"['222d0577-68a9-4b67-b3f3-b93106ac65d4', '819c28a5-a8a3-4d73-98e3-554cb17083b9']",23,,,,,,,,,,,,,,,,West Ham United,40,00:03:23.784,Pass,True
,,,,,,,,,,,,,,,,,,,0.931989,,,,,,,,,,,,222d0577-68a9-4b67-b3f3-b93106ac65d4,108,,"[36.2, 4.6]",3754021,3,,,,,0.08251896,,Head,,,,"[49.5, 5.7]",,High Pass,,13.345411,,Incomplete,,Benik Afobe,3278.0,,,,,,Recovery,1,From Throw In,Junior Stanislas,3463.0,Left Midfield,10,West Ham United,40,"['a489149c-eedd-4a36-ba5a-3b56841ef7df', 'bdcd7f32-f8ec-4179-b87a-a9f937f46ba0', 'd2b14fec-3005-4d6e-aed1-244caf00c9cc']",25,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:25.299,Pass,
,,,,,,,,,,,,,,,,,,,1.224098,,,,,,,,,,,,a489149c-eedd-4a36-ba5a-3b56841ef7df,110,,"[70.6, 74.4]",3754021,3,,,,,-0.2585066,,Left Foot,,,,"[91.4, 68.9]",,Low Pass,,21.51488,,Incomplete,,Michail Antonio,3349.0,,,,,,Recovery,1,From Throw In,James Tomkins,3316.0,Right Back,10,West Ham United,40,"['222d0577-68a9-4b67-b3f3-b93106ac65d4', '36698f7c-b4ac-41f1-b0ba-038aaba41a1b', 'e2bd919e-5312-46e2-9242-9411db9239e5']",26,,,,,,,,,,,,,,,,West Ham United,40,00:03:26.231,Pass,
,,,,,,,,,,,,,,,,,,,0.945129,,,,,,,,,,,,ba810621-e950-4cb6-b9a6-a0986917e98a,113,,"[81.7, 72.2]",3754021,3,,,,,0.23374318,,Right Foot,,,,"[90.1, 74.2]",,Low Pass,,8.634813,,,,Enner Remberto Valencia Lastra,28559.0,,,,,,Recovery,1,From Throw In,Andy Carroll,4271.0,Center Forward,10,West Ham United,40,['ca2a6e6a-6292-453b-bc13-41b2d46d559d'],28,,,,,,,,,,,,,,,,West Ham United,40,00:03:28.403,Pass,
,,,,,,,,,,,,,,,,,,,0.407321,,,,,,,,,,,,3b795a46-434f-481f-83d8-3e801d9cee71,116,,"[89.0, 73.8]",3754021,3,,,,,-2.8546538,,Right Foot,,,,"[82.9, 72.0]",,High Pass,,6.3600316,,,,Andy Carroll,4271.0,,,,,,,1,From Throw In,Enner Remberto Valencia Lastra,28559.0,Right Wing,10,West Ham United,40,['6d2a0c99-7f80-47e8-adb0-d7c27bbcfc56'],29,,,,,,,,,,,,,,,,West Ham United,40,00:03:29.388,Pass,
,,,,,,,,,,,,,,,,,,,1.506822,,,,,,,,,,,,8d8bef37-57ce-4479-ae57-bb667fb92ac3,118,,"[82.9, 72.0]",3754021,3,,,,,-0.34760687,,Head,,,,"[89.8, 69.5]",,High Pass,,7.3389373,,Incomplete,,Michail Antonio,3349.0,,,,,,,1,From Throw In,Andy Carroll,4271.0,Center Forward,10,West Ham United,40,"['576fbed8-bff2-4dcc-b5c1-8e8e59a4c56c', '6eb1a047-f9f1-426c-9e49-ab469f500b25']",29,,,,,,,,,,,,,,,,West Ham United,40,00:03:29.835,Pass,
,,,,,,,,,,,,,,,,,,,0.229076,,,,,,,,,,,,576fbed8-bff2-4dcc-b5c1-8e8e59a4c56c,120,,"[30.3, 10.6]",3754021,3,,,,,2.8295505,,Head,,,,"[27.2, 11.6]",,Low Pass,,3.2572994,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Dan Gosling,3343.0,Right Center Midfield,10,West Ham United,40,"['65c45fe0-73a5-4387-8e12-d8f346271d0a', '8d8bef37-57ce-4479-ae57-bb667fb92ac3']",31,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:31.342,Pass,
,,,,,,,,,,,,,,,,,,,1.103625,,,,,,,,,,,,392910aa-65b6-4df0-a68b-2d0c1f88fb96,133,,"[27.9, 11.0]",3754021,3,,,,,2.0458071,,Right Foot,,,,"[22.5, 21.5]",,Low Pass,,11.807201,,Incomplete,,Steve Cook,3341.0,,,,,,Recovery,1,From Throw In,Junior Stanislas,3463.0,Left Midfield,10,West Ham United,40,"['02d2ac4b-b35f-47b6-8c55-4329d86ae34e', '6145f2fc-a99b-454f-8b46-bbc18c291ecc']",36,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:36.601,Pass,
