bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a11dec8c-0cea-414a-845f-3a29c3f25651,1,,,3754099,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 34}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 43695, 'name': 'Brede Hangeland'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 42}, {'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3092, 'name': 'Dwight Gayle'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7d91d438-41a9-4b36-8efe-afd494077239,2,,,3754099,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 33}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fee9e204-41ad-4945-bd2d-d6709009a50c,3,,,3754099,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['b31752d9-6ce4-4cb7-a09b-1a9997486ba8'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b31752d9-6ce4-4cb7-a09b-1a9997486ba8,4,,,3754099,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['fee9e204-41ad-4945-bd2d-d6709009a50c'],0,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c1ad1025-8e73-4d04-b100-d34defea0884,1514,,,3754099,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,88,West Bromwich Albion,27,['3044109d-5845-4bc7-ac04-a5bbb46e6f97'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3044109d-5845-4bc7-ac04-a5bbb46e6f97,1515,,,3754099,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,88,West Bromwich Albion,27,['c1ad1025-8e73-4d04-b100-d34defea0884'],0,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.590423,,,,,,,,,,,,,,,7a8d44a3-0342-42b4-a47a-2a7196ce8db9,5,,"[60.0, 40.0]",3754099,0,,,,,1.5707964,,Right Foot,,,"[60.0, 42.9]",,Ground Pass,,2.9,,,Jason Puncheon,19688.0,,,,,,Kick Off,1,From Kick Off,James McArthur,3464.0,Left Center Midfield,2,Crystal Palace,31,['f356085d-135c-43e4-bdde-fb442bce1ac7'],0,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.696,Pass,
,,,,,,,,,,,,,2.407784,,,,,,,,,,,,,,,f1decd3c-016e-4b18-8734-7cb846008429,8,,"[62.7, 38.6]",3754099,0,,,,,-1.2981259,,Left Foot,,,"[71.9, 5.7]",,High Pass,,34.162113,,,Yannick Bolasie Yala,3589.0,,,,,,,1,From Kick Off,Jason Puncheon,19688.0,Right Center Midfield,2,Crystal Palace,31,['10e9f0d7-88b0-4af8-9d83-97e90886632c'],2,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:02.077,Pass,
,,,,,,,,,,,,,1.437225,,,,,,,,,,,,,,,f426f839-b838-4071-9951-268a6bdd5bdb,11,,"[71.5, 4.0]",3754099,0,,,,,-2.9981403,,Left Foot,,,"[62.5, 2.7]",,Ground Pass,,9.093404,,,Pape N''Diaye Souaré,4884.0,,,,,,,1,From Kick Off,Yannick Bolasie Yala,3589.0,Left Wing,2,Crystal Palace,31,['bf6b6733-3806-4ad9-a2a8-25a738937c29'],5,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:05.422,Pass,
,,,,,,,,,,,,,1.625566,,,,,,,,,,,,,,,d7ddfe2e-c3f1-418a-9eff-cd8f69c4bc06,14,,"[62.5, 3.8]",3754099,0,,,,,2.7415142,,Left Foot,,,"[42.4, 12.3]",,Ground Pass,,21.823381,,,Brede Hangeland,43695.0,,,,,,,1,From Kick Off,Pape N''Diaye Souaré,4884.0,Left Back,2,Crystal Palace,31,['4cf322e4-6253-4527-9adf-c33cb1d85dbd'],7,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:07.630,Pass,
,,,,,,,,,,,,,0.915553,,,,,,,,,,,,,,,f00de1d7-f851-4682-b80c-9c4e530af1cf,17,,"[41.8, 15.8]",3754099,0,,,,,1.152572,,Right Foot,,,"[45.4, 23.9]",,Ground Pass,,8.863972,,,Yohan Cabaye,3277.0,,,,,,,1,From Kick Off,Brede Hangeland,43695.0,Left Center Back,2,Crystal Palace,31,['30fe1eef-4bb8-465a-aa68-31f40318a2a6'],10,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:10.425,Pass,
,,,,,,,,,,,,,1.770146,,,,,,,,,,,,,,,933532ac-ec8c-475f-810d-69aae7b913e9,21,,"[46.0, 39.7]",3754099,0,,,,,1.6824791,,Right Foot,,,"[42.4, 71.8]",,Ground Pass,,32.30124,,,Martin Kelly,3448.0,,,,,,,1,From Kick Off,Yohan Cabaye,3277.0,Center Defensive Midfield,2,Crystal Palace,31,"['10d86fb4-1292-4954-8220-6be9c1baf55b', '519caff5-49be-4547-96d1-f96a3dde197b']",14,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:14.248,Pass,True
,,,,,,,,,,,,,1.87745,,,,,,,,,,,,,,,45bd7613-80f0-4e23-a8d5-00e188c3cf62,24,,"[42.6, 67.7]",3754099,0,,,,,-2.1601877,,Right Foot,,,"[31.5, 51.1]",,Ground Pass,,19.969227,,,Scott Dann,3407.0,,,,,,,1,From Kick Off,Martin Kelly,3448.0,Right Back,2,Crystal Palace,31,['d1f78456-a669-4451-9589-315deed36c2f'],16,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:16.803,Pass,
,,,,,,,,,,,,,4.037619,,,,,,,,,,,,,,,0587a943-b4a1-4654-b4a6-5934f1c0583e,27,,"[40.7, 53.4]",3754099,0,,,,,-0.48099408,,Right Foot,,,"[104.7, 20.0]",,High Pass,,72.19113,Unknown,,Dwight Gayle,3092.0,,,,,,,1,From Kick Off,Scott Dann,3407.0,Right Center Back,2,Crystal Palace,31,['79790e1c-5e08-4996-ac98-dea4869cd393'],22,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:22.604,Pass,
,,,,,,,,,,,,,3.991545,,,,,,,,,,,,,,,bee41b17-9697-4112-a4c3-e0a6920c487b,31,,"[21.4, 57.1]",3754099,0,,,,,0.25439814,,Right Foot,,,"[83.7, 73.3]",,High Pass,,64.37181,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Glyn Oliver Myhill,5108.0,Goalkeeper,3,West Bromwich Albion,27,['fad5d496-2033-4ccd-8a3f-09d72b8244e7'],53,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:53.914,Pass,
,,,,,,,,,,,,,0.335225,,,,,,,,,,,,,,,ac6ec390-136d-4db5-b98a-6aba3cc3d3c2,34,,"[79.0, 80.0]",3754099,1,,True,,,-2.9092715,,,,,"[47.3, 72.5]",,Low Pass,,32.575146,,,Gareth McAuley,3596.0,,,,,,Throw-in,1,From Throw In,Craig Dawson,3523.0,Right Back,4,West Bromwich Albion,27,['257c8934-204e-41cd-ad2b-2aa23a665cd8'],14,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:14.210,Pass,
,,,,,,,,,,,,,0.922164,,,,,,,,,,,,,,,6d064fe3-93e6-47d8-b374-085f96368122,36,,"[34.3, 68.8]",3754099,1,,True,,,-1.6170596,,Right Foot,,,"[32.3, 25.6]",,Ground Pass,,43.246273,,,Jonathan Grant Evans,11012.0,,,True,,,,1,From Throw In,Gareth McAuley,3596.0,Right Center Back,4,West Bromwich Albion,27,['589e3d8d-9608-49e6-8509-08ae471a2d01'],14,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:14.879,Pass,
,,,,,,,,,,,,,1.558869,,,,,,,,,,,,,,,99bc9ca2-357d-49b1-8f7d-538811c990ee,38,,"[35.1, 25.4]",3754099,1,,,,,0.98478574,,Right Foot,,,"[42.8, 37.0]",,Ground Pass,,13.923002,,,Claudio Ariel Yacob,3967.0,,,,,,,1,From Throw In,Jonathan Grant Evans,11012.0,Left Center Back,4,West Bromwich Albion,27,['38b33c60-09c6-4fd0-b5f8-f65bd3e92252'],17,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:17.185,Pass,
