50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bed027db-580e-4858-bab5-e69f02f1a8b1,1,,,3754167,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 30}, {'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 42}, {'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 72}, {'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,72507362-8c30-4df0-a948-b31ea446b9fa,2,,,3754167,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 12}, {'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 23}, {'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 16932, 'name': 'Youssouf Chafiq Mulumbu Ngangu'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ee3534ad-4b5e-4427-a8b8-043e98edb278,3,,,3754167,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['dc01c8db-998c-4458-afce-6d17c18c51c7'],0,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dc01c8db-998c-4458-afce-6d17c18c51c7,4,,,3754167,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['ee3534ad-4b5e-4427-a8b8-043e98edb278'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ecb8ce46-b78c-4455-9b8c-b4a40d7d2064,1839,,,3754167,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,81,Manchester City,36,['6c81f7cd-366b-4a34-9e89-208fc5017bc1'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6c81f7cd-366b-4a34-9e89-208fc5017bc1,1840,,,3754167,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,81,Manchester City,36,['ecb8ce46-b78c-4455-9b8c-b4a40d7d2064'],0,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.583526,,,,,,,,,,,,,,165e7ceb-2659-48ca-81b0-b86f1e167408,5,,"[61.0, 40.1]",3754167,0,,,,,1.7196863,,Right Foot,,,"[60.4, 44.1]",,Ground Pass,,4.0447497,,,Youssouf Chafiq Mulumbu Ngangu,16932.0,,,,,,Kick Off,1,From Kick Off,Matt Jarvis,22594.0,Left Attacking Midfield,2,Norwich City,56,['503a01a4-47dc-4ef8-a168-a41c4b99b8c4'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.592,Pass,
,,,,,,,,,,,,,,,,,,1.039803,,,,,,,,,,,,,,5cf86e30-0477-4cd4-8fb2-1f92b2819891,7,,"[60.4, 43.3]",3754167,0,,,,,-2.8816526,,Right Foot,,,"[51.0, 40.8]",,Ground Pass,,9.726768,,,Alexander Banor Tettey,9463.0,,,,,,,1,From Kick Off,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,2,Norwich City,56,['9146cc91-c039-4b2a-bd56-7e4932ecda64'],1,,,,,,,,,,,,,,,,,Norwich City,56,00:00:01.175,Pass,
,,,,,,,,,,,,,,,,,,1.517248,,,,,,,,,,,,,,4ca6029d-90bf-49a7-a36b-ebfa14e9fffa,10,,"[46.6, 40.8]",3754167,0,,,,,1.9955465,,Right Foot,,,"[35.7, 64.9]",,Ground Pass,,26.45033,,,Ryan Bennett,9930.0,,,,,,,1,From Kick Off,Alexander Banor Tettey,9463.0,Right Defensive Midfield,2,Norwich City,56,['7c5b2f08-1e47-4465-807b-a59ff3d4ea0b'],3,,,,,,,,,,,,,,,,,Norwich City,56,00:00:03.301,Pass,
,,,,,,,,,,,,,,,,,,2.887006,,,,,,,,,,,,,,a6a5d7b9-80ad-4ffe-a2b5-c0e18531db04,13,,"[35.5, 74.5]",3754167,0,,,,,-0.036761016,,Right Foot,,,"[92.6, 72.4]",,High Pass,,57.138603,Incomplete,,Cameron Jerome,4807.0,,,,,,,1,From Kick Off,Ryan Bennett,9930.0,Right Center Back,2,Norwich City,56,"['2e930fbb-2120-44d8-afea-34058d0a5870', 'f217d3c6-40e2-4cc3-97d9-37209541af25']",6,,,,,,,,,,,,,,,,,Norwich City,56,00:00:06.626,Pass,
,,,,,,,,,,,,,,,,,,2.125947,,,,,,,,,,,,,,2e930fbb-2120-44d8-afea-34058d0a5870,16,,"[27.5, 7.7]",3754167,0,,,,True,0.17670886,,,,,"[41.5, 10.2]",,Low Pass,,14.221462,,,Gnégnéri Yaya Touré,3087.0,,,,,,Recovery,1,From Kick Off,Aleksandar Kolarov,5596.0,Left Back,2,Norwich City,56,"['102446c3-0164-46d0-84da-418d50907c03', 'a6a5d7b9-80ad-4ffe-a2b5-c0e18531db04', 'd553d8a9-3c1f-4655-8a60-a001d2e2fb03']",9,,,,,,,,,,,,,,,,,Manchester City,36,00:00:09.513,Pass,True
,,,,,,,,,,,,,,,,,,1.155481,,,,,,,,,,,,,,6539d986-eb01-4f5d-8a12-15efed0d31fc,19,,"[41.5, 10.2]",3754167,0,,,,,-1.125219,,Right Foot,,,"[44.7, 3.5]",,Low Pass,,7.4249578,Incomplete,,Kevin De Bruyne,3089.0,,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,2,Norwich City,56,"['162a1137-8e6c-4132-93e4-254709680935', '21ad5a74-29b0-482a-ac4b-f2ac8f2ee197']",11,,,,,,,,,,,,,,,,,Manchester City,36,00:00:11.679,Pass,
,,,,,,,,,,,,,,,,,,0.569498,,,,,,,,,,,,,,063abaef-07fa-44d6-bd55-7228dc8f3685,24,,"[86.9, 75.1]",3754167,0,,,,,-1.5707964,,Left Foot,,,"[86.9, 67.0]",,Ground Pass,,8.1,Incomplete,,Matt Jarvis,22594.0,,,,,,,1,From Kick Off,Robert Brady,10967.0,Right Wing Back,2,Norwich City,56,"['3e3b8a14-bbb2-49b1-a532-275076c3ea73', '684bb465-a396-443c-9847-95396c88bafc', 'ab482bea-799b-4f1e-a0e4-5e0e684c6b19']",15,,,,,,,,,,,,,,,,,Norwich City,56,00:00:15.270,Pass,True
,,,,,,,,,,,,,,,,,,2.819167,,,,,,,,,,,,,,643e1de1-a80d-4070-8a8a-c60faac62121,28,,"[36.8, 30.0]",3754167,0,,,,,1.5631336,,Right Foot,,,"[37.0, 56.1]",,Ground Pass,,26.100767,,,Bacary Sagna,7110.0,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,3,Manchester City,36,['816fa9f0-7dc6-4c57-8983-88e8857d2e97'],18,,,,,,,,,,,,,,,,,Manchester City,36,00:00:18.979,Pass,
,,,,,,,,,,,,,,,,,,2.009838,,,,,,,,,,,,,,9aac2c35-edbb-4b4e-aa76-761d04d5e1b4,31,,"[48.8, 59.0]",3754167,0,,,,,-2.4592762,,Right Foot,,,"[40.8, 52.5]",,Ground Pass,,10.307764,,,Vincent Kompany,3101.0,,,,,,,1,Regular Play,Bacary Sagna,7110.0,Right Back,3,Manchester City,36,['bef6d1bb-1c14-4911-ab1e-1499a11e2f60'],24,,,,,,,,,,,,,,,,,Manchester City,36,00:00:24.677,Pass,
,,,,,,,,,,,,,,,,,,1.420526,,,,,,,,,,,,,,f78c9665-1aae-4226-8fc7-8920e00cc64f,34,,"[40.6, 52.5]",3754167,0,,,,,-1.4130276,,Right Foot,,,"[44.8, 26.1]",,Ground Pass,,26.732004,,,Fernando Luiz Rosa,3054.0,,,,,,,1,Regular Play,Vincent Kompany,3101.0,Right Center Back,3,Manchester City,36,['43b991b0-5f89-47a5-9f5f-daa4601ba834'],26,,,,,,,,,,,,,,,,,Manchester City,36,00:00:26.696,Pass,
,,,,,,,,,,,,,,,,,,1.789304,,,,,,,,,,,,,,ba294119-7d98-4fb7-8b77-ebb377581eb6,37,,"[51.5, 23.2]",3754167,0,,,,,-1.0889689,,Right Foot,,,"[62.9, 1.4]",,Ground Pass,,24.600813,,,Aleksandar Kolarov,5596.0,,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Left Defensive Midfield,3,Manchester City,36,['3a703588-caef-4408-a2c5-7180eac78031'],29,,,,,,,,,,,,,,,,,Manchester City,36,00:00:29.956,Pass,
,,,,,,,,,,,,,,,,,,0.927608,,,,,,,,,,,,,,875ba7dd-986f-4f11-91fa-15715f692f14,40,,"[63.9, 1.7]",3754167,0,,,,,0.65499485,,Left Foot,,,"[70.8, 7.0]",,Ground Pass,,8.700575,,,Kevin De Bruyne,3089.0,,,,,,,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,3,Manchester City,36,['47d88932-39ba-4761-9732-e583a7a00ab0'],33,,,,,,,,,,,,,,,,,Manchester City,36,00:00:33.583,Pass,
,,,,,,,,,,,,,,,,,,1.129939,,,,,,,,,,,,,,b15f8e9d-5b50-425b-832e-586fbe65f3b7,44,,"[70.2, 6.8]",3754167,0,,,,,-3.1132314,,Right Foot,,,"[56.1, 6.4]",,Ground Pass,,14.105673,,,Fernando Luiz Rosa,3054.0,,,,,,,1,Regular Play,Kevin De Bruyne,3089.0,Left Midfield,3,Manchester City,36,"['ca592c0a-8ff0-4a88-a887-6e712a2b10fc', 'fe9c1c0c-0899-4ec8-977a-4bef9ba0d64e']",34,,,,,,,,,,,,,,,,,Manchester City,36,00:00:34.551,Pass,True
,,,,,,,,,,,,,,,,,,1.258489,,,,,,,,,,,,,,c68b6fd6-d3e5-49b3-85b3-1f0397340539,47,,"[52.5, 6.0]",3754167,0,,,,,1.3435754,,Right Foot,,,"[56.5, 23.3]",,Ground Pass,,17.756407,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Left Defensive Midfield,3,Manchester City,36,['f0464fea-529d-4633-a1e2-e4ab6c3ee496'],37,,,,,,,,,,,,,,,,,Manchester City,36,00:00:37.611,Pass,
,,,,,,,,,,,,,,,,,,1.293621,,,,,,,,,,,,,,ed2fcb6b-8c13-4609-9cbf-4e24a9670743,50,,"[57.1, 32.4]",3754167,0,,,,,0.7000602,,Right Foot,,,"[75.5, 47.9]",,Ground Pass,,24.05847,,,Wilfried Guemiand Bony,3598.0,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,3,Manchester City,36,['1b6017f9-a205-4fa6-b279-7a53057c09e8'],40,,,,,,,,,,,,,,,,,Manchester City,36,00:00:40.773,Pass,
,,,,,,,,,,,,,,,,,,2.272122,,,,,,,,,,,,,,7244faba-0e72-4c94-b377-f227a47b9f05,53,,"[75.5, 47.9]",3754167,0,,,,,2.6844175,,Left Foot,,,"[63.1, 54.0]",,Ground Pass,,13.81919,,,Vincent Kompany,3101.0,,,,,,,1,Regular Play,Wilfried Guemiand Bony,3598.0,Left Center Forward,3,Manchester City,36,['9179e024-9ea3-4282-807f-3c914cf477f0'],42,,,,,,,,,,,,,,,,,Manchester City,36,00:00:42.106,Pass,
,,,,,,,,,,,,,,,,,,0.748214,,,,,,,,,,,,,,19bb8f93-1cd9-4cf0-8600-2e3a064b97a1,56,,"[63.1, 54.0]",3754167,0,,,,,0.58307654,,Right Foot,,,"[77.2, 63.3]",,Ground Pass,,16.890825,,,Jesús Navas González,6821.0,,,,,,,1,Regular Play,Vincent Kompany,3101.0,Right Center Back,3,Manchester City,36,['d8807b77-122f-40cb-8672-1759fc7df0cc'],44,,,,,,,,,,,,,,,,,Manchester City,36,00:00:44.419,Pass,
,,,,,,,,,,,,,,,,,,0.840549,,,,,,,,,,,,,,1beac55c-ed40-4163-8da6-fd61af09a3a0,60,,"[73.4, 55.8]",3754167,0,,,,,-2.4385765,,Right Foot,,,"[67.5, 50.8]",,Ground Pass,,7.7336926,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Midfield,3,Manchester City,36,"['4c1e0213-b58b-4eea-9043-5627a2cc2639', '787a2714-0047-4427-aa23-c907a05c313b']",47,,,,,,,,,,,,,,,,,Manchester City,36,00:00:47.354,Pass,True
,,,,,,,,,,,,,,,,,,1.897991,,,,,,,,,,,,,,d7424c00-7de2-4cb5-b70c-34cc2de794f4,63,,"[69.9, 55.1]",3754167,0,,,,,1.2617493,,Right Foot,,,"[75.2, 71.7]",,Ground Pass,,17.425556,,,Bacary Sagna,7110.0,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,3,Manchester City,36,['e9654e6a-593f-4131-b94f-af02663ceaa3'],50,,,,,,,,,,,,,,,,,Manchester City,36,00:00:50.300,Pass,
,,,,,,,,,,,,,,,,,,0.981162,,,,,,,,,,,,,,5c10d40b-97d0-4cc1-aca9-3cb6066b2d4e,66,,"[75.2, 71.7]",3754167,0,,,,,-1.485637,,Right Foot,,,"[75.9, 63.5]",,Ground Pass,,8.229824,,,Jesús Navas González,6821.0,,,,,,,1,Regular Play,Bacary Sagna,7110.0,Right Back,3,Manchester City,36,['59f70a1e-6f8a-4039-84df-a64d499fab4c'],52,,,,,,,,,,,,,,,,,Manchester City,36,00:00:52.249,Pass,
,,,,,,,,,,,,,,,,,,1.382166,,,,,,,,,,,,,,11e840b9-da66-45db-8217-3f424fe334af,70,,"[75.4, 62.9]",3754167,0,,,,,-1.6936315,,Right Foot,,,"[74.4, 54.8]",,Ground Pass,,8.161495,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Midfield,3,Manchester City,36,"['9e9b82b3-478b-4f87-b85a-5eec3673b9ee', 'd87af430-6b9a-4f2a-b576-df87c59f79d8']",53,,,,,,,,,,,,,,,,,Manchester City,36,00:00:53.270,Pass,True
