ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f74607bc-88c3-4acf-999c-89fef02a6843,1,,,,3754057,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9d03cd94-d67f-4775-8e71-be35529a8b6f,2,,,,3754057,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 16932, 'name': 'Youssouf Chafiq Mulumbu Ngangu'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 23742, 'name': 'Vadis Odjidja-Ofoe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 32}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a2bc403d-d917-42ea-89a0-caddfbd279d1,3,,,,3754057,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['cd034f55-af86-4c05-841a-91fb5ecef528'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cd034f55-af86-4c05-841a-91fb5ecef528,4,,,,3754057,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['a2bc403d-d917-42ea-89a0-caddfbd279d1'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3842db42-2142-4eba-aab1-ccff08523741,1508,,,,3754057,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,Tottenham Hotspur,38,['7ec11a4c-e349-40cc-bf79-83008fdae6b4'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7ec11a4c-e349-40cc-bf79-83008fdae6b4,1509,,,,3754057,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,Tottenham Hotspur,38,['3842db42-2142-4eba-aab1-ccff08523741'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.546763,,,,,,,,,,,,97469d13-9dc1-403c-8355-d588193c8012,5,,,"[61.0, 40.1]",3754057,0,,,,3.0680819,,Right Foot,,,"[35.2, 42.0]",,Ground Pass,,25.869867,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,Kick Off,1,From Kick Off,Harry Kane,10955.0,Center Forward,2,Tottenham Hotspur,38,['706b7e26-5ecb-4ebb-818c-9e7921b00759'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.900,Pass,
,,,,,,,,,,,,,,,,2.906872,,,,,,,,,,,,3ae1b362-2f17-46d4-9606-705c0e15b952,8,,,"[36.1, 42.9]",3754057,0,,,,0.61906606,,Left Foot,,,"[84.1, 77.1]",,High Pass,,58.937595,Incomplete,,,,,,,,,1,From Kick Off,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,2,Tottenham Hotspur,38,['3643868a-3c47-44f9-9497-000c363ff692'],3,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:03.645,Pass,
,,,,,,,,,,,,,,,,4.235919,,,,,,,,,,,,cc7ffd77-e14e-4c57-9a81-ee4dc74f7bbc,10,,,"[80.6, 80.0]",3754057,0,,,,-2.9496615,,,,,"[34.8, 71.1]",,Low Pass,,46.656727,,Toby Alderweireld,20005.0,,,,,,Throw-in,1,From Throw In,Eric Dier,10956.0,Right Defensive Midfield,3,Tottenham Hotspur,38,['eb3af9f5-ff44-4d14-bdda-13bb0bcd5ff1'],11,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:11.398,Pass,
,,,,,,,,,,,,,,,,2.433863,,,,,,,,,,,,98208a88-bf6f-46b5-97f2-a2e3bb89b93d,13,,,"[36.1, 69.0]",3754057,0,,,,-2.3864882,,Right Foot,,,"[10.6, 45.0]",,Ground Pass,,35.017853,,Hugo Lloris,3099.0,,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,3,Tottenham Hotspur,38,['9f525c49-50cc-49a1-b366-c661a79597f3'],19,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:19.318,Pass,
