50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.723993,,,,,,,,,,,,,,348406a0-1071-4be0-9366-786a8f8adaca,2030,,"[65.0, 52.2]",3754007,53,,,,-0.59115714,,Right Foot,,,,"[94.2, 32.6]",,High Pass,,35.168167,,,Incomplete,,José Salomón Rondón Giménez,4041.0,,,,,,,2,From Throw In,James Morrison,3490.0,Right Defensive Midfield,97,West Bromwich Albion,27,"['ac0a82ee-9721-42f5-a746-8da1e7014e07', 'bccffb1e-69dc-4e99-99a0-0507528a49c9']",15,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:08:15.287,Pass,
,,,,,,,,,,,,,,,,,,2.809599,,,,,,,,,,,,,,ac0a82ee-9721-42f5-a746-8da1e7014e07,2032,,"[25.9, 47.5]",3754007,53,,,,-2.0178134,,Right Foot,,,,"[16.6, 28.1]",,Low Pass,,21.513948,,,,,Marc Muniesa Martínez,6560.0,,,,,,Recovery,2,Regular Play,Geoff Cameron,3480.0,Right Center Back,98,Stoke City,30,"['348406a0-1071-4be0-9366-786a8f8adaca', '8d4e29ae-4021-498f-a93a-6c0bb45205d0']",17,,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:17.011,Pass,
,,,,,,,,,,,,,,,,,,0.920505,,,,,,,,,,,,,,38318566-d161-4b4c-8f02-f94dc0f8c0ad,2034,,"[14.6, 28.9]",3754007,53,,,,-0.07233733,,Left Foot,,,,"[28.4, 27.9]",,Ground Pass,,13.8361845,,,,,Glenn Whelan,9625.0,,,,,,,2,Regular Play,Marc Muniesa Martínez,6560.0,Left Center Back,98,Stoke City,30,['5ba1fc99-04a8-472a-9d9e-6554b7fcdbc4'],19,,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:19.821,Pass,
,,,,,,,,,,,,,,,,,,0.656385,,,,,,,,,,,,,,34b3cd5c-d2b1-4a8d-8d63-d465a875421f,2037,,"[26.4, 30.2]",3754007,53,,,,1.0112098,,Right Foot,,,,"[32.1, 39.3]",,Ground Pass,,10.737783,,,,,Marco van Ginkel,8251.0,,,,,,,2,Regular Play,Glenn Whelan,9625.0,Right Center Midfield,98,Stoke City,30,['ebff403b-99a5-43b8-9ba1-c5fdc9f7f2aa'],21,,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:21.482,Pass,
,,,,,,,,,,,,,,,,,,1.840945,,,,,,,,,,,,,,559f1e43-fa82-4cd6-b5c6-27f5b8e376c8,2041,,"[31.4, 40.0]",3754007,53,,,,0.64684933,,Right Foot,,,,"[45.7, 50.8]",,Ground Pass,,17.920101,,,Incomplete,,Mame Biram Diouf,3603.0,,,,,,,2,Regular Play,Marco van Ginkel,8251.0,Left Center Midfield,98,Stoke City,30,"['15f1c8aa-d5ab-4ce5-941d-80ba8e876c7c', 'f37ca5bc-7a40-4d75-8dc3-093862dd6316', 'fb0b6974-712d-4bef-bf3a-0c8c3b954b84']",23,,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:23.198,Pass,True
,,,,,,,,,,,,True,,,,,,1.977863,,,,,,,,,,,,,,fb0b6974-712d-4bef-bf3a-0c8c3b954b84,2043,,"[74.4, 29.3]",3754007,53,,,,2.946371,,Right Foot,,,,"[56.7, 32.8]",,Ground Pass,,18.042727,,,,,Jonas Olsson,20527.0,,,,,,Interception,2,Regular Play,James McClean,3514.0,Left Midfield,99,West Bromwich Albion,27,"['559f1e43-fa82-4cd6-b5c6-27f5b8e376c8', '753ae762-b589-4e37-ab6e-cbecf1c9a41b']",25,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:08:25.039,Pass,
,,,,,,,,,,,,,,,,,,2.426506,,,,,,,,,,,,,,2a42738f-d7cc-4898-9117-b42f5db99ea6,2045,,"[61.1, 32.8]",3754007,53,,,,-1.459193,,Left Foot,,,,"[62.4, 21.2]",,Ground Pass,,11.672618,,,,,James McClean,3514.0,,,,,,,2,Regular Play,Jonas Olsson,20527.0,Left Center Back,99,West Bromwich Albion,27,['7a444208-7db7-4e8e-ad58-a64f8b7350f6'],27,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:08:27.016,Pass,
,,,,,,,,,,,,,,,,,,1.477406,,,,,,,,,,,,,,0e0510ff-6c6a-47c3-b0eb-2dc1eb79f1dd,2052,,"[54.9, 80.0]",3754007,53,True,,,-0.8550527,,,,,,"[66.9, 66.2]",,Low Pass,,18.2877,,,,,Mame Biram Diouf,3603.0,,,,,,Throw-in,2,From Throw In,Marco van Ginkel,8251.0,Left Center Midfield,100,Stoke City,30,['5b9a1bf8-052a-46d9-bc85-a1d9cbe47aeb'],36,,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:36.425,Pass,
,,,,,,,,,,,,,,,,,,1.333177,,,,,,,,,,,,,,2b6815dc-a45e-4b3a-8cc2-887d944a9043,2054,,"[65.9, 68.5]",3754007,53,,,,2.7468016,,Right Foot,,,,"[63.5, 69.5]",,Ground Pass,,2.6,,,,,Glen Johnson,4724.0,,,,,,,2,From Throw In,Mame Biram Diouf,3603.0,Right Center Forward,100,Stoke City,30,['b16a3fcf-86c1-423a-8fe5-d503d8590b66'],39,,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:39.665,Pass,
,,,,,,,,,,,,,,,,,,0.791291,,,,,,,,,,,,,,7d68fa87-293b-4a6b-be7d-bd3560097033,2057,,"[53.3, 75.1]",3754007,53,,,,-1.7593685,,Right Foot,,,,"[50.8, 62.0]",,Ground Pass,,13.336416,,,,,Glenn Whelan,9625.0,,,,,,,2,From Throw In,Glen Johnson,4724.0,Right Back,100,Stoke City,30,['4f0f2b41-b773-48be-9428-b77a0cf6a95f'],41,,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:41.947,Pass,
,,,,,,,,,,,,,,,,,,1.54101,,,,,,,,,,,,,,f9e959a0-ebb9-4182-b728-c00786281cee,2060,,"[54.1, 56.7]",3754007,53,,,,-1.4049333,,Right Foot,,,,"[57.9, 34.0]",,Ground Pass,,23.015863,,,,,Xherdan Shaqiri,3533.0,,,,,,,2,From Throw In,Glenn Whelan,9625.0,Right Center Midfield,100,Stoke City,30,['9019a81e-5e2c-4615-9f2d-e00c05866780'],44,,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:44.368,Pass,
,,,,,,,,,,,,,,,,,,1.597226,,,,,,,,,,,,,,af1ee058-cdfd-4242-b38f-a0cac11766c6,2063,,"[65.3, 23.9]",3754007,53,,,,-0.946386,,Left Foot,,,,"[80.0, 3.5]",,Ground Pass,,25.144583,,,,,Erik Pieters,3467.0,,,,,,,2,From Throw In,Xherdan Shaqiri,3533.0,Left Center Forward,100,Stoke City,30,['4d5a6950-f53d-41d9-af8d-720969f02781'],48,,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:48.522,Pass,
,,,,,,,,,,,,,,,,,,1.413961,,,,,,,,,,,,,,f3e1b415-b59b-4dd5-af23-6bed4eb9f1eb,2066,,"[80.6, 11.0]",3754007,53,,,,2.2522757,,Left Foot,,,,"[73.3, 20.0]",,Ground Pass,,11.588356,,,,,Glenn Whelan,9625.0,,,,,,,2,From Throw In,Erik Pieters,3467.0,Left Back,100,Stoke City,30,['b4f29175-5960-4ece-a4e4-bfb948c463b8'],54,,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:54.360,Pass,
,,,,,,,,,,,,,,,,,,1.615848,,,,,,,,,,,,,,df1d0ab6-c984-4973-a616-8bd6cf01f18a,2069,,"[73.6, 22.1]",3754007,53,,,,1.9465793,,Right Foot,,,,"[63.5, 47.7]",,Low Pass,,27.520355,,,,,Geoff Cameron,3480.0,,,,,,,2,From Throw In,Glenn Whelan,9625.0,Right Center Midfield,100,Stoke City,30,['3d3f16ed-4f9a-461f-b325-cde302054f40'],57,,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:57.410,Pass,
,,,,,,,,,,,,,,,,,,1.686964,,,,,,,,,,,,,,70e4135c-ebe4-45bc-b997-9a4199c0d9ab,2072,,"[72.7, 54.1]",3754007,54,,,,1.1754463,,Left Foot,,,,"[83.3, 79.5]",,Ground Pass,,27.52308,,,,,Glen Johnson,4724.0,,,,,,,2,From Throw In,Geoff Cameron,3480.0,Right Center Back,100,Stoke City,30,['4554479f-fc5a-4814-867f-a82911a5223e'],1,,,,,,,,,,,,,,,,,,,Stoke City,30,00:09:01.763,Pass,
,,,,,,,,,,,,,,,,,,1.252527,,,,,,,,,,,,,,f022042b-5a61-47ed-a5eb-a1411a94d1a2,2075,,"[81.8, 68.9]",3754007,54,,,,-0.934168,,Right Foot,,,,"[99.1, 45.5]",,Ground Pass,,29.100687,,,,,Mame Biram Diouf,3603.0,,,,,,,2,From Throw In,Glen Johnson,4724.0,Right Back,100,Stoke City,30,['49d6edf7-1f25-4553-ba37-93a47b15946c'],5,,,,,,,,,,,,,,,,,,,Stoke City,30,00:09:05.184,Pass,
,,,,,,,,,,,,,,,,,,0.039887,,,,,,,,,,,,,,be566480-556e-4be4-9629-77d9ada8efea,2079,,"[99.4, 44.4]",3754007,54,,,,-1.8736812,,Right Foot,,,,"[98.9, 42.8]",,High Pass,,1.6763054,,,Incomplete,,,,,,,,,,2,From Throw In,Mame Biram Diouf,3603.0,Right Center Forward,100,Stoke City,30,['21cb9398-cf8b-4fc0-8eb3-bd8fe7fc6c27'],6,,,,,,,,,,,,,,,,,,,Stoke City,30,00:09:06.477,Pass,
,,,,,,,,,,,,,,,,,,1.929623,,,,,,,,,,,,,,3da49ee0-70f5-41bd-a767-1eb027bb90df,2081,,"[27.7, 45.2]",3754007,54,,,,1.8293899,,Right Foot,,,,"[23.6, 60.7]",,High Pass,,16.03309,,,,,Callum McManaman,9551.0,,,,,,Recovery,2,Regular Play,James Morrison,3490.0,Right Defensive Midfield,101,West Bromwich Albion,27,['a5998476-d00d-4156-87ef-b50af77fa273'],8,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:09:08.926,Pass,
,,,,,,,,,,,,,,,,,,1.683076,,,,,,,,,,,,,,fd74d87f-63b6-448c-86d1-4a98885e7d80,2084,,"[46.5, 71.5]",3754007,54,,,,-1.7021117,,Right Foot,,,,"[44.4, 55.6]",,Ground Pass,,16.03808,,,,,James Morrison,3490.0,,,,,,,2,Regular Play,Callum McManaman,9551.0,Right Midfield,101,West Bromwich Albion,27,['549bfa30-14c2-43b5-bef4-0c50a495ecb2'],15,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:09:15.945,Pass,
,,,,,,,,,,,,,,,,,,3.098858,,,,,,,,,,,,,,db3b3f18-ed55-4c12-9113-f2f308b85d32,2087,,"[47.9, 58.7]",3754007,54,,,,-1.4407498,,Right Foot,,,,"[54.4, 9.0]",,High Pass,,50.12325,,,,,Joleon Lescott,20285.0,,,True,,,,2,Regular Play,James Morrison,3490.0,Right Defensive Midfield,101,West Bromwich Albion,27,['0b4ef769-2356-42ff-8553-f13353efda45'],19,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:09:19.092,Pass,
,,,,,,,,,,,,,,,,,,1.117297,,,,,,,,,,,,,,e0a4bad4-36e4-4743-940d-e86df7ed68bd,2090,,"[65.0, 6.5]",3754007,54,,,,0.0,,Left Foot,,,,"[75.0, 6.5]",,Ground Pass,,10.0,,,,,Rickie Lambert,40124.0,,,,,,,2,Regular Play,Joleon Lescott,20285.0,Left Back,101,West Bromwich Albion,27,['5b145e6a-3fbe-4f60-a0d6-8ec329e58da0'],23,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:09:23.791,Pass,
,,,,,,,,,,,,,,,,,,1.484972,,,,,,,,,,,,,,0696e092-9505-4540-9763-800a26e375d7,2093,,"[79.2, 15.2]",3754007,54,,,,2.430822,,Left Foot,,,,"[67.7, 25.1]",,Ground Pass,,15.17432,,,,,Darren Fletcher,4022.0,,,,,,,2,Regular Play,Rickie Lambert,40124.0,Left Center Forward,101,West Bromwich Albion,27,['c84469b0-fbb5-4231-aa20-91dff25a7c07'],28,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:09:28.508,Pass,
,,,,,,,,,,,,,,,,,,1.395214,,,,,,,,,,,,,,f4d66154-8770-4866-8c5b-b7ac26e172de,2096,,"[67.5, 25.3]",3754007,54,,,,1.5809482,,Right Foot,,,,"[67.3, 45.0]",,Ground Pass,,19.701015,,,,,James Morrison,3490.0,,,,,,,2,Regular Play,Darren Fletcher,4022.0,Left Defensive Midfield,101,West Bromwich Albion,27,['dc1af24b-f67e-420b-a78c-9e9dc6b56024'],31,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:09:31.593,Pass,
,,,,,,,,,,,,,,,,,,1.645847,,,,,,,,,,,,,,e16e8f56-60a8-45f5-a06e-5f0422236b17,2099,,"[67.5, 48.7]",3754007,54,,,,1.1218295,,Right Foot,,,,"[79.4, 73.4]",,Ground Pass,,27.417149,,,,,Craig Dawson,3523.0,,,,,,,2,Regular Play,James Morrison,3490.0,Right Defensive Midfield,101,West Bromwich Albion,27,['2c1dfc41-1d26-41c7-ba33-4126620b9388'],33,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:09:33.789,Pass,
,,,,,,,,,,,,,,,,,,0.648828,,,,,,,,,,,,,,4192756c-3792-4113-90ce-8f9cd1e03064,2102,,"[87.8, 73.9]",3754007,54,,,,-0.92309797,,Right Foot,,,,"[99.3, 58.7]",,Low Pass,,19.060167,,,Incomplete,,José Salomón Rondón Giménez,4041.0,,,,,,,2,Regular Play,Craig Dawson,3523.0,Right Back,101,West Bromwich Albion,27,"['4b1aab58-1770-4ed2-bcde-e6baeb185de9', 'ec346e9d-0a81-4313-9af6-65bf59b07b4c']",37,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:09:37.166,Pass,
,,,,,,,,,,,,,,,,,,3.119445,,,,,,,,,,,,,,5ddb2218-2438-4cef-8d61-5c303f346042,2105,,"[120.0, 80.0]",3754007,55,,,,-1.8097565,12dfff2f-d1b6-44f6-9182-13c0070231f4,Left Foot,,,,"[107.6, 29.1]",,High Pass,True,52.388645,,,,,José Salomón Rondón Giménez,4041.0,True,,True,Inswinging,,Corner,2,From Corner,James McClean,3514.0,Left Midfield,102,West Bromwich Albion,27,['577e08a3-12b6-4a2f-a45d-3d9ee57f9744'],4,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:10:04.197,Pass,
,,,,,,,,,,,,,,,,,,1.150597,,,,,,,,,,,,,,b391a6c8-ee98-46f2-82c5-f1cc0a3d3344,2109,,"[7.0, 44.1]",3754007,55,,,,-0.4081491,,Right Foot,,,,"[32.9, 32.9]",,Ground Pass,,28.217901,,,,,Marco van Ginkel,8251.0,,,,,,Goal Kick,2,From Goal Kick,Jack Butland,3537.0,Goalkeeper,103,Stoke City,30,['4686b8f2-18b7-454d-82a4-dd440c6fba1f'],21,,,,,,,,,,,,,,,,,,,Stoke City,30,00:10:21.759,Pass,
,,,,,,,,,,,,,,,,,,2.884642,,,,,,,,,,,,,,07a26c4b-a282-42d8-b524-75ebaa056790,2112,,"[21.7, 34.7]",3754007,55,,,,2.3208394,,Right Foot,,,,"[6.7, 50.8]",,Ground Pass,,22.004772,,,,,Jack Butland,3537.0,,,,,,,2,From Goal Kick,Marco van Ginkel,8251.0,Left Center Midfield,103,Stoke City,30,['93544782-6a23-4d7f-95a2-d2d1bfce0f2c'],22,,,,,,,,,,,,,,,,,,,Stoke City,30,00:10:22.950,Pass,
,,,,,,,,,,,,,,,,,,3.362658,,,,,,,,,,,,,,047d2983-667b-4133-a19f-54b010bc16a9,2115,,"[8.9, 55.9]",3754007,55,,,,0.2903376,,Right Foot,,,,"[74.5, 75.5]",,High Pass,,68.46547,,,Incomplete,,,,,,,,,,2,From Goal Kick,Jack Butland,3537.0,Goalkeeper,103,Stoke City,30,['b462d398-9a33-4557-89f3-ade83d094861'],27,,,,,,,,,,,,,,,,,,,Stoke City,30,00:10:27.517,Pass,
,,,,,,,,,,,,,,,,,,4.877018,,,,,,,,,,,,,,b462d398-9a33-4557-89f3-ade83d094861,2116,,"[45.6, 4.6]",3754007,55,,,,2.3978372,,Head,,,,"[15.6, 32.2]",,High Pass,,40.76469,,,,,Glyn Oliver Myhill,5108.0,,,,,,Recovery,2,Regular Play,Joleon Lescott,20285.0,Left Back,104,West Bromwich Albion,27,"['047d2983-667b-4133-a19f-54b010bc16a9', 'ea33a5ff-a9da-48dd-8b2d-5acb9733b27a']",30,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:10:30.879,Pass,
,,,,,,,,,,,,,,,,,,1.462097,,,,,,,,,,,,,,4d52652e-1e6b-45f3-a951-75b46d00b7d7,2118,,"[15.6, 32.2]",3754007,55,,,,-0.81278855,,Right Foot,,,,"[22.7, 24.7]",,Ground Pass,,10.327633,,,,,Jonas Olsson,20527.0,,,,,,,2,Regular Play,Glyn Oliver Myhill,5108.0,Goalkeeper,104,West Bromwich Albion,27,['11d3c8c5-0646-48af-8697-e150b096c4fe'],35,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:10:35.756,Pass,
,,,,,,,,,,,,,,,,,,1.722273,,,,,,,,,,,,,,1f3518e3-eb6d-46e3-8d9f-c11f1fc47865,2120,,"[26.7, 27.1]",3754007,55,,,,1.2980471,,Left Foot,,,,"[30.7, 41.4]",,Ground Pass,,14.848906,,,,,Gareth McAuley,3596.0,,,,,,,2,Regular Play,Jonas Olsson,20527.0,Left Center Back,104,West Bromwich Albion,27,['2e5c18da-717c-4e8f-9704-2a86bb699942'],37,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:10:37.218,Pass,
,,,,,,,,,,,,,,,,,,1.463576,,,,,,,,,,,,,,350e948a-9132-4778-a1a2-910e3c1e2777,2123,,"[33.2, 47.9]",3754007,55,,,,-0.5524936,,Right Foot,,,,"[46.5, 39.7]",,Ground Pass,,15.62466,,,,,James Morrison,3490.0,,,,,,,2,Regular Play,Gareth McAuley,3596.0,Right Center Back,104,West Bromwich Albion,27,['dae92a28-e3e6-4e88-887f-d83cf59ac736'],39,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:10:39.341,Pass,
,,,,,,,,,,,,,,,,,,1.252867,,,,,,,,,,,,,,04bb09ef-90e0-4562-b6db-c4cc14983bab,2126,,"[46.5, 45.9]",3754007,55,,,,0.6393859,,Right Foot,,,,"[58.2, 54.6]",,Ground Pass,,14.580124,,,,,Rickie Lambert,40124.0,,,,,,,2,Regular Play,James Morrison,3490.0,Right Defensive Midfield,104,West Bromwich Albion,27,['2945a5d9-cf20-4b33-b523-e9f361b09609'],42,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:10:42.266,Pass,
,,,,,,,,,,,,,,,,,,1.149368,,,,,,,,,,,,,,9dc18387-a7f8-4475-92c7-7c0734795d7c,2129,,"[57.1, 54.6]",3754007,55,,,,-0.12750956,,Right Foot,,,,"[80.5, 51.6]",,Ground Pass,,23.591524,,,,,Callum McManaman,9551.0,,,,,,,2,Regular Play,Rickie Lambert,40124.0,Left Center Forward,104,West Bromwich Albion,27,['e057c66b-e21c-42d6-87a9-bcc1b9c09850'],44,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:10:44.754,Pass,
,,,,,,,,,,,,,,,,,,1.833837,,,,,,,,,,,,,,ba54f323-e2e4-4609-bd34-36a65ab791a7,2137,,"[97.6, 27.3]",3754007,55,,,,-1.0505291,,Right Foot,,,,"[108.6, 8.1]",,Ground Pass,,22.127811,,,,,James McClean,3514.0,,,,,,,2,Regular Play,Callum McManaman,9551.0,Right Midfield,104,West Bromwich Albion,27,['4d909576-d179-4b90-a798-8d8fbaa50bd2'],52,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:10:52.198,Pass,
,,,,,,,,,,,,,,,,,,1.654064,,,,,,,,,,,,,,1e7e1f3a-5977-4d2d-81a6-73fb6c61e6ec,2140,,"[107.2, 8.6]",3754007,55,,,,1.4481654,,Left Foot,True,,,"[111.6, 44.3]",,High Pass,,35.970127,,,Incomplete,,José Salomón Rondón Giménez,4041.0,,,,,,,2,Regular Play,James McClean,3514.0,Left Midfield,104,West Bromwich Albion,27,"['4a6ce470-e6b5-44e1-a196-b29eb8c1d557', '61fa7758-18a4-48ac-b03a-cd10f3b4d4d8']",54,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:10:54.821,Pass,
,,,,,,,,,,,,,,,,,,1.525007,,,,,,,,,,,,,,325a2ec1-1c1f-44a0-8e99-5270e0a3dd01,2148,,"[120.0, 80.0]",3754007,56,,,,-1.7051178,,Left Foot,,,,"[114.5, 39.3]",,High Pass,True,41.06994,,,Incomplete,,,,,,True,Inswinging,,Corner,2,From Corner,James McClean,3514.0,Left Midfield,105,West Bromwich Albion,27,['208f2f47-52cb-435f-bff2-bfde30dcb1a2'],24,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:11:24.765,Pass,
,,,,,,,,,,,,,,,,,,3.120148,,,,,,,,,,,,,,cbdd9ecf-cfe2-4028-9876-b1b61d991e18,2150,,"[22.9, 40.8]",3754007,56,,,,-0.4846144,,Head,,,,"[53.1, 24.9]",,Low Pass,,34.129898,,,,,Xherdan Shaqiri,3533.0,,,,,,Recovery,2,Regular Play,Marc Muniesa Martínez,6560.0,Left Center Back,106,Stoke City,30,['008195cf-c02a-4eb1-aff3-2585f4496b70'],28,,,,,,,,,,,,,,,,,,,Stoke City,30,00:11:28.798,Pass,
,,,,,,,,,,,,,,,,,,1.992529,,,,,,,,,,,,,,641b4b3a-da9f-412b-8643-7b7d63935756,2153,,"[52.9, 25.5]",3754007,56,,,,1.0965858,,Left Foot,,,,"[64.5, 48.1]",,Ground Pass,,25.403149,,,,,Mame Biram Diouf,3603.0,,,,,,,2,Regular Play,Xherdan Shaqiri,3533.0,Left Center Forward,106,Stoke City,30,['f8df6107-4bd1-46f0-ab85-bea0135e4362'],32,,,,,,,,,,,,,,,,,,,Stoke City,30,00:11:32.158,Pass,
,,,,,,,,,,,,,,,,,,1.348117,,,,,,,,,,,,,,aeb05f46-f57a-43f3-8a37-7e25cd704909,2156,,"[57.9, 48.3]",3754007,56,,,,2.710454,,Right Foot,,,,"[52.9, 50.6]",,Ground Pass,,5.503635,,,,,Glen Johnson,4724.0,,,,,,,2,Regular Play,Mame Biram Diouf,3603.0,Right Center Forward,106,Stoke City,30,['65c9e6f5-fa04-474f-a8a2-c639af252490'],36,,,,,,,,,,,,,,,,,,,Stoke City,30,00:11:36.611,Pass,
,,,,,,,,,,,,,,,,,,1.221602,,,,,,,,,,,,,,7f70b2e3-2102-4280-817b-d9abc03812e5,2159,,"[54.6, 49.1]",3754007,56,,,,-1.1211759,,Right Foot,,,,"[64.3, 29.0]",,Ground Pass,,22.318153,,,,,Marc Muniesa Martínez,6560.0,,,,,,,2,Regular Play,Glen Johnson,4724.0,Right Back,106,Stoke City,30,['1e3fcb41-363a-4d32-91e3-3ddcfa8f3a97'],38,,,,,,,,,,,,,,,,,,,Stoke City,30,00:11:38.854,Pass,
,,,,,,,,,,,,,,,,,,1.142198,,,,,,,,,,,,,,69d1f6e5-e2f2-40c9-9592-031fdbd02810,2162,,"[66.3, 30.0]",3754007,56,,,,0.7853982,d50a14e8-46a5-47a9-987b-c63295421807,Left Foot,,,,"[78.9, 42.6]",,Ground Pass,,17.819092,,,,,Xherdan Shaqiri,3533.0,True,,,,,,2,Regular Play,Marc Muniesa Martínez,6560.0,Left Center Back,106,Stoke City,30,['33107103-941a-4413-a1e7-0cc5283557c8'],40,,,,,,,,,,,,,,,,,,,Stoke City,30,00:11:40.918,Pass,
,,,,,,,,,,,,,,,,,,2.088595,,,,,,,,,,,,,,d6c6c44f-e774-4ff7-9993-bd0c660dcec8,2169,,"[6.0, 44.0]",3754007,57,True,,,0.005681757,,Right Foot,,,,"[23.6, 44.1]",,Ground Pass,,17.600285,,,,,Darren Fletcher,4022.0,,,,,,Goal Kick,2,From Goal Kick,Glyn Oliver Myhill,5108.0,Goalkeeper,107,West Bromwich Albion,27,['d77b800c-9890-4c0b-9041-92e0f9b3ce5e'],26,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:12:26.444,Pass,
,,,,,,,,,,,,,,,,,,1.862306,,,,,,,,,,,,,,f6f14dff-f78d-4dc7-ab13-e134ee73aaa8,2171,,"[30.7, 46.7]",3754007,57,,,,-1.7681919,,Right Foot,,,,"[27.1, 28.7]",,Ground Pass,,18.35647,,,,,Jonas Olsson,20527.0,,,,,,,2,From Goal Kick,Darren Fletcher,4022.0,Left Defensive Midfield,107,West Bromwich Albion,27,['22eb6677-1b4f-4533-9221-2aa1510af3ed'],30,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:12:30.788,Pass,
,,,,,,,,,,,,,,,,,,1.998129,,,,,,,,,,,,,,34927f60-1b60-4c35-9f7a-1d3085dcb2d6,2174,,"[27.1, 28.7]",3754007,57,,,,1.4675928,,Left Foot,,,,"[30.0, 56.7]",,Ground Pass,,28.149778,,,,,Gareth McAuley,3596.0,,,,,,,2,From Goal Kick,Jonas Olsson,20527.0,Left Center Back,107,West Bromwich Albion,27,['77b6e6a0-7852-4dec-9fdd-f8f47caf2e88'],32,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:12:32.785,Pass,
,,,,,,,,,,,,,,,,,,1.715051,,,,,,,,,,,,,,dcb22a67-2402-415b-b4ef-1a92d5f080f4,2177,,"[32.8, 59.3]",3754007,57,,,,0.5701137,,Right Foot,,,,"[57.6, 75.2]",,Ground Pass,,29.459293,,,,,Craig Dawson,3523.0,,,,,,,2,From Goal Kick,Gareth McAuley,3596.0,Right Center Back,107,West Bromwich Albion,27,['ce27211b-e3bf-41af-bc22-0c3b63993dda'],35,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:12:35.716,Pass,
,,,,,,,,,,,,,,,,,,1.863511,,,,,,,,,,,,,,40afc9cf-d4ed-4710-b5a1-1c253662d8f8,2183,,"[67.2, 80.0]",3754007,57,,,,-1.9696381,,,,,,"[61.3, 66.0]",,Low Pass,,15.192432,,,,,James Morrison,3490.0,,,,,,Throw-in,2,From Throw In,Craig Dawson,3523.0,Right Back,108,West Bromwich Albion,27,['ce503864-6c53-4354-8fb9-49839cf7ce95'],47,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:12:47.406,Pass,
