ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,32625183-1c37-4fc2-8547-ac8a5fd4be97,1,,,3754287,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 20287, 'name': 'John Terry'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Chelsea,33,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a9a666b3-16fc-45c2-ae81-a0af7cbd40f4,2,,,3754287,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 29}, {'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Watford,23,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f1497123-5830-4714-a85a-36095005429d,3,,,3754287,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,['36747e86-48b4-495f-b040-c5cb0742018e'],0,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,36747e86-48b4-495f-b040-c5cb0742018e,4,,,3754287,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,['f1497123-5830-4714-a85a-36095005429d'],0,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c5ac6d9c-5e82-4d5a-94bb-64e6d00b11cb,1480,,,3754287,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,84,Watford,23,['a8efd8ba-751e-4abe-99c4-9a36774603d2'],0,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a8efd8ba-751e-4abe-99c4-9a36774603d2,1481,,,3754287,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,84,Watford,23,['c5ac6d9c-5e82-4d5a-94bb-64e6d00b11cb'],0,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.535378,,,,,,,,,,,,,,,0e3be1fa-7a3b-488b-913a-f7109086e041,5,,"[60.0, 40.0]",3754287,0,,,,,1.6421038,,Right Foot,,,"[59.8, 42.8]",,Ground Pass,,2.8071337,,,Troy Deeney,3454.0,,,,,Kick Off,1,From Kick Off,Odion Jude Ighalo,5458.0,Right Center Forward,2,Watford,23,['3e3f4d17-c387-45b2-a9a8-a255159ddd2e'],0,,,,,,,,,,,,,,,,,Watford,23,00:00:00.306,Pass,
,,,,,,,,,,,,,,,,,1.992599,,,,,,,,,,,,,,,2e84074c-296e-42c5-bac9-f918e32cd1b1,7,,"[60.4, 39.9]",3754287,0,,,,,-3.1191244,,Right Foot,,,"[42.6, 39.5]",,Ground Pass,,17.804493,,,Ben Watson,3626.0,,,,,,1,From Kick Off,Troy Deeney,3454.0,Left Center Forward,2,Watford,23,['40e76635-be62-43fc-b503-8b522fba7e4a'],0,,,,,,,,,,,,,,,,,Watford,23,00:00:00.841,Pass,
,,,,,,,,,,,,,,,,,1.605758,,,,,,,,,,,,,,,f85f4b7d-b7e0-4ad6-bdf1-8ef63a87a8e8,9,,"[42.5, 39.5]",3754287,0,,,,,1.4818841,,Right Foot,,,"[44.8, 65.3]",,Ground Pass,,25.902317,,,Allan Romeo Nyom,3991.0,,,,,,1,From Kick Off,Ben Watson,3626.0,Left Center Midfield,2,Watford,23,['b46c209d-a2eb-4a77-92ad-aefeb77fc640'],2,,,,,,,,,,,,,,,,,Watford,23,00:00:02.834,Pass,
,,,,,,,,,,,,,,,,,2.476802,,,,,,,,,,,,,,,232e8ccc-1289-4bd9-ab57-72eb77255ec5,12,,"[44.3, 65.8]",3754287,0,,,,,-0.8901188,,Left Foot,,,"[59.2, 47.4]",,High Pass,,23.67636,Incomplete,,,,,,,,,1,From Kick Off,Allan Romeo Nyom,3991.0,Right Back,2,Watford,23,"['52eca13f-94dd-46d8-9e95-219b7387727c', 'e3bfe847-1de8-4008-8862-3520113eeff3']",4,,,,,,,,,,,,,,,,,Watford,23,00:00:04.440,Pass,True
