50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_saved_to_post,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a75e18a-34d5-4198-b0d5-0d58f24a358b,2224,,"[56.9, 46.4]",3754252,55,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,James McCarthy,3607.0,Right Defensive Midfield,112,Everton,29,['26c7683b-b3b4-44cc-b0fa-baadb51376fe'],0,,,,,,,,,,,,,,,,,,Everton,29,00:10:00.110,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6e69344-ec30-44f8-804c-0b65e739fb93,2227,,"[56.5, 64.8]",3754252,55,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Séamus Coleman,4589.0,Right Back,112,Everton,29,['6eabf9bc-2b03-4d6e-8fba-e3a87f7d2c8f'],3,,,,,,,,,,,,,,,,,,Everton,29,00:10:03.001,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb4c1f77-cedf-4117-b6d9-ef712fc5ce0b,2231,,"[69.6, 58.4]",3754252,55,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ross Barkley,4275.0,Center Attacking Midfield,112,Everton,29,"['69a6cec1-2c4e-4d0f-bf01-6c089f9cfd84', '89b72105-c5fa-4832-8732-b5245970259e']",4,,,,,,,,,,,,,,,,,,Everton,29,00:10:04.777,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bdcb75ec-e711-4633-9830-20a99a66118c,2237,,"[75.5, 52.0]",3754252,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ross Barkley,4275.0,Center Attacking Midfield,113,Everton,29,"['1765a1ce-e5e1-45b7-b0af-d95c69e65550', '872d5ac0-265b-4528-80ff-d23229435b30']",25,,,,,,,,,,,,,,,,,,Everton,29,00:10:25.984,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fe0ef6a-3b32-4fa4-9822-63858acff0fa,2241,,"[63.3, 51.4]",3754252,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andros Townsend,3297.0,Left Wing,113,Everton,29,['510e3339-60dc-4961-b7dc-74a4c84ee364'],30,,,,,,,,,,,,,,,,,,Newcastle United,37,00:10:30.550,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0e3ec56-b9a2-4910-b6c0-b53a03fbdfca,2245,,"[75.0, 6.8]",3754252,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Bryan Oviedo,5836.0,Left Back,113,Everton,29,['e1bcb446-d14c-464b-a4b2-1e6b8719274a'],35,,,,,,,,,,,,,,,,,,Everton,29,00:10:35.490,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c229f167-6ceb-4a1d-bfc1-9b45085f7d33,2248,,"[86.2, 44.8]",3754252,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ross Barkley,4275.0,Center Attacking Midfield,113,Everton,29,['cb33b9c3-68ce-414a-8ddf-38a5a01325c7'],38,,,,,,,,,,,,,,,,,,Everton,29,00:10:38.494,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3abf29c9-2952-4156-8db0-4436f6d2f40c,2253,,"[111.0, 35.2]",3754252,56,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,José Ramiro Funes Mori,4629.0,Left Center Back,114,Everton,29,['bd7eca51-15d1-4dba-b46d-d11c7e284836'],20,,,,,,,,,,,,,,,,,,Everton,29,00:11:20.285,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e2f8297-8f08-4695-8bd0-2d832f95b2b9,2260,,"[9.9, 45.1]",3754252,56,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joel Robles Blázquez,16309.0,Goalkeeper,116,Everton,29,['7d307168-64e8-45ad-92a5-df5503f98869'],54,,,,,,,,,,,,,,,,,,Everton,29,00:11:54.066,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d1c2eb2c-9425-4a7d-9eb3-71af14638518,2263,,"[81.9, 46.4]",3754252,57,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Arouna Koné,26696.0,Center Forward,116,Everton,29,['953360e5-5164-4ece-a6e3-dffc3d6a69ad'],0,,,,,,,,,,,,,,,,,,Everton,29,00:12:00.074,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb8f58d2-bcea-4865-a7ed-f49850176520,2266,,"[84.9, 59.5]",3754252,57,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aaron Lennon,3953.0,Right Wing,116,Everton,29,['6dfa31f3-aa52-40ee-8c92-308adc8f8eb2'],1,,,,,,,,,,,,,,,,,,Everton,29,00:12:01.901,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a82e8f3-6acd-4e71-8ac8-b5619b46d1e2,2275,,"[112.2, 76.1]",3754252,57,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Aaron Lennon,3953.0,Right Wing,117,Everton,29,['a4bbc8f8-baea-4709-a8d8-4bd9584b1501'],17,,,,,,,,,,,,,,,,,,Everton,29,00:12:17.364,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb9a7165-20f4-4217-99b5-586fd377e723,2278,,"[104.3, 69.5]",3754252,57,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Arouna Koné,26696.0,Center Forward,117,Everton,29,['b0f6983e-70c1-49e2-adb1-2d1f5e94de07'],19,,,,,,,,,,,,,,,,,,Everton,29,00:12:19.566,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fff403a3-4e75-4934-9019-1f2cdb73eb1d,2281,,"[113.8, 63.7]",3754252,57,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Séamus Coleman,4589.0,Right Back,117,Everton,29,['fa1a3552-3c07-48c5-9106-e78315eff68c'],20,,,,,,,,,,,,,,,,,,Everton,29,00:12:20.852,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55843934-a0cd-4611-a17d-ce6e64974e04,2286,,"[8.2, 73.4]",3754252,57,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jamaal Lascelles,3081.0,Right Center Back,118,Newcastle United,37,['fa43c981-9f8e-49b6-b2a9-2d3ba734a976'],39,,,,,,,,,,,,,,,,,,Newcastle United,37,00:12:39.345,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616f16b-08f6-42b1-b9e6-8e578fcc6ad3,2288,,"[67.8, 63.0]",3754252,57,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ayoze Pérez Gutiérrez,3076.0,Center Forward,118,Newcastle United,37,['82b43c95-1d80-49a9-9041-4404b36ae2a1'],43,,,,,,,,,,,,,,,,,,Newcastle United,37,00:12:43.787,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd18e522-eaf0-40cf-a670-7c023c12512a,2290,,"[57.2, 10.4]",3754252,57,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gareth Barry,3633.0,Left Defensive Midfield,118,Newcastle United,37,['220d0927-4400-438f-b4ef-c7a63b8e4d65'],45,,,,,,,,,,,,,,,,,,Everton,29,00:12:45.565,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e340957f-6e66-4ff7-9d5f-bb877e7049a3,2294,,"[80.5, 20.5]",3754252,57,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Tom Cleverley,3683.0,Left Wing,118,Newcastle United,37,['aa03c1bf-4afe-4273-9f82-bfbcddc26ec9'],48,,,,,,,,,,,,,,,,,,Everton,29,00:12:48.733,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6790128b-9320-4adf-a3df-40a942f7d7ad,2301,,"[75.8, 13.7]",3754252,57,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gareth Barry,3633.0,Left Defensive Midfield,119,Everton,29,['e08242cc-904f-436e-a07c-3e37dbf54407'],59,,,,,,,,,,,,,,,,,,Everton,29,00:12:59.633,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58af7b0a-8247-4323-9078-3ac108cbc804,2303,,"[81.2, 6.3]",3754252,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Tom Cleverley,3683.0,Left Wing,119,Everton,29,['0692098a-2095-473c-bb35-33eebb3a5393'],0,,,,,,,,,,,,,,,,,,Everton,29,00:13:00.803,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa6ec7b8-3834-4bb9-bc25-8f63f2ea71f2,2306,,"[39.5, 62.3]",3754252,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Moussa Sissoko,3091.0,Right Wing,119,Everton,29,"['66d4c597-b45d-4106-93db-e5f6b10d8685', 'ff65ede8-1a98-454d-8f88-2fde38525505']",1,,,,,,,,,,,,,,,,,,Newcastle United,37,00:13:01.258,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720bc856-9066-41ce-9516-a4f8ff518923,2308,,"[39.5, 70.3]",3754252,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andros Townsend,3297.0,Left Wing,119,Everton,29,['231f90cb-dc66-4422-8d42-1ca85fd1e520'],1,,,,,,,,,,,,,,,,,,Newcastle United,37,00:13:01.367,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f029e1d-7c85-4551-b58a-9d01cb681589,2312,,"[83.5, 14.2]",3754252,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gareth Barry,3633.0,Left Defensive Midfield,119,Everton,29,"['2e99caa7-4d45-4a18-a05d-1d30d3017da9', '41a9541e-a5f0-4300-8ed3-e27a72b055b3']",3,,,,,,,,,,,,,,,,,,Everton,29,00:13:03.530,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24d197c5-a341-4632-8d25-445641ce6f7e,2314,,"[95.9, 14.6]",3754252,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Arouna Koné,26696.0,Center Forward,119,Everton,29,['280f4f43-8c5e-46ab-b1ca-9127b5b10e8f'],4,,,,,,,,,,,,,,,,,,Everton,29,00:13:04.261,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa3047f1-a208-4d94-9a4d-26b83f8d534d,2327,,"[93.5, 73.9]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,James McCarthy,3607.0,Right Defensive Midfield,121,Everton,29,['9a670993-c1ae-4417-95e5-953d9ebe4079'],13,,,,,,,,,,,,,,,,,,Everton,29,00:14:13.731,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de30e3f9-ab4b-446a-85eb-48d463da64bf,2331,,"[105.5, 73.9]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Aaron Lennon,3953.0,Right Wing,121,Everton,29,['2aa10ec5-642d-48d8-906a-d8927fad3df5'],16,,,,,,,,,,,,,,,,,,Everton,29,00:14:16.067,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a99bbb5-5689-4d2f-ab86-00dfe3c56bd3,2333,,"[109.3, 78.2]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Séamus Coleman,4589.0,Right Back,121,Everton,29,['6395c863-a149-4465-8a64-8c764d5d3513'],16,,,,,,,,,,,,,,,,,,Everton,29,00:14:16.715,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70857197-d510-4913-bee2-427f44389aef,2340,,"[52.5, 50.8]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Ramiro Funes Mori,4629.0,Left Center Back,121,Everton,29,['0a8b7a7e-3961-41a5-8cfc-f4b7c2e496f2'],23,,,,,,,,,,,,,,,,,,Everton,29,00:14:23.567,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9177aa6-34f2-4262-bb31-6766d4260cd4,2343,,"[82.8, 52.7]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Arouna Koné,26696.0,Center Forward,121,Everton,29,['a2a45999-dff9-4a55-9267-9483c0a6d18c'],28,,,,,,,,,,,,,,,,,,Everton,29,00:14:28.341,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5f5e355-2398-436a-8002-5558ca89c28e,2346,,"[83.9, 43.7]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Tom Cleverley,3683.0,Left Wing,121,Everton,29,['e034d232-5fc6-4fc4-8b9a-0d385f8533e6'],29,,,,,,,,,,,,,,,,,,Everton,29,00:14:29.895,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a9fcb33-a90e-4d95-8276-4c783f528730,2348,,"[93.7, 50.7]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Arouna Koné,26696.0,Center Forward,121,Everton,29,['c8340661-75c1-481e-bc44-9fc3f41f6e3c'],30,,,,,,,,,,,,,,,,,,Everton,29,00:14:30.867,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d732feb-a3ca-4c59-a7f3-fcedb3b0a214,2352,,"[38.2, 29.4]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Moussa Sissoko,3091.0,Right Wing,122,Newcastle United,37,['3f5abb12-7761-47c8-98ed-409f1dc17b74'],32,,,,,,,,,,,,,,,,,,Newcastle United,37,00:14:32.783,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05506de1-7252-4ee8-9ee7-4b1a207dd5b2,2355,,"[39.3, 40.9]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georginio Wijnaldum,3567.0,Center Attacking Midfield,122,Newcastle United,37,"['9b77559e-41f2-425b-85c5-1c7d091f1cd8', 'bc2d7899-1493-47db-ba0c-85d4456c0c3f']",33,,,,,,,,,,,,,,,,,,Newcastle United,37,00:14:33.369,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3738b2e-512b-43ca-8ca7-80b398b466d6,2361,,"[50.5, 31.6]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Moussa Sissoko,3091.0,Right Wing,122,Newcastle United,37,['6e06271d-a4e9-4409-bd1f-e538aff52ce4'],35,,,,,,,,,,,,,,,,,,Newcastle United,37,00:14:35.921,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecac1af8-de67-4b08-8735-3b7c7e51df31,2365,,"[87.9, 56.0]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aaron Lennon,3953.0,Right Wing,123,Everton,29,['2ac1b341-d883-4b3b-aef8-56f931c01b56'],39,,,,,,,,,,,,,,,,,,Everton,29,00:14:39.102,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac054e3a-964d-4931-b56e-cf8a49587235,2367,,"[87.8, 76.7]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Séamus Coleman,4589.0,Right Back,123,Everton,29,['b258436f-ee54-4b3a-81df-4d5e02a35bf3'],41,,,,,,,,,,,,,,,,,,Everton,29,00:14:41.807,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0db5e192-41ba-4980-9884-10f79c50fd72,2370,,"[73.6, 64.7]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,James McCarthy,3607.0,Right Defensive Midfield,123,Everton,29,['549dfaeb-5162-4b62-86f8-7aab3c1c1640'],44,,,,,,,,,,,,,,,,,,Everton,29,00:14:44.148,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8febd973-3577-4d0b-85c9-636e4afc19dc,2374,,"[70.8, 54.1]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gareth Barry,3633.0,Left Defensive Midfield,123,Everton,29,['511928b8-0f1a-4645-a3dc-ac0aaf6b8733'],45,,,,,,,,,,,,,,,,,,Everton,29,00:14:45.788,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f7976e6-d071-4f08-bd55-635c392f8337,2377,,"[104.2, 69.5]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Séamus Coleman,4589.0,Right Back,123,Everton,29,['1677acec-7b52-447d-a9b2-b4b6de1ae276'],48,,,,,,,,,,,,,,,,,,Everton,29,00:14:48.374,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa3ea924-56ed-48e6-8874-96c327eae81e,2381,,"[112.4, 24.2]",3754252,59,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bryan Oviedo,5836.0,Left Back,123,Everton,29,['62cffa6f-2aa3-4d2d-8752-6104c7ae463e'],52,,,,,,,,,,,,,,,,,,Everton,29,00:14:52.394,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b68c201b-3e60-42e1-805f-797f8295021d,2384,,"[94.5, 8.7]",3754252,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gareth Barry,3633.0,Left Defensive Midfield,124,Everton,29,['27e35731-80d4-43bf-be37-a7ef361d2889'],2,,,,,,,,,,,,,,,,,,Everton,29,00:15:02.522,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a8e5b7d-b14d-466b-b66f-3f1e14860719,2387,,"[106.5, 6.3]",3754252,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bryan Oviedo,5836.0,Left Back,124,Everton,29,['a775019e-3020-4be6-84fe-c3e8a0723aa0'],4,,,,,,,,,,,,,,,,,,Everton,29,00:15:04.091,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f61dd6c7-64b0-4cb8-81d5-3284ad90bfda,2392,,"[100.9, 13.4]",3754252,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Tom Cleverley,3683.0,Left Wing,124,Everton,29,['6a77af99-53b2-4c6e-a4a6-cc2a87bee93b'],7,,,,,,,,,,,,,,,,,,Everton,29,00:15:07.333,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d5d79d8-81bc-4bb0-881e-209be83a6ba2,2396,,"[94.6, 6.8]",3754252,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gareth Barry,3633.0,Left Defensive Midfield,124,Everton,29,['554d5560-d88a-43eb-8909-83ccc58ca846'],9,,,,,,,,,,,,,,,,,,Everton,29,00:15:09.722,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c52b5210-66be-414d-83c7-f9605bdd4962,2400,,"[98.7, 18.1]",3754252,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ross Barkley,4275.0,Center Attacking Midfield,124,Everton,29,"['34984f66-2946-4ef2-b322-91ecdc2426c8', '59cbc9b9-0846-42a8-8caf-8af1850e61ed']",11,,,,,,,,,,,,,,,,,,Everton,29,00:15:11.224,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40ea4a5d-2cdd-4a05-997b-77d5d0d64086,2423,,"[16.4, 8.3]",3754252,61,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Fabricio Coloccini,26207.0,Left Center Back,126,Newcastle United,37,['78dcaade-01ad-455c-a56e-3d0ef76f7c73'],38,,,,,,,,,,,,,,,,,,Newcastle United,37,00:16:38.012,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4874abeb-d272-4419-a8df-0a27bf865da7,2425,,"[39.6, 52.0]",3754252,61,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jamaal Lascelles,3081.0,Right Center Back,126,Newcastle United,37,['f6290f2f-7d56-4334-82fb-a4557d7ce97e'],41,,,,,,,,,,,,,,,,,,Newcastle United,37,00:16:41.200,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c45af7d2-be72-4cc7-aeaf-6b42b4406429,2427,,"[64.3, 70.7]",3754252,61,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Daryl Janmaat,3650.0,Right Back,126,Newcastle United,37,['e73d3cba-cc2b-4123-b88f-a6380ea02e5c'],44,,,,,,,,,,,,,,,,,,Newcastle United,37,00:16:44.009,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258ba420-a67d-4d4b-ae54-de205ce1db3f,2431,,"[79.2, 74.0]",3754252,61,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andros Townsend,3297.0,Left Wing,126,Newcastle United,37,"['a499c885-563a-4390-8fef-20dba01a2663', 'e90ec656-c387-4acf-86a6-81a2b4270f8c']",46,,,,,,,,,,,,,,,,,,Newcastle United,37,00:16:46.390,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311cbd29-937f-46ad-b565-42762cefb3ba,2439,,"[32.5, 30.0]",3754252,61,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gareth Barry,3633.0,Left Defensive Midfield,127,Everton,29,['7962a7f8-80e1-4764-af63-9e4e94d0dc32'],49,,,,,,,,,,,,,,,,,,Everton,29,00:16:49.620,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7767e071-b630-4d5b-b438-d61005aa8756,2441,,"[50.9, 2.7]",3754252,61,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Tom Cleverley,3683.0,Left Wing,127,Everton,29,['e7b8edce-cccf-4f3f-bf75-506326147ea1'],51,,,,,,,,,,,,,,,,,,Everton,29,00:16:51.489,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4afb973f-9061-434a-b6b1-1b4b94582b2d,2447,,"[62.9, 67.8]",3754252,61,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andros Townsend,3297.0,Left Wing,128,Newcastle United,37,['e1d1f1f9-a4e7-48f7-adea-e80c0c96dca0'],55,,,,,,,,,,,,,,,,,,Newcastle United,37,00:16:55.800,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08af33fd-977f-4b2c-a863-12cb9198e354,2450,,"[46.6, 56.8]",3754252,61,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonjo Shelvey,3057.0,Left Defensive Midfield,128,Newcastle United,37,['d7fa0d6f-dfeb-41e5-800c-cb4b8ed293c7'],57,,,,,,,,,,,,,,,,,,Newcastle United,37,00:16:57.238,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e1b5745-c119-4a25-9872-48ade69f9cba,2453,,"[37.3, 27.6]",3754252,62,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,128,Newcastle United,37,['d80ff0b2-bebb-421c-8049-ceeca291d95a'],0,,,,,,,,,,,,,,,,,,Newcastle United,37,00:17:00.683,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fab2c37-31d4-4543-a54c-753fe29fd7df,2456,,"[41.5, 57.3]",3754252,62,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jamaal Lascelles,3081.0,Right Center Back,128,Newcastle United,37,['16e402d4-cd88-41b6-82d4-77fc2a34a0cc'],3,,,,,,,,,,,,,,,,,,Newcastle United,37,00:17:03.540,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2b7d2eb-38ee-4ea3-b37f-89d01bb3d09d,2459,,"[95.2, 55.4]",3754252,62,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Moussa Sissoko,3091.0,Right Wing,128,Newcastle United,37,['a8076c32-7ea9-41c0-935c-b84387be3c10'],11,,,,,,,,,,,,,,,,,,Newcastle United,37,00:17:11.066,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97a25de5-8d2c-4c1a-b862-db022bd42bb6,2461,,"[92.6, 63.7]",3754252,62,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andros Townsend,3297.0,Left Wing,128,Newcastle United,37,['13d52f95-9f13-403c-832e-8e12892c4dc1'],12,,,,,,,,,,,,,,,,,,Newcastle United,37,00:17:12.548,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31737064-7047-450a-988c-bf1bc254b8fd,2464,,"[94.3, 33.9]",3754252,62,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Center Forward,128,Newcastle United,37,['f6f5e289-22a0-4cac-a68e-c97c0adae66e'],16,,,,,,,,,,,,,,,,,,Newcastle United,37,00:17:16.048,Ball Receipt*,
