ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,b78d6a16-bee3-427b-a1c6-c05dac72e3c1,1,,,,3754334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,3462c392-e39c-4ee4-8846-d7cda8d87ea3,2,,,,3754334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 44}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 21}, {'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 3966, 'name': 'Charlie Austin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,ffaea66f-45a6-42f6-ab43-8b3bc217068f,3,,,,3754334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['d47b084c-3ee1-4e8c-b2fe-736f4bcc3656'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,d47b084c-3ee1-4e8c-b2fe-736f4bcc3656,4,,,,3754334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['ffaea66f-45a6-42f6-ab43-8b3bc217068f'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,71c3e7d0-56b7-4da7-962d-2b068e17975c,1634,,,,3754334,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,96,Southampton,25,['9be55fbc-2b5c-4893-ba2b-c8a56411b129'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,9be55fbc-2b5c-4893-ba2b-c8a56411b129,1635,,,,3754334,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,96,Southampton,25,['71c3e7d0-56b7-4da7-962d-2b068e17975c'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.265054,,,,,,,,,,,,4969f4f2-55a0-465e-ba53-0ef97e9c405a,5,,,"[60.0, 40.0]",3754334,0,,,,,1.6421038,,Right Foot,,,"[59.9, 41.4]",,Ground Pass,,1.4035668,,,,,Charlie Austin,3966.0,,,,,,Kick Off,1,From Kick Off,Shane Long,3842.0,Right Center Forward,2,Southampton,25,['2a0e8009-d448-4ea0-a694-25b8968b63cf'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.862,Pass,
,,,,,,,,,,,,,1.575881,,,,,,,,,,,,b1780e50-26ea-435e-8058-e5aec938683b,8,,,"[57.4, 40.9]",3754334,0,,,,,-2.704429,,Right Foot,,,"[26.8, 26.6]",,Ground Pass,,33.77647,,,,,José Miguel da Rocha Fonte,3960.0,,,,,,,1,From Kick Off,Charlie Austin,3966.0,Left Center Forward,2,Southampton,25,['667d3094-00ba-4b2d-a28f-4cca294c5fe2'],1,,,,,,,,,,,,,,,,,Southampton,25,00:00:01.643,Pass,
,,,,,,,,,,,,,1.192754,,,,,,,,,,,,4ac9350d-e395-4158-8250-f734e3da669d,12,,,"[31.0, 27.6]",3754334,0,,,,,-0.14623542,,Right Foot,,,"[43.9, 25.7]",,Ground Pass,,13.039172,,,,,Oriol Romeu Vidal,3272.0,,,,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Center Back,2,Southampton,25,"['1f58e30c-65d5-46df-8ca2-544a6314ea99', 'c71152df-963a-44bf-892a-dd4c176ed646']",5,,,,,,,,,,,,,,,,,Southampton,25,00:00:05.420,Pass,True
,,,,,,,,,,,,,1.700621,,,,,,,,,,,,32a28fad-262e-4116-b49b-5404554b3a49,16,,,"[44.5, 24.3]",3754334,0,,,,,-2.4020338,,Right Foot,,,"[33.1, 13.9]",,Ground Pass,,15.431137,,,,,Maya Yoshida,3300.0,,,,,,,1,From Kick Off,Oriol Romeu Vidal,3272.0,Left Defensive Midfield,2,Southampton,25,"['7c0b0155-4dc1-496d-afbf-ef1b0bd37478', 'ed0437ba-ca7e-483a-8bda-707a702cb0c2']",7,,,,,,,,,,,,,,,,,Southampton,25,00:00:07.430,Pass,True
