50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.155897,,,,,,,,,,,,,c2dbb7bc-d2d1-45df-b51d-e3ac434cfb4d,27,,,"[23.6, 59.3]",3754273,0,,,,-2.6231697,,Right Foot,,,,"[8.7, 50.8]",Ground Pass,,17.154009,,,,Adrián San Miguel del Castillo,3623.0,,,,,,,1,From Kick Off,James Tomkins,3316.0,Right Center Back,2,West Ham United,40,"['29d12cd5-f824-44a2-ab9d-07cecc68405c', 'c75c73f0-1565-45f3-b272-fa661d01e576']",15,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:15.732,Pass,True
,,,,,,,,,,,,,,,,,3.979317,,,,,,,,,,,,,f045fbf5-2046-49eb-b989-1201adcda697,30,,,"[8.7, 50.8]",3754273,0,,,,0.103009626,,Right Foot,,,,"[56.1, 55.7]",High Pass,,47.652596,,,,Andy Carroll,4271.0,,,,,,,1,From Kick Off,Adrián San Miguel del Castillo,3623.0,Goalkeeper,2,West Ham United,40,"['0da6690b-50d6-4976-87e9-13eb1a5146cf', '29d12cd5-f824-44a2-ab9d-07cecc68405c']",17,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:17.968,Pass,True
,,,,,,,,,,,,,,,,,1.501884,,,,,,,,,,,,,03d58ca4-23cd-4253-82fe-96bf397fca52,34,,,"[67.3, 33.8]",3754273,0,,,,-0.8437932,,Right Foot,,,,"[82.6, 16.6]",Low Pass,,23.020208,,Incomplete,,Almen Abdi,43081.0,,,,,,Recovery,1,From Kick Off,Etienne Capoue,3721.0,Left Defensive Midfield,2,West Ham United,40,"['b8e739ae-1f94-472f-b77c-192ed2b0cfc4', 'ee0b17c0-e23e-4965-8c91-3c31b1a680a6']",23,,,,,,,,,,,,,,,,,,Watford,23,00:00:23.651,Pass,
,,,,,,,,,,,,,,,,,1.435374,,,,,,,,,,,,,f86eb599-c2e3-4052-a247-944a674a8d28,38,,,"[41.1, 67.1]",3754273,0,,,,0.47449708,,Right Foot,,,,"[63.1, 78.4]",Ground Pass,,24.732367,,,,Victor Moses,3963.0,,,,,,,1,From Kick Off,Carl Jenkinson,21254.0,Right Back,2,West Ham United,40,['abceb543-c3d4-485f-aeb1-97e7db625847'],27,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:27.091,Pass,
,,,,,,,,,,,,,,,,,0.181514,,,,,,,,,,,,,3fc997ce-8adc-4c50-9b67-a31ac12ebc43,42,,,"[57.3, 77.9]",3754273,0,,,,-3.0146198,,Left Foot,,,,"[52.6, 77.3]",Ground Pass,,4.738143,,Incomplete,,,,,,,,,,1,From Kick Off,Victor Moses,3963.0,Right Wing,2,West Ham United,40,"['1aa9c25f-0417-4316-befb-158a540fabc8', 'b73d7f24-f571-4f43-9884-48afde0058cd']",30,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:30.162,Pass,True
,,,,,,,,,,,,,,,,,1.691052,,,,,,,,,,,,,d7553f85-fe59-4fd3-b8cb-6c5825212280,44,,,"[63.6, 0.1]",3754273,0,,,,0.5986594,,,,,,"[76.5, 8.9]",High Pass,,15.615697,,,,Odion Jude Ighalo,5458.0,,,,,,Throw-in,1,From Throw In,Nathan Aké,3306.0,Left Back,3,Watford,23,['11ed56d1-d5a5-4c57-9370-fe91aba9c1bf'],36,,,,,,,,,,,,,,,,,,Watford,23,00:00:36.792,Pass,
,,,,,,,,,,,,,,,,,0.771034,,,,,,,,,,,,,473da71c-0f60-4df4-9894-2394d57953cb,46,,,"[76.5, 8.9]",3754273,0,,,,-2.8762605,,Head,,,,"[67.3, 6.4]",Low Pass,,9.533625,,,,Almen Abdi,43081.0,,,,,,,1,From Throw In,Odion Jude Ighalo,5458.0,Center Forward,3,Watford,23,['d6d00199-60b3-41ec-ba4d-4d5e82975611'],38,,,,,,,,,,,,,,,,,,Watford,23,00:00:38.483,Pass,
,,,,,,,,,,,,,,,,,0.772527,,,,,,,,,,,,,2e453498-54d1-4fd2-9a03-520cf240841c,49,,,"[67.3, 6.4]",3754273,0,,,,-1.1150225,,Right Foot,,,,"[69.8, 1.3]",Ground Pass,,5.6797886,,,,Nathan Aké,3306.0,,,,,,,1,From Throw In,Almen Abdi,43081.0,Left Wing,3,Watford,23,['daa6ee02-965f-4af9-b7d4-b95603f20a6e'],39,,,,,,,,,,,,,,,,,,Watford,23,00:00:39.965,Pass,
,,,,,,,,,,,,,,,,,0.673807,,,,,,,,,,,,,4d3fbd7e-9e4d-4f8e-b6cc-570258111869,53,,,"[71.4, 1.3]",3754273,0,,,,0.5917762,,Left Foot,,,,"[83.6, 9.5]",Ground Pass,,14.69966,,,,Odion Jude Ighalo,5458.0,,,,,,,1,From Throw In,Nathan Aké,3306.0,Left Back,3,Watford,23,"['15e2564e-c0fd-401c-86b0-70deb1a7016b', '64e74095-d82a-4026-8049-e039a98a19a7']",41,,,,,,,,,,,,,,,,,,Watford,23,00:00:41.462,Pass,True
,,,,,,,,,,,,,,,,,1.13161,,,,,,,,,,,,,7ed59f1a-ded2-4045-8dfb-68aa12d4ff6e,55,,,"[83.9, 10.2]",3754273,0,,,,3.050933,,Left Foot,,,,"[75.1, 11.0]",Ground Pass,,8.836288,,,,Ben Watson,3626.0,,,,,,,1,From Throw In,Odion Jude Ighalo,5458.0,Center Forward,3,Watford,23,['76027cbd-871d-48bd-a55e-4fd90d204ba3'],42,,,,,,,,,,,,,,,,,,Watford,23,00:00:42.136,Pass,
,,,,,,,,,,,,,,,,,2.694776,,,,,,,,,,,,,527e9891-6048-4be2-bca4-05135c244cd2,58,,,"[71.4, 16.6]",3754273,0,,,,1.5707964,,Right Foot,,,,"[71.4, 68.1]",High Pass,,51.5,,,,Allan Romeo Nyom,3991.0,,,True,,,,1,From Throw In,Ben Watson,3626.0,Right Defensive Midfield,3,Watford,23,['86c58d04-2847-4f0d-a126-c02896ba0aa0'],44,,,,,,,,,,,,,,,,,,Watford,23,00:00:44.455,Pass,
,,,,,,,,,,,,,,,,,1.057929,,,,,,,,,,,,,06285fa0-f912-41c2-9724-f2897470deac,61,,,"[70.6, 75.6]",3754273,0,,,,-1.8202095,,Right Foot,,,,"[67.9, 65.0]",Ground Pass,,10.938464,,,,Etienne Capoue,3721.0,,,,,,,1,From Throw In,Allan Romeo Nyom,3991.0,Right Back,3,Watford,23,['2d32f70a-b623-434a-b6dc-61a83ea4eff3'],49,,,,,,,,,,,,,,,,,,Watford,23,00:00:49.603,Pass,
,,,,,,,,,,,,,,,,,1.463883,,,,,,,,,,,,,e7a61670-cdcc-4e3a-bcbb-62428793b844,63,,,"[67.6, 65.0]",3754273,0,,,,2.9934325,,Left Foot,,,,"[54.2, 67.0]",Ground Pass,,13.548431,,,,Craig Cathcart,3263.0,,,,,,,1,From Throw In,Etienne Capoue,3721.0,Left Defensive Midfield,3,Watford,23,['a2142586-5d95-4978-860b-08ad7ab1516a'],50,,,,,,,,,,,,,,,,,,Watford,23,00:00:50.661,Pass,
,,,,,,,,,,,,,,,,,1.889277,,,,,,,,,,,,,c7ab2391-591a-45a8-9f20-e82f1a166f85,65,,,"[54.3, 66.9]",3754273,0,,,,-0.32640168,,Right Foot,,,,"[86.5, 56.0]",High Pass,,33.994854,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,,1,From Throw In,Craig Cathcart,3263.0,Right Center Back,3,Watford,23,"['0fd4ead1-43d2-43ad-9f6d-89c1d67b294e', 'a882d45c-b40f-4d40-afa7-eaf2b112a974']",52,,,,,,,,,,,,,,,,,,Watford,23,00:00:52.125,Pass,
,,,,,,,,,,,,,,,,,2.413897,,,,,,,,,,,,,a882d45c-b40f-4d40-afa7-eaf2b112a974,67,,,"[33.6, 24.1]",3754273,0,,,,-0.6235607,,Head,,,,"[56.4, 7.7]",High Pass,,28.085583,,Incomplete,,Dimitri Payet,3491.0,,,,,,Recovery,1,From Throw In,James Collins,3482.0,Left Center Back,3,Watford,23,"['43cb596d-3b97-4b90-9456-d27540e569e2', '5005aa3a-09d5-432c-ae3f-9a33f63c6d1f', 'c7ab2391-591a-45a8-9f20-e82f1a166f85']",54,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:54.014,Pass,
,,,,,,,,,,,,,,,,,1.144428,,,,,,,,,,,,,5005aa3a-09d5-432c-ae3f-9a33f63c6d1f,69,,,"[63.7, 72.4]",3754273,0,,,,-0.23611365,,Head,,,,"[77.0, 69.2]",High Pass,,13.679546,,Incomplete,,Ikechi Anya,40118.0,,,,,,Recovery,1,From Throw In,Allan Romeo Nyom,3991.0,Right Back,3,Watford,23,"['a882d45c-b40f-4d40-afa7-eaf2b112a974', 'cbf1a041-ee71-43be-a437-61326d5e2ba4', 'e64a5c21-6f5f-4b0f-b0cd-1fa692718bb1']",56,,,,,,,,,,,,,,,,,,Watford,23,00:00:56.428,Pass,
,,,,,,,,,,,,,,,,,3.025209,,,,,,,,,,,,,901da524-87ce-4855-94d7-7e978147c129,72,,,"[49.4, 7.9]",3754273,0,,,,0.6776378,,Left Foot,,,,"[70.4, 24.8]",High Pass,,26.955704,,Incomplete,,Andy Carroll,4271.0,,,,,,Recovery,1,From Throw In,Dimitri Payet,3491.0,Left Wing,3,Watford,23,"['e349d53b-a31e-4240-9176-4164b530e8ac', 'ff3a4094-3367-49ea-885b-3b81b0af2b09']",59,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:59.318,Pass,
,,,,,,,,,,,,,,,,,1.576625,,,,,,,,,,,,,ff3a4094-3367-49ea-885b-3b81b0af2b09,74,,,"[49.7, 55.3]",3754273,1,,,,0.13420945,,Head,,,,"[73.4, 58.5]",High Pass,,23.915058,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Miguel Ángel Britos Cabrera,3288.0,Left Center Back,3,Watford,23,"['901da524-87ce-4855-94d7-7e978147c129', 'e38f9c9a-df03-4128-800f-1b118fa88049']",2,,,,,,,,,,,,,,,,,,Watford,23,00:01:02.343,Pass,
,,,,,,,,,,,,,,,,,0.798778,,,,,,,,,,,,,e38f9c9a-df03-4128-800f-1b118fa88049,75,,,"[46.7, 21.6]",3754273,1,,,,-0.48885235,,Other,,,,"[51.4, 19.1]",Low Pass,,5.3235326,,,,Manuel Lanzini,3595.0,,,,,,Recovery,1,Regular Play,Cheikhou Kouyaté,3684.0,Right Center Midfield,4,West Ham United,40,"['a15a1a29-8215-4907-ab21-c9bd13b487be', 'ff3a4094-3367-49ea-885b-3b81b0af2b09']",3,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:03.920,Pass,
,,,,,,,,,,,,,,,,,2.198919,,,,,,,,,,,,,8b1dd4e6-9f71-4c72-8fb4-cee060f9bb6d,82,,,"[60.9, 32.6]",3754273,1,,,True,0.96934164,,,,,,"[64.4, 37.7]",Low Pass,,6.185467,,,,Andy Carroll,4271.0,,,,,,Recovery,1,Regular Play,Mark Noble,3874.0,Left Center Midfield,4,West Ham United,40,"['dbbb07a4-b486-446b-89ba-bc1ba6861a52', 'f293256d-cc68-4457-b499-398cad767058']",8,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:08.347,Pass,True
,,,,,,,,,,,,,,,,,1.451404,,,,,,,,,,,,,d4f63ad1-4256-46f4-a792-c1ace799879b,85,,,"[65.0, 38.4]",3754273,1,,,,1.5669053,,Left Foot,,,,"[65.1, 64.1]",High Pass,,25.700195,,,,Victor Moses,3963.0,,,,,,,1,Regular Play,Andy Carroll,4271.0,Center Forward,4,West Ham United,40,"['09e43256-054e-4979-a3f2-b5187692d54c', 'b8f49ecb-14f3-4d16-9c6a-81a90aabc4f0']",10,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:10.546,Pass,True
,,,,,,,,,,,,,,,,,2.940914,,,,,,,,,,,,,d7a5614e-e40f-4986-a957-727e240f5ecc,104,,,"[95.6, 59.9]",3754273,1,,,,0.53483987,,Right Foot,,,,"[119.4, 74.0]",Ground Pass,,27.663153,,Out,,Carl Jenkinson,21254.0,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Center Midfield,4,West Ham United,40,"['79c131cc-7946-421d-85dc-767cfbef67fa', 'd3ab76b3-5a30-4215-a14a-af2e86258cc3']",22,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:22.865,Pass,True
,,,,,,,,,,,,,,,,,1.25844,,,,,,,,,,,,,163d5e12-5a11-4030-8170-dbfc5f6295ef,106,,,"[6.0, 36.0]",3754273,1,True,,,0.89702016,,Right Foot,,,,"[26.2, 61.3]",Ground Pass,,32.374836,,,,Craig Cathcart,3263.0,,,,,,Goal Kick,1,From Goal Kick,Heurelho da Silva Gomes,3522.0,Goalkeeper,5,Watford,23,['f60a1ee5-8446-48c4-9e43-62d7c37f40f8'],42,,,,,,,,,,,,,,,,,,Watford,23,00:01:42.980,Pass,
,,,,,,,,,,,,,,,,,4.583195,,,,,,,,,,,,,33497707-8ad0-4b61-855d-d08a5dba64fb,108,,,"[28.9, 63.3]",3754273,1,,,,0.115664005,,Right Foot,,,,"[101.2, 71.7]",High Pass,,72.78633,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,,1,From Goal Kick,Craig Cathcart,3263.0,Right Center Back,5,Watford,23,"['464b6902-bdde-4a22-8583-5d51921637f7', 'bc8f67be-6790-405d-8e88-afa57f2d4f07']",44,,,,,,,,,,,,,,,,,,Watford,23,00:01:44.734,Pass,
,,,,,,,,,,,,,,,,,1.726929,,,,,,,,,,,,,95e1e32e-cbad-40d6-9f88-6a7607f89d77,112,,,"[109.7, 80.0]",3754273,2,,,,-1.6876701,,,,,,"[106.8, 55.3]",High Pass,,24.86966,,,,Troy Deeney,3454.0,,,,,,Throw-in,1,From Throw In,Ikechi Anya,40118.0,Right Wing,6,Watford,23,['1c63b275-d061-47ee-a663-78bb1fc02917'],6,,,,,,,,,,,,,,,,,,Watford,23,00:02:06.177,Pass,
,,,,,,,,,,,,,,,,,1.260777,,,,,,,,,,,,,4ba09eec-8830-4dae-ad3f-40520a59f337,115,,,"[106.8, 55.3]",3754273,2,,,True,-1.3360738,,,,,,"[109.0, 46.1]",High Pass,,9.459387,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,,1,From Throw In,Troy Deeney,3454.0,Center Attacking Midfield,6,Watford,23,"['66438450-6472-458e-a3ae-3d7ba4ba964c', '8f6923c7-76ff-461c-8dcf-00ed59fd8f0c', 'e1965069-534f-4537-a4ec-eb4df6c303ba']",7,,,,,,,,,,,,,,,,,,Watford,23,00:02:07.904,Pass,True
,,,,,,,,,,,,,,,,,0.442602,,,,,,,,,,,,,45526800-db31-4435-928d-5f77f1a15538,120,,,"[99.7, 43.8]",3754273,2,,,,2.587285,,Right Foot,,,,"[93.4, 47.7]",Ground Pass,,7.4094534,,,,Ben Watson,3626.0,,,,,,Recovery,1,From Throw In,Almen Abdi,43081.0,Left Wing,6,Watford,23,"['7a0b37b8-0953-4280-9de4-a72ca353f9d9', 'd996c957-ece2-4c4d-9861-36138096d917']",12,,,,,,,,,,,,,,,,,,Watford,23,00:02:12.009,Pass,True
,,,,,,,,,,,,,,,,,0.243013,,,,,,,,,,,,,aeafd9eb-eb02-45d8-aeba-5526a623af0d,122,,,"[93.4, 47.7]",3754273,2,,,,0.0,,Right Foot,,,,"[97.3, 47.7]",Ground Pass,,3.9,,Incomplete,,Troy Deeney,3454.0,,,,,,,1,From Throw In,Ben Watson,3626.0,Right Defensive Midfield,6,Watford,23,"['fc0817c1-f155-4933-aba8-01025c7b9946', 'ffd51da2-6e36-4857-8f22-417c90652ad2']",12,,,,,,,,,,,,,,,,,,Watford,23,00:02:12.451,Pass,
