ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.720777,,,,,,,,,,,,,c06ac668-faf8-442b-9d6f-05fe219a01d2,22,,"[104.7, 10.4]",3754299,0,,,,-1.442473,,Right Foot,,,"[105.5, 4.2]",,Low Pass,,6.2514,,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,From Throw In,Jesse Lingard,3293.0,Right Center Midfield,3,Manchester United,39,['9161d100-8153-40c9-ae8d-7d1bd1a504d9'],20,,,,,,,,,,,,,,,,Manchester United,39,00:00:20.285,Pass,
,,,,,,,,,,,,,,,,0.877094,,,,,,,,,,,,,511abc9a-0864-4ca3-a8ee-2770ead41567,26,,"[102.2, 4.4]",3754299,0,,,,3.1086376,,Left Foot,,,"[93.1, 4.7]",,Ground Pass,,9.104943,,,Morgan Schneiderlin,3600.0,,,,,,1,From Throw In,Faustino Marcos Alberto Rojo,3602.0,Left Back,3,Manchester United,39,"['57286089-af1b-4cca-bc21-686b9334a8ee', '88dd52ea-be0f-4bbd-bb81-9427df73355f']",21,,,,,,,,,,,,,,,,Manchester United,39,00:00:21.477,Pass,True
,,,,,,,,,,,,,,,,1.659729,,,,,,,,,,,,,94d55501-f4d5-4f2c-a139-b02d31cdb3f6,32,,"[21.5, 72.5]",3754299,0,,,,-0.10827059,,Right Foot,,,"[35.3, 71.0]",,Ground Pass,,13.881283,Incomplete,,Gerard Deulofeu Lázaro,3726.0,,,,,Recovery,1,From Throw In,James McCarthy,3607.0,Right Center Midfield,3,Manchester United,39,"['00cdc970-f10d-4efd-af9c-8228c503b15d', 'b8ea1cda-4bad-476e-aae7-354319ec15c9']",23,,,,,,,,,,,,,,,,Everton,29,00:00:23.453,Pass,
,,,,,,,,,,,,,,,,2.865065,,,,,,,,,,,,,9bf4e05c-941c-4e03-ba37-671b8146329e,38,,"[24.1, 75.0]",3754299,0,,,,-0.20550075,,Right Foot,,,"[62.0, 67.1]",,High Pass,,38.714596,Incomplete,,Romelu Lukaku Menama,3289.0,,,,,,1,Regular Play,Séamus Coleman,4589.0,Right Back,4,Everton,29,"['2958fc0e-ffda-46ad-9da1-23a94dc8296a', '33f5d007-c79d-430c-ac92-ca146f098c61', '99d6fa0f-790d-45a8-9993-b1d2d02f7ee9']",27,,,,,,,,,,,,,,,,Everton,29,00:00:27.406,Pass,True
,,,,,,,,,,,,,,,,1.389323,,,,,,,,,,,,,99d6fa0f-790d-45a8-9993-b1d2d02f7ee9,41,,"[58.1, 13.0]",3754299,0,,,,-0.4048918,,Right Foot,,,"[71.4, 7.3]",,High Pass,,14.469969,Incomplete,,Michael Carrick,4751.0,,,,,Recovery,1,Regular Play,Chris Smalling,10958.0,Right Center Back,4,Everton,29,"['08e55e4f-07d5-45a4-b7a1-3bcab97749d7', '26a3fd72-2827-45b9-ba51-1decb2e0f451', '55fb18fa-1890-4909-b4da-1a3a5527a6ab', '9bf4e05c-941c-4e03-ba37-671b8146329e']",30,,,,,,,,,,,,,,,,Manchester United,39,00:00:30.271,Pass,True
,,,,,,,,,,,,,,,,1.385677,,,,,,,,,,,,,6fca7052-d23d-48f8-8c58-4d8ef57d7443,50,,"[84.7, 80.0]",3754299,0,,,,-0.76532054,,,,,"[97.4, 67.8]",,High Pass,,17.610508,,,Romelu Lukaku Menama,3289.0,,,,,Throw-in,1,From Throw In,Séamus Coleman,4589.0,Right Back,5,Everton,29,['8989897b-4e98-4a8b-8fcb-f7549d79f64e'],55,,,,,,,,,,,,,,,,Everton,29,00:00:55.175,Pass,
,,,,,,,,,,,,,,,,0.425891,,,,,,,,,,,,,3d5c799c-409d-4ab0-8e48-b6a5fbff5053,55,,"[97.4, 69.5]",3754299,0,,,,-2.8691294,,Left Foot,,,"[90.6, 67.6]",,Low Pass,,7.0604534,,,Tom Cleverley,3683.0,,,,,,1,From Throw In,Romelu Lukaku Menama,3289.0,Center Forward,5,Everton,29,"['41e8ae95-9dda-4258-93c1-7eb579f2c352', '5d1a93c0-47fb-4279-86d1-684d58a9742e', 'aea1ba43-ad07-4e2b-8d07-d54aec525a18']",57,,,,,,,,,,,,,,,,Everton,29,00:00:57.404,Pass,True
,,,,,,,,,,,,,,,,4.114116,,,,,,,,,,,,,e836a9ba-1825-497e-808c-b2e5a46a01f0,60,,"[57.5, 45.6]",3754299,1,,,,-1.6338043,,Head,,,"[55.5, 13.9]",,Low Pass,,31.76303,,,Leighton Baines,3518.0,,,,,Recovery,1,From Throw In,Phil Jagielka,20046.0,Left Center Back,5,Everton,29,['9204bad9-9267-44a1-98bf-1c44f5a7666a'],1,,,,,,,,,,,,,,,,Everton,29,00:01:01.256,Pass,
,,,,,,,,,,,,,,,,1.027455,,,,,,,,,,,,,61402493-8cc5-4f84-b071-52684142700f,63,,"[55.5, 14.6]",3754299,1,,,,2.367103,,Left Foot,,,"[41.6, 28.2]",,Ground Pass,,19.446594,,,Phil Jagielka,20046.0,,,,,,1,From Throw In,Leighton Baines,3518.0,Left Back,5,Everton,29,['236307db-29c1-4762-8b4d-d9cb095f5286'],5,,,,,,,,,,,,,,,,Everton,29,00:01:05.406,Pass,
,,,,,,,,,,,,,,,,1.258779,,,,,,,,,,,,,18edf05b-d597-45f8-9fff-abc3fd0eded6,66,,"[41.6, 30.0]",3754299,1,,,,1.6332152,,Right Foot,,,"[40.4, 49.2]",,Ground Pass,,19.237463,,,John Stones,3244.0,,,,,,1,From Throw In,Phil Jagielka,20046.0,Left Center Back,5,Everton,29,['9f5e3a46-fc2e-4a62-8a10-68293c3bef5b'],7,,,,,,,,,,,,,,,,Everton,29,00:01:07.329,Pass,
,,,,,,,,,,,,,,,,1.489649,,,,,,,,,,,,,420a41e4-b587-469e-b031-f2b15a96cc5a,69,,"[40.6, 52.2]",3754299,1,,,,-1.7985909,,Right Foot,,,"[35.5, 30.2]",,Ground Pass,,22.5834,,,Phil Jagielka,20046.0,,,,,,1,From Throw In,John Stones,3244.0,Right Center Back,5,Everton,29,['05dca5a6-ab44-4aa5-b5f3-0ad367835221'],12,,,,,,,,,,,,,,,,Everton,29,00:01:12.112,Pass,
,,,,,,,,,,,,,,,,1.104328,,,,,,,,,,,,,29351443-f20c-45bb-9805-4df8113b4a9f,73,,"[35.0, 27.0]",3754299,1,,,,-1.2207514,,Right Foot,,,"[41.9, 8.1]",,Ground Pass,,20.12014,,,Leighton Baines,3518.0,,,,,,1,From Throw In,Phil Jagielka,20046.0,Left Center Back,5,Everton,29,"['0b2fb621-d23d-4d7c-9c4b-84734eade449', '6425f9d5-d5c4-49f7-b767-3b849465b06b']",14,,,,,,,,,,,,,,,,Everton,29,00:01:14.679,Pass,True
,,,,,,,,,,,,,,,,2.753703,,,,,,,,,,,,,829cbec2-36a0-4301-abb3-5459dadeab41,76,,"[48.2, 5.7]",3754299,1,,,,-0.023469867,,Left Foot,,,"[90.8, 4.7]",,Ground Pass,,42.611736,,,Aaron Lennon,3953.0,,,,,,1,From Throw In,Leighton Baines,3518.0,Left Back,5,Everton,29,['a8c7f901-09de-43c7-8ee5-0ed65db69a92'],17,,,,,,,,,,,,,,,,Everton,29,00:01:17.481,Pass,
,,,,,,,,,,,,,,,,1.733499,,,,,,,,,,,,,a34a8459-ee1d-41c2-9834-ce77d904ab4c,83,,"[11.8, 75.9]",3754299,1,,,,-1.9135412,,Left Foot,,,"[3.7, 53.2]",,Low Pass,,24.101868,,,David de Gea Quintana,3333.0,,,,,,1,From Throw In,Chris Smalling,10958.0,Right Center Back,5,Everton,29,['3c3d2a68-266a-446d-85c8-493ee92bfee4'],22,,,,,,,,,,,,,,,,Manchester United,39,00:01:22.936,Pass,
,,,,,,,,,,,,,,,,3.362566,,,,,,,,,,,,,b636501b-66b5-4dd8-b852-82e074f4d008,85,,"[3.7, 53.2]",3754299,1,,,,0.7307788,,Right Foot,,,"[33.6, 80.0]",,High Pass,,40.152832,Out,,,,,,,,,1,From Throw In,David de Gea Quintana,3333.0,Goalkeeper,5,Everton,29,,24,,,,,,,,,,,,,,,,Manchester United,39,00:01:24.670,Pass,
,,,,,,,,,,,,,,,,1.337408,,,,,,,,,,,,,2ee68db4-3e9a-4439-b166-10056bb94a73,86,,"[85.9, 0.1]",3754299,1,,,,0.71256584,,,,,"[98.4, 10.9]",,High Pass,,16.519382,,,Romelu Lukaku Menama,3289.0,,,,,Throw-in,1,From Throw In,Leighton Baines,3518.0,Left Back,6,Everton,29,['7a018572-c5fa-451c-b6db-0b64ca34041c'],42,,,,,,,,,,,,,,,,Everton,29,00:01:42.490,Pass,
,,,,,,,,,,,,,,,,0.659422,,,,,,,,,,,,,88cc050d-fcfa-4bf3-b845-aebea57c57a5,91,,"[85.6, 12.0]",3754299,1,,,,-0.9907935,,Right Foot,,,"[91.3, 3.3]",,Low Pass,,10.400962,,,Leighton Baines,3518.0,,,,,,1,From Throw In,Romelu Lukaku Menama,3289.0,Center Forward,6,Everton,29,"['49562ee4-b229-4b46-a89e-b4eaee58b34b', '773d2386-5117-41e4-a748-3fe96b0a2896']",50,,,,,,,,,,,,,,,,Everton,29,00:01:50.187,Pass,True
,,,,,,,,,,,,,,,,1.077915,,,,,,,,,,,,,871d6141-629d-4d6a-9695-4db2409dfec0,95,,"[26.7, 80.0]",3754299,2,,,,-0.41571388,,,,,"[37.8, 75.1]",,Low Pass,,12.133425,,,Jesse Lingard,3293.0,,,,,Throw-in,1,From Throw In,Matteo Darmian,4587.0,Right Back,7,Manchester United,39,['4682f0a4-49f0-45f5-8836-de3686ba4ece'],5,,,,,,,,,,,,,,,,Manchester United,39,00:02:05.940,Pass,
,,,,,,,,,,,,,,,,1.02843,,,,,,,,,,,,,d17526cf-e445-4fa2-b618-09d73f432091,99,,"[45.9, 77.7]",3754299,2,,,,-0.6353712,,Right Foot,,,"[55.8, 70.4]",,Ground Pass,,12.300406,,,Marcus Rashford,3318.0,,,,,,1,From Throw In,Jesse Lingard,3293.0,Right Center Midfield,7,Manchester United,39,"['04b18cd3-19be-4840-8bc6-cc9a46892e75', '7f52742b-7662-4a54-9864-09919accb1b4']",8,,,,,,,,,,,,,,,,Manchester United,39,00:02:08.336,Pass,True
,,,,,,,,,,,,,,,,0.554174,,,,,,,,,,,,,92be3452-a6f1-4071-a075-93bdc79dedee,107,,"[54.8, 71.3]",3754299,2,,,,1.1131366,,Right Foot,,,"[58.1, 78.0]",,Ground Pass,,7.4686007,,,Jesse Lingard,3293.0,,,,,,1,From Throw In,Marcus Rashford,3318.0,Center Forward,7,Manchester United,39,"['4197cf29-f5a0-4a81-b343-022ffdd29e42', '60fd2e9d-1969-4bed-94d2-3de0bc2c63f4']",11,,,,,,,,,,,,,,,,Manchester United,39,00:02:11.054,Pass,True
,,,,,,,,,,,,,,,,0.756004,,,,,,,,,,,,,c941c5a3-bbfd-4ee7-bac1-e66db78ce1d5,110,,"[58.4, 78.0]",3754299,2,,,,-0.57734203,,Right Foot,,,"[69.3, 70.9]",,Low Pass,,13.008459,Incomplete,,Marcus Rashford,3318.0,,,,,,1,From Throw In,Jesse Lingard,3293.0,Right Center Midfield,7,Manchester United,39,"['32be3f9a-ed3a-49bb-a70c-0d44deb7fb19', '77f96091-6ed7-4a98-b44a-e60bddbdeb5d']",12,,,,,,,,,,,,,,,,Manchester United,39,00:02:12.142,Pass,
,,,,,,,,,,True,,,,,,0.723526,,,,,,,,,,,,,32be3f9a-ed3a-49bb-a70c-0d44deb7fb19,112,,"[50.8, 9.2]",3754299,2,,,,-0.9367736,,Right Foot,,,"[55.8, 2.4]",,High Pass,,8.440379,,,Leighton Baines,3518.0,,,,,Interception,1,Regular Play,Phil Jagielka,20046.0,Left Center Back,8,Everton,29,"['76efffec-430c-41f0-9157-b95428e968c2', 'c941c5a3-bbfd-4ee7-bac1-e66db78ce1d5']",12,,,,,,,,,,,,,,,,Everton,29,00:02:12.898,Pass,
,,,,,,,,,,,,,,,,1.370748,,,,,,,,,,,,,d904a725-2b2d-471f-8d4a-a05771023b34,114,,"[55.8, 2.4]",3754299,2,,,,0.09445494,,Head,,,"[65.3, 3.3]",,Low Pass,,9.542537,,,Tom Cleverley,3683.0,,,,,,1,Regular Play,Leighton Baines,3518.0,Left Back,8,Everton,29,['959397a1-dfb4-4661-906e-cbcd65dbda91'],13,,,,,,,,,,,,,,,,Everton,29,00:02:13.819,Pass,
,,,,,,,,,,,,,,,,1.763268,,,,,,,,,,,,,cae544d8-79fd-4c11-990d-47b4fb883ccf,118,,"[66.4, 3.6]",3754299,2,,,,0.8192835,,Left Foot,,,"[77.8, 15.8]",,Low Pass,,16.697306,,,Romelu Lukaku Menama,3289.0,,,,,,1,Regular Play,Tom Cleverley,3683.0,Left Midfield,8,Everton,29,['c74736f7-c146-4f00-9d37-a2acaf37e5ef'],15,,,,,,,,,,,,,,,,Everton,29,00:02:15.840,Pass,
,,,,,,,,,,,,,,,,1.17072,,,,,,,,,,,,,18ea67e5-1710-4a1a-8454-c302c34afb1b,122,,"[77.6, 18.2]",3754299,2,,,,2.238462,,Left Foot,,,"[73.5, 23.4]",,Ground Pass,,6.6219335,Incomplete,,Aaron Lennon,3953.0,,,,,,1,Regular Play,Romelu Lukaku Menama,3289.0,Center Forward,8,Everton,29,"['46eb9cf6-3982-439c-a883-c54c6efb3016', '83e3bdef-7b35-4446-93f5-b1c923f9c5ee']",18,,,,,,,,,,,,,,,,Everton,29,00:02:18.226,Pass,
,,,,,,,,,,,,,,,,2.252803,,,,,,,,,,,,,46eb9cf6-3982-439c-a883-c54c6efb3016,124,,"[46.6, 56.7]",3754299,2,,,,-1.9832067,,Right Foot,,,"[32.6, 24.7]",,Ground Pass,,34.928497,,,Faustino Marcos Alberto Rojo,3602.0,,,,,Recovery,1,Regular Play,Morgan Schneiderlin,3600.0,Left Center Midfield,9,Manchester United,39,"['18ea67e5-1710-4a1a-8454-c302c34afb1b', '99400f88-22b1-4f51-bfb1-b9d0515f7323']",19,,,,,,,,,,,,,,,,Manchester United,39,00:02:19.397,Pass,
,,,,,,,,,,,,,,,,1.433823,,,,,,,,,,,,,12fd3036-c47d-4d90-927d-db85fe42f383,128,,"[57.0, 13.4]",3754299,2,,,,-0.3251752,,Left Foot,,,"[92.0, 1.6]",,Low Pass,,36.93562,Out,,Anthony Martial,20039.0,,,,,,1,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Back,9,Manchester United,39,['48bdf251-3d71-4523-93d5-a712e6fea204'],25,,,,,,,,,,,,,,,,Manchester United,39,00:02:25.437,Pass,
,,,,,,,,,,,,,,,,2.191037,,,,,,,,,,,,,c8ab4d88-d497-4b6d-9f89-9f6af42829de,131,,"[44.9, 80.0]",3754299,3,,,,-0.3343726,,,,,"[66.2, 72.6]",,High Pass,,22.548836,Incomplete,,Romelu Lukaku Menama,3289.0,,,,,Throw-in,1,From Throw In,Séamus Coleman,4589.0,Right Back,10,Everton,29,"['38c1314d-0bd6-4743-b472-a5db9f78739e', 'b006ae1c-f2a5-4e22-8fe6-2c256198331c']",36,,,,,,,,,,,,,,,,Everton,29,00:03:36.604,Pass,
,,,,,,,,,,,,,,,,1.366898,,,,,,,,,,,,,9cf0e4d0-98e6-4e70-9b5b-adf77ad1c85a,137,,"[49.4, 11.3]",3754299,3,,,,1.3318598,,Right Foot,,,"[53.2, 26.9]",,Low Pass,,16.056152,Incomplete,,Michael Carrick,4751.0,,,,,Recovery,1,From Throw In,Faustino Marcos Alberto Rojo,3602.0,Left Back,10,Everton,29,"['bab40c4e-49b8-410a-97fc-2d9c69dbde0d', 'd32d160b-dc46-4681-958e-77a9da5d4fea']",41,,,,,,,,,,,,,,,,Manchester United,39,00:03:41.040,Pass,
,,,,,,,,,,,,,,,,3.122474,,,,,,,,,,,,,d32d160b-dc46-4681-958e-77a9da5d4fea,139,,"[66.9, 53.2]",3754299,3,,,,0.017809821,,Right Foot,,,"[106.2, 53.9]",,Low Pass,,39.306232,Incomplete,,Gerard Deulofeu Lázaro,3726.0,,,,,Recovery,1,From Throw In,Aaron Lennon,3953.0,Center Attacking Midfield,10,Everton,29,"['773ccb2d-078a-435c-8445-2031c09438dc', '9cf0e4d0-98e6-4e70-9b5b-adf77ad1c85a', 'd92d4dc1-ba51-4c4b-b7ea-79bbf0ff54bf']",42,,,,,,,,,,,,,,,,Everton,29,00:03:42.407,Pass,
,,,,,,,,,,,,,,,,1.1089,,,,,,,,,,,,,3be2b746-c7e9-4657-968d-a9d390868546,142,,"[10.8, 32.4]",3754299,3,True,,,0.9048271,,Keeper Arm,,,"[28.4, 54.8]",,Ground Pass,,28.48719,,,Michael Carrick,4751.0,,,,,,1,Regular Play,David de Gea Quintana,3333.0,Goalkeeper,11,Manchester United,39,['07b3d72c-2641-405f-b67d-17006adba494'],50,,,,,,,,,,,,,,,,Manchester United,39,00:03:50.118,Pass,
,,,,,,,,,,,,,,,,1.408338,,,,,,,,,,,,,7a8812ec-9e06-40c2-85fc-ef0ddef5e708,144,,"[26.9, 51.7]",3754299,3,,,,-0.7297181,,Right Foot,,,"[43.0, 37.3]",,Ground Pass,,21.600231,,,Morgan Schneiderlin,3600.0,,,,,,1,Regular Play,Michael Carrick,4751.0,Center Defensive Midfield,11,Manchester United,39,['78c636b0-be7c-4eb4-ad54-64ab115c2252'],52,,,,,,,,,,,,,,,,Manchester United,39,00:03:52.302,Pass,
,,,,,,,,,,,,,,,,2.455695,,,,,,,,,,,,,a0b2ce4e-0d58-4f6d-9645-41633a1c0c96,147,,"[42.5, 40.2]",3754299,3,,,,1.3631657,,Right Foot,,,"[50.4, 77.7]",,High Pass,,38.3231,,,Matteo Darmian,4587.0,,,,,,1,Regular Play,Morgan Schneiderlin,3600.0,Left Center Midfield,11,Manchester United,39,['a4955ed2-d6e0-49ab-8eb8-34ef938f4244'],56,,,,,,,,,,,,,,,,Manchester United,39,00:03:56.951,Pass,
