bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.980103,,,,,,,,,,,,,,8290130f-d955-4d70-87b8-0a020ce70c1f,17,,"[31.3, 23.7]",3754147,0,,,,,1.71181,,Left Foot,,,"[26.8, 55.4]",,Ground Pass,,32.017807,,,,,Toby Alderweireld,20005.0,,,,,,1,From Kick Off,Kevin Wimmer,3611.0,Left Center Back,2,Tottenham Hotspur,38,['669fbf11-d833-4415-b31b-adebb5255120'],8,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:08.216,Pass,
,,,,,,,,,,,,,,,,1.905116,,,,,,,,,,,,,,dda52e9d-a485-4df9-8188-46da986ec732,20,,"[29.8, 59.6]",3754147,0,,,,,0.7518537,,Right Foot,,,"[45.2, 74.0]",,Ground Pass,,21.083643,,,,,Kyle Walker,3205.0,,,,,,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Tottenham Hotspur,38,['542115d6-e81d-48ba-8720-1641196f5e15'],11,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:11.902,Pass,
,,,,,,,,,,,,,,,,1.456415,,,,,,,,,,,,,,7bbb5a90-d883-4824-a263-7e022f4ce3e9,22,,"[45.4, 74.0]",3754147,0,,,,,-2.6417491,,Right Foot,,,"[31.3, 66.3]",,Ground Pass,,16.06549,,,,,Toby Alderweireld,20005.0,,,,,,1,From Kick Off,Kyle Walker,3205.0,Right Back,2,Tottenham Hotspur,38,['5b4c8114-411d-441e-9b50-c80afa063522'],13,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:13.807,Pass,
,,,,,,,,,,,,,,,,1.96257,,,,,,,,,,,,,,8e30573b-9a17-48d2-a85a-adc068d3ce31,25,,"[31.3, 65.8]",3754147,0,,,,,-1.7058908,,Right Foot,,,"[25.7, 24.6]",,Ground Pass,,41.578842,,,,,Kevin Wimmer,3611.0,,True,,,,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Tottenham Hotspur,38,['db2d7574-fea5-4c92-b3ca-46adadf49b1e'],16,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:16.473,Pass,
,,,,,,,,,,,,,,,,1.75078,,,,,,,,,,,,,,9c00dbd5-1e9b-49b2-98ac-bcccf87c0201,28,,"[30.8, 31.4]",3754147,0,,,,,1.5367538,,Left Foot,,,"[31.9, 63.7]",,Ground Pass,,32.318726,,,,,Toby Alderweireld,20005.0,,,,,,1,From Kick Off,Kevin Wimmer,3611.0,Left Center Back,2,Tottenham Hotspur,38,['1aac8af5-795e-445f-ba11-951db0a0094d'],20,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:20.984,Pass,
,,,,,,,,,,,,,,,,1.801229,,,,,,,,,,,,,,4a10f23a-0fc4-40cb-9ac2-42de05570765,31,,"[34.3, 65.4]",3754147,0,,,,,-1.7909645,,Right Foot,,,"[26.4, 30.1]",,Ground Pass,,36.173195,,,,,Kevin Wimmer,3611.0,,,,,,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Tottenham Hotspur,38,['bedf44b9-e29c-48d2-9001-d0eacb739dcc'],24,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:24.555,Pass,
,,,,,,,,,,,,,,,,1.756752,,,,,,,,,,,,,,a8095ba5-8acf-4204-b985-11a6b2e6852f,34,,"[31.7, 27.3]",3754147,0,,,,,-1.395058,,Right Foot,,,"[35.5, 5.9]",,Ground Pass,,21.734764,,,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,1,From Kick Off,Kevin Wimmer,3611.0,Left Center Back,2,Tottenham Hotspur,38,['45485cf0-1b53-45d2-b309-eabb775ebec0'],28,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:28.379,Pass,
,,,,,,,,,,,,,,,,1.747488,,,,,,,,,,,,,,87599626-b069-4b30-8e64-1eed32bb9385,39,,"[36.6, 21.6]",3754147,0,,,,,1.6804465,,Left Foot,,,"[33.0, 54.3]",,Ground Pass,,32.897568,,,,,Toby Alderweireld,20005.0,,,,,,1,From Kick Off,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,2,Tottenham Hotspur,38,"['6f31e153-5660-4d58-8420-ba37dd1a4cea', 'f5653dcd-e267-4bad-b2aa-adc3b9d022a9']",33,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:33.706,Pass,True
,,,,,,,,,,,,,,,,1.289839,,,,,,,,,,,,,,acd762a4-df8d-4b73-922e-1ad557dddefb,42,,"[40.7, 57.3]",3754147,0,,,,,-0.60631806,,Right Foot,,,"[74.3, 34.0]",,High Pass,,40.888264,,,Incomplete,,Bamidele Alli,3094.0,,,,,,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Tottenham Hotspur,38,"['64e44114-0594-439c-885a-d51d065a761e', 'dde98cdf-ffa1-4f1f-8fea-ea995fef1d95']",37,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:37.377,Pass,
,,,,,,,,,,,,,,,,0.178482,,,,,,,,,,,,,,7f2fc3c1-ff1b-4313-8480-2665b2883f9e,47,,"[105.9, 6.2]",3754147,0,,,,,1.2827408,,Left Foot,,,"[108.3, 14.3]",,Low Pass,,8.448076,,,Incomplete,,Harry Kane,10955.0,,,,,,1,From Kick Off,Danny Rose,3594.0,Left Back,2,Tottenham Hotspur,38,"['ab108942-a71a-4a60-bb4b-ee5b38ec0ac8', 'c6c590f0-81e9-4852-8a53-a9e0573a8bea']",44,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:44.786,Pass,
,,,,,,,,,,,,,,,,1.726403,,,,,,,,,,,,,,262519b1-967b-476b-84b2-ddc94d0bd506,50,,"[108.7, 0.1]",3754147,0,,,,,1.4382448,,,,,"[111.7, 22.6]",,High Pass,,22.69912,,,,,Harry Kane,10955.0,,,,,Throw-in,1,From Throw In,Danny Rose,3594.0,Left Back,3,Tottenham Hotspur,38,['8237c6d9-addc-4bef-a1df-00883fecfd9a'],58,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:58.713,Pass,
,,,,,,,,,,,,,,,,1.817541,,,,,,,,,,,,,,ec624c34-205a-4986-8edd-fc2869586c0b,55,,"[23.2, 54.5]",3754147,1,,,,,0.86977446,,Right Foot,,,"[32.4, 65.4]",,Low Pass,,14.26359,,,,,David Josué Jiménez Silva,3064.0,,,,,Recovery,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Attacking Midfield,4,Manchester City,36,['83df22d8-2822-4639-a376-8919dc8813f9'],2,,,,,,,,,,,,,,,,,Manchester City,36,00:01:02.821,Pass,
,,,,,,,,,,,,,,,,1.084002,,,,,,,,,,,,,,6e30102d-6797-49b0-8b57-0a6d8fccb466,58,,"[31.9, 65.4]",3754147,1,,,,,-0.19385366,,Right Foot,,,"[48.2, 62.2]",,Low Pass,,16.611141,,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,1,Regular Play,David Josué Jiménez Silva,3064.0,Right Wing,4,Manchester City,36,['aa3c075a-c76e-4ca1-a9f0-f670783c7eb7'],4,,,,,,,,,,,,,,,,,Manchester City,36,00:01:04.669,Pass,
,,,,,,,,,,,,,,,,1.265302,,,,,,,,,,,,,,4b70971d-59f0-46c1-8106-be492d3862fa,62,,"[48.4, 60.9]",3754147,1,,,,,-2.9733858,,Right Foot,,,"[43.1, 60.0]",,Ground Pass,,5.375872,,,,,David Josué Jiménez Silva,3064.0,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,4,Manchester City,36,"['bee587a0-c7f7-4752-b829-7391fc9a635d', 'dba94d85-b640-4906-8d05-12f255fc9de9']",6,,,,,,,,,,,,,,,,,Manchester City,36,00:01:06.387,Pass,True
,,,,,,,,,,,,,,,,1.980635,,,,,,,,,,,,,,0ec2671a-406b-47e3-b4b0-2a8e331c4473,65,,"[43.1, 60.0]",3754147,1,,,,,-0.545284,,Right Foot,,,"[64.2, 47.2]",,Ground Pass,,24.678938,,,Incomplete,,,,,,,,,1,Regular Play,David Josué Jiménez Silva,3064.0,Right Wing,4,Manchester City,36,['9e218a84-cb9a-43f7-a927-54d6a0672dc5'],7,,,,,,,,,,,,,,,,,Manchester City,36,00:01:07.732,Pass,
,,,,,,,,,,,,,,,,4.305014,,,,,,,,,,,,,,7b11eb86-752b-421a-9a24-ea04bda8dd0a,69,,"[55.9, 28.4]",3754147,1,,,,,3.060238,,Right Foot,,,"[14.2, 31.8]",,Ground Pass,,41.83838,,,,,Hugo Lloris,3099.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,5,Tottenham Hotspur,38,"['6d4acfa3-6c6e-41f8-9f5f-23ebe31c5b9e', 'fdaf648c-1cbc-49d6-91a1-01462a13a450']",10,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:10.717,Pass,True
,,,,,,,,,,,,,,,,1.595351,,,,,,,,,,,,,,b11d1236-9c62-4b01-98ee-90602e13d66f,72,,"[14.4, 31.4]",3754147,1,,,,,-0.82040334,,Left Foot,,,"[26.8, 18.1]",,Ground Pass,,18.183784,,,,,Kevin Wimmer,3611.0,,,,,,1,Regular Play,Hugo Lloris,3099.0,Goalkeeper,5,Tottenham Hotspur,38,['21176332-adba-46ab-ae82-7e7f9d7c92b8'],16,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:16.145,Pass,
,,,,,,,,,,,,,,,,1.983129,,,,,,,,,,,,,,ecea31ff-f72d-47b5-8357-9bb083813cbe,75,,"[26.8, 18.1]",3754147,1,,,,,1.6001213,,Left Foot,,,"[25.7, 55.6]",,Ground Pass,,37.51613,,,,,Toby Alderweireld,20005.0,,,,,,1,Regular Play,Kevin Wimmer,3611.0,Left Center Back,5,Tottenham Hotspur,38,['98628adf-2ecf-419a-a16d-93f001191475'],19,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:19.359,Pass,
,,,,,,,,,,,,,,,,1.910188,,,,,,,,,,,,,,31c82663-c24e-4885-8ec8-0574f8767999,78,,"[47.1, 70.3]",3754147,1,,,,,-0.35357502,,Right Foot,,,"[78.8, 58.6]",,High Pass,,33.790234,,,,,Bamidele Alli,3094.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,5,Tottenham Hotspur,38,['a8100b6d-dfd5-4b53-98a4-e20bd1c30414'],30,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:30.904,Pass,
,,,,,,,,,,,,,,,,1.831099,,,,,,,,,,,,,,dcec90ce-5996-48d5-8bfd-a9653cf46fa2,80,,"[78.8, 58.6]",3754147,1,,,,,2.2655346,,Other,,,"[73.8, 64.6]",,Low Pass,,7.81025,,,,,Christian Dannemann Eriksen,3043.0,,,,,,1,Regular Play,Bamidele Alli,3094.0,Left Wing,5,Tottenham Hotspur,38,['ac509cd8-3d56-4a56-8472-cabe92145c0c'],32,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:32.814,Pass,
,,,,,,,,,,,,,,,,0.844863,,,,,,,,,,,,,,4e662fa5-6a0a-4e23-b51c-bb1220955429,82,,"[73.6, 64.6]",3754147,1,,,,,0.86217004,,Right Foot,,,"[82.0, 74.4]",,Ground Pass,,12.907362,,,,,Harry Kane,10955.0,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,5,Tottenham Hotspur,38,['902fa45b-a091-46a5-a574-b05abb5417cc'],34,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:34.645,Pass,
,,,,,,,,,,,,,,,,2.869803,,,,,,,,,,,,,,7339faf5-b4b9-430d-94ad-385195db3c15,85,,"[82.8, 74.4]",3754147,1,,,,,-3.0203626,,Left Foot,,,"[63.1, 72.0]",,Ground Pass,,19.845654,,,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Harry Kane,10955.0,Center Forward,5,Tottenham Hotspur,38,"['bf5416cc-6d21-4656-b52c-6917abb7d2c1', 'e09091c7-e707-4ab1-956f-6d12806ae0df']",35,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:35.490,Pass,True
,,,,,,,,,,,,,,,,1.224481,,,,,,,,,,,,,,88c6e097-bea2-4d7b-bed1-b88461bcd0f4,87,,"[63.1, 72.0]",3754147,1,,,,,-2.491966,,Right Foot,,,"[52.7, 64.1]",,Ground Pass,,13.060245,,,,,Toby Alderweireld,20005.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,5,Tottenham Hotspur,38,['b598aca2-b7f1-4278-83e0-8740b3f00fa6'],38,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:38.360,Pass,
,,,,,,,,,,,,,,,,2.961311,,,,,,,,,,,,,,beda81f4-e994-4b97-a636-49941473f1b9,90,,"[52.7, 64.1]",3754147,1,,,,,-1.1760052,,Right Foot,,,"[74.7, 11.3]",,High Pass,,57.2,,,,,Danny Rose,3594.0,,True,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,5,Tottenham Hotspur,38,['9ae3cf4b-70a9-469f-86f1-6c727d4dd9a6'],40,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:40.849,Pass,
,,,,,,,,,,,,,,,,2.288607,,,,,,,,,,,,,,b25c1c65-bb77-4381-ad84-9029bbe83836,93,,"[71.9, 11.3]",3754147,1,,,,,2.9269998,,Left Foot,,,"[56.3, 14.7]",,Ground Pass,,15.966214,,,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,1,Regular Play,Danny Rose,3594.0,Left Back,5,Tottenham Hotspur,38,['da80fe70-60a9-4bc7-b6fb-27e2927127c0'],45,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:45.768,Pass,
,,,,,,,,,,,,,,,,1.424724,,,,,,,,,,,,,,b58aebe6-cf5f-4c52-89a9-a837cc1d1a98,96,,"[56.3, 14.7]",3754147,1,,,,,1.8073541,,Left Foot,,,"[48.2, 48.3]",,Ground Pass,,34.562553,,,,,Toby Alderweireld,20005.0,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,5,Tottenham Hotspur,38,['def6efe7-622a-4f4e-a44e-d5a855d5c49a'],49,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:49.052,Pass,
,,,,,,,,,,,,,,,,1.152685,,,,,,,,,,,,,,eaf1ceb5-620e-4acf-a3fd-693ebde4aab3,99,,"[53.1, 47.4]",3754147,1,,,,,-0.67924136,,Right Foot,,,"[66.6, 36.5]",,Ground Pass,,17.35108,,,,,Eric Dier,10956.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,5,Tottenham Hotspur,38,['57e1a9fe-dcae-4884-a87b-15ab0118af5a'],52,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:52.924,Pass,
,,,,,,,,,,,,,,,,0.692408,,,,,,,,,,,,,,069b62f7-764d-4a11-a65d-658db38abf59,101,,"[66.6, 36.5]",3754147,1,,,,,0.8153293,,Right Foot,,,"[74.7, 45.1]",,Ground Pass,,11.813974,,,,,Christian Dannemann Eriksen,3043.0,,,,,,1,Regular Play,Eric Dier,10956.0,Right Defensive Midfield,5,Tottenham Hotspur,38,['7216c712-9012-4660-9c15-614021ef94a8'],54,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:54.077,Pass,
,,,,,,,,,,,,,,,,0.78098,,,,,,,,,,,,,,ad08fc07-de0c-4f28-8ef1-67070645bb83,105,,"[75.1, 44.4]",3754147,1,,,,,-0.7518537,,Right Foot,,,"[82.8, 37.2]",,Ground Pass,,10.5418215,,,,,Bamidele Alli,3094.0,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,5,Tottenham Hotspur,38,"['83d3ffb1-e0df-4124-8689-a0c9a2bbdf0a', 'dbd3ee94-4be8-4e86-97e2-344c19912db3']",55,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:55.640,Pass,True
,,,,,,,,,,,,,,,,1.289854,,,,,,,,,,,,,,bae4bea6-30d0-431d-901a-48d6a2586550,111,,"[85.6, 39.3]",3754147,2,,,,,1.2966288,,Right Foot,,,"[86.5, 42.5]",,Ground Pass,,3.3241541,,,,,Toby Alderweireld,20005.0,,,,,Free Kick,1,From Free Kick,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,6,Tottenham Hotspur,38,['7e341273-65ac-436f-9b13-54305a2aa16d'],38,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:38.982,Pass,
,,,,,,,,,,,,,,,,3.885281,,,,,,,,,,,,,,ed6397e2-192d-480f-a02b-688b5a4d19f4,115,,"[21.7, 31.6]",3754147,3,,,,,-0.17264134,,Right Foot,,,"[77.9, 21.8]",,High Pass,,57.04805,,,Incomplete,,Gnégnéri Yaya Touré,3087.0,,,,,Free Kick,1,From Free Kick,Joe Hart,3291.0,Goalkeeper,7,Manchester City,36,"['07b0242b-81e8-4b3d-9fe8-8bd6971fc768', '4b075125-9151-429e-ac99-d31ce2f2d295']",5,,,,,,,,,,,,,,,,,Manchester City,36,00:03:05.173,Pass,
