ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.989049,,,,,,,,,,,,c36fd0f8-04e8-4cbe-85de-491f1d231142,19,,"[7.9, 72.5]",3754200,0,,,,True,-0.16910122,,,,,,"[16.1, 71.1]",,High Pass,,8.318654,,,,,Jesse Lingard,3293.0,,,,,Recovery,1,Regular Play,Matteo Darmian,4587.0,Right Center Back,3,Manchester United,39,"['23da32ef-b8d4-4e61-85da-236a1be429b3', '5d7bdb1a-7c28-460a-b121-e95084c421ec']",14,,,,,,,,,,,,,,,,,Manchester United,39,00:00:14.546,Pass,True
,,,,,,,,,,,,,,,2.536618,,,,,,,,,,,,e74206da-ad88-4120-84f1-95f9cc8405e9,23,,"[17.3, 70.5]",3754200,0,,,,,-0.15484793,,Right Foot,,,,"[37.8, 67.3]",,High Pass,,20.748253,,,,,Anthony Martial,20039.0,,,,,,1,Regular Play,Jesse Lingard,3293.0,Right Wing Back,3,Manchester United,39,"['dd55cfed-4164-4104-907f-d266812f0932', 'f4f85872-42a9-4b75-85bb-f3e19f7b3ebc']",15,,,,,,,,,,,,,,,,,Manchester United,39,00:00:15.676,Pass,True
,,,,,,,,,,,,,,,0.884965,,,,,,,,,,,,7cf002bd-959b-4acf-a79d-ae6a3068bef8,26,,"[38.2, 52.6]",3754200,0,,,,,-2.4329665,,Right Foot,,,,"[29.8, 45.4]",,Ground Pass,,11.063454,,,,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,Regular Play,Anthony Martial,20039.0,Right Center Forward,3,Manchester United,39,['469c15a2-b7d8-469a-a4d1-5f1e225df3eb'],19,,,,,,,,,,,,,,,,,Manchester United,39,00:00:19.884,Pass,
,,,,,,,,,,,,,,,1.632969,,,,,,,,,,,,c2a670b8-6303-4590-915a-ebce20e393d7,29,,"[29.8, 45.4]",3754200,0,,,,,-2.021624,,Right Foot,,,,"[22.2, 29.7]",,Ground Pass,,17.442764,,,,,Daley Blind,3311.0,,,,,,1,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Left Defensive Midfield,3,Manchester United,39,['f1595b0e-2e8b-40a7-9e1f-4e886f210c3a'],21,,,,,,,,,,,,,,,,,Manchester United,39,00:00:21.688,Pass,
,,,,,,,,,,,,,,,2.661711,,,,,,,,,,,,484158d0-0559-4485-b32d-cd319048e510,33,,"[23.0, 38.8]",3754200,0,,,,,1.4562836,,Right Foot,,,,"[26.6, 70.1]",,Ground Pass,,31.506348,,,,,Matteo Darmian,4587.0,,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,3,Manchester United,39,"['9f6e1da6-4382-471e-8bed-bb6a44b4177f', 'facdd926-c2a8-4675-a222-f2701be75cb8']",26,,,,,,,,,,,,,,,,,Manchester United,39,00:00:26.797,Pass,True
,,,,,,,,,,,,,,,1.830719,,,,,,,,,,,,47269286-922c-49c7-b991-eb5a41919283,37,,"[26.8, 73.7]",3754200,0,,,,,0.14384636,,Right Foot,,,,"[62.7, 78.9]",,High Pass,,36.274647,,,Out,,Jesse Lingard,3293.0,,,,,,1,Regular Play,Matteo Darmian,4587.0,Right Center Back,3,Manchester United,39,"['3da8648b-f5c9-44c5-ab39-84a4514befdd', 'efce59c8-ae00-43f7-b5a3-1160fbb2cc21']",29,,,,,,,,,,,,,,,,,Manchester United,39,00:00:29.539,Pass,True
,,,,,,,,,,,,,,,1.371975,,,,,,,,,,,,d70d53d8-13e7-4bd6-9c29-e1f402ac27a3,39,,"[56.6, 0.1]",3754200,0,,,,,0.924124,,,,,,"[68.0, 15.2]",,Low Pass,,18.920095,,,,,Sadio Mané,3629.0,,,,,Throw-in,1,From Throw In,Matt Targett,3651.0,Left Wing Back,4,Southampton,25,['4ed981e0-0d6d-44a0-95c9-106798d4d89b'],50,,,,,,,,,,,,,,,,,Southampton,25,00:00:50.553,Pass,
,,,,,,,,,,,,,,,0.736241,,,,,,,,,,,,fea57a29-d2c2-47c0-bbd5-c45e89cc5b3b,43,,"[65.8, 9.0]",3754200,0,,,,,3.1031501,,Right Foot,,,,"[55.4, 9.4]",,Ground Pass,,10.407689,,,,,Matt Targett,3651.0,,,,,,1,From Throw In,Sadio Mané,3629.0,Left Wing,4,Southampton,25,"['4678a969-f9e0-4ab0-8f65-dedcca4a918e', '8c98a0f1-4cce-4152-be3f-5cdeb5fc6c03']",52,,,,,,,,,,,,,,,,,Southampton,25,00:00:52.832,Pass,True
,,,,,,,,,,,,,,,2.210838,,,,,,,,,,,,767bc8eb-c2b5-4e36-83a1-f4c3b7eb5e14,46,,"[56.0, 9.6]",3754200,0,,,,,0.30359823,,Left Foot,,,,"[95.9, 22.1]",,High Pass,,41.8122,,,Incomplete,,Dušan Tadić,3831.0,,,,,,1,From Throw In,Matt Targett,3651.0,Left Wing Back,4,Southampton,25,"['4d78071c-d8b1-4b7d-bb97-9614d69f9224', '5dc70b40-5b42-4383-90fa-c178fee5a598', 'ae75a625-c7df-4677-bcc0-a640e76764ea']",53,,,,,,,,,,,,,,,,,Southampton,25,00:00:53.568,Pass,True
,,,,,,,,,,,,,,,4.120372,,,,,,,,,,,,5dc70b40-5b42-4383-90fa-c178fee5a598,48,,"[24.2, 58.0]",3754200,0,,,,,1.0234034,,Head,,,,"[30.6, 68.5]",,High Pass,,12.296747,,,Incomplete,,Chris Smalling,10958.0,,,,,Interception,1,From Throw In,Matteo Darmian,4587.0,Right Center Back,4,Southampton,25,"['767bc8eb-c2b5-4e36-83a1-f4c3b7eb5e14', 'c2d5ba8e-dd97-4d01-9b75-bd4406058c1d', 'd65d8930-c757-4369-8416-14ce54b28aaa']",55,,,,,,,,,,,,,,,,,Manchester United,39,00:00:55.779,Pass,
,,,,,,,,,,,,,,,1.766899,,,,,,,,,,,,4162b272-82be-43c0-a148-fe330f7d98ae,53,,"[91.7, 9.0]",3754200,1,,,,,2.896614,,Right Foot,,,,"[85.3, 10.6]",,High Pass,,6.596969,,,Incomplete,,Matt Targett,3651.0,,,,,,1,From Throw In,Shane Long,3842.0,Center Forward,4,Southampton,25,"['0ef45551-8335-4130-bbb8-37af6a0dc502', '28e6c8c7-cee7-4207-8153-46ac95d1e8ae', 'd3a0b2c8-2a86-4324-8d27-a117f0994906']",0,,,,,,,,,,,,,,,,,Southampton,25,00:01:00.762,Pass,True
,,,,,,,,,,True,,,,,0.72229,,,,,,,,,,,,0ef45551-8335-4130-bbb8-37af6a0dc502,55,,"[34.8, 69.5]",3754200,1,,,,,-0.52807444,,Right Foot,,,,"[39.6, 66.7]",,Ground Pass,,5.5569777,,,,,Morgan Schneiderlin,3600.0,,,,,Interception,1,Regular Play,Jesse Lingard,3293.0,Right Wing Back,5,Manchester United,39,"['4162b272-82be-43c0-a148-fe330f7d98ae', 'faa0d5df-dc60-4813-8486-28662281321b']",2,,,,,,,,,,,,,,,,,Manchester United,39,00:01:02.528,Pass,
,,,,,,,,,,,,,,,0.498608,,,,,,,,,,,,9c50d86d-1d59-46c1-bb46-757ec4470dda,58,,"[38.8, 66.7]",3754200,1,,,,,-2.4023156,,Right Foot,,,,"[32.0, 60.5]",,Ground Pass,,9.202173,,,,,Ander Herrera Agüera,3606.0,,,,,,1,Regular Play,Morgan Schneiderlin,3600.0,Right Defensive Midfield,5,Manchester United,39,['6ecd7234-2827-4f0d-8df2-523f955f30d8'],3,,,,,,,,,,,,,,,,,Manchester United,39,00:01:03.331,Pass,
,,,,,,,,,,,,,,,0.902555,,,,,,,,,,,,d90a6684-e86c-4951-90fe-3b505c96a66d,61,,"[32.0, 60.5]",3754200,1,,,,,0.24981421,,Right Foot,,,,"[56.3, 66.7]",,Ground Pass,,25.078476,,,,,Anthony Martial,20039.0,,,,,,1,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,5,Manchester United,39,['e774898e-581b-4c4d-bd8c-345ad010ce44'],4,,,,,,,,,,,,,,,,,Manchester United,39,00:01:04.631,Pass,
,,,,,,,,,,,,,,,1.325133,,,,,,,,,,,,2d25d100-a1ee-4a4f-a671-074eb3849eac,66,,"[67.2, 18.0]",3754200,1,,,,,2.7374282,,Right Foot,,,,"[50.6, 25.1]",,Low Pass,,18.05464,,,,,José Miguel da Rocha Fonte,3960.0,,,,,Recovery,1,Regular Play,Jordy Clasie,16181.0,Left Defensive Midfield,6,Southampton,25,['cea07bfb-33d4-4351-b3d5-c54e10f8cfd6'],6,,,,,,,,,,,,,,,,,Southampton,25,00:01:06.372,Pass,
,,,,,,,,,,,,,,,1.188042,,,,,,,,,,,,7f9ee68c-c4d5-4fa5-85a6-a2bd75a7c2af,69,,"[44.7, 31.7]",3754200,1,,,,,0.4092459,,Right Foot,,,,"[53.0, 35.3]",,Ground Pass,,9.047099,,,,,Victor Wanyama,3098.0,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Center Back,6,Southampton,25,['16ccb36a-f857-46a2-9b76-dc4334c7be47'],9,,,,,,,,,,,,,,,,,Southampton,25,00:01:09.998,Pass,
,,,,,,,,,,,,,,,1.278704,,,,,,,,,,,,a33b234a-ee8d-4a35-ac4c-7186b27f68f8,71,,"[53.0, 35.3]",3754200,1,,,,,3.0351264,,Right Foot,,,,"[39.9, 36.7]",,Ground Pass,,13.174597,,,,,José Miguel da Rocha Fonte,3960.0,,,,,,1,Regular Play,Victor Wanyama,3098.0,Right Defensive Midfield,6,Southampton,25,['840b5ad1-b367-42e5-86dd-72e4e2f27202'],11,,,,,,,,,,,,,,,,,Southampton,25,00:01:11.186,Pass,
,,,,,,,,,,,,,,,1.816823,,,,,,,,,,,,9819e79e-29e4-4a3a-960a-ea81f2718fec,74,,"[39.9, 37.3]",3754200,1,,,,,-1.6688416,,Right Foot,,,,"[38.1, 19.0]",,Ground Pass,,18.388311,,,,,Ryan Bertrand,20045.0,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Center Back,6,Southampton,25,['5ec83775-cd45-426f-b914-7fd863057990'],12,,,,,,,,,,,,,,,,,Southampton,25,00:01:12.745,Pass,
,,,,,,,,,,,,,,,2.070296,,,,,,,,,,,,5a386fec-1a05-4887-81b4-c8637e732390,77,,"[38.1, 19.0]",3754200,1,,,,,2.2308905,,Left Foot,,,,"[21.1, 40.9]",,Ground Pass,,27.723816,,,,,José Miguel da Rocha Fonte,3960.0,,,,,,1,Regular Play,Ryan Bertrand,20045.0,Left Center Back,6,Southampton,25,['b9e7f427-e679-4ff8-9c98-9e49944bfdfa'],14,,,,,,,,,,,,,,,,,Southampton,25,00:01:14.827,Pass,
,,,,,,,,,,,,,,,1.792123,,,,,,,,,,,,3afd377e-f158-422e-8a5e-6c6d8883f4fe,80,,"[21.1, 40.9]",3754200,1,,,,,1.0534544,,Right Foot,,,,"[34.7, 64.8]",,Ground Pass,,27.498545,,,,,Virgil van Dijk,3669.0,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Center Back,6,Southampton,25,['0ca38c9e-57a5-4a9e-ab36-6d5bfa464ecf'],18,,,,,,,,,,,,,,,,,Southampton,25,00:01:18.004,Pass,
,,,,,,,,,,,,,,,0.999022,,,,,,,,,,,,e8d690e1-8e25-405a-ad48-3fafb7d16130,84,,"[62.6, 66.2]",3754200,1,,,,,-0.96972257,,Right Foot,,,,"[72.2, 52.2]",,Ground Pass,,16.975277,,,,,Sadio Mané,3629.0,,,,,,1,Regular Play,Virgil van Dijk,3669.0,Right Center Back,6,Southampton,25,['68991d55-6ee6-4b00-b842-e18d52676f73'],23,,,,,,,,,,,,,,,,,Southampton,25,00:01:23.228,Pass,
,,,,,,,,,,,,,,,1.934517,,,,,,,,,,,,b658459f-075c-49dd-a916-d3b390bcc560,91,,"[95.3, 13.8]",3754200,1,,,,,-0.40203738,,Right Foot,,,,"[108.0, 8.4]",,Ground Pass,,13.800363,,,,,Matt Targett,3651.0,,,,,,1,Regular Play,Sadio Mané,3629.0,Left Wing,6,Southampton,25,['53838bf0-3570-43a7-a126-c175954b9edb'],31,,,,,,,,,,,,,,,,,Southampton,25,00:01:31.210,Pass,
,,,,,,,,,,,,,,,5.54669,,,,,,,,,,,,b0322b60-5a3f-47d9-8400-0d5a44c654bf,93,,"[108.0, 8.4]",3754200,1,,,,,1.782918,,Left Foot,True,,,"[93.7, 74.8]",,Low Pass,,67.92238,,,,,Cédric Ricardo Alves Soares,3329.0,,True,,,,1,Regular Play,Matt Targett,3651.0,Left Wing Back,6,Southampton,25,['1884798f-bc46-41bd-9117-265a80dced05'],33,,,,,,,,,,,,,,,,,Southampton,25,00:01:33.145,Pass,
,,,,,,,,,,,,,,,2.758508,,,,,,,,,,,,a5958035-4231-4c30-8ce7-d1c59866f6d0,97,,"[83.3, 74.2]",3754200,1,,,,,-2.7992427,,Right Foot,,,,"[45.7, 60.8]",,Ground Pass,,39.916412,,,,,José Miguel da Rocha Fonte,3960.0,,,,,,1,Regular Play,Cédric Ricardo Alves Soares,3329.0,Right Wing Back,6,Southampton,25,['9b0a4fa9-8eb3-47ea-b106-5393848f82b0'],41,,,,,,,,,,,,,,,,,Southampton,25,00:01:41.075,Pass,
,,,,,,,,,,,,,,,1.429372,,,,,,,,,,,,c52e686d-a1e8-4687-b21f-6b4500e9e535,100,,"[42.3, 54.0]",3754200,1,,,,,-0.26567635,,Right Foot,,,,"[57.0, 50.0]",,Ground Pass,,15.2345,,,,,Victor Wanyama,3098.0,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Center Back,6,Southampton,25,['82215b68-dca4-4206-89e4-f8a6e443d8c3'],48,,,,,,,,,,,,,,,,,Southampton,25,00:01:48.936,Pass,
,,,,,,,,,,,,,,,1.959822,,,,,,,,,,,,2f3b63bd-0e40-4467-8f70-d4c26010ee24,102,,"[55.0, 50.2]",3754200,1,,,,,1.7774795,,Right Foot,,,,"[49.8, 75.0]",,Ground Pass,,25.339298,,,,,Virgil van Dijk,3669.0,,,,,,1,Regular Play,Victor Wanyama,3098.0,Right Defensive Midfield,6,Southampton,25,['e6411b52-0014-4eb0-a07f-b3d96bc475ca'],50,,,,,,,,,,,,,,,,,Southampton,25,00:01:50.365,Pass,
,,,,,,,,,,,,,,,3.850047,,,,,,,,,,,,dd175ffa-053a-4644-92e8-697f28db72b9,105,,"[51.8, 74.0]",3754200,1,,,,,-0.47175005,,Right Foot,,,,"[110.8, 43.9]",,High Pass,,66.234505,,,Incomplete,,Dušan Tadić,3831.0,,,,,,1,Regular Play,Virgil van Dijk,3669.0,Right Center Back,6,Southampton,25,"['5b80293c-2662-42e9-b4f7-2d0cb17fb9d7', '883fc895-0386-4612-a65c-dee545632d01']",54,,,,,,,,,,,,,,,,,Southampton,25,00:01:54.909,Pass,
,,,,,,,,,,,,,,,1.786051,,,,,,,,,,,,8d0f9334-0854-43aa-b06f-033906002860,109,,"[6.9, 43.4]",3754200,2,,,,,1.2810085,,Right Foot,,,,"[15.1, 70.9]",,Ground Pass,,28.696516,,,,,Matteo Darmian,4587.0,,,,,,1,Regular Play,David de Gea Quintana,3333.0,Goalkeeper,7,Manchester United,39,['c2ed0179-f2a5-404c-887f-fa048403c250'],5,,,,,,,,,,,,,,,,,Manchester United,39,00:02:05.652,Pass,
,,,,,,,,,,,,,,,2.129158,,,,,,,,,,,,0fe071dc-39ee-4c16-ba91-c6ff87bf91a6,112,,"[18.4, 70.5]",3754200,2,,,,,-0.10276744,,Right Foot,,,,"[72.7, 64.9]",,High Pass,,54.588,,,,,Anthony Martial,20039.0,,,,,,1,Regular Play,Matteo Darmian,4587.0,Right Center Back,7,Manchester United,39,['aebf4e0e-e838-4e2a-aaab-19d285a0e3db'],9,,,,,,,,,,,,,,,,,Manchester United,39,00:02:09.658,Pass,
,,,,,,,,,,,,,,,1.943519,,,,,,,,,,,,49a90942-67db-4778-9459-646c56198ba7,114,,"[72.7, 64.9]",3754200,2,,,,True,-0.39282802,,,,,,"[90.8, 57.4]",,High Pass,,19.592346,,,Incomplete,,Wayne Mark Rooney,3538.0,,,,,,1,Regular Play,Anthony Martial,20039.0,Right Center Forward,7,Manchester United,39,"['0b2cd676-0994-455d-9023-dde1e415c22c', '16950d7f-30d0-4b68-bf0a-2152bd6988a8', '8095817f-c186-4ed5-b685-e20c44d9049e']",11,,,,,,,,,,,,,,,,,Manchester United,39,00:02:11.867,Pass,True
,,,,,,,,,,,,,,,2.739084,,,,,,,,,,,,529d1a84-4072-4b09-ad7e-5fd05ec21b54,119,,"[21.5, 19.0]",3754200,2,,,,,2.6068122,,Left Foot,,,,"[5.8, 28.3]",,Ground Pass,,18.24774,,,,,Fraser Forster,3970.0,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Center Back,8,Southampton,25,['60e87f75-f95f-4ff4-b37a-b54e473016c1'],18,,,,,,,,,,,,,,,,,Southampton,25,00:02:18.814,Pass,
,,,,,,,,,,,,,,,2.45624,,,,,,,,,,,,15d721bf-2f88-423d-9a3c-27441e91df47,122,,"[7.0, 28.3]",3754200,2,,,,,0.32447535,,Left Foot,,,,"[51.0, 43.1]",,High Pass,,46.42241,,,,,Victor Wanyama,3098.0,,,,,,1,Regular Play,Fraser Forster,3970.0,Goalkeeper,8,Southampton,25,['90f96a09-3d31-43fd-9fca-2287ed615015'],23,,,,,,,,,,,,,,,,,Southampton,25,00:02:23.490,Pass,
,,,,,,,,,,,,,,,0.886105,,,,,,,,,,,,c4972ee0-4eda-4924-8ae0-9730c30994b5,128,,"[52.2, 39.1]",3754200,2,,True,,,-2.2572818,,Right Foot,,,,"[46.3, 31.9]",,Ground Pass,,9.3085985,,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Jordy Clasie,16181.0,Left Defensive Midfield,9,Southampton,25,['6aeb7012-070a-4a39-8eed-ffbc2a0ddebb'],38,,,,,,,,,,,,,,,,,Southampton,25,00:02:38.326,Pass,
