bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,93d3c984-c7c9-4981-b0b7-9f303d9b034f,1,,,3754315,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4808, 'name': 'Andre Wisdom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,18193743-7464-4e9d-befe-2cf4409d2e25,2,,,3754315,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 13248, 'name': ""Eunan O''Kane""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e45e9e41-025e-4107-ad3f-1bc81cc55877,3,,,3754315,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['22dcb959-9b87-41b0-b1a6-6c479fd294aa'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,22dcb959-9b87-41b0-b1a6-6c479fd294aa,4,,,3754315,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['e45e9e41-025e-4107-ad3f-1bc81cc55877'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5fa75983-1847-4c98-a91c-f9ecf69cb838,1600,,,3754315,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,AFC Bournemouth,28,['650c851b-1066-47bd-b9dd-c67b2596b9a2'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,650c851b-1066-47bd-b9dd-c67b2596b9a2,1601,,,3754315,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,AFC Bournemouth,28,['5fa75983-1847-4c98-a91c-f9ecf69cb838'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.625605,,,,,,,,,,,,,706528d0-b161-4d31-8f74-8a36ae5737a3,5,,"[61.0, 40.1]",3754315,0,,,,,1.5707964,,Left Foot,,,,"[61.0, 43.0]",,Ground Pass,,2.9,,,Matt Jarvis,22594.0,,,,,Kick Off,1,From Kick Off,Wes Hoolahan,10966.0,Center Attacking Midfield,2,Norwich City,56,['81385a2b-0840-4221-ab90-77a5471f1220'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.539,Pass,
,,,,,,,,,,,,,,,,,1.136854,,,,,,,,,,,,,d88b4f3e-91a8-4e74-a149-12982aaa973c,8,,"[60.5, 43.5]",3754315,0,,,,,-2.7485347,,Right Foot,,,,"[52.3, 40.1]",,Ground Pass,,8.876936,,,Jonathan Howson,9578.0,,,,,,1,From Kick Off,Matt Jarvis,22594.0,Left Midfield,2,Norwich City,56,['93217260-b709-4bdc-bf1b-4f3c05d98022'],1,,,,,,,,,,,,,,,,,Norwich City,56,00:00:01.245,Pass,
,,,,,,,,,,,,,,,,,4.697328,,,,,,,,,,,,,10a22cf9-e1f6-4ed7-a359-3a4c9d807b88,10,,"[51.9, 40.5]",3754315,0,,,,,-0.5931572,,Right Foot,,,,"[109.9, 1.4]",,High Pass,,69.94862,,Out,Cameron Jerome,4807.0,,,,,,1,From Kick Off,Jonathan Howson,9578.0,Right Center Midfield,2,Norwich City,56,['a38416cc-c91d-419a-9c61-68c250461aa4'],2,,,,,,,,,,,,,,,,,Norwich City,56,00:00:02.382,Pass,
,,,,,,,,,,,,,,,,,1.826519,,,,,,,,,,,,,58e3af23-f63c-4aaa-9566-4059c7aa3477,12,,"[11.2, 80.0]",3754315,0,,,,,-0.10434933,,,,,,"[40.8, 76.9]",,High Pass,,29.761889,,,Joshua King,3346.0,,,,,Throw-in,1,From Throw In,Simon Francis,3608.0,Right Back,3,AFC Bournemouth,28,['3f20c043-8a49-448e-9209-d1f99a4ca955'],14,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:14.483,Pass,
