50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,3.835325,,,,,,,,,,,,,,,f4010106-1222-4971-aa47-f7a536666207,41,,"[16.7, 57.3]",3754039,0,,,,0.17329083,,Right Foot,,,"[70.4, 66.7]",,High Pass,,54.51651,,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,,1,Regular Play,Ben Watson,3626.0,Center Defensive Midfield,4,Watford,23,"['275103e8-3db0-4369-ad6f-76b1a75712fe', 'b294d6f3-2aba-4b0c-8098-106d798ff462']",34,,,,,,,,,,,,,,,,,Watford,23,00:00:34.177,Pass,
,,,,,,,,,,,,,,,,,,3.532814,,,,,,,,,,,,,,,275103e8-3db0-4369-ad6f-76b1a75712fe,43,,"[49.7, 13.4]",3754039,0,,,,0.0,,Head,,,"[77.1, 13.4]",,High Pass,,27.4,,,,,Emmanuel Adebayor,26699.0,,,,,,Recovery,1,Regular Play,Damien Delaney,3693.0,Left Center Back,5,Crystal Palace,31,"['9047f16b-670e-4769-a059-555900d5dc17', 'f4010106-1222-4971-aa47-f7a536666207']",38,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:38.013,Pass,
,,,,,,,,,,,,,,,,,,1.615173,,,,,,,,,,,,,,,8e414f04-7b84-46f6-93e2-163fcddec89b,47,,"[79.0, 13.2]",3754039,0,,,,-2.3467607,,Left Foot,,,"[68.5, 2.5]",,Low Pass,,14.991331,,,,,Pape N''Diaye Souaré,4884.0,,,,,,,1,Regular Play,Emmanuel Adebayor,26699.0,Center Forward,5,Crystal Palace,31,['dfe26123-e263-4cf7-985d-326e7a05743e'],42,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:42.258,Pass,
,,,,,,,,,,,,,,,,,,0.829028,,,,,,,,,,,,,,,9b9e7d97-fd96-4789-a899-70ff884c2e65,50,,"[65.3, 5.3]",3754039,0,,,,1.9337221,,Left Foot,,,"[62.3, 13.2]",,Ground Pass,,8.450444,,,,,Mile Jedinak,5489.0,,,,,,,1,Regular Play,Pape N''Diaye Souaré,4884.0,Left Back,5,Crystal Palace,31,['87cc2bbc-5216-4cef-bbe4-f84c7443aa4b'],46,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:46.434,Pass,
,,,,,,,,,,,,,,,,,,2.541474,,,,,,,,,,,,,,,90438bab-2d26-4b9a-a8df-3242674a77c1,53,,"[62.3, 13.2]",3754039,0,,,,3.0186634,,Right Foot,,,"[36.4, 16.4]",,Ground Pass,,26.096935,,,,,Damien Delaney,3693.0,,,,,,,1,Regular Play,Mile Jedinak,5489.0,Center Defensive Midfield,5,Crystal Palace,31,['2f4da6ac-60c0-4114-b460-e994fdd5c4ae'],47,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:47.383,Pass,
,,,,,,,,,,,,,,,,,,2.286295,,,,,,,,,,,,,,,bf60637e-8dc8-4a52-87bf-2b517a7f2a36,56,,"[36.0, 16.6]",3754039,0,,,,1.5162287,,Left Foot,,,"[37.3, 40.4]",,Ground Pass,,23.835478,,,,,Scott Dann,3407.0,,,,,,,1,Regular Play,Damien Delaney,3693.0,Left Center Back,5,Crystal Palace,31,['a065424d-64ae-4158-8963-bacd10a6034d'],49,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:49.964,Pass,
,,,,,,,,,,,,,,,,,,2.583661,,,,,,,,,,,,,,,61faf325-2aed-43ab-b6f6-35d44f70608b,59,,"[42.0, 41.2]",3754039,0,,,,-0.8347408,,Right Foot,,,"[72.8, 7.2]",,High Pass,,45.876354,,,,,Connor Wickham,20641.0,,,,,,,1,Regular Play,Scott Dann,3407.0,Right Center Back,5,Crystal Palace,31,['3c9c8fbc-345b-461e-a7fe-3eef31082ea9'],54,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:54.066,Pass,
,,,,,,,,,,,,,,,,,,4.473142,,,,,,,,,,,,,,,194df20d-a609-437d-a084-b17f14ba834c,62,,"[98.8, 7.3]",3754039,1,,,,1.1932101,,Left Foot,True,,"[119.9, 60.5]",,High Pass,,57.23155,,,Out,,Emmanuel Adebayor,26699.0,,,True,,,,1,Regular Play,Connor Wickham,20641.0,Left Midfield,5,Crystal Palace,31,['7e0f8315-6f7c-4abc-b44b-91c098d23927'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:00.395,Pass,
,,,,,,,,,,,,,,,,,,3.736265,,,,,,,,,,,,,,,b4f01311-3225-41f4-a916-f20ce1579022,64,,"[7.0, 36.1]",3754039,1,True,,,0.4986886,,Right Foot,,,"[70.9, 70.9]",,High Pass,,72.7616,,,,,Troy Deeney,3454.0,,,,,,Goal Kick,1,From Goal Kick,Heurelho da Silva Gomes,3522.0,Goalkeeper,6,Watford,23,['0c1a2ba7-510f-40cc-af78-9ad5789c089c'],31,,,,,,,,,,,,,,,,,Watford,23,00:01:31.472,Pass,
,,,,,,,,,,,,,,,,,,1.68864,,,,,,,,,,,,,,,1b0b6b8e-d88c-4732-bd7c-0e4c2307cb64,67,,"[71.7, 70.3]",3754039,1,,,True,-1.8522756,,,,,"[69.3, 62.0]",,High Pass,,8.640023,,,Incomplete,,Nordin Amrabat,3302.0,,,,,,,1,From Goal Kick,Troy Deeney,3454.0,Right Wing,6,Watford,23,"['0c814c86-3ce3-4990-87c4-0664ef5b41a9', '8111a11e-b8c1-4750-8197-c2cbae6fdaba', 'f3a6778e-afd3-4c9d-8f2b-b6791cb459f3']",35,,,,,,,,,,,,,,,,,Watford,23,00:01:35.217,Pass,True
,,,,,,,,,,,,,,,,,,2.329026,,,,,,,,,,,,,,,8111a11e-b8c1-4750-8197-c2cbae6fdaba,70,,"[50.8, 18.1]",3754039,1,,,True,-0.14581093,,,,,"[65.1, 16.0]",,High Pass,,14.453373,,,,,Connor Wickham,20641.0,,,,,,Recovery,1,Regular Play,Yohan Cabaye,3277.0,Right Center Midfield,7,Crystal Palace,31,"['1b0b6b8e-d88c-4732-bd7c-0e4c2307cb64', '743bdbfd-3fef-4663-a27a-f5e0ae33b5d9', 'a0358430-c3dc-4734-b74c-131794581619']",36,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:36.905,Pass,True
,,,,,,,,,,,,,,,,,,1.776732,,,,,,,,,,,,,,,123503f5-32ab-469e-b7e4-3a1d390c289f,74,,"[74.9, 13.8]",3754039,1,,,,-0.35877067,,Left Foot,,,"[92.5, 7.2]",,High Pass,,18.796808,,,,,Jordon Mutch,15892.0,,,,,,,1,Regular Play,Connor Wickham,20641.0,Left Midfield,7,Crystal Palace,31,"['8a334ef6-d605-4f55-97d1-51507022cb9f', '935b99d5-b116-40e4-a8ed-ba4b19a1eaef']",41,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:41.202,Pass,True
,,,,,,,,,,,,,,,,,,0.02106,,,,,,,,,,,,,,,94170e53-40fc-4427-ae1f-2cfabe42f8b7,78,,"[110.6, 9.6]",3754039,1,,,,1.3171222,,Left Foot,,,"[111.3, 12.3]",,Low Pass,,2.7892652,,,Incomplete,,,,,,,,,,1,Regular Play,Jordon Mutch,15892.0,Left Center Midfield,7,Crystal Palace,31,['b7321984-1cac-439f-8880-21938b8a7bb8'],44,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:44.959,Pass,
,,,,,,,,,,,,,,,,,,2.333322,,,,,,,,,,,,,,,af2c33a7-16e1-4453-be45-8a8c3cd1ebaa,80,,"[114.9, 0.1]",3754039,2,,,,1.7198426,,,True,,"[110.2, 31.4]",,High Pass,,31.650908,,,Incomplete,,Mile Jedinak,5489.0,,,,,,Throw-in,1,From Throw In,Connor Wickham,20641.0,Left Midfield,8,Crystal Palace,31,"['f291bbca-4b3c-4129-95f9-db7de15cc370', 'f6ab131b-a90a-4ae8-9ac6-f7d011c28dcc']",6,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:06.621,Pass,
,,,,,,,,,,,,,,,,,,1.177464,,,,,,,,,,,,,,,6353406d-780f-4cde-b31e-40d36b6e7718,84,,"[120.0, 0.1]",3754039,2,,,,1.6646754,,Right Foot,,,"[117.1, 30.9]",,High Pass,True,30.936224,,,Incomplete,,,,,,,Inswinging,,Corner,1,From Corner,Yohan Cabaye,3277.0,Right Center Midfield,9,Crystal Palace,31,['3b780a17-8f6a-4345-8f33-0d2c680113f1'],32,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:32.934,Pass,
,,,,,,,,,,,,,,,,,,2.072256,,,,,,,,,,,,,,,a0e450b4-84a0-4bf1-879a-cc7d55aa27e4,89,,"[40.0, 62.2]",3754039,2,,,,0.9124632,,Left Foot,,,"[49.9, 75.0]",,Ground Pass,,16.18178,,,,,Valon Behrami,5540.0,,,,,,,1,Regular Play,Nordin Amrabat,3302.0,Left Wing,10,Watford,23,"['04b431bd-afc0-451f-86b5-a394d52c8464', 'd11bad8b-5ea3-4177-9a87-82281d9fbb60']",39,,,,,,,,,,,,,,,,,Watford,23,00:02:39.140,Pass,True
,,,,,,,,,,,,,,,,,,2.902131,,,,,,,,,,,,,,,51f75588-2e59-43b4-a156-b86eb59dfcd4,93,,"[55.2, 77.2]",3754039,2,,,,0.016391974,,Right Foot,,,"[79.6, 77.6]",,Ground Pass,,24.403278,,,Incomplete,,Nordin Amrabat,3302.0,,,,,,,1,Regular Play,Valon Behrami,5540.0,Left Center Midfield,10,Watford,23,"['25b96442-feae-47b8-8ac9-2bc264601b03', '36694d84-da5f-4d89-b7fc-200c7fba2d54']",42,,,,,,,,,,,,,,,,,Watford,23,00:02:42.488,Pass,
,,,,,,,,,,,,,,,,,,2.424833,,,,,,,,,,,,,,,25b96442-feae-47b8-8ac9-2bc264601b03,96,,"[40.5, 2.5]",3754039,2,,,,-0.06548002,,Left Foot,,,"[77.1, 0.1]",,High Pass,,36.678604,,,Out,,Wilfried Zaha,3507.0,,,,,,Recovery,1,Regular Play,Joel Ward,3443.0,Right Back,10,Watford,23,"['4f3b9f61-c887-489d-8920-fd3c2a558037', '51f75588-2e59-43b4-a156-b86eb59dfcd4', 'c2b9431b-b7e0-463f-ba0f-7942092c51ea']",45,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:45.390,Pass,True
,,,,,,,,,,,,,,,,,,0.973463,,,,,,,,,,,,,,,3ff364dc-9091-4d2f-a500-f55132864cbc,98,,"[63.8, 80.0]",3754039,3,,,,-1.4814824,,,,,"[64.4, 73.3]",,Low Pass,,6.726812,,,,,Etienne Capoue,3721.0,,,,,,Throw-in,1,From Throw In,Allan Romeo Nyom,3991.0,Right Back,11,Watford,23,['59af7d34-e1b6-4738-acbb-5a538f5f7177'],13,,,,,,,,,,,,,,,,,Watford,23,00:03:13.054,Pass,
,,,,,,,,,,,,,,,,,,1.012426,,,,,,,,,,,,,,,1a2b427b-ddd9-44f5-8347-7707b3f2e57d,102,,"[64.6, 71.8]",3754039,3,,,,1.5707964,,Right Foot,,,"[64.6, 78.7]",,Low Pass,,6.9,,,,,Allan Romeo Nyom,3991.0,,,,,,,1,From Throw In,Etienne Capoue,3721.0,Right Center Midfield,11,Watford,23,"['a4957845-bb4d-4df9-8beb-510bbbd3ef3f', 'd98bb977-8400-453e-9f13-f4dbda6842bb']",14,,,,,,,,,,,,,,,,,Watford,23,00:03:14.067,Pass,True
,,,,,,,,,,,,,,,,,,1.418913,,,,,,,,,,,,,,,f14047c7-f9b5-449e-be8a-9d82a9c6321b,105,,"[64.6, 78.7]",3754039,3,,,,-1.1870815,,Right Foot,,,"[71.1, 62.6]",,High Pass,,17.362604,,,Incomplete,,Troy Deeney,3454.0,,,,,,,1,From Throw In,Allan Romeo Nyom,3991.0,Right Back,11,Watford,23,"['100c1a2f-71ab-44e2-b4eb-f2c8a5c09b9a', '9d001025-163b-41c7-baea-7346cafaa9fc']",15,,,,,,,,,,,,,,,,,Watford,23,00:03:15.160,Pass,
,,,,,,,,,,,,,,,,,,1.58181,,,,,,,,,,,,,,,84e22f82-cdf9-4849-aa48-f76db9200bea,110,,"[51.4, 15.5]",3754039,3,,,,-0.35399744,,Right Foot,,,"[69.8, 8.7]",,Ground Pass,,19.61632,,,Incomplete,,Emmanuel Adebayor,26699.0,,,,,,,1,From Throw In,Yohan Cabaye,3277.0,Right Center Midfield,11,Watford,23,"['90db3bbd-fcbb-4125-8720-bf8ff302431e', 'beb3a5bd-26fe-43de-b7d0-25975db0671d', 'e6e13ba0-a9d8-4d0f-9b6d-57cc51311544']",17,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:17.552,Pass,True
,,,,,,,,,,,,,,,,,,2.857667,,,,,,,,,,,,,,,e6e13ba0-a9d8-4d0f-9b6d-57cc51311544,112,,"[50.3, 71.4]",3754039,3,,,,-0.3770632,,Right Foot,,,"[85.4, 57.5]",,High Pass,,37.752087,,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Sebastian Prödl,3309.0,Right Center Back,11,Watford,23,"['6d7b08fc-5cc3-4dee-b719-e550c2c3912b', '84e22f82-cdf9-4849-aa48-f76db9200bea']",19,,,,,,,,,,,,,,,,,Watford,23,00:03:19.134,Pass,
,,,,,,,,,,,,,,,,,,2.020235,,,,,,,,,,,,,,,3e5e8272-2348-4e50-bebe-e2f6a913ae84,122,,"[89.2, 36.3]",3754039,3,,,,-1.3835871,,Right Foot,,,"[93.5, 13.6]",,Ground Pass,,23.10368,,,,,Nathan Aké,3306.0,,,,,,,1,From Throw In,Nordin Amrabat,3302.0,Left Wing,11,Watford,23,['545d1f37-2efd-4a59-b696-02b1a3d9ba5d'],27,,,,,,,,,,,,,,,,,Watford,23,00:03:27.817,Pass,
,,,,,,,,,,,,,,,,,,1.237698,,,,,,,,,,,,,,,6d7e4bd6-ebda-4775-99b9-99dbca6db410,125,,"[92.4, 12.1]",3754039,3,,,,2.7976236,,Left Foot,,,"[79.0, 16.9]",,Ground Pass,,14.233763,,,,,Valon Behrami,5540.0,,,,,,,1,From Throw In,Nathan Aké,3306.0,Left Back,11,Watford,23,['0c46afd1-9516-4162-9f5c-98214f8d059d'],30,,,,,,,,,,,,,,,,,Watford,23,00:03:30.438,Pass,
,,,,,,,,,,,,,,,,,,1.651161,,,,,,,,,,,,,,,4ac40d96-0f3b-4074-a426-9eda718afbb7,128,,"[79.0, 16.9]",3754039,3,,,,1.9649589,,Right Foot,,,"[74.3, 28.2]",,Ground Pass,,12.238464,,,,,Ben Watson,3626.0,,,,,,,1,From Throw In,Valon Behrami,5540.0,Left Center Midfield,11,Watford,23,['2c8bdc05-9b9a-4fff-8383-8759ee1994b8'],31,,,,,,,,,,,,,,,,,Watford,23,00:03:31.715,Pass,
