50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.448513,,,,,,,,,,,,,,8e31f7a0-a705-487b-a33c-f9ffce8b6d9c,1294,,"[26.0, 10.7]",3754304,33,,,,,2.2424026,,Right Foot,,,,"[4.3, 38.0]",,Ground Pass,,34.87377,,,,Wayne Hennessey,3488.0,,,,,,1,Regular Play,Damien Delaney,3693.0,Left Center Back,75,Crystal Palace,31,"['3f6c694e-78c2-4be9-8592-7286ae79210e', '886e2384-64e2-47be-8c45-77f7a2ac4c38']",12,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:33:12.371,Pass,True
,,,,,,,,,,,,,,,,4.157024,,,,,,,,,,,,,,9657d4e2-a16e-4f77-aa43-77cc6974438d,1297,,"[9.4, 41.9]",3754304,33,,,,,0.28095686,,Right Foot,,,,"[83.9, 63.4]",,High Pass,,77.54031,,,,Yannick Bolasie Yala,3589.0,,,,,,1,Regular Play,Wayne Hennessey,3488.0,Goalkeeper,75,Crystal Palace,31,['f98a4ee0-8cbc-4553-9b79-74abadfe9901'],16,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:33:16.775,Pass,
,,,,,,,,,,,,,,,,1.301391,,,,,,,,,,,,,,d5ee9e0f-62c2-4682-bc3b-c403776bbf59,1299,,"[83.9, 63.4]",3754304,33,,,,,2.3740497,,Other,,,,"[78.2, 68.9]",,Low Pass,,7.9208584,,,,Wilfried Zaha,3507.0,,,,,,1,Regular Play,Yannick Bolasie Yala,3589.0,Right Wing,75,Crystal Palace,31,['3364c95d-b1bb-40b4-b20e-949fa41bcd8a'],20,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:33:20.932,Pass,
,,,,,,,,,,,,,,,,2.009991,,,,,,,,,,,,,,d67e1a32-f12a-4ffa-8772-a5a2155daab5,1303,,"[92.2, 61.9]",3754304,33,,,,,0.82981336,,Right Foot,,,,"[100.8, 71.3]",,Ground Pass,,12.740487,,,,Yannick Bolasie Yala,3589.0,,,,,,1,Regular Play,Wilfried Zaha,3507.0,Left Wing,75,Crystal Palace,31,['288f93ca-87e8-43a1-8426-f94b1507f981'],25,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:33:25.733,Pass,
,,,,,,,,,,,,,,,,1.723028,,,,,,,,,,,,,,213aea9b-a09b-4676-80b2-ece249015b61,1306,,"[111.2, 70.8]",3754304,33,,,,,-1.5232133,,Right Foot,True,,,"[112.9, 35.1]",,High Pass,,35.74045,,Incomplete,,James McArthur,3464.0,,,,,,1,Regular Play,Yannick Bolasie Yala,3589.0,Right Wing,75,Crystal Palace,31,"['24a9f9b8-78ba-47f2-8b7d-2aa76a452cde', '92437839-9d9e-47e7-b486-b9ef13555e5a']",29,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:33:29.074,Pass,
,,,,,,,,,,,,,,,,1.383289,,,,,,,,,,,,,,d8fbd690-9ea8-4384-bef0-97e8719dc448,1309,,"[120.0, 0.1]",3754304,34,,,,,1.815775,,Right Foot,,,,"[114.2, 23.3]",,Ground Pass,,23.914013,,,,Yannick Bolasie Yala,3589.0,,,,,Corner,1,From Corner,Yohan Cabaye,3277.0,Right Defensive Midfield,76,Crystal Palace,31,['e3e1be2e-d116-4d27-a2da-edf96c296fcf'],1,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:34:01.758,Pass,
,,,,,,,,,,,,,,,,1.22502,,,,,,,,,,,,,,be58c15d-a5f3-4391-8e40-4076231a0d10,1312,,"[116.0, 23.3]",3754304,34,,,,,-2.1739264,,Right Foot,,,,"[105.6, 8.2]",,Ground Pass,,18.33494,,,,Yohan Cabaye,3277.0,,,,,,1,From Corner,Yannick Bolasie Yala,3589.0,Right Wing,76,Crystal Palace,31,['a3f77ef7-0d6a-4940-9c9a-aa492a7ac649'],3,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:34:03.240,Pass,
,,,,,,,,,,,,,,,,2.082868,,,,,,,,,,,,,,b0ae86c5-4e6b-44db-a81e-c97e4778c3ff,1314,,"[105.6, 8.2]",3754304,34,,,,,1.265546,,Right Foot,True,,,"[120.0, 53.9]",,High Pass,,47.915028,,Out,,,,,,True,,,1,From Corner,Yohan Cabaye,3277.0,Right Defensive Midfield,76,Crystal Palace,31,,4,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:34:04.465,Pass,
,,,,,,,,,,,,,,,,2.46442,,,,,,,,,,,,,,e88eb016-acb7-4ffa-a372-b79829e96041,1315,,"[7.0, 36.1]",3754304,34,,,,,0.35470566,,Left Foot,,,,"[71.8, 60.1]",,High Pass,,69.10166,,Incomplete,,Papiss Demba Cissé,30289.0,,,,,Goal Kick,1,From Goal Kick,Rob Elliot,3096.0,Goalkeeper,77,Newcastle United,37,"['0550ce7a-3997-4ba6-b2d9-732687255887', 'e42c17e5-05e3-4b58-a9e5-06d06eedee1a']",34,,,,,,,,,,,,,,,,,,Newcastle United,37,00:34:34.922,Pass,
,,,,,,,,,,,,,,,,0.756574,,,,,,,,,,,,,,e42c17e5-05e3-4b58-a9e5-06d06eedee1a,1318,,"[48.3, 20.0]",3754304,34,,,,True,0.39169994,,,,,,"[57.5, 23.8]",,Low Pass,,9.953894,,Incomplete,,Yannick Bolasie Yala,3589.0,,,,,Recovery,1,From Goal Kick,Damien Delaney,3693.0,Left Center Back,77,Newcastle United,37,"['cf15c4ac-3b62-403a-8b32-b32e6c137d27', 'dcf71c0c-5b89-447c-9ec1-6c32c24a8da5', 'e88eb016-acb7-4ffa-a372-b79829e96041', 'e9af9398-2816-4efe-a53e-30b3323be1de']",37,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:34:37.386,Pass,True
,,,,,,,,,,,,,,,,1.7268,,,,,,,,,,,,,,dcf71c0c-5b89-447c-9ec1-6c32c24a8da5,1320,,"[62.6, 56.3]",3754304,34,,,,,-1.918037,,Right Foot,,,,"[58.8, 45.8]",,High Pass,,11.166468,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Jack Colback,9649.0,Right Center Midfield,77,Newcastle United,37,"['c287a3cc-1d0c-4854-96e8-279e96d2df79', 'e42c17e5-05e3-4b58-a9e5-06d06eedee1a']",38,,,,,,,,,,,,,,,,,,Newcastle United,37,00:34:38.143,Pass,
,,,,,,,,,,,,,,,,2.103237,,,,,,,,,,,,,,594396c4-3958-4008-8631-8a31c6e15b71,1323,,"[67.8, 37.3]",3754304,34,,,,,0.55829245,,Right Foot,,,,"[97.1, 55.6]",,Ground Pass,,34.545334,,,,Wilfried Zaha,3507.0,,,,,,1,Regular Play,James McArthur,3464.0,Left Defensive Midfield,78,Crystal Palace,31,['330cde9b-d100-4626-a4c4-d7a2071bb035'],41,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:34:41.319,Pass,
,,,,,,,,,,,,,,,,0.052156,,,,,,,,,,,,,,475ea8f8-ce78-455e-9541-db6154dc28ad,1327,,"[117.0, 56.2]",3754304,34,,,,,-1.69142,,Right Foot,,,,"[116.6, 52.9]",,Ground Pass,,3.3241541,,Incomplete,,Jason Puncheon,19688.0,,,,,,1,Regular Play,Wilfried Zaha,3507.0,Left Wing,78,Crystal Palace,31,"['0d4dc393-1c6c-4b24-a07b-2b1c010291a1', 'bf83dbb1-2351-4c79-b593-25c367360132', 'd0aef98c-7ff7-4363-a92d-aded49ecd730']",47,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:34:47.721,Pass,True
,,,,,,,,,,,,,,,,2.710481,,,,,,,,,,,,,,6c65b2ed-ca0c-4551-84f4-4f448acb291f,1330,,"[120.0, 80.0]",3754304,35,,,,,-1.7888196,,Right Foot,,,,"[109.1, 30.8]",,High Pass,,50.392956,,,True,Damien Delaney,3693.0,,,True,Outswinging,Corner,1,From Corner,Yohan Cabaye,3277.0,Right Defensive Midfield,79,Crystal Palace,31,['050b4f76-ff81-4b79-90ba-b1c7e021a6c6'],19,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:35:19.180,Pass,
,,,,,,,,,,,,,,,,1.136874,,,,,,,,,,,,,,139d6313-79d7-4b4b-9d42-62ec07ac66b2,1332,,"[109.1, 30.8]",3754304,35,,,,,0.65499485,,Head,,,,"[116.0, 36.1]",,High Pass,,8.700575,,Incomplete,,,,,,,,,1,From Corner,Damien Delaney,3693.0,Left Center Back,79,Crystal Palace,31,['84c179e1-faf8-4789-bf80-0b0464cb6f17'],21,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:35:21.890,Pass,
,,,,,,,,,,,,,,,,2.398771,,,,,,,,,,,,,,efcde42c-58d1-48c3-bb30-70a160052843,1334,,"[7.6, 44.4]",3754304,35,,True,,,0.9749758,,Keeper Arm,,,,"[29.5, 76.7]",,Ground Pass,,39.024353,,,,Daryl Janmaat,3650.0,,,,,,1,From Keeper,Rob Elliot,3096.0,Goalkeeper,80,Newcastle United,37,['a3eba645-711c-4011-9f65-d29e689520c7'],31,,,,,,,,,,,,,,,,,,Newcastle United,37,00:35:31.655,Pass,
,,,,,,,,,,,,,,,,1.20746,,,,,,,,,,,,,,5ef674bb-c3bd-42de-809c-4f75cd368a04,1336,,"[51.5, 78.5]",3754304,35,,,,,-0.89213383,,Right Foot,,,,"[59.0, 69.2]",,Ground Pass,,11.947385,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,1,From Keeper,Daryl Janmaat,3650.0,Right Back,80,Newcastle United,37,['b5eaefad-6d27-4439-896d-01b8b0734b0b'],36,,,,,,,,,,,,,,,,,,Newcastle United,37,00:35:36.817,Pass,
,,,,,,,,,,,,,,,,0.645032,,,,,,,,,,,,,,b848562b-b382-497b-906a-e5ef9c68d8ae,1339,,"[54.7, 62.0]",3754304,35,,,,,-2.278338,,Right Foot,,,,"[48.2, 54.4]",,Ground Pass,,10.0005,,,,Jack Colback,9649.0,,,,,,1,From Keeper,Ayoze Pérez Gutiérrez,3076.0,Center Attacking Midfield,80,Newcastle United,37,['344249fd-d714-4934-9172-93d92ee4d7a5'],40,,,,,,,,,,,,,,,,,,Newcastle United,37,00:35:40.030,Pass,
,,,,,,,,,,,,,,,,1.53933,,,,,,,,,,,,,,f7ba30b3-833e-4ee1-93f3-c2c30912d3ad,1342,,"[50.1, 48.5]",3754304,35,,,,,0.61253756,,Left Foot,,,,"[68.6, 61.5]",,Ground Pass,,22.610838,,,,Georginio Wijnaldum,3567.0,,,,,,1,From Keeper,Jack Colback,9649.0,Right Center Midfield,80,Newcastle United,37,['92f119cb-2410-4b6a-ac4d-494c28ad05e1'],43,,,,,,,,,,,,,,,,,,Newcastle United,37,00:35:43.714,Pass,
,,,,,,,,,,,,,,,,0.992618,,,,,,,,,,,,,,7e0fce8a-2c87-447a-bc46-f1a803d1096b,1345,,"[72.2, 71.6]",3754304,35,,,,,0.90709597,,Right Foot,,,,"[78.3, 79.4]",,Ground Pass,,9.90202,,,,Daryl Janmaat,3650.0,,,,,,1,From Keeper,Georginio Wijnaldum,3567.0,Left Wing,80,Newcastle United,37,['34aa090c-eb42-4ab7-9168-70d5daed76b7'],47,,,,,,,,,,,,,,,,,,Newcastle United,37,00:35:47.138,Pass,
,,,,,,,,,,,,,,,,1.563218,,,,,,,,,,,,,,65493c65-2a4b-4772-8a47-4db4e1a2f2a7,1349,,"[77.0, 80.0]",3754304,35,,,,,-2.9512181,,Left Foot,,,,"[57.8, 76.3]",,Ground Pass,,19.55326,,,,Vurnon Anita,16072.0,,,,,,1,From Keeper,Daryl Janmaat,3650.0,Right Back,80,Newcastle United,37,"['18fdbdc4-0929-446b-8ee4-b2180054b1af', '73e497ad-b4e7-4ef9-a8c8-aa5221088cbb']",48,,,,,,,,,,,,,,,,,,Newcastle United,37,00:35:48.942,Pass,True
,,,,,,,,,,,,,,,,0.759832,,,,,,,,,,,,,,735993e6-d860-4885-8667-09a6b669729c,1352,,"[57.8, 75.2]",3754304,35,,,,,-1.1871305,,Right Foot,,,,"[62.2, 64.3]",,Ground Pass,,11.754574,,,,Jack Colback,9649.0,,,,,,1,From Keeper,Vurnon Anita,16072.0,Left Center Midfield,80,Newcastle United,37,['32675a5b-3943-43b5-a36b-144a38120725'],51,,,,,,,,,,,,,,,,,,Newcastle United,37,00:35:51.094,Pass,
,,,,,,,,,,,,,,,,0.615136,,,,,,,,,,,,,,a99e4d78-684a-4b16-a77c-5078996c5629,1355,,"[71.2, 70.6]",3754304,35,,,,,-0.5328439,,Right Foot,,,,"[82.9, 63.7]",,Ground Pass,,13.583077,,,,Georginio Wijnaldum,3567.0,,,,,,1,From Keeper,Jack Colback,9649.0,Right Center Midfield,80,Newcastle United,37,['abc9809d-9732-494b-9148-6fdda19fb558'],55,,,,,,,,,,,,,,,,,,Newcastle United,37,00:35:55.628,Pass,
,,,,,,,,,,,,,,,,1.045412,,,,,,,,,,,,,,39a564b3-dd21-4671-9302-0d818712c745,1359,,"[68.6, 66.1]",3754304,36,,,,,0.40742984,,Right Foot,,,,"[78.1, 70.2]",,Ground Pass,,10.34698,,,,Jack Colback,9649.0,,,,,,1,From Keeper,Georginio Wijnaldum,3567.0,Left Wing,80,Newcastle United,37,['0238a575-087f-4255-b639-b0f82aeec54f'],0,,,,,,,,,,,,,,,,,,Newcastle United,37,00:36:00.106,Pass,
,,,,,,,,,,,,,,,,0.897988,,,,,,,,,,,,,,fa8f91d8-f918-4631-8697-17e190a020a7,1362,,"[77.4, 71.9]",3754304,36,,,,,2.3474991,,Left Foot,,,,"[71.7, 77.7]",,Ground Pass,,8.132035,,,,Georginio Wijnaldum,3567.0,,,,,,1,From Keeper,Jack Colback,9649.0,Right Center Midfield,80,Newcastle United,37,['609b64d1-4e29-417e-a0ba-a72230bf56ed'],1,,,,,,,,,,,,,,,,,,Newcastle United,37,00:36:01.360,Pass,
,,,,,,,,,,,,,,,,1.684002,,,,,,,,,,,,,,2df3b9f5-5ec7-4ae2-a097-b82904ede7f9,1365,,"[73.1, 76.3]",3754304,36,,,,,-1.7346679,,Right Foot,,,,"[71.0, 63.6]",,Ground Pass,,12.872451,,,,Jack Colback,9649.0,,,,,,1,From Keeper,Georginio Wijnaldum,3567.0,Left Wing,80,Newcastle United,37,['56e36695-74c5-4d80-8b2f-8f6216924796'],4,,,,,,,,,,,,,,,,,,Newcastle United,37,00:36:04.083,Pass,
,,,,,,,,,,,,,,,,1.055087,,,,,,,,,,,,,,02b1b126-1516-4651-9960-5fa9e1c21825,1368,,"[69.4, 62.5]",3754304,36,,,,,-0.47951928,,Left Foot,,,,"[86.9, 53.4]",,Ground Pass,,19.724604,,,,Papiss Demba Cissé,30289.0,,,,,,1,From Keeper,Jack Colback,9649.0,Right Center Midfield,80,Newcastle United,37,['c9989b13-b18e-4c95-a73e-addc5f411b35'],6,,,,,,,,,,,,,,,,,,Newcastle United,37,00:36:06.370,Pass,
,,,,,,,,,,,,,,,,3.338068,,,,,,,,,,,,,,aced8491-c024-4534-b6f3-472ea71737e5,1372,,"[80.0, 54.8]",3754304,36,,,,,0.61043787,,Right Foot,,,,"[103.3, 71.1]",,Ground Pass,,28.435541,,Incomplete,,Georginio Wijnaldum,3567.0,,,,,,1,From Keeper,Papiss Demba Cissé,30289.0,Center Forward,80,Newcastle United,37,"['22a800e3-05aa-4923-ad6d-a9907d7f0518', '3093a279-9b16-434f-81f7-58a52e5e3c2c']",9,,,,,,,,,,,,,,,,,,Newcastle United,37,00:36:09.199,Pass,
,,,,,,,,,,,,,,,,1.170959,,,,,,,,,,,,,,8ee2cb39-39ab-4d58-b70f-928118f039c1,1376,,"[58.0, 23.4]",3754304,36,,,,,-2.7329743,,Right Foot,,,,"[48.3, 19.2]",,Low Pass,,10.570241,,,,Jason Puncheon,19688.0,,,,,Recovery,1,Regular Play,Yannick Bolasie Yala,3589.0,Right Wing,81,Crystal Palace,31,['871a7d73-4646-4272-801c-432442c622f5'],14,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:36:14.691,Pass,
,,,,,,,,,,,,,,,,1.420247,,,,,,,,,,,,,,86225df0-ebbb-4b08-85eb-d966e368aefe,1380,,"[52.8, 19.9]",3754304,36,,,,,0.9757267,,Left Foot,,,,"[61.6, 32.9]",,Ground Pass,,15.698407,,,,James McArthur,3464.0,,,,,,1,Regular Play,Jason Puncheon,19688.0,Center Attacking Midfield,81,Crystal Palace,31,"['41980bb1-e9cd-4c37-b4cd-00e287fc4fbe', 'fa0b39b8-f891-4efa-85a9-c66973a1d919']",16,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:36:16.729,Pass,True
,,,,,,,,,,,,,,,,1.224465,,,,,,,,,,,,,,a344a17e-cfa7-4d37-a9fa-2f4e202b1727,1382,,"[61.6, 32.9]",3754304,36,,,,,2.5948038,,Left Foot,,,,"[57.0, 35.7]",,Ground Pass,,5.3851647,,,,Jason Puncheon,19688.0,,,,,,1,Regular Play,James McArthur,3464.0,Left Defensive Midfield,81,Crystal Palace,31,['0cd5dbd6-e352-4005-bade-3bf49148663c'],18,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:36:18.150,Pass,
,,,,,,,,,,,,,,,,1.792247,,,,,,,,,,,,,,92764146-c5de-4eb6-9215-b2b9892f4054,1385,,"[75.1, 49.5]",3754304,36,,,,,0.54094833,,Left Foot,,,,"[102.9, 66.2]",,Ground Pass,,32.430386,,,,Wilfried Zaha,3507.0,,,,,,1,Regular Play,Jason Puncheon,19688.0,Center Attacking Midfield,81,Crystal Palace,31,['56535511-c81a-40bb-878d-9df358d3555f'],22,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:36:22.025,Pass,
,,,,,,,,,,,,,,,,0.650998,,,,,,,,,,,,,,c56ff64c-b701-4993-8435-c465a76f36ac,1391,,"[113.9, 80.0]",3754304,36,,,,,-2.6462815,,,,,,"[105.2, 75.3]",,Low Pass,,9.888377,,,,Yannick Bolasie Yala,3589.0,,,,,Throw-in,1,From Throw In,Joel Ward,3443.0,Right Back,82,Crystal Palace,31,['9651cdd1-2cbe-4772-a2d9-21540218cf2e'],46,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:36:46.624,Pass,
,,,,,,,,,,,,,,,,0.651003,,,,,,,,,,,,,,0f17f4cb-7a16-4b1d-bffd-e18a7e34c2cc,1393,,"[105.2, 76.1]",3754304,36,,,,,-0.054491457,,Head,,,,"[110.7, 75.8]",,Low Pass,,5.508176,,,,Joel Ward,3443.0,,,,,,1,From Throw In,Yannick Bolasie Yala,3589.0,Right Wing,82,Crystal Palace,31,['b05942d4-af59-474a-a9aa-8bcdc6450fdc'],47,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:36:47.275,Pass,
,,,,,,,,,,,,,,,,1.224523,,,,,,,,,,,,,,2384dd25-010f-4168-a951-8fd8188ebf5d,1400,,"[109.7, 68.6]",3754304,36,,,,,2.2782278,,Right Foot,,,,"[103.8, 75.5]",,Ground Pass,,9.078547,,,,Yannick Bolasie Yala,3589.0,,,,,,1,From Throw In,Joel Ward,3443.0,Right Back,82,Crystal Palace,31,['df064f9d-d4b3-41de-a1b6-0d989b008d0f'],50,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:36:50.733,Pass,
,,,,,,,,,,,,,,,,0.92035,,,,,,,,,,,,,,2d65c92a-b1f1-420f-b7e8-728025e2e6f7,1403,,"[103.3, 75.1]",3754304,36,,,,,-1.3347727,,Right Foot,,,,"[105.2, 67.2]",,Ground Pass,,8.125269,,Incomplete,,Joel Ward,3443.0,,,,,,1,From Throw In,Yannick Bolasie Yala,3589.0,Right Wing,82,Crystal Palace,31,"['794d2abe-8f47-43a0-bf4d-1361281a3019', 'b4c32924-3930-46f6-bd33-7e7c899addf3']",52,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:36:52.509,Pass,
,,,,,,,,,,,,,,,,0.482687,,,,,,,,,,,,,,b4c32924-3930-46f6-bd33-7e7c899addf3,1405,,"[14.9, 12.9]",3754304,36,,,,,-1.8788491,,Left Foot,,,,"[14.2, 10.7]",,Low Pass,,2.3086793,,Incomplete,,,,,,,,Recovery,1,From Throw In,Paul Dummett,3065.0,Left Back,82,Crystal Palace,31,"['2d65c92a-b1f1-420f-b7e8-728025e2e6f7', '5dc00659-3aae-4d4a-bcb4-84934d0984a6']",53,,,,,,,,,,,,,,,,,,Newcastle United,37,00:36:53.429,Pass,
,,,,,,,,,,,,,,,,0.6517,,,,,,,,,,,,,,f9505110-a98b-4b9d-9f4a-14b0eed6f194,1409,,"[105.9, 71.0]",3754304,36,,,,,-2.6162257,,Right Foot,,,,"[99.0, 67.0]",,Ground Pass,,7.975588,,,,Wilfried Zaha,3507.0,,,,,,1,From Throw In,Yannick Bolasie Yala,3589.0,Right Wing,82,Crystal Palace,31,"['64529c8b-4ec4-4647-afba-fe5117961eb9', '9ae8c9db-89a3-4ebd-a620-b06e80b64d76']",54,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:36:54.806,Pass,True
,,,,,,,,,,,,,,,,3.470431,,,,,,,,,,,,,,52264fa2-4312-47d4-bf8f-9bfe6bd1ad4f,1414,,"[13.5, 24.6]",3754304,37,,,,,-0.026791895,,Right Foot,,,,"[84.4, 22.7]",,High Pass,,70.92545,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,Free Kick,1,From Free Kick,Rob Elliot,3096.0,Goalkeeper,83,Newcastle United,37,['a00fa77a-3bf6-44db-90a8-d75b825dc080'],41,,,,,,,,,,,,,,,,,,Newcastle United,37,00:37:41.119,Pass,
,,,,,,,,,,,,,,,,4.620763,,,,,,,,,,,,,,4a75916c-4ad4-43bd-8b79-aab44893c487,1420,,"[36.6, 58.4]",3754304,37,,,,,0.22798072,,Right Foot,,,,"[92.2, 71.3]",,High Pass,,57.076878,,Incomplete,,Wilfried Zaha,3507.0,,,,,,1,Regular Play,Scott Dann,3407.0,Right Center Back,84,Crystal Palace,31,"['7a7e236e-df90-48d7-a1a2-7bb839ad39d8', 'a7ba9caa-64ba-4394-b562-8488b21222e0']",46,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:37:46.213,Pass,
,,,,,,,,,,,,,,,,1.431496,,,,,,,,,,,,,,bc358479-ee39-42e9-b0ee-d117f7848250,1423,,"[92.7, 80.0]",3754304,37,,,,,-2.7971187,,,,,,"[79.6, 75.3]",,Low Pass,,13.917615,,,,Joel Ward,3443.0,,,,,Throw-in,1,From Throw In,Wilfried Zaha,3507.0,Left Wing,85,Crystal Palace,31,['18c01881-d5d0-4f42-ba24-f003838f89f4'],57,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:37:57.513,Pass,
,,,,,,,,,,,,,,,,0.635712,,,,,,,,,,,,,,189bfdd1-8b3a-4f13-9429-78f56ce20b38,1426,,"[87.7, 74.9]",3754304,38,,,,,-2.4468544,,Right Foot,,,,"[82.3, 70.4]",,Ground Pass,,7.029225,,,,Yohan Cabaye,3277.0,,,,,,1,From Throw In,Joel Ward,3443.0,Right Back,85,Crystal Palace,31,['217932d9-1729-440c-9926-ce5a7cacfdd7'],1,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:38:01.091,Pass,
,,,,,,,,,,,,,,,,0.781943,,,,,,,,,,,,,,a5bb3803-8549-444f-a893-4eeeb55110da,1429,,"[82.3, 70.4]",3754304,38,,,,,1.1071488,,Right Foot,,,,"[84.4, 74.6]",,Ground Pass,,4.6957426,,,,Joel Ward,3443.0,,,,,,1,From Throw In,Yohan Cabaye,3277.0,Right Defensive Midfield,85,Crystal Palace,31,['f5ee7190-97b5-4d18-8bc1-f250e632e9e6'],1,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:38:01.793,Pass,
,,,,,,,,,,,,,,,,0.538504,,,,,,,,,,,,,,51d385c1-fa83-4a9c-a02b-be145578835c,1432,,"[84.4, 74.6]",3754304,38,,,,,-2.782822,,Right Foot,,,,"[79.6, 72.8]",,Ground Pass,,5.1264024,,,,Yohan Cabaye,3277.0,,,,,,1,From Throw In,Joel Ward,3443.0,Right Back,85,Crystal Palace,31,['8bab9efa-27da-4638-a63a-792a3c524847'],3,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:38:03.435,Pass,
,,,,,,,,,,,,,,,,2.263413,,,,,,,,,,,,,,f2a84caa-17f0-456b-9e80-a0566084288a,1435,,"[79.2, 72.4]",3754304,38,,,,,-0.40321898,,Right Foot,,,,"[115.3, 57.0]",,Low Pass,,39.247547,,,,Yannick Bolasie Yala,3589.0,,,,,,1,From Throw In,Yohan Cabaye,3277.0,Right Defensive Midfield,85,Crystal Palace,31,['6bd8dd41-d1c3-4484-9bae-4bcce50d42b5'],4,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:38:04.834,Pass,
,,,,,,,,,,,,,,,,0.919362,,,,,,,,,,,,,,e20fa74a-0084-475e-ae47-eb2e789f21c0,1438,,"[116.0, 57.0]",3754304,38,,,,,-2.226492,,Right Foot,True,True,,"[107.0, 45.3]",,Ground Pass,,14.761098,,Incomplete,,Jason Puncheon,19688.0,,,,,,1,From Throw In,Yannick Bolasie Yala,3589.0,Right Wing,85,Crystal Palace,31,"['37e5e650-0998-4241-bc04-d570ef86f890', 'faebff61-df0b-4db3-8e77-635660fa33de']",7,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:38:07.508,Pass,
,,,,,,,,,,,,,,,,2.940778,,,,,,,,,,,,,,992ca266-80d5-492a-8779-87118dd195d8,1446,,"[35.0, 34.2]",3754304,38,,True,,,0.6122523,,Left Foot,,,,"[92.1, 74.3]",,High Pass,,69.77406,,,,Moussa Sissoko,3091.0,,,True,,Free Kick,1,From Free Kick,Rob Elliot,3096.0,Goalkeeper,87,Newcastle United,37,['a05dab2d-58ea-4abb-af66-a2782568ed97'],44,,,,,,,,,,,,,,,,,,Newcastle United,37,00:38:44.429,Pass,
,,,,,,,,,,,,,,,,1.301422,,,,,,,,,,,,,,e2a2a452-0f12-4012-85f2-fdeab341a79e,1452,,"[29.8, 11.9]",3754304,38,,,,,2.8108332,,Right Foot,,,,"[13.2, 17.6]",,Ground Pass,,17.551353,,,,Damien Delaney,3693.0,,,,,,1,Regular Play,James McArthur,3464.0,Left Defensive Midfield,88,Crystal Palace,31,"['af93420b-f1b8-4113-ab4a-e66e844380bf', 'd819e66c-e11b-4402-b9f9-8e8b00c5343b']",48,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:38:48.882,Pass,True
