bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,"[91.6, 52.8]",,,,,,,,,,,,1.231087,,,,,,,,,,,,,,,088a70be-da48-411d-893d-de65bf451bef,1835,,"[92.2, 53.2]",3754219,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,96,AFC Bournemouth,28,"['5f35785f-a9cc-44fe-939b-65c4b7913252', 'e3313849-eac0-4e50-afdb-f74c1b2028e5']",37,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:37.897,Carry,
,,,,"[99.5, 41.8]",,,,,,,,,,,,0.333072,,,,,,,,,,,,,,,03319791-9b88-4428-a196-88a927349319,1839,,"[99.2, 41.9]",3754219,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Glenn Murray,3085.0,Center Forward,96,AFC Bournemouth,28,"['0640149f-c450-4321-acb0-dd192a33cb5c', '072d2b68-03cb-44a7-96f1-f9563d3903b4', '0f1370b1-f99f-4170-8f75-0127c104ace3']",39,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:39.579,Carry,True
,,,,"[97.8, 65.7]",,,,,,,,,,,,3.830307,,,,,,,,,,,,,,,b16e8ff9-fef8-4c82-9e03-2b59e6a8a8d5,1847,,"[90.4, 76.7]",3754219,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Salomón Rondón Giménez,4041.0,Center Forward,97,West Bromwich Albion,27,"['2642e52c-e49f-4751-9fef-716e3923d25b', '60bc6ea9-593f-4123-8e36-76d8032a2bc8']",50,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:50.206,Carry,
,,,,"[96.8, 75.3]",,,,,,,,,,,,1.811813,,,,,,,,,,,,,,,1c510e45-9e37-4ef7-99f8-bb48f29539d1,1850,,"[95.8, 76.7]",3754219,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stéphane Sessègnon,2966.0,Center Attacking Midfield,97,West Bromwich Albion,27,"['64a6c9c2-87a1-4954-b798-789c14b3cd4b', '6b535b10-2cf8-4510-ac5a-3fd8956fd4a7']",55,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:55.532,Carry,
,,,,"[87.5, 69.8]",,,,,,,,,,,,0.04,,,,,,,,,,,,,,,086b2aea-3e02-4f9b-b3f3-daa87891c677,1853,,"[87.5, 70.1]",3754219,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Craig Dawson,3523.0,Right Back,97,West Bromwich Albion,27,"['97993dd5-9e7a-4ea0-af94-e630d84aa06e', 'c2adb859-4755-4089-b0f4-9bfbff90a118']",59,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:59.492,Carry,
,,,,"[86.9, 46.8]",,,,,,,,,,,,2.365955,,,,,,,,,,,,,,,df7199bd-2f07-4450-9b9b-287d0142b27c,1859,,"[88.0, 42.8]",3754219,48,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonathan Grant Evans,11012.0,Left Center Midfield,97,West Bromwich Albion,27,"['5a5c3047-93e2-4beb-ac1f-c6766a613273', '5bee79a0-b7fc-44db-8336-3026711fd22c', '6a282692-3751-471d-9509-8891d5ce587e']",5,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:05.475,Carry,True
,,,,"[73.2, 62.3]",,,,,,,,,,,,1.34027,,,,,,,,,,,,,,,db1167f5-af8a-4818-9535-39e33bedc231,1863,,"[71.4, 60.5]",3754219,48,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gareth McAuley,3596.0,Right Center Back,97,West Bromwich Albion,27,"['29964fef-c9a3-4bbc-b5b3-139efc0a9b79', '46611d06-78cc-4030-9896-9db09c67aebf']",10,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:10.499,Carry,
,,,,"[106.2, 43.7]",,,,,,,,,,,,1.115677,,,,,,,,,,,,,,,ee7b47cf-85ef-4997-922d-cce5dd0e0b6c,1866,,"[107.5, 43.8]",3754219,48,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Salomón Rondón Giménez,4041.0,Center Forward,97,West Bromwich Albion,27,"['96507b3d-8462-4571-9429-22fc2ca8db46', 'a6bc6793-38d9-451b-8e3a-319a378398c7', 'f176b29a-9b6e-4cac-b0c2-a4fababb15e0']",14,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:14.153,Carry,True
,,,,"[78.1, 25.4]",,,,,,,,,,,,0.90683,,,,,,,,,,,,,,,1da6d774-386b-43b9-b399-1310e5be428a,1874,,"[79.6, 29.2]",3754219,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jonathan Grant Evans,11012.0,Left Center Midfield,98,West Bromwich Albion,27,"['0811e282-23d0-451a-b716-89ff44f92480', '17787734-364d-4ca3-b46d-ada6f709533e']",8,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:08.851,Carry,
,,,,"[90.7, 73.3]",,,,,,,,,,,,2.722566,,,,,,,,,,,,,,,6a967990-1ec7-424a-8c68-e4acd7bffcb3,1877,,"[100.6, 76.1]",3754219,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Chris Brunt,3541.0,Left Back,98,West Bromwich Albion,27,"['a16cb318-9669-4170-9ec1-4b9ea6fae99b', 'ed3ef9ae-f03d-4a2e-bf44-9bcc6e7de3b9']",12,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:12.366,Carry,
,,,,"[106.9, 77.3]",,,,,,,,,,,,5.702834,,,,,,,,,,,,,,,c0b0d7c7-f632-42f2-a02c-3271e7e5ad9b,1880,,"[82.5, 76.1]",3754219,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Stéphane Sessègnon,2966.0,Center Attacking Midfield,98,West Bromwich Albion,27,"['31218d60-8cd4-4e0d-8260-f18283c14c4a', '6cfdc039-3c92-4462-ad8e-97e43ef4a32b', '9e772555-e1fd-4beb-b62e-a09144aece1e']",15,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:15.801,Carry,True
,,,,"[117.1, 68.2]",,,,,,,,,,,,2.363251,,,,,,,,,,,,,,,8626e9b8-4d6c-49b4-b683-df54237c71bf,1887,,"[114.4, 65.0]",3754219,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Stéphane Sessègnon,2966.0,Center Attacking Midfield,99,West Bromwich Albion,27,"['a64dded2-c28f-4252-9bdc-9fe2b853437e', 'c12847fc-50e8-4eb4-b977-d1f34f402a80', 'e08c7947-2472-4569-b0ee-90da090d251d']",52,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:52.729,Carry,True
,,,,"[110.7, 77.7]",,,,,,,,,,,,0.04,,,,,,,,,,,,,,,6e74745f-8fcb-4d66-9d6d-50a617c9fdb5,1890,,"[109.3, 78.4]",3754219,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Craig Dawson,3523.0,Right Back,99,West Bromwich Albion,27,"['473322a1-7032-43d2-97dc-f4decdd20a05', '728cd319-73c4-472e-87a8-c95b106bc26c']",55,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:55.847,Carry,
,,,,"[13.7, 47.3]",,,,,,,,,,,,4.610559,,,,,,,,,,,,,,,a3a55996-4b78-4a53-b37c-06181e513a05,1893,,"[1.3, 36.7]",3754219,49,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Artur Boruc,20074.0,Goalkeeper,100,AFC Bournemouth,28,"['6f1f535a-c8b4-4a4a-b064-57cc60cba344', 'fed9a169-45ee-4820-90fb-72f93442beeb']",57,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:57.340,Carry,
,,,,"[21.6, 55.2]",,,,,,,,,,,,0.717276,,,,,,,,,,,,,,,484f3727-5fac-4725-80ed-594e892dac2f,1896,,"[20.6, 53.8]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Simon Francis,3608.0,Right Center Back,100,AFC Bournemouth,28,"['74a83705-e395-46c0-9468-4f16956cf7ff', '95e741e7-de47-4f12-829d-2c57f66e5a17']",3,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:03.720,Carry,
,,,,"[38.1, 70.8]",,,,,,,,,,,,2.170451,,,,,,,,,,,,,,,21037c88-0b78-4bc1-823f-227c67f526e2,1899,,"[39.1, 76.1]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Matt Ritchie,3049.0,Right Midfield,100,AFC Bournemouth,28,"['09826373-a773-4409-889d-6dd264e37b30', '8360ff77-dac4-4d58-a4eb-2e19b3dd84b6']",6,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:06.436,Carry,
,,,,"[33.6, 53.2]",,,,,,,,,,,,1.633908,,,,,,,,,,,,,,,2d93b364-89bd-439e-a864-2cc7f68a3147,1902,,"[32.6, 55.6]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,100,AFC Bournemouth,28,"['ae0f9440-6de8-4e46-84ed-6ddde42c3c34', 'dcac5662-73ee-4593-b4bb-adde6043e1c1']",10,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:10.155,Carry,
,,,,"[61.6, 6.1]",,,,,,,,,,,,2.241758,,,,,,,,,,,,,,,07cd6d4e-b64e-4c60-9c31-c2e78df17e47,1905,,"[43.8, 15.0]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Arter,3304.0,Left Center Midfield,100,AFC Bournemouth,28,"['3c66b652-93a5-493d-b1b8-5145464e3245', '9612120a-51e7-4d6d-9376-1a838d8dfa8b']",13,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:13.656,Carry,
,,,,"[75.0, 26.1]",,,,,,,,,,,,5.803901,,,,,,,,,,,,,,,071b8433-9367-492f-ae4e-90296702b177,1908,,"[74.1, 3.8]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Junior Stanislas,3463.0,Left Midfield,100,AFC Bournemouth,28,"['1ed59a88-f4f9-4681-8734-6ebb974e8544', '429d6ff6-5ebb-41d1-87fd-a1b7ef68a032']",17,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:17.016,Carry,
,,,,"[72.7, 22.7]",,,,,,,,,,,,1.300066,,,,,,,,,,,,,,,d76bb9d9-6933-4188-95d4-b87a68b305c0,1911,,"[68.8, 25.0]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,100,AFC Bournemouth,28,"['1e6d7108-bead-438c-b4cb-1a87ec5b683d', '9811f232-df75-455b-ab0e-4c174805e6ac']",23,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:23.427,Carry,
,,,,"[76.8, 14.4]",,,,,,,,,,,,1.2924,,,,,,,,,,,,,,,839a2087-06f8-40e1-b7d1-e27c74de0a78,1914,,"[74.3, 11.7]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Arter,3304.0,Left Center Midfield,100,AFC Bournemouth,28,"['391eee5b-e6e0-4750-8c74-e26239ca70d3', '48178e5a-2953-4c87-a1cb-4c2a40e347f9']",25,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:25.801,Carry,
,,,,"[78.8, 35.4]",,,,,,,,,,,,1.057331,,,,,,,,,,,,,,,bbad57f9-44f0-47aa-97ad-293cb6683485,1917,,"[80.5, 39.1]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dan Gosling,3343.0,Right Center Midfield,100,AFC Bournemouth,28,"['4806d9cd-0303-4e50-b2d1-dfe75a6bd48b', 'a491a101-2317-4f53-af76-7439c1071804']",28,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:28.477,Carry,
,,,,"[69.6, 28.2]",,,,,,,,,,,,1.20984,,,,,,,,,,,,,,,79b155ba-6696-4b01-8568-d601d9a3bf21,1922,,"[70.6, 25.5]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,100,AFC Bournemouth,28,"['b2779446-4bc2-445d-b492-3e8165a2f62c', 'c1a98679-5887-4c43-b77b-4cd7961e1633']",31,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:31.205,Carry,
,,,,"[81.0, 58.8]",,,,,,,,,,,,3.32795,,,,,,,,,,,,,,,f203cba1-cc33-4a5f-a926-645179d5dcbc,1925,,"[78.9, 56.4]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adam Smith,6409.0,Right Back,100,AFC Bournemouth,28,"['34741fd7-7b3d-461e-b06a-7b7de543b622', '7759830c-c98d-40f1-a1f0-38c518bfa6d5']",34,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:34.565,Carry,
,,,,"[106.1, 74.6]",,,,,,,,,,,,3.051212,,,,,,,,,,,,,,,dc3bdb9b-ca10-4f5a-be69-58bd1c1f8b63,1928,,"[109.7, 75.9]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Matt Ritchie,3049.0,Right Midfield,100,AFC Bournemouth,28,"['1b720d5d-9a0a-47a4-baa8-852812520c8a', '7e65018b-510e-40dd-b401-78d965a3dcca']",39,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:39.318,Carry,
,,,,"[88.5, 59.7]",,,,,,,,,,,,1.257902,,,,,,,,,,,,,,,511dc418-6db3-4618-9740-90cf3f24bdb9,1931,,"[89.8, 60.8]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,100,AFC Bournemouth,28,"['1f2531ec-9426-4734-b0f7-c8536e879868', 'c9012b24-9860-4e66-be2d-1232f3fe8fa0']",43,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:43.684,Carry,
,,,,"[89.1, 30.8]",,,,,,,,,,,,1.600216,,,,,,,,,,,,,,,51cead4a-9cca-496a-990b-af18a344db34,1934,,"[85.5, 33.9]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Arter,3304.0,Left Center Midfield,100,AFC Bournemouth,28,"['461064a5-346a-4c25-8499-f9a2487b6881', '471e293b-ba8d-46c2-b9cc-c869755cbc7e', 'd0474c20-41f0-4a72-8c07-940ccac1c03c']",46,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:46.269,Carry,True
,,,,"[98.7, 21.0]",,,,,,,,,,,,2.453917,,,,,,,,,,,,,,,fed3cf8f-480f-4b06-bfff-16ba9d1195b8,1938,,"[89.1, 30.8]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Arter,3304.0,Left Center Midfield,100,AFC Bournemouth,28,"['45c01b71-79e4-4962-962c-20f418d4dcac', '9957078c-7135-43f2-b55f-2a4a722012fb', 'd0474c20-41f0-4a72-8c07-940ccac1c03c']",47,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:47.870,Carry,True
,,,,"[90.2, 32.2]",,,,,,,,,,,,0.523879,,,,,,,,,,,,,,,6d63e504-ad8d-4a53-bbbf-1bea20cf050b,1941,,"[88.9, 31.2]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Junior Stanislas,3463.0,Left Midfield,100,AFC Bournemouth,28,"['1e8bcb21-bc0a-4489-acd6-b90e36131c70', 'f3a36c18-72af-4181-88a8-1fc1038d0e3b']",51,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:51.381,Carry,
,,,,"[85.3, 22.9]",,,,,,,,,,,,1.599815,,,,,,,,,,,,,,,00bd9608-44ff-4de5-bb49-d3a470662214,1948,,"[83.3, 25.0]",3754219,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Arter,3304.0,Left Center Midfield,100,AFC Bournemouth,28,"['7bd1957f-3cea-41fe-a32b-3a8fab840b71', 'd2674411-75c3-4c14-bc15-48f2df3dce86']",57,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:57.474,Carry,
,,,,"[80.0, 34.9]",,,,,,,,,,,,1.224994,,,,,,,,,,,,,,,91ebd1dc-6496-47d5-9988-9107b01a14f5,1951,,"[79.2, 32.9]",3754219,51,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,100,AFC Bournemouth,28,"['4fe3b4ab-ef12-4231-9a77-e7399693a369', '843ff567-0b44-41dd-87c6-c962e469818c']",0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:06:00.106,Carry,
,,,,"[96.7, 48.2]",,,,,,,,,,,,3.922043,,,,,,,,,,,,,,,586d04ed-3ae2-40d0-af2a-cb744c0d53a7,1954,,"[105.6, 75.8]",3754219,51,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adam Smith,6409.0,Right Back,100,AFC Bournemouth,28,"['24c9cfe0-dcd0-4f4f-af5b-0693c4736389', 'ba9c4a85-1e09-42bb-87fe-07eb67b7b5d3']",4,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:06:04.041,Carry,
,,,,"[44.4, 24.4]",,,,,,,,,,,,2.737388,,,,,,,,,,,,,,,cc4cc2af-7c3d-425d-a228-584ffc8958ae,1961,,"[32.0, 20.0]",3754219,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Jonathan Grant Evans,11012.0,Left Center Midfield,101,West Bromwich Albion,27,"['3d01a1e8-88b2-4412-bf5d-c5d9711111fd', 'a8236db9-b7ba-4ab4-811e-671be7e82e4d']",3,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:07:03.614,Carry,
,,,,"[64.0, 44.0]",,,,,,,,,,,,1.906962,,,,,,,,,,,,,,,35325747-45d5-4af2-976f-5670600a4729,1964,,"[59.0, 40.3]",3754219,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Craig Gardner,9485.0,Right Midfield,101,West Bromwich Albion,27,"['e6f90f88-75b1-4e6a-a044-a4e6bdbc2c0b', 'eb6cacda-5a4c-4efa-85a3-a1da8e985171']",7,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:07:07.219,Carry,
,,,,"[68.1, 70.4]",,,,,,,,,,,,0.323775,,,,,,,,,,,,,,,1da964d9-83f6-4a97-87f7-f7190cec50a2,1967,,"[67.3, 68.2]",3754219,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Craig Dawson,3523.0,Right Back,101,West Bromwich Albion,27,"['a8386b48-559f-444f-9bc5-19536cb91d9f', 'a9618b31-1c0b-47d6-a557-d2783a5e9679']",11,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:07:11.568,Carry,
,,,,"[81.8, 77.7]",,,,,,,,,,,,0.317272,,,,,,,,,,,,,,,3c1e4504-8d27-4d41-a2aa-a2a276ad8d22,1970,,"[75.9, 78.0]",3754219,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Stéphane Sessègnon,2966.0,Center Attacking Midfield,101,West Bromwich Albion,27,"['3acd88a0-52da-4a79-aec8-85f5c59ccb74', '63c276c0-4d9c-4130-87f2-f4390a6ce61e']",13,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:07:13.084,Carry,
,,,,"[97.3, 62.7]",,,,,,,,,,,,1.068626,,,,,,,,,,,,,,,dae6ec7c-44dd-4d44-8a21-5ad4f9557732,1973,,"[96.3, 63.3]",3754219,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Craig Gardner,9485.0,Right Midfield,101,West Bromwich Albion,27,"['439311cd-fa60-4838-9246-ce2be80cfcb2', 'd00cbf33-4fdd-47f9-bb1b-1ae587edb688']",15,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:07:15.001,Carry,
,,,,"[21.9, 22.9]",,,,,,,,,,,,8.699789,,,,,,,,,,,,,,,74d58de6-611f-4170-8f5a-3251d3d236a0,1977,,"[11.2, 35.4]",3754219,52,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,102,AFC Bournemouth,28,"['2acbb20d-0bc4-43d4-8327-7d3b0f634831', '3ba3ba58-67a8-498d-a1a6-a2eab38a77d4']",16,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:16.980,Carry,
,,,,"[9.1, 39.9]",,,,,,,,,,,,1.681636,,,,,,,,,,,,,,,9e77c77e-5fab-48d5-998e-bef9d124823a,1986,,"[7.7, 41.2]",3754219,52,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Artur Boruc,20074.0,Goalkeeper,102,AFC Bournemouth,28,"['6cc10192-98ec-436e-9798-c8261bb4449b', 'd51ed462-93b7-447c-9f1d-349c93f84641']",35,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:35.378,Carry,
,,,,"[48.9, 4.7]",,,,,,,,,,,,4.885827,,,,,,,,,,,,,,,bb0e315f-1aac-4645-9221-bbc4cddfa82f,1989,,"[33.6, 3.5]",3754219,52,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Charlie Daniels,3345.0,Left Back,102,AFC Bournemouth,28,"['6fc099b4-c4df-4d2a-ab44-9019cfa9b274', '9cd1d011-e74f-4c5f-b094-b09fd2d60c4a']",39,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:39.474,Carry,
,,,,"[47.0, 25.0]",,,,,,,,,,,,1.635859,,,,,,,,,,,,,,,718bb56d-86c7-4c4e-bece-458b3d6798e2,1992,,"[40.5, 22.3]",3754219,52,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,102,AFC Bournemouth,28,"['125a0f5d-6903-485d-8c08-20b68522fea4', '675c8d1e-dd56-4be8-a7c6-28efbc9fd634']",45,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:45.918,Carry,
,,,,"[70.3, 56.4]",,,,,,,,,,,,3.233508,,,,,,,,,,,,,,,3fb0641d-93de-47a0-bbf1-df31761f4e33,1995,,"[54.2, 59.3]",3754219,52,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Arter,3304.0,Left Center Midfield,102,AFC Bournemouth,28,"['5d5273bf-cd69-421b-91ef-bf89027e054a', '8c229ef1-f922-483e-999f-9e1f16126202']",49,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:49.403,Carry,
,,,,"[70.0, 27.8]",,,,,,,,,,,,1.131984,,,,,,,,,,,,,,,5e26592a-4beb-4cdf-a2b9-6556c741fccd,2002,,"[69.0, 32.2]",3754219,52,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,102,AFC Bournemouth,28,"['0256694d-37bc-491e-9c39-2c10be60a44f', '32e9b738-16c1-4858-95d3-1c940f2a016c']",56,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:56.188,Carry,
,,,,"[95.0, 15.1]",,,,,,,,,,,,3.704933,,,,,,,,,,,,,,,33fc62ab-f8b5-4f49-9942-f25fd2ecb233,2005,,"[83.4, 3.1]",3754219,52,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Junior Stanislas,3463.0,Left Midfield,102,AFC Bournemouth,28,"['5ed2a585-dc6d-405b-8002-085b7bd32864', 'b10c7b70-c4ba-4a2f-a58a-963df3c63348']",59,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:59.142,Carry,
,,,,"[13.7, 12.1]",,,,,,,,,,,,0.047489,,,,,,,,,,,,,,,2ce0402a-4da2-416c-be40-c69c87610a22,2013,,"[14.0, 12.1]",3754219,53,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Steve Cook,3341.0,Left Center Back,104,AFC Bournemouth,28,"['1df4d6e4-3a0a-4a57-a677-991ec9f2b0f7', '7f13075c-e676-4f54-9cb9-3bfea887feac']",41,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:08:41.044,Carry,
,,,,"[36.6, 65.3]",,,,,,,,,,,,1.978018,,,,,,,,,,,,,,,92d9f0e4-0fa0-4ddb-abde-94e889caef4a,2020,,"[30.8, 65.6]",3754219,53,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adam Smith,6409.0,Right Back,104,AFC Bournemouth,28,"['0a0bc97b-bc37-46de-be79-60f91f94c2e9', 'aea12570-1f60-497d-a154-b5c237caa51a']",48,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:08:48.211,Carry,
,,,,"[33.9, 40.4]",,,,,,,,,,,,0.856556,,,,,,,,,,,,,,,c2687d1c-bcf7-4858-989d-c7242349f39d,2023,,"[33.1, 41.2]",3754219,53,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,104,AFC Bournemouth,28,"['23c85739-6cf5-4b53-9dff-9b957d99293c', '6228fd2a-c326-4ab9-ac19-b9c5f2ec4b1d']",51,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:08:51.692,Carry,
,,,,"[36.9, 15.1]",,,,,,,,,,,,1.600004,,,,,,,,,,,,,,,6cdc1cd7-54cd-484a-af57-870487639885,2026,,"[38.0, 21.9]",3754219,53,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Arter,3304.0,Left Center Midfield,104,AFC Bournemouth,28,"['7df8a4a1-6ca2-4dab-acaa-18c08b53144b', '8b79a6a9-7986-43e3-852a-97aa7e3392ee']",53,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:08:53.898,Carry,
,,,,"[70.6, 13.1]",,,,,,,,,,,,2.477838,,,,,,,,,,,,,,,22641ddf-2940-45ad-94cc-6c869adae815,2029,,"[71.3, 2.4]",3754219,53,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Junior Stanislas,3463.0,Left Midfield,104,AFC Bournemouth,28,"['305016a5-705e-4330-9196-25b3fd6cd0db', '964d912f-7f18-487a-abe6-95e39dc6597d']",57,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:08:57.062,Carry,
