50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.899564,,,,,,,,,,,,b1b906f2-1e1b-4cbd-811f-de9319a6cdab,19,,"[105.2, 0.1]",3754022,0,,,,,0.39934245,,,,,,"[116.1, 4.7]",,Low Pass,,11.830892,,,Yohan Cabaye,3277.0,,,,,Throw-in,1,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,3,Crystal Palace,31,['f87ff352-5556-4e87-8a16-29b5398bc3d0'],28,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:28.678,Pass,
,,,,,,,,,,,,,,,,3.068249,,,,,,,,,,,,84740115-7260-422b-9021-82295036e054,23,,"[116.3, 6.6]",3754022,0,,,,,1.7491686,,Left Foot,True,,,"[108.8, 48.2]",,High Pass,,42.270676,Unknown,,Yannick Bolasie Yala,3589.0,,,True,,,1,From Throw In,Yohan Cabaye,3277.0,Left Center Midfield,3,Crystal Palace,31,['1b7b2d74-1462-44a0-a858-bd6917a1bd78'],30,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:30.618,Pass,
,,,,,,,,,,,,,,,,4.455623,,,,,,,,,,,,0b443d03-28ab-4d58-8830-9b5c453b220f,27,,"[16.3, 30.2]",3754022,0,,,,,-0.17975293,,Right Foot,,,,"[103.8, 14.3]",,High Pass,,88.9329,Incomplete,,Dieumerci Mbokani Bezua,23663.0,,,,,Free Kick,1,From Free Kick,John Ruddy,23635.0,Goalkeeper,4,Norwich City,56,"['0ccc873a-5c1b-4099-9779-822ce043ac1b', '1f6830b6-cc82-4368-a8ef-584c1474e91e']",58,,,,,,,,,,,,,,,,,Norwich City,56,00:00:58.349,Pass,
,,,,,,,,,,,,,,,,3.247312,,,,,,,,,,,,0ccc873a-5c1b-4099-9779-822ce043ac1b,29,,"[16.3, 65.8]",3754022,1,,,,,2.9629617,,Head,,,,"[1.9, 68.4]",,Low Pass,,14.63284,,,Scott Dann,3407.0,,,,,Recovery,1,From Free Kick,Joel Ward,3443.0,Right Back,4,Norwich City,56,"['0b443d03-28ab-4d58-8830-9b5c453b220f', '7bc72e09-7923-4511-9d60-014fe053f34b']",2,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:02.804,Pass,
,,,,,,,,,,,,,,,,2.935091,,,,,,,,,,,,e0016490-9acf-4095-915a-f6384e0509bd,32,,"[2.3, 69.5]",3754022,1,,,,,0.105554186,,Right Foot,,,,"[56.1, 75.2]",,Low Pass,,54.10111,Incomplete,,,,,,,,,1,From Free Kick,Scott Dann,3407.0,Right Center Back,4,Norwich City,56,['8c749b33-fa15-4ccb-879f-75f55dfe61f4'],6,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:06.132,Pass,
,,,,,,,,,,,,,,,,1.603394,,,,,,,,,,,,8c749b33-fa15-4ccb-879f-75f55dfe61f4,33,,"[64.0, 4.9]",3754022,1,,,,,0.006849208,,Head,,,,"[93.2, 5.1]",,High Pass,,29.200686,,,Robert Brady,10967.0,,,,,Recovery,1,From Free Kick,Martin Olsson,3576.0,Left Back,4,Norwich City,56,"['b0de92e7-5b73-4e96-9ff3-5e93bf8fb1c0', 'e0016490-9acf-4095-915a-f6384e0509bd']",9,,,,,,,,,,,,,,,,,Norwich City,56,00:01:09.067,Pass,
,,,,,,,,,,,,,,,,1.809603,,,,,,,,,,,,27c1290f-fc22-43a9-a7ad-1f34a1f0adb9,35,,"[93.2, 5.1]",3754022,1,,,,,2.191861,,Head,,,,"[84.9, 16.7]",,High Pass,,14.26359,,,Jonathan Howson,9578.0,,,,,,1,From Free Kick,Robert Brady,10967.0,Left Midfield,4,Norwich City,56,['922e731c-9407-4de8-80dc-a9da4ce49f07'],10,,,,,,,,,,,,,,,,,Norwich City,56,00:01:10.710,Pass,
,,,,,,,,,,,,,,,,2.008816,,,,,,,,,,,,7afabf72-c057-4778-885d-c00d3fc3ced2,39,,"[86.8, 17.9]",3754022,1,,,,,0.7207402,,Right Foot,,,,"[101.6, 30.9]",,High Pass,,19.69873,Incomplete,,Steven Naismith,9528.0,,,,,,1,From Free Kick,Jonathan Howson,9578.0,Left Defensive Midfield,4,Norwich City,56,"['61c523ea-aa9a-4e9c-a4f5-4e728d62d6a1', 'a133e621-50dc-49b5-875c-6bee737a09fa']",13,,,,,,,,,,,,,,,,,Norwich City,56,00:01:13.406,Pass,
,,,,,,,,,,,,,,,,2.529626,,,,,,,,,,,,58e5492e-34a2-4f1e-8532-569ef0cce5c1,44,,"[57.2, 58.7]",3754022,1,,,,True,-1.318841,,,,,,"[62.4, 38.5]",,Low Pass,,20.858572,Incomplete,,Bakary Sako,3469.0,,,,,Recovery,1,From Free Kick,Dwight Gayle,3092.0,Center Forward,4,Norwich City,56,"['7f94690e-8fa6-48a1-addb-5b1f0d6c4194', 'c8b836ea-031d-4091-ae29-9ac8facbaae5', 'ff266c71-0449-4433-9e37-25664dc077b9']",18,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:18.366,Pass,True
,,,,,,,,,,,,,,,,3.501197,,,,,,,,,,,,3c9203e8-a8f3-4daa-a4de-31a94e7ec6de,48,,"[78.1, 44.5]",3754022,1,,,,,-1.247791,,Right Foot,,,,"[86.1, 20.6]",,High Pass,,25.203373,,,Yohan Cabaye,3277.0,,,,,Recovery,1,Regular Play,Dwight Gayle,3092.0,Center Forward,5,Crystal Palace,31,['1a4ecf49-dc82-49dc-b314-7e656d7f8666'],22,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:22.067,Pass,
,,,,,,,,,,,,,,,,2.324207,,,,,,,,,,,,753a7fad-3910-4eb3-89ca-c9f171dc048c,51,,"[87.2, 18.9]",3754022,1,,,,,-0.6787705,,Right Foot,,,,"[105.3, 4.3]",,Ground Pass,,23.254461,,,Pape N''Diaye Souaré,4884.0,,,,,,1,Regular Play,Yohan Cabaye,3277.0,Left Center Midfield,5,Crystal Palace,31,['3df29772-7e82-450c-9827-92d46cdd3021'],25,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:25.648,Pass,
,,,,,,,,,,,,,,,,1.190902,,,,,,,,,,,,7902a546-7891-48c6-a01c-b5668957ee35,54,,"[105.3, 4.3]",3754022,1,,,,,1.3249745,,Left Foot,True,,,"[112.3, 32.2]",,High Pass,,28.764736,Incomplete,,Bakary Sako,3469.0,,,,,,1,Regular Play,Pape N''Diaye Souaré,4884.0,Left Back,5,Crystal Palace,31,"['8a4827fd-d349-4569-a024-f6e08c99d5a3', 'e0606f09-f1e2-4e69-9e0a-b05669dddcff']",28,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:28.052,Pass,
,,,,,,,,,,,,,,,,0.170174,,,,,,,,,,,,1b4f3df1-57cc-4be9-86dd-5c239186724f,59,,"[112.1, 3.5]",3754022,1,,,,,1.0353768,,Left Foot,,,,"[115.6, 9.4]",,Low Pass,,6.860029,Incomplete,,,,,,,,,1,Regular Play,Pape N''Diaye Souaré,4884.0,Left Back,5,Crystal Palace,31,['c1fb2205-814f-4c76-a5c6-428201f663a3'],33,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:33.225,Pass,
,,,,,,,,,,,,,,,,1.373187,,,,,,,,,,,,d1624d3c-b396-473d-814a-5a118f98f844,61,,"[95.5, 7.1]",3754022,1,,,,,1.6454871,,Left Foot,,,,"[94.4, 21.8]",,Ground Pass,,14.741099,,,Jason Puncheon,19688.0,,,,,Recovery,1,Regular Play,Pape N''Diaye Souaré,4884.0,Left Back,5,Crystal Palace,31,['03ef005b-3eee-4f58-8e22-f222eebe5a77'],37,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:37.559,Pass,
,,,,,,,,,,,,,,,,0.55541,,,,,,,,,,,,05f92fba-feb3-4352-939d-5d9205956cb7,64,,"[93.6, 25.0]",3754022,1,,,,,1.5019399,,Right Foot,,,,"[94.4, 36.6]",,Ground Pass,,11.627554,Incomplete,,Joel Ward,3443.0,,,,,,1,Regular Play,Jason Puncheon,19688.0,Right Center Midfield,5,Crystal Palace,31,"['6fb133ba-1032-4814-9743-bb8bc7eb0baa', 'fdd51294-8e31-4549-9fd3-e2501479e0cc']",40,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:40.439,Pass,
,,,,,,,,,,,,,,,,0.024808,,,,,,,,,,,,932f326f-6752-445b-ba4b-fd7151ecadf2,68,,"[87.2, 53.4]",3754022,1,,,,,-2.0831857,,Right Foot,,,,"[85.4, 50.2]",,Ground Pass,,3.671512,Incomplete,,,,,,,,Recovery,1,Regular Play,Joel Ward,3443.0,Right Back,5,Crystal Palace,31,"['8f8c79ac-22f6-4348-94d9-2ba82e303aec', 'e80a743b-860a-4b28-b865-5095284eb0e5']",42,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:42.412,Pass,True
,,,,,,,,,,,,,,,,2.691825,,,,,,,,,,,,9b3e1dea-1a43-41ee-b923-047c1f67e006,70,,"[63.4, 44.2]",3754022,1,,,,,-0.39323977,,Head,,,,"[86.3, 34.7]",,High Pass,,24.792337,Incomplete,,Jason Puncheon,19688.0,,,,,Recovery,1,Regular Play,Scott Dann,3407.0,Right Center Back,5,Crystal Palace,31,"['baf0fa21-d878-412a-9a57-9829bdbe6c39', 'c454aa49-7f78-4586-9e14-1ceb370bd4fc']",44,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:44.330,Pass,
,,,,,,,,,,,,,,,,1.395507,,,,,,,,,,,,29fa20ef-3ff8-4f1e-8cad-048733c2ff90,74,,"[34.2, 46.7]",3754022,1,,,,True,-2.2646635,,,,,,"[24.8, 35.4]",,Low Pass,,14.698639,,,Timm Klose,9461.0,,,,,,1,Regular Play,Gary O''Neil,9452.0,Right Defensive Midfield,5,Crystal Palace,31,"['40ba6f3b-1e78-46f9-bcfc-bf898de2a844', '48a641c2-47c9-480f-99b0-a4b65e40bf02']",48,,,,,,,,,,,,,,,,,Norwich City,56,00:01:48.882,Pass,True
,,,,,,,,,,,,,,,,1.803131,,,,,,,,,,,,c0f6e96f-f44d-4d1b-a1cc-d254bc85699b,77,,"[24.8, 35.4]",3754022,1,,,,,-1.098553,,Left Foot,,,,"[31.9, 21.5]",,High Pass,,15.608331,Incomplete,,,,,,,,,1,Regular Play,Timm Klose,9461.0,Left Center Back,5,Crystal Palace,31,['5638c5eb-f48a-48de-9d10-fb8d892ad55d'],50,,,,,,,,,,,,,,,,,Norwich City,56,00:01:50.399,Pass,
,,,,,,,,,,,,,,,,0.673833,,,,,,,,,,,,245c3e20-cb63-4d82-a64f-db313580cb25,81,,"[117.1, 60.8]",3754022,1,,,,,-1.867504,,Right Foot,True,True,,"[112.3, 45.1]",,Low Pass,,16.417368,Incomplete,,Dwight Gayle,3092.0,,,,,,1,Regular Play,Yannick Bolasie Yala,3589.0,Right Midfield,5,Crystal Palace,31,"['4c1fb134-4e5c-4464-b186-f84644c9e87a', '755230cc-22d4-4152-885c-ad40a5dba42b']",55,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:55.563,Pass,
,,,,,,,,,,,,,,,,5.375451,,,,,,,,,,,,6a984602-ef8f-4b5e-96f8-6c165db43e11,84,,"[120.0, 80.0]",3754022,2,,,,,-1.8078082,,Left Foot,,,,"[100.7, 0.1]",,High Pass,,82.19793,Out,,,,,True,True,Straight,Corner,1,From Corner,Bakary Sako,3469.0,Left Midfield,6,Crystal Palace,31,,25,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:25.780,Pass,
,,,,,,,,,,,,,,,,2.080178,,,,,,,,,,,,ac75db0b-805f-4b13-96fc-22e5bcfb0592,85,,"[24.6, 80.0]",3754022,2,,,,,-0.15641782,,,,,,"[52.5, 75.6]",,High Pass,,28.244823,,,Dieumerci Mbokani Bezua,23663.0,,,,,Throw-in,1,From Throw In,Andre Wisdom,4808.0,Right Back,7,Norwich City,56,['39c7cbf9-79f8-466d-969a-c77bfe54025d'],53,,,,,,,,,,,,,,,,,Norwich City,56,00:02:53.105,Pass,
,,,,,,,,,,,,,,,,0.707027,,,,,,,,,,,,7236a1f6-adb0-4c5e-a4f1-fc344468378f,87,,"[52.5, 75.8]",3754022,2,,,,True,-0.20065288,,,,,,"[58.4, 74.6]",,Low Pass,,6.0207973,Incomplete,,Steven Naismith,9528.0,,,,,,1,From Throw In,Dieumerci Mbokani Bezua,23663.0,Center Forward,7,Norwich City,56,"['149f7368-17fa-4bb3-a1c5-d352db254366', '747b54ae-5cb6-41c1-ac9a-37084d4e2478', 'f99c9322-1f9e-4b00-8d0f-82f576109c0a']",55,,,,,,,,,,,,,,,,,Norwich City,56,00:02:55.225,Pass,True
,,,,,,,,,,,,,,,,2.597122,,,,,,,,,,,,f99c9322-1f9e-4b00-8d0f-82f576109c0a,90,,"[61.7, 5.5]",3754022,2,,,,,0.62453604,,Right Foot,,,,"[77.1, 16.6]",,High Pass,,18.983414,Incomplete,,Dwight Gayle,3092.0,,,,,Recovery,1,From Throw In,Scott Dann,3407.0,Right Center Back,7,Norwich City,56,"['7236a1f6-adb0-4c5e-a4f1-fc344468378f', '83fa6c83-a35b-4248-9937-f72c453a4044', 'c0224d3c-bc96-4bdb-9aed-9502442081d5']",55,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:55.932,Pass,
,,,,,,,,,,,,,,,,0.810652,,,,,,,,,,,,83fa6c83-a35b-4248-9937-f72c453a4044,92,,"[43.0, 63.5]",3754022,2,,,,,-0.44530106,,Head,,,,"[51.8, 59.3]",,Low Pass,,9.750897,Incomplete,,Steven Naismith,9528.0,,,,,Recovery,1,From Throw In,Jonathan Howson,9578.0,Left Defensive Midfield,7,Norwich City,56,"['16149f93-88bc-4bd1-a859-794f9b7fdc44', 'aa3555da-70a2-4b35-acbe-1860f7fd7949', 'f99c9322-1f9e-4b00-8d0f-82f576109c0a']",58,,,,,,,,,,,,,,,,,Norwich City,56,00:02:58.529,Pass,
,,,,,,,,,,,,,,,,1.732284,,,,,,,,,,,,a7d5c99e-b939-4f28-b0e3-3306830a2fb2,97,,"[71.6, 22.2]",3754022,3,,,,,0.47257593,,Left Foot,,,,"[93.9, 33.6]",,High Pass,,25.04496,Incomplete,,Dwight Gayle,3092.0,,,,,,1,Regular Play,Jason Puncheon,19688.0,Right Center Midfield,8,Crystal Palace,31,"['10e5d597-456d-4f2e-bb11-0e45b5692363', '5292276e-adc9-4ace-a483-3ecc2aa7c34b', 'd6343d56-2560-4d2c-a710-ab208660f5f5']",0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:00.787,Pass,True
,,,,,,,,,,,,,,,,0.757856,,,,,,,,,,,,99e0dfa4-6a47-45c3-b81e-ae717dfa6135,105,,"[57.4, 22.7]",3754022,3,,,,,-1.5707964,,Right Foot,,,,"[57.4, 14.6]",,Ground Pass,,8.1,,,Robert Brady,10967.0,,,,,Recovery,1,Regular Play,Steven Naismith,9528.0,Center Attacking Midfield,9,Norwich City,56,['b49f1a23-a35e-46eb-9493-c3cebac2d54e'],9,,,,,,,,,,,,,,,,,Norwich City,56,00:03:09.591,Pass,
,,,,,,,,,,,,,,,,1.330717,,,,,,,,,,,,a93d4319-75d6-4b05-b01f-b7a31fa0a28f,108,,"[57.4, 14.6]",3754022,3,,,,,2.175576,,Left Foot,,,,"[52.7, 21.4]",,Ground Pass,,8.266196,,,Jonathan Howson,9578.0,,,,,,1,Regular Play,Robert Brady,10967.0,Left Midfield,9,Norwich City,56,['34cf6a0a-f55f-4ccb-9141-6e2143323c0c'],10,,,,,,,,,,,,,,,,,Norwich City,56,00:03:10.429,Pass,
,,,,,,,,,,,,,,,,1.566159,,,,,,,,,,,,3b09e7e7-74c8-4708-8118-c17f34464448,111,,"[52.7, 21.4]",3754022,3,,,,,0.8678554,,Left Foot,,,,"[63.8, 34.5]",,Ground Pass,,17.170322,,,Dieumerci Mbokani Bezua,23663.0,,,,,,1,Regular Play,Jonathan Howson,9578.0,Left Defensive Midfield,9,Norwich City,56,['8092b087-935b-4564-8303-58d33872d9f1'],11,,,,,,,,,,,,,,,,,Norwich City,56,00:03:11.800,Pass,
,,,,,,,,,,,,,,,,0.597184,,,,,,,,,,,,7009b486-bab7-476b-a64f-0c63250a3256,115,,"[62.9, 48.4]",3754022,3,,,,,-2.3561945,,Right Foot,,,,"[56.3, 41.8]",,Ground Pass,,9.33381,,,Gary O''Neil,9452.0,,,,,,1,Regular Play,Dieumerci Mbokani Bezua,23663.0,Center Forward,9,Norwich City,56,['f2543794-9b10-4bcd-ae11-dafd04056626'],17,,,,,,,,,,,,,,,,,Norwich City,56,00:03:17.082,Pass,
,,,,,,,,,,,,,,,,1.568414,,,,,,,,,,,,8cdd64a2-201d-40b6-accc-3b61b885d277,123,,"[64.1, 40.6]",3754022,3,,,,,-1.1359366,,Right Foot,,,,"[78.5, 9.6]",,Ground Pass,,34.181282,,,Robert Brady,10967.0,,,,,,1,Regular Play,Gary O''Neil,9452.0,Right Defensive Midfield,9,Norwich City,56,"['2c9de13d-cd3c-416a-a7d4-5320660f418c', 'f428baf4-36b4-4997-8846-e7c8c35a127f']",19,,,,,,,,,,,,,,,,,Norwich City,56,00:03:19.220,Pass,True
,,,,,,,,,,,,,,,,0.911056,,,,,,,,,,,,fb2d05f0-5408-48b9-a299-d04c6bb009bf,126,,"[78.5, 9.6]",3754022,3,,,,,1.5573744,,Left Foot,,,,"[78.7, 24.5]",,Ground Pass,,14.901342,,,Steven Naismith,9528.0,,,,,,1,Regular Play,Robert Brady,10967.0,Left Midfield,9,Norwich City,56,['6ac4b81f-d2c6-47e0-99dc-350392592138'],20,,,,,,,,,,,,,,,,,Norwich City,56,00:03:20.829,Pass,
,,,,,,,,,,,,,,,,2.262605,,,,,,,,,,,,24809dfe-0e66-466d-888c-f1511380c902,129,,"[78.7, 24.5]",3754022,3,,,,,-0.29756173,,Right Foot,,,,"[108.7, 15.3]",,Ground Pass,,31.378973,Incomplete,,Robert Brady,10967.0,,,,,,1,Regular Play,Steven Naismith,9528.0,Center Attacking Midfield,9,Norwich City,56,"['303314e6-4473-4957-93ac-52f94c483cb4', '51631bd2-a56f-4391-8045-824b4c1e28cf']",21,,,,,,,,,,,,,,,,,Norwich City,56,00:03:21.780,Pass,
