bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,bd67b172-626e-4455-8be4-9b845ddc01b1,1,,,3754266,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 29}, {'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Watford,23,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,60cf16e4-e779-4a7c-82ca-c4480e4d2fcc,2,,,3754266,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 34}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 43695, 'name': 'Brede Hangeland'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 4817, 'name': 'Joe Ledley'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 42}, {'player': {'id': 3469, 'name': 'Bakary Sako'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 26}, {'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3092, 'name': 'Dwight Gayle'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,11409f5a-2112-40ae-9b13-b9c399228c99,3,,,3754266,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,['dc8f1d86-90d9-4ec4-a8b7-95063982966c'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,dc8f1d86-90d9-4ec4-a8b7-95063982966c,4,,,3754266,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,['11409f5a-2112-40ae-9b13-b9c399228c99'],0,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9b6bd860-dd60-4cc9-923a-168b31447d04,1481,,,3754266,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,92,Watford,23,['581b16dc-b02d-4cd1-901e-a0cd2ed04555'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,581b16dc-b02d-4cd1-901e-a0cd2ed04555,1482,,,3754266,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,92,Watford,23,['9b6bd860-dd60-4cc9-923a-168b31447d04'],0,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.054279,,,,,,,,,,,,,,,61d6cd5d-ef9f-49ec-a4f2-7d1ae344d36e,5,,"[60.0, 40.0]",3754266,0,,,,,0.5404195,,Left Foot,,,,"[62.0, 41.2]",Ground Pass,,2.3323808,,,Jason Puncheon,19688.0,,,,,Kick Off,1,From Kick Off,Bakary Sako,3469.0,Center Attacking Midfield,2,Crystal Palace,31,['68c40003-a2ec-44a5-9fb4-634b23d57800'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.373,Pass,
,,,,,,,,,,,,,,,,1.098077,,,,,,,,,,,,,,,d779bc8a-d797-4581-be31-3bb9b9c10fa5,8,,"[61.3, 40.3]",3754266,0,,,,,-1.2980719,07038e25-457a-4fe9-8df7-3644aec080b2,Left Foot,,,,"[68.6, 14.2]",Ground Pass,,27.10166,,,Yannick Bolasie Yala,3589.0,True,,,,,1,From Kick Off,Jason Puncheon,19688.0,Right Wing,2,Crystal Palace,31,['953a5ed8-caf4-494d-93fe-788c9b02abb8'],1,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:01.507,Pass,
,,,,,,,,,,,,,,,,1.680456,,,,,,,,,,,,,,,65922b67-6213-455a-8ce0-d9aaa0ca94ed,21,,"[26.0, 0.1]",3754266,0,,True,,,0.26356387,,,,,,"[57.5, 8.6]",High Pass,,32.626675,Incomplete,,,,,,,,Throw-in,1,From Throw In,Ikechi Anya,40118.0,Left Back,3,Watford,23,['bbdaab66-9eb6-44e9-891d-8a0287b336ed'],26,,,,,,,,,,,,,,,,,,Watford,23,00:00:26.556,Pass,
,,,,,,,,,,,,,,,,1.821799,,,,,,,,,,,,,,,bbdaab66-9eb6-44e9-891d-8a0287b336ed,22,,"[62.6, 71.5]",3754266,0,,,,,-0.47872186,,Head,,,,"[86.3, 59.2]",High Pass,,26.701685,,,Dwight Gayle,3092.0,,,,,Recovery,1,From Throw In,Scott Dann,3407.0,Right Center Back,3,Watford,23,"['1edd7089-92ca-46f9-860c-dc0c72b14f6c', '65922b67-6213-455a-8ce0-d9aaa0ca94ed']",28,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:28.236,Pass,
