ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,26a60180-d8c6-496a-803a-8472ea5beaec,1,,,3754133,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,0fbd5e3c-1188-45c6-be00-0b90784d71bf,2,,,3754133,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 33}, {'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,ebc04202-2598-464f-9b89-4035959ded47,3,,,3754133,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['89666fbf-938b-4598-9644-ab9453c83bdc'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,89666fbf-938b-4598-9644-ab9453c83bdc,4,,,3754133,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['ebc04202-2598-464f-9b89-4035959ded47'],0,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,b8722cca-8928-4dfd-9eca-83784488a76d,1416,,,3754133,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,86,Norwich City,56,['c51f0b5a-7e60-43e3-8ad1-8f0fba5893a2'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,c51f0b5a-7e60-43e3-8ad1-8f0fba5893a2,1417,,,3754133,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,86,Norwich City,56,['b8722cca-8928-4dfd-9eca-83784488a76d'],0,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,1.925898,,,,,,,,,,,,7d5799b8-3717-4856-b2c9-7eb03871f528,5,,"[60.0, 40.0]",3754133,0,,,,,3.0626872,,Right Foot,,,"[38.5, 41.7]",,Ground Pass,,21.567104,,,Ryan Bennett,9930.0,,,,,,Kick Off,1,From Kick Off,Dieumerci Mbokani Bezua,23663.0,Center Forward,2,Norwich City,56,['c325cd91-7aab-4b5b-8396-c6a6d6c3a51f'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.850,Pass,
,,,,,,,,,,,,,1.146138,,,,,,,,,,,,4cb947b7-d7c2-45c5-bc9f-503461c68306,7,,"[43.1, 42.5]",3754133,0,,,,,1.3684747,,Right Foot,,,"[46.3, 58.1]",,Ground Pass,,15.924824,,,Russell Martin,21212.0,,,,,,,1,From Kick Off,Ryan Bennett,9930.0,Right Center Back,2,Norwich City,56,['64baaf8a-b3ac-4d86-9aad-5e93603adae2'],2,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:02.776,Pass,
,,,,,,,,,,,,,2.76256,,,,,,,,,,,,7f2c7d3d-98d9-4c46-9a64-67645313ac56,11,,"[48.2, 59.2]",3754133,0,,,,,-0.52514845,,Right Foot,,,"[92.9, 33.3]",,High Pass,,51.661396,,,Dieumerci Mbokani Bezua,23663.0,,,,,,,1,From Kick Off,Russell Martin,21212.0,Right Back,2,Norwich City,56,"['6584803e-eeaa-42b5-b3e8-1dc70e889b01', '6dc8e2ae-76dc-4d1f-a50c-7be92454b48e']",5,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:05.093,Pass,True
,,,,,,,,,,,,,3.284631,,,,,,,,,,,,76a8b5ce-c189-46d3-9ac1-809c19af704a,14,,"[91.8, 33.7]",3754133,0,,,,True,-1.0320688,,,,,"[107.4, 7.6]",,High Pass,,30.406742,,,Matt Jarvis,22594.0,,,,,,,1,From Kick Off,Dieumerci Mbokani Bezua,23663.0,Center Forward,2,Norwich City,56,"['2ae99400-5425-41e5-8d6b-9c55412e3770', '3a95a735-5097-4e06-bde7-84538522077c']",7,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:07.856,Pass,True
