50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,bb0be69f-0ef8-453c-a39b-1444b65f6cbc,1,,,3754344,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e2ce35a9-c1c2-4027-ac98-986c0ff614c0,2,,,3754344,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9467, 'name': 'Timothy Michael Krul'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 4840, 'name': 'Massadio Haïdara'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 42899, 'name': 'Gabriel Antoine Obertan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 30289, 'name': 'Papiss Demba Cissé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Newcastle United,37,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b4cfbbbc-246b-4bfe-89f8-60e83757e001,3,,,3754344,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['e32eec1a-d579-4f2d-b79b-751118c085b9'],0,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e32eec1a-d579-4f2d-b79b-751118c085b9,4,,,3754344,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['b4cfbbbc-246b-4bfe-89f8-60e83757e001'],0,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7cf692e3-1efe-423a-ab18-7cbd6c69d416,1786,,,3754344,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,101,Swansea City,26,['56879800-1025-4ff4-83a9-2a165df8ce69'],0,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,56879800-1025-4ff4-83a9-2a165df8ce69,1787,,,3754344,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,101,Swansea City,26,['7cf692e3-1efe-423a-ab18-7cbd6c69d416'],0,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.491109,,,,,,,,,,,0e5589d6-778c-471f-922f-86cf690f02e8,5,,"[60.0, 40.0]",3754344,0,,,,1.3633001,,Right Foot,,,"[60.4, 41.9]",,Ground Pass,,1.9416488,,,Vurnon Anita,16072.0,,,,,Kick Off,1,From Kick Off,Georginio Wijnaldum,3567.0,Center Attacking Midfield,2,Newcastle United,37,['ee4fc25f-bdaa-4311-8582-474fd0a9c0e1'],1,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:01.120,Pass,
,,,,,,,,,,,,,,,,1.308876,,,,,,,,,,,b4639d10-a561-43b3-a122-b41445bd36b0,8,,"[60.8, 42.1]",3754344,0,,,,-2.7049656,,Right Foot,,,"[50.3, 37.2]",,Ground Pass,,11.587062,,,Jack Colback,9649.0,,,,,,1,From Kick Off,Vurnon Anita,16072.0,Right Center Midfield,2,Newcastle United,37,['32b9d586-d007-4a63-b425-3a0e6885eecb'],1,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:01.679,Pass,
,,,,,,,,,,,,,,,,3.160015,,,,,,,,,,,9c500a43-e255-4ccb-b203-44485c44aff6,10,,"[50.3, 37.2]",3754344,0,,,,0.30565676,,Left Foot,,,"[93.4, 50.8]",,High Pass,,45.1948,Incomplete,,Moussa Sissoko,3091.0,,,,,,1,From Kick Off,Jack Colback,9649.0,Left Center Midfield,2,Newcastle United,37,"['08bf0940-74e3-4b48-b084-81a0de628dec', 'cad509a1-d3e4-4796-ad50-c1d4048a167a']",2,,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:02.987,Pass,
,,,,,,,,,,,,,,,,1.623484,,,,,,,,,,,08bf0940-74e3-4b48-b084-81a0de628dec,12,,"[26.7, 29.3]",3754344,0,,,,-0.45759928,,Head,,,"[46.6, 19.5]",,High Pass,,22.1822,Incomplete,,Jefferson Antonio Montero Vite,7063.0,,,,,Recovery,1,From Kick Off,Ashley Williams,3644.0,Left Center Back,2,Newcastle United,37,"['13401cc8-4716-41af-8658-949400745a68', '9c500a43-e255-4ccb-b203-44485c44aff6', 'c7aa0524-99c5-4f42-949d-76c48576856c']",6,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:06.147,Pass,
