50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fe7a7abf-616a-4428-b484-285918323795,1,,,3753978,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,bb4b6650-bce7-41a8-b9a0-cfcd9443ff60,2,,,3753978,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9b75a073-009f-4071-b385-d3fd9a0b5f67,3,,,3753978,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['00fde718-03a2-4c5b-addf-f7498d18d4e9'],0,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,00fde718-03a2-4c5b-addf-f7498d18d4e9,4,,,3753978,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['9b75a073-009f-4071-b385-d3fd9a0b5f67'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a73e5472-9943-4c69-926f-9d0450d43cc2,1741,,,3753978,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,98,Swansea City,26,['2c62620a-6a9b-4e2d-8cec-f5e3867f719c'],0,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2c62620a-6a9b-4e2d-8cec-f5e3867f719c,1742,,,3753978,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,98,Swansea City,26,['a73e5472-9943-4c69-926f-9d0450d43cc2'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.391586,,,,,,,,,,,,,,,6d94a7d0-b495-4eb3-a869-930edbd5b404,5,,"[60.0, 40.0]",3753978,0,,,,,1.6295521,,Right Foot,,,"[59.9, 41.7]",,Ground Pass,,1.7029387,,,,Gylfi Þór Sigurðsson,3944.0,,,,,,Kick Off,1,From Kick Off,Bafétimbi Gomis,20521.0,Center Forward,2,Swansea City,26,['d8e16ced-0600-4720-b560-974d3177c055'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.840,Pass,
,,,,,,,,,,,,,,,,0.782379,,,,,,,,,,,,,,,00c21d60-b197-48cf-8cb2-966c03d492be,8,,"[59.9, 41.7]",3753978,0,,,,,-2.8117561,,Right Foot,,,"[48.8, 37.9]",,Ground Pass,,11.732433,,,,Federico Fernández,3290.0,,,,,,,1,From Kick Off,Gylfi Þór Sigurðsson,3944.0,Left Attacking Midfield,2,Swansea City,26,['4beecf6c-da49-4c74-91dd-78d5aca1b1d3'],1,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:01.312,Pass,
,,,,,,,,,,,,,,,,1.432588,,,,,,,,,,,,,,,0a9a3081-b837-45a4-9d9d-b04efd307839,11,,"[47.7, 38.4]",3753978,0,,,,,1.6798718,,Right Foot,,,"[43.9, 73.1]",,Low Pass,,34.907448,,,,Kyle Naughton,3340.0,,,,,,,1,From Kick Off,Federico Fernández,3290.0,Right Center Back,2,Swansea City,26,['76238a38-b500-43cb-8ed7-190ec22b557d'],3,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:03.241,Pass,
,,,,,,,,,,,,,,,,1.057574,,,,,,,,,,,,,,,b011a6ed-d4b7-445e-95f9-e9c7afb8a15f,14,,"[41.2, 71.5]",3753978,0,,,,,-2.6919546,,Right Foot,,,"[18.2, 60.4]",,Ground Pass,,25.538403,,,,Federico Fernández,3290.0,,,,,,,1,From Kick Off,Kyle Naughton,3340.0,Right Back,2,Swansea City,26,['cf8b6980-6d66-4438-a2cc-5ac98585de74'],7,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:07.999,Pass,
,,,,,,,,,,,,,,,,1.955463,,,,,,,,,,,,,,,40afda20-1616-4b41-aabe-c5b6be8d7418,17,,"[17.1, 59.0]",3753978,0,,,,,-1.9013767,,Right Foot,,,"[7.8, 31.9]",,Low Pass,,28.651352,,,,Łukasz Fabiański,3262.0,,,,,,,1,From Kick Off,Federico Fernández,3290.0,Right Center Back,2,Swansea City,26,['cc28777c-6d72-4952-b613-566590bf6e8e'],10,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:10.189,Pass,
,,,,,,,,,,,,,,,,1.256572,,,,,,,,,,,,,,,887c0d00-537d-437a-a046-76c7b3091c27,21,,"[8.7, 28.1]",3753978,0,,,,,-0.8375895,,Right Foot,,,"[21.4, 14.0]",,Ground Pass,,18.976301,,,,Ashley Williams,3644.0,,,,,,,1,From Kick Off,Łukasz Fabiański,3262.0,Goalkeeper,2,Swansea City,26,"['4384876e-2cd2-4454-842b-2bcca52142e8', 'ab408422-2346-4b92-ab34-d73bb17e1404']",14,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:14.105,Pass,True
,,,,,,,,,,,,,,,,0.584378,,,,,,,,,,,,,,,9bac2bf6-5c65-40e6-a016-bb1281092c3a,24,,"[22.8, 14.2]",3753978,0,,,,,0.52807444,,Right Foot,,,"[27.6, 17.0]",,Ground Pass,,5.5569777,,,,Jonjo Shelvey,3057.0,,,,,,,1,From Kick Off,Ashley Williams,3644.0,Left Center Back,2,Swansea City,26,['8981852c-0534-4388-a7da-6da677de1d07'],16,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:16.338,Pass,
,,,,,,,,,,,,,,,,1.301653,,,,,,,,,,,,,,,d7cf0b3d-8a1a-4aea-bdc4-78f46f3cdb49,27,,"[27.6, 17.0]",3753978,0,,,,,2.7545664,,Right Foot,,,"[6.5, 25.6]",,Low Pass,,22.785303,,,,Łukasz Fabiański,3262.0,,,,,,,1,From Kick Off,Jonjo Shelvey,3057.0,Left Center Midfield,2,Swansea City,26,['8a5ea030-6e00-4695-aaf1-2b4b78b766dd'],17,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:17.172,Pass,
,,,,,,,,,,,,,,,,2.533605,,,,,,,,,,,,,,,235af98b-0ebb-419d-b2be-7b4b1fb12be8,31,,"[5.9, 23.5]",3753978,0,,,,,-1.3197936,,Left Foot,,,"[11.9, 0.1]",,Ground Pass,,24.156986,,Out,,Ashley Williams,3644.0,,,,,,,1,From Kick Off,Łukasz Fabiański,3262.0,Goalkeeper,2,Swansea City,26,"['97958410-3e0b-425f-991b-438870779876', 'f48c819c-2e05-40ac-9758-3f9757549f67']",19,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:19.790,Pass,True
,,,,,,,,,,,,,,,,1.552099,,,,,,,,,,,,,,,3007c986-0e1d-4b7d-93c0-0202b6ccc7f6,33,,"[104.7, 80.0]",3753978,0,,,,,-2.556715,,,,,"[97.3, 75.1]",,Low Pass,,8.875246,,,,Sadio Mané,3629.0,,,,,,Throw-in,1,From Throw In,Cédric Ricardo Alves Soares,3329.0,Right Back,3,Southampton,25,['b1642ead-3188-46ca-a06f-b2a76876c2d6'],39,,,,,,,,,,,,,,,,,,Southampton,25,00:00:39.717,Pass,
,,,,,,,,,,,,,,,,2.011868,,,,,,,,,,,,,,,189470d9-dfc6-4531-9452-a974b2523e96,36,,"[84.6, 73.5]",3753978,0,,,,,-2.2768633,,Left Foot,,,"[62.6, 47.7]",,Ground Pass,,33.90634,,,,José Miguel da Rocha Fonte,3960.0,,,,,,,1,From Throw In,Sadio Mané,3629.0,Right Wing,3,Southampton,25,['85c0f186-797a-4390-9150-92fdbd9c8042'],43,,,,,,,,,,,,,,,,,,Southampton,25,00:00:43.049,Pass,
,,,,,,,,,,,,,,,,3.869311,,,,,,,,,,,,,,,7c8999c9-0a93-4d87-bb88-e4b59b62a21a,39,,"[63.4, 46.9]",3753978,0,,,,,0.68920475,,Left Foot,,,"[100.9, 77.8]",,High Pass,,48.59074,,,,Cédric Ricardo Alves Soares,3329.0,,,,,,,1,From Throw In,José Miguel da Rocha Fonte,3960.0,Right Center Back,3,Southampton,25,"['39d90306-0b34-435e-851f-568caef4810b', 'a5522f60-edb9-455e-b092-6b4a0d37c5d2']",45,,,,,,,,,,,,,,,,,,Southampton,25,00:00:45.061,Pass,True
,,,,,,,,,,,,,,,,2.453027,,,,,,,,,,,,,,,46064800-216f-4af1-99ef-a7684b1b9005,41,,"[100.9, 77.8]",3753978,0,,,,,-1.0539204,,Head,,,"[106.3, 68.3]",,Low Pass,,10.927488,,Incomplete,,,,,,,,,,1,From Throw In,Cédric Ricardo Alves Soares,3329.0,Right Back,3,Southampton,25,['19b2ad68-79a9-4f70-8a9b-5d74e27696d1'],48,,,,,,,,,,,,,,,,,,Southampton,25,00:00:48.930,Pass,
,,,,,,,,,,,,,,,,1.303877,,,,,,,,,,,,,,,19b2ad68-79a9-4f70-8a9b-5d74e27696d1,42,,"[13.8, 11.8]",3753978,0,,,,,1.9662766,,Right Foot,,,"[9.5, 22.1]",,Ground Pass,,11.161541,,,,Ashley Williams,3644.0,,,,,,Recovery,1,From Throw In,Neil Taylor,9627.0,Left Back,3,Southampton,25,"['46064800-216f-4af1-99ef-a7684b1b9005', 'c79446eb-b203-441a-aeaf-840d58623823']",51,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:51.383,Pass,
,,,,,,,,,,,,,,,,6.049617,,,,,,,,,,,,,,,960529ba-6039-4329-8b29-10807bbea99a,45,,"[9.5, 22.1]",3753978,0,,,,,0.4732627,,Right Foot,,,"[71.6, 53.9]",,High Pass,,69.76855,,Incomplete,,André Ayew Pelé,3347.0,,,,,,,1,From Throw In,Ashley Williams,3644.0,Left Center Back,3,Southampton,25,"['238060d0-cbc0-420c-8eff-291ce28f1df3', 'd8c6ee1f-2175-48f2-a2a7-0af0e9149d2d']",53,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:53.121,Pass,
,,,,,,,,,,,,,,,,0.782211,,,,,,,,,,,,,,,3da50333-347c-4f29-94ed-84c2a91374a1,50,,"[72.4, 80.0]",3753978,1,,True,,,-1.5707964,,,,,"[72.4, 72.9]",,High Pass,,7.1,,,,Sung-Yeung Ki,3605.0,,,,,,Throw-in,1,From Throw In,André Ayew Pelé,3347.0,Right Attacking Midfield,4,Swansea City,26,['6a3547fd-cf1a-435b-b90c-07a1ee58c614'],6,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:06.173,Pass,
,,,,,,,,,,,,,,,,0.628103,,,,,,,,,,,,,,,b9d97101-1c7d-4937-80bb-28704d24b67e,53,,"[72.7, 73.1]",3753978,1,,,,,1.5707964,,Right Foot,,,"[72.7, 75.8]",,Ground Pass,,2.7,,,,André Ayew Pelé,3347.0,,,,,,,1,From Throw In,Sung-Yeung Ki,3605.0,Right Center Midfield,4,Swansea City,26,"['42802937-0e56-4c0c-9809-57eb194553ed', '69908a67-e96f-40d4-994d-f204499e5927']",7,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:07.303,Pass,True
,,,,,,,,,,,,,,,,1.026106,,,,,,,,,,,,,,,1dffb11d-dcef-4976-9ddb-3db3de67efe6,56,,"[72.7, 75.8]",3753978,1,,,,,-3.0575802,,Left Foot,,,"[63.2, 75.0]",,Ground Pass,,9.533625,,,,Kyle Naughton,3340.0,,,,,,,1,From Throw In,André Ayew Pelé,3347.0,Right Attacking Midfield,4,Swansea City,26,['451df5e4-4635-4290-bd84-3490510ec718'],9,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:09.457,Pass,
,,,,,,,,,,,,,,,,0.650006,,,,,,,,,,,,,,,734bb31d-a0f0-445a-86fb-30ab1e5984cd,59,,"[63.2, 74.8]",3753978,1,,,,,-2.1564405,,Right Foot,,,"[56.7, 65.0]",,Ground Pass,,11.759677,,,,Jack Frank Porteous Cork,3462.0,,,,,,,1,From Throw In,Kyle Naughton,3340.0,Right Back,4,Swansea City,26,['0d536229-b0a7-4769-be59-e40f8416e7d5'],11,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:11.118,Pass,
,,,,,,,,,,,,,,,,1.964176,,,,,,,,,,,,,,,264641e5-ec61-495b-9335-d44cd4039192,63,,"[40.9, 66.6]",3753978,1,,,,,-2.900067,,Left Foot,,,"[6.8, 58.2]",,Ground Pass,,35.11937,,,,Łukasz Fabiański,3262.0,,,,,,,1,From Throw In,Jack Frank Porteous Cork,3462.0,Center Defensive Midfield,4,Swansea City,26,"['17367b70-4e5a-463e-ab1b-06adc894e31a', '73f1d403-1e1b-4ed2-92f9-1bf03a20ed6b']",16,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:16.015,Pass,True
,,,,,,,,,,,,,,,,3.561581,,,,,,,,,,,,,,,b0e70a1a-7f23-423a-9fe5-a507b1fc008b,67,,"[8.4, 62.5]",3753978,1,,,,,-0.0414509,,Right Foot,,,"[73.5, 59.8]",,High Pass,,65.15597,,Incomplete,,André Ayew Pelé,3347.0,,,,,,,1,From Throw In,Łukasz Fabiański,3262.0,Goalkeeper,4,Swansea City,26,"['71da09e4-1338-426f-9be9-bca08d649eb7', '85801a71-3a93-4fb9-b114-5b6159ff49a5', 'ec655efc-e672-456c-bec8-c86815f51eec']",19,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:19.458,Pass,True
,,,,,,,,,,,,,,,,1.20057,,,,,,,,,,,,,,,85801a71-3a93-4fb9-b114-5b6159ff49a5,69,,"[46.6, 20.3]",3753978,1,,,,True,-0.23317981,,,,,"[62.6, 16.5]",,High Pass,,16.44506,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Virgil van Dijk,3669.0,Left Center Back,4,Swansea City,26,"['3ba2d05d-625a-4fbf-9384-d508bc611b63', 'b0e70a1a-7f23-423a-9fe5-a507b1fc008b', 'e7800d58-864c-4ac3-bc24-f4948b37468b']",23,,,,,,,,,,,,,,,,,,Southampton,25,00:01:23.019,Pass,True
,,,,,,,,,,,,,,,,0.871656,,,,,,,,,,,,,,,206a7cd5-d43c-443d-ac18-104d6ed12c42,73,,"[57.2, 50.3]",3753978,1,,,,,-1.9250557,,Right Foot,,,"[54.5, 43.0]",,Ground Pass,,7.7833157,,,,Jonjo Shelvey,3057.0,,,,,,,1,From Throw In,Sung-Yeung Ki,3605.0,Right Center Midfield,4,Swansea City,26,['2f3aa9c8-f002-444e-916d-ab0e12bf1e45'],27,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:27.291,Pass,
,,,,,,,,,,,,,,,,0.804957,,,,,,,,,,,,,,,ea0f410d-55de-4ed6-87f5-6be0f96259a2,76,,"[61.3, 43.8]",3753978,1,,,,,0.34769285,,Right Foot,,,"[76.2, 49.2]",,Ground Pass,,15.848344,,,,André Ayew Pelé,3347.0,,,,,,,1,From Throw In,Jonjo Shelvey,3057.0,Left Center Midfield,4,Swansea City,26,['eda51306-e594-417c-b366-8a076fe59339'],30,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:30.227,Pass,
,,,,,,,,,,,,,,,,1.247258,,,,,,,,,,,,,,,2829e496-719c-4a03-bae7-bd5f7ede484f,79,,"[76.5, 49.2]",3753978,1,,,,,2.920764,,Left Foot,,,"[61.8, 52.5]",,Ground Pass,,15.065855,,,,Jack Frank Porteous Cork,3462.0,,,,,,,1,From Throw In,André Ayew Pelé,3347.0,Right Attacking Midfield,4,Swansea City,26,['caeac834-0e67-4caa-97cd-2194fdfa6eb0'],31,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:31.112,Pass,
,,,,,,,,,,,,,,,,0.689085,,,,,,,,,,,,,,,a2f59f56-d2cc-457e-84be-c031213602e0,82,,"[61.6, 52.5]",3753978,1,,,,,-1.2873751,,Right Foot,,,"[64.6, 42.2]",,Ground Pass,,10.728001,,,,Jonjo Shelvey,3057.0,,,,,,,1,From Throw In,Jack Frank Porteous Cork,3462.0,Center Defensive Midfield,4,Swansea City,26,['bda212d9-ae9a-4bf8-bc81-dba99daa1b25'],32,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:32.491,Pass,
,,,,,,,,,,,,,,,,1.429465,,,,,,,,,,,,,,,3d1fcb82-195b-4f22-b5c4-7022829dfb65,86,,"[62.1, 43.8]",3753978,1,,,,,-1.918628,,Left Foot,,,"[55.9, 26.7]",,Ground Pass,,18.189283,,,,Ashley Williams,3644.0,,,,,,,1,From Throw In,Jonjo Shelvey,3057.0,Left Center Midfield,4,Swansea City,26,"['6a2acfd1-d7e2-41a6-b606-ed87f28ee79c', 'bfc5d583-bd82-4ee7-8b9b-01158360b45a']",35,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:35.711,Pass,True
,,,,,,,,,,,,,,,,1.302145,,,,,,,,,,,,,,,0501d955-ada4-4ec7-9f22-c393b755a3a3,89,,"[62.7, 21.6]",3753978,1,,,,,-1.0805701,,Right Foot,,,"[73.0, 2.3]",,Ground Pass,,21.87647,,,,Neil Taylor,9627.0,,,,,,,1,From Throw In,Ashley Williams,3644.0,Left Center Back,4,Swansea City,26,['f714c2da-289b-415c-a008-b1d9cf58b227'],38,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:38.981,Pass,
,,,,,,,,,,,,,,,,1.748333,,,,,,,,,,,,,,,21325cb4-9be6-46ca-825a-0b34bc949a74,92,,"[73.0, 2.3]",3753978,1,,,,,2.7338479,,Left Foot,,,"[56.1, 9.6]",,Ground Pass,,18.409237,,,,Ashley Williams,3644.0,,,,,,,1,From Throw In,Neil Taylor,9627.0,Left Back,4,Swansea City,26,['2c23d176-96a0-4741-9eef-90d4439b89a0'],40,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:40.545,Pass,
,,,,,,,,,,,,,,,,2.38148,,,,,,,,,,,,,,,62179ce9-184e-4960-b2c7-a5784ea56b90,95,,"[53.7, 10.4]",3753978,1,,,,,1.814604,,Right Foot,,,"[43.7, 50.6]",,Low Pass,,41.425114,,,,Federico Fernández,3290.0,,,True,,,,1,From Throw In,Ashley Williams,3644.0,Left Center Back,4,Swansea City,26,['6ecb81b5-bde3-4645-b384-812f1bb4d76d'],44,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:44.027,Pass,
,,,,,,,,,,,,,,,,0.784161,,,,,,,,,,,,,,,e7689b6f-9687-4337-9bc9-582d1d0543fe,98,,"[49.4, 53.0]",3753978,1,,,,,0.17759617,,Right Foot,,,"[57.2, 54.4]",,Ground Pass,,7.924645,,,,Sung-Yeung Ki,3605.0,,,,,,,1,From Throw In,Federico Fernández,3290.0,Right Center Back,4,Swansea City,26,['f9d416bd-54e8-4ef0-91db-aca47a39b4bf'],49,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:49.019,Pass,
,,,,,,,,,,,,,,,,2.045557,,,,,,,,,,,,,,,a1fbfb5b-4833-4954-bcc7-25bff26fe432,101,,"[57.2, 54.1]",3753978,1,,,,,-1.8507462,,Right Foot,,,"[52.6, 38.1]",,Ground Pass,,16.648123,,,,Jack Frank Porteous Cork,3462.0,,,,,,,1,From Throw In,Sung-Yeung Ki,3605.0,Right Center Midfield,4,Swansea City,26,['250a2086-3ffd-484e-bec0-ac35ee2835c9'],50,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:50.941,Pass,
