ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,315cec4f-44f9-4c01-bb3e-70478ca66339,1,,,3753975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 40366, 'name': 'Wes Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 42902, 'name': 'Adam Johnson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b81ace19-ad22-4e88-808a-5cd59caa7056,2,,,3753975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3b067154-8337-4384-ab13-4b40f4bf566b,3,,,3753975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['ea5bc817-696a-4863-b63e-394ebf5e32b4'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ea5bc817-696a-4863-b63e-394ebf5e32b4,4,,,3753975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['3b067154-8337-4384-ab13-4b40f4bf566b'],0,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,909290fd-153e-4868-a4ab-c4c8b492bc2a,1905,,,3753975,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,102,AFC Bournemouth,28,['e2dbd79d-fc1d-484c-89c3-4a971a29a963'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e2dbd79d-fc1d-484c-89c3-4a971a29a963,1906,,,3753975,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,102,AFC Bournemouth,28,['909290fd-153e-4868-a4ab-c4c8b492bc2a'],0,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.476789,,,,,,,,,,,,efb0bbfe-4dcd-475b-bd57-56c5204eb2f6,5,,"[60.0, 40.0]",3753975,0,,,,,-2.3561945,,Left Foot,,,"[59.2, 39.2]",,Ground Pass,,1.1313709,,,,,Adam Johnson,42902.0,,,,,,Kick Off,1,From Kick Off,Jermain Defoe,3337.0,Center Forward,2,Sunderland,41,['26752c74-3b55-466b-8440-b973ea97dc41'],0,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.686,Pass,
,,,,,,,,,,,,,,,1.671037,,,,,,,,,,,,a99d1300-ce64-4313-b215-f31dd9907439,9,,"[72.0, 28.5]",3753975,0,,,,,-1.7996473,,Left Foot,,,"[66.2, 3.6]",,Ground Pass,,25.56658,,,,,Patrick van Aanholt,3321.0,,,,,,,1,From Kick Off,Adam Johnson,42902.0,Right Wing,2,Sunderland,41,['a1f7f680-ee0e-444a-8c41-842f754e60b1'],5,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:05.112,Pass,
,,,,,,,,,,,,,,,0.675905,,,,,,,,,,,,ab4a60d5-f028-49ac-9841-d896e43be2ba,12,,"[67.3, 4.5]",3753975,0,,,,,1.7156088,,Left Foot,,,"[65.9, 14.1]",,Ground Pass,,9.701547,,,,,Adam Johnson,42902.0,,,,,,,1,From Kick Off,Patrick van Aanholt,3321.0,Left Back,2,Sunderland,41,['52ff4192-d477-46df-944d-116eabe0733d'],8,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:08.284,Pass,
,,,,,,,,,,,,,,,1.260237,,,,,,,,,,,,f366b690-c1de-4641-af2f-61d5ff732d4c,15,,"[65.6, 13.8]",3753975,0,,,,,-3.0548544,,Left Foot,,,"[56.4, 13.0]",,Ground Pass,,9.234717,,,,,Yann Gérard M''Vila,4429.0,,,,,,,1,From Kick Off,Adam Johnson,42902.0,Right Wing,2,Sunderland,41,['b551c928-1934-4f60-803f-98ebe7f1ef8f'],9,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:09.142,Pass,
