50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f625bb2d-db7a-4b9f-9c28-6c0d1122d373,1,,,3754170,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3649, 'name': 'Karl Darlow'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 3081, 'name': 'Jamaal Lascelles'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3297, 'name': 'Andros Townsend'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 5}, {'player': {'id': 30289, 'name': 'Papiss Demba Cissé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Newcastle United,37,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a0ea0da7-e611-4586-8f97-4e64d60cd1c8,2,,,3754170,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 42}, {'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 20641, 'name': 'Connor Wickham'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,98d90ab4-2287-481e-b432-2062a860ba4e,3,,,3754170,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['436974b1-02c4-4008-9954-f495eaf9416d'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,436974b1-02c4-4008-9954-f495eaf9416d,4,,,3754170,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['98d90ab4-2287-481e-b432-2062a860ba4e'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cc7aec1c-2d7d-45bf-a8f8-c2ef6cf99891,1645,,,3754170,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Newcastle United,37,['87c0e5a5-b0bb-479a-9f7a-bcafe3abc0b2'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,87c0e5a5-b0bb-479a-9f7a-bcafe3abc0b2,1646,,,3754170,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Newcastle United,37,['cc7aec1c-2d7d-45bf-a8f8-c2ef6cf99891'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.300816,,,,,,,,,,,,,,704b92e3-9239-41b2-8c30-c2672db8c0e7,5,,"[60.0, 40.0]",3754170,0,,,,,1.4968573,,Left Foot,,,"[60.2, 42.7]",Ground Pass,,2.7073972,,,Papiss Demba Cissé,30289.0,,,,,,Kick Off,1,From Kick Off,Jack Colback,9649.0,Left Defensive Midfield,2,Newcastle United,37,['d179160e-7cf0-4329-a7d0-d25e7c680908'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.654,Pass,
,,,,,,,,,,,,,,,1.01965,,,,,,,,,,,,,,ab291d50-b053-4184-aaf6-2cde10619ebb,7,,"[60.3, 43.1]",3754170,0,,,,,-2.4505637,,Right Foot,,,"[47.0, 32.1]",Ground Pass,,17.259491,,,Cheik Ismaël Tioté,42900.0,,,,,,,1,From Kick Off,Papiss Demba Cissé,30289.0,Center Forward,2,Newcastle United,37,['8e11a7d5-b1fd-4532-b194-efbe918c3171'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.955,Pass,
,,,,,,,,,,,,,,,3.404293,,,,,,,,,,,,,,e1ba9c0d-a642-4c4e-9114-cfab131e70c3,11,,"[48.7, 34.1]",3754170,0,,,,,0.5165006,,Right Foot,,,"[101.7, 64.2]",High Pass,,60.950882,,Incomplete,Moussa Sissoko,3091.0,,,,,,,1,From Kick Off,Cheik Ismaël Tioté,42900.0,Right Defensive Midfield,2,Newcastle United,37,"['265d659c-3802-4d3f-9539-3a483852e102', '44f2c2fd-30b4-4347-9092-fd97cbfe9f6b', '8db3dd28-6d0e-48bc-bf07-5911784fceaa']",2,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:02.859,Pass,True
,,,,,,,,,,,,,,,1.61707,,,,,,,,,,,,,,f122e868-4591-4d1d-a67b-3282c2f5eb69,15,,"[88.3, 57.1]",3754170,0,,,,True,0.7018924,,,,,"[100.6, 67.5]",High Pass,,16.107452,,,Moussa Sissoko,3091.0,,,,,,Recovery,1,From Kick Off,Papiss Demba Cissé,30289.0,Center Forward,2,Newcastle United,37,"['1a8cba52-065d-4832-b32d-dcbdb146a94b', 'd863c463-a888-47fb-8c7d-ff39dfc241fb']",7,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:07.850,Pass,True
