50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.426385,,,,,,,,,,,,,,aeada92d-0b84-415d-a0fb-6098b6818629,17,,"[46.6, 15.5]",3754163,0,,,,,2.7458293,,Right Foot,,,"[32.0, 21.6]",,Ground Pass,,15.823085,,,Ashley Williams,3644.0,,,,,,1,From Kick Off,Sung-Yeung Ki,3605.0,Left Center Midfield,2,Swansea City,26,['d4997c53-c90d-432a-8569-e7c8d5d5a652'],12,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:12.863,Pass,
,,,,,,,,,,,,,,,,,3.473949,,,,,,,,,,,,,,cac681b6-a43a-4e1d-98be-b314d33dc1a5,20,,"[32.0, 21.6]",3754163,0,,,,,0.8060374,,Right Foot,,,"[74.7, 66.1]",,High Pass,,61.672848,Incomplete,,Àngel Rangel Zaragoza,3973.0,,True,,,,1,From Kick Off,Ashley Williams,3644.0,Left Center Back,2,Swansea City,26,"['5b532b94-a295-4691-ad4c-d6396abab9b7', 'c3ffa0d2-af73-4ca8-8229-07cd38110b60']",16,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:16.871,Pass,
,,,,,,,,,,,,,,,,,1.759161,,,,,,,,,,,,,,5b532b94-a295-4691-ad4c-d6396abab9b7,22,,"[45.4, 14.0]",3754163,0,,,,,-0.15865526,,Head,,,"[70.4, 10.0]",,High Pass,,25.317978,,,Kevin Mirallas,4317.0,,,,,Recovery,1,From Kick Off,Leighton Baines,3518.0,Left Back,2,Swansea City,26,"['2570ae8b-badc-4206-8add-2495e204b9dc', 'cac681b6-a43a-4e1d-98be-b314d33dc1a5']",20,,,,,,,,,,,,,,,,,,,Everton,29,00:00:20.345,Pass,
,,,,,,,,,,,,,,,,,1.728347,,,,,,,,,,,,,,3ba90c28-d0a2-42d0-9cc8-878adc96625f,24,,"[70.4, 10.0]",3754163,0,,,,,3.0657887,,Head,,,"[62.5, 10.6]",,High Pass,,7.922752,Incomplete,,Muhamed Bešić,3476.0,,,,,,1,From Kick Off,Kevin Mirallas,4317.0,Left Wing,2,Swansea City,26,"['8ca151a3-a362-4009-9c35-2914d8fdf877', 'd9470678-b476-41d2-be19-cee7705b698a']",22,,,,,,,,,,,,,,,,,,,Everton,29,00:00:22.104,Pass,
,,,,,,,,,,,,,,,,,1.818592,,,,,,,,,,,,,,891fb4fc-09d1-424d-aae7-dd82c0549d33,29,,"[61.2, 71.3]",3754163,0,,,,,-0.72966194,,Right Foot,,,"[73.5, 60.3]",,High Pass,,16.501211,Incomplete,,Wayne Routledge,3449.0,,,,,,1,From Kick Off,Àngel Rangel Zaragoza,3973.0,Right Back,2,Swansea City,26,"['4ca2a985-8353-4ea8-ba08-617c407cf2f4', '65499dfa-254c-4a20-9783-100f6117c3df', 'c6309857-c4eb-45bc-9f2a-0c448ce5c33e']",24,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:24.723,Pass,True
,,,,,,,,,,,,,,,,,0.514258,,,,,,,,,,,,,,da858023-7b59-429a-bc35-2321f3d5001e,36,,"[59.1, 61.2]",3754163,0,,,,,1.8862178,,Right Foot,,,"[56.0, 70.7]",,Ground Pass,,9.992997,,,Àngel Rangel Zaragoza,3973.0,,,,,,1,From Kick Off,Leon Britton,4631.0,Center Defensive Midfield,2,Swansea City,26,"['a5afc662-4599-4c0e-b876-713d279c5cc0', 'd69ad71e-a853-49c5-a8b2-85f90696794f']",28,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:28.409,Pass,True
,,,,,,,,,,,,,,,,,0.48583,,,,,,,,,,,,,,3fea5fba-567c-40ca-9c1f-9aac3f8fa21e,39,,"[56.0, 70.5]",3754163,0,,,,,-1.8925469,,Right Foot,,,"[53.3, 62.4]",,Ground Pass,,8.53815,,,Jack Frank Porteous Cork,3462.0,,,,,,1,From Kick Off,Àngel Rangel Zaragoza,3973.0,Right Back,2,Swansea City,26,['fbbca7a4-e263-4ff3-a224-2f656208521e'],28,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:28.963,Pass,
,,,,,,,,,,,,,,,,,0.512963,,,,,,,,,,,,,,52baf91e-4783-4c1a-96b1-c26f7cb29732,42,,"[53.3, 62.4]",3754163,0,,,,,1.3415644,,Right Foot,,,"[55.4, 71.4]",,Ground Pass,,9.241753,,,Àngel Rangel Zaragoza,3973.0,,,,,,1,From Kick Off,Jack Frank Porteous Cork,3462.0,Right Center Midfield,2,Swansea City,26,['4cb3a97c-d904-47e4-bdd4-7afa910179ad'],29,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:29.562,Pass,
,,,,,,,,,,,,,,,,,2.333523,,,,,,,,,,,,,,43d94d8a-d7c4-4d41-8a6b-eb0d81d70d7a,45,,"[48.3, 64.1]",3754163,0,,,,,-1.9747497,,Right Foot,,,"[31.8, 25.5]",,Ground Pass,,41.978683,,,Ashley Williams,3644.0,,,,,,1,From Kick Off,Àngel Rangel Zaragoza,3973.0,Right Back,2,Swansea City,26,['97ddac4f-667a-41bc-837c-1c95825f5dec'],31,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:31.709,Pass,
,,,,,,,,,,,,,,,,,1.84145,,,,,,,,,,,,,,a23e9bad-832d-4585-8af7-9381541f4c5b,48,,"[44.9, 26.6]",3754163,0,,,,,-1.1293057,,Right Foot,,,"[51.8, 12.0]",,Ground Pass,,16.148375,,,Sung-Yeung Ki,3605.0,,,,,,1,From Kick Off,Ashley Williams,3644.0,Left Center Back,2,Swansea City,26,['95409156-0142-450e-a9fb-9a93df49ac62'],36,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:36.205,Pass,
,,,,,,,,,,,,,,,,,2.079046,,,,,,,,,,,,,,edafd627-b9b9-4ce7-9477-82c9c07144da,52,,"[51.0, 12.8]",3754163,0,,,,,1.7266028,,Right Foot,,,"[43.9, 58.0]",,Ground Pass,,45.754234,,,Federico Fernández,3290.0,,True,,,,1,From Kick Off,Sung-Yeung Ki,3605.0,Left Center Midfield,2,Swansea City,26,"['08a57b25-cd9d-4184-9701-50e8aa3a65f6', 'c29990df-0a50-4cef-bc92-807a243cbe5f']",39,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:39.688,Pass,True
,,,,,,,,,,,,,,,,,0.784773,,,,,,,,,,,,,,f2ef6219-c652-43f7-8094-a6f58b1d3a2b,55,,"[43.1, 57.0]",3754163,0,,,,,0.1364026,,Right Foot,,,"[53.3, 58.4]",,Ground Pass,,10.29563,,,Jack Frank Porteous Cork,3462.0,,,,,,1,From Kick Off,Federico Fernández,3290.0,Right Center Back,2,Swansea City,26,['47f7962d-a98d-4450-9c4b-3961e7b624cb'],42,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:42.822,Pass,
,,,,,,,,,,,,,,,,,0.88888,,,,,,,,,,,,,,ab54181b-791e-4304-b4ab-e1132732541d,59,,"[53.7, 60.9]",3754163,0,,,,,1.3013897,,Right Foot,,,"[57.4, 74.3]",,Ground Pass,,13.901439,,,Àngel Rangel Zaragoza,3973.0,,,,,,1,From Kick Off,Jack Frank Porteous Cork,3462.0,Right Center Midfield,2,Swansea City,26,"['4032fd7e-5b31-4d8d-8223-f7b29404d616', 'c7eda59e-df2b-49c7-8535-92332c4c10a0']",44,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:44.797,Pass,True
,,,,,,,,,,,,,,,,,0.780291,,,,,,,,,,,,,,8e72afe3-b751-45b6-8051-396ede8af305,62,,"[60.3, 63.8]",3754163,0,,,,,-0.6652894,,Left Foot,,,"[66.8, 58.7]",,Ground Pass,,8.261961,,,André Ayew Pelé,3347.0,,,,,,1,From Kick Off,Àngel Rangel Zaragoza,3973.0,Right Back,2,Swansea City,26,['bc65dcb9-8aa3-4367-a977-2d7c04aff504'],48,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:48.638,Pass,
,,,,,,,,,,,,,,,,,0.924153,,,,,,,,,,,,,,0c00a2cd-3c2c-4871-b610-a21cb94f79e4,66,,"[68.3, 58.9]",3754163,0,,,,,1.1121612,,Left Foot,,,"[76.2, 74.9]",,Ground Pass,,17.844048,,,Jack Frank Porteous Cork,3462.0,,,,,,1,From Kick Off,André Ayew Pelé,3347.0,Left Wing,2,Swansea City,26,"['09409fa0-9c07-47df-995e-6c684e20d288', '8011cf5e-0b99-4d18-b04c-3f8c33d422a7']",50,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:50.052,Pass,True
,,,,,,,,,,,,,,,,,1.008698,,,,,,,,,,,,,,cdbcd86e-2a36-4372-af05-07b96bce1f80,69,,"[77.0, 74.3]",3754163,0,,,,,-1.4867457,,Right Foot,,,"[79.3, 47.0]",,Ground Pass,,27.396715,,,Gylfi Þór Sigurðsson,3944.0,,,,,,1,From Kick Off,Jack Frank Porteous Cork,3462.0,Right Center Midfield,2,Swansea City,26,['23eb126d-6442-4243-a63c-bb5c7e608194'],52,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:52.608,Pass,
,,,,,,,,,,,,,,,,,0.991893,,,,,,,,,,,,,,3b12cb32-86b2-42ef-b181-661c06167867,73,,"[80.3, 59.9]",3754163,0,,,,,-3.0172377,,Left Foot,,,"[73.9, 59.1]",,Ground Pass,,6.449806,,,Jack Frank Porteous Cork,3462.0,,,,,,1,From Kick Off,Gylfi Þór Sigurðsson,3944.0,Center Forward,2,Swansea City,26,['9305ba39-e179-41df-9b1a-581a374f5a3a'],55,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:55.610,Pass,
,,,,,,,,,,,,,,,,,1.318985,,,,,,,,,,,,,,771a2e0b-cf78-455c-b42e-6ab60180a9bb,76,,"[73.9, 59.1]",3754163,0,,,,,-2.011547,,Right Foot,,,"[66.4, 43.2]",,Ground Pass,,17.580103,,,Sung-Yeung Ki,3605.0,,,,,,1,From Kick Off,Jack Frank Porteous Cork,3462.0,Right Center Midfield,2,Swansea City,26,['339af936-5193-4828-ba92-6676b13d89ae'],56,,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:56.690,Pass,
,,,,,,,,,,,,,,,,,1.838721,,,,,,,,,,,,,,94164147-4ffd-4a3e-afb8-b027dc601939,79,,"[74.9, 24.9]",3754163,1,,,,,-2.0552742,,Right Foot,,,"[67.9, 11.6]",,Ground Pass,,15.029637,,,Ashley Williams,3644.0,,,,,,1,From Kick Off,Sung-Yeung Ki,3605.0,Left Center Midfield,2,Swansea City,26,['44f52597-cfb4-42a9-85c6-ac3711400586'],1,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:01.425,Pass,
,,,,,,,,,,,,,,,,,1.945168,,,,,,,,,,,,,,44c9eeb6-7927-43b4-b737-6e33ead8e238,82,,"[63.7, 15.1]",3754163,1,,,,,2.0344439,,Right Foot,,,"[46.0, 50.5]",,Ground Pass,,39.578403,,,Federico Fernández,3290.0,,,,,,1,From Kick Off,Ashley Williams,3644.0,Left Center Back,2,Swansea City,26,['96aaf82d-199b-4971-a265-671a1eeddd9e'],8,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:08.839,Pass,
,,,,,,,,,,,,,,,,,0.940618,,,,,,,,,,,,,,1476fc67-737c-4412-bd39-a36c8fa728a9,85,,"[62.0, 54.5]",3754163,1,,,,,-0.2013171,,Right Foot,,,"[81.6, 50.5]",,Ground Pass,,20.004,,,André Ayew Pelé,3347.0,,,,,,1,From Kick Off,Federico Fernández,3290.0,Right Center Back,2,Swansea City,26,['6d2abcfd-3ffe-4004-802c-f58dfec55b9b'],14,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:14.222,Pass,
,,,,,,,,,,,,,,,,,1.849318,,,,,,,,,,,,,,b7df171c-b618-4d4d-8deb-07cace2e0624,89,,"[81.2, 50.5]",3754163,1,,,,,-2.1842563,,Left Foot,,,"[67.4, 30.9]",,Low Pass,,23.970816,,,Sung-Yeung Ki,3605.0,,,,,,1,From Kick Off,André Ayew Pelé,3347.0,Left Wing,2,Swansea City,26,"['8cefbca5-8b79-4236-a782-4ff2828b2fb4', 'ff3261d2-4331-4439-a8d1-779313c16756']",15,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:15.202,Pass,True
,,,,,,,,,,,,,,,,,1.004695,,,,,,,,,,,,,,b3c327cf-e869-4580-9011-919be879cfc9,92,,"[66.0, 32.8]",3754163,1,,,,,2.1247058,,Right Foot,,,"[55.3, 50.1]",,Ground Pass,,20.341583,,,Federico Fernández,3290.0,,,,,,1,From Kick Off,Sung-Yeung Ki,3605.0,Left Center Midfield,2,Swansea City,26,['869ba70e-b9f1-416e-9fee-c81f3910ed29'],18,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:18.509,Pass,
,,,,,,,,,,,,,,,,,1.496552,,,,,,,,,,,,,,a7fe1784-9bc3-44f1-889c-4f9544a7c1a0,95,,"[55.3, 51.1]",3754163,1,,,,,1.4751296,,Right Foot,,,"[57.2, 70.9]",,Ground Pass,,19.890953,,,Àngel Rangel Zaragoza,3973.0,,,,,,1,From Kick Off,Federico Fernández,3290.0,Right Center Back,2,Swansea City,26,['b8817459-8b57-4368-a1d3-c518b9da420a'],20,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:20.707,Pass,
,,,,,,,,,,,,,,,,,0.793939,,,,,,,,,,,,,,c49aec26-5086-4328-90e8-45ce0af25749,98,,"[57.2, 70.9]",3754163,1,,,,,-1.5532542,,Right Foot,,,"[57.4, 59.5]",,Ground Pass,,11.401754,,,Leon Britton,4631.0,,,,,,1,From Kick Off,Àngel Rangel Zaragoza,3973.0,Right Back,2,Swansea City,26,['faf152ee-c763-47e7-ba2c-5d152ebd26ab'],23,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:23.093,Pass,
,,,,,,,,,,,,,,,,,1.113156,,,,,,,,,,,,,,018ebb5c-3c0e-4630-b97c-076d6fe9357c,102,,"[57.6, 60.9]",3754163,1,,,,,2.1112158,,Left Foot,,,"[52.8, 68.9]",,Ground Pass,,9.329523,,,Àngel Rangel Zaragoza,3973.0,,,,,,1,From Kick Off,Leon Britton,4631.0,Center Defensive Midfield,2,Swansea City,26,"['4e8095d3-abf1-4fe6-86bc-164cc4c80153', 'c26ad3d5-850f-4151-b956-f4572607a664']",24,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:24.907,Pass,True
,,,,,,,,,,,,,,,,,0.8867,,,,,,,,,,,,,,ab84f2ec-0953-440b-b30e-dc2946fb9a86,106,,"[53.7, 68.9]",3754163,1,,,,,-0.2658331,,Right Foot,,,"[73.9, 63.4]",,Low Pass,,20.935377,,,André Ayew Pelé,3347.0,,,,,,1,From Kick Off,Àngel Rangel Zaragoza,3973.0,Right Back,2,Swansea City,26,"['8882aeb8-b65d-4f2c-ad3f-1546dffe6fad', 'c84a2944-4fd7-439a-af22-1f1e20ab1c70']",26,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:26.060,Pass,True
,,,,,,,,,,,,,,,,,3.49699,,,,,,,,,,,,,,eef7998e-3959-4685-bb59-80611145bc86,110,,"[78.9, 48.6]",3754163,1,,,,,1.0354245,,Right Foot,,,"[94.5, 74.9]",,High Pass,,30.578587,,,André Ayew Pelé,3347.0,,,,,Recovery,1,From Kick Off,Wayne Routledge,3449.0,Right Wing,2,Swansea City,26,['05114253-0292-40a8-835d-15361211b03b'],28,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:28.476,Pass,
,,,,,,,,,,,,,,,,,1.402636,,,,,,,,,,,,,,59cfdc88-6763-490a-acf7-54f8c064031d,114,,"[88.9, 75.7]",3754163,1,,,,,-3.1077073,,Right Foot,,,"[71.2, 75.1]",,Ground Pass,,17.710167,,,Àngel Rangel Zaragoza,3973.0,,,,,,1,From Kick Off,André Ayew Pelé,3347.0,Left Wing,2,Swansea City,26,['d05bdf29-6c62-4307-a99d-b5575bab8e67'],36,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:36.146,Pass,
,,,,,,,,,,,,,,,,,2.364256,,,,,,,,,,,,,,3f349bb1-cf76-4893-aa9c-6bbb5ada4a76,117,,"[70.4, 75.1]",3754163,1,,,,,-1.740855,,Right Foot,,,"[67.0, 55.3]",,Ground Pass,,20.089798,,,Leon Britton,4631.0,,,,,,1,From Kick Off,Àngel Rangel Zaragoza,3973.0,Right Back,2,Swansea City,26,['dc9a68ee-f196-4d15-8c63-4ea9bdedb0f7'],37,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:37.600,Pass,
,,,,,,,,,,,,,,,,,1.616338,,,,,,,,,,,,,,a11403e2-fc49-40d1-bbbc-d055937931d6,120,,"[66.8, 55.3]",3754163,1,,,,,-2.0649688,,Right Foot,,,"[52.9, 29.5]",,Ground Pass,,29.306143,,,Ashley Williams,3644.0,,,,,,1,From Kick Off,Leon Britton,4631.0,Center Defensive Midfield,2,Swansea City,26,['53e1f30a-0ce4-43ee-bdba-0c83ff891538'],40,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:40.040,Pass,
,,,,,,,,,,,,,,,,,0.97851,,,,,,,,,,,,,,fb706baa-dc81-4f31-9f64-e597f8342006,123,,"[56.8, 25.3]",3754163,1,,,,,-1.0127168,,Right Foot,,,"[67.6, 8.0]",,Ground Pass,,20.394361,,,Neil Taylor,9627.0,,,,,,1,From Kick Off,Ashley Williams,3644.0,Left Center Back,2,Swansea City,26,['c2f92549-b14d-4be4-b1a1-ba9fae825b12'],43,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:43.172,Pass,
,,,,,,,,,,,,,,,,,1.014434,,,,,,,,,,,,,,79a8b32d-dc6e-4aef-88eb-61def3a3417f,126,,"[67.6, 7.2]",3754163,1,,,,,2.6810997,,Left Foot,,,"[54.9, 13.5]",,Ground Pass,,14.176742,,,Ashley Williams,3644.0,,,,,,1,From Kick Off,Neil Taylor,9627.0,Left Back,2,Swansea City,26,['12427e52-c6e3-4633-882a-3ef654a16f9a'],45,,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:45.603,Pass,
